Card number,Name,Rarity,Print,Region,Modification date,Release,Set type,Cover card,Version
EP16-JP028,Super Anti-Kaiju War Machine Mecha-Dogoran,"('Super Rare',)",New,JP,2023-07-09 01:50:05,2016-09-10,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-JP028,Super Anti-Kaiju War Machine Mecha-Dogoran,"('Super Rare',)",New,JP,2023-07-09 01:50:05,,,,New
EP16-JP029,Kyoutou Waterfront,"('Common',)",New,JP,2023-07-09 01:50:05,2016-09-10,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-JP029,Kyoutou Waterfront,"('Common',)",New,JP,2023-07-09 01:50:05,,,,New
EP16-JP030,Interrupted Kaiju Slumber,"('Rare',)",New,JP,2023-07-09 01:50:05,2016-09-10,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-JP030,Interrupted Kaiju Slumber,"('Rare',)",New,JP,2023-07-09 01:50:05,,,,New
EP16-JP031,The Kaiju Files,"('Common',)",New,JP,2023-07-09 01:50:05,2016-09-10,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-JP031,The Kaiju Files,"('Common',)",New,JP,2023-07-09 01:50:05,,,,New
EP16-JP032,Kaiju Capture Mission,"('Common',)",New,JP,2023-07-09 01:50:05,2016-09-10,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-JP032,Kaiju Capture Mission,"('Common',)",New,JP,2023-07-09 01:50:05,,,,New
EP16-JP033,Paleozoic Olenoides,"('Common',)",New,JP,2023-07-09 01:50:05,2016-09-10,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-JP033,Paleozoic Olenoides,"('Common',)",New,JP,2023-07-09 01:50:05,,,,New
EP16-JP034,Paleozoic Hallucigenia,"('Common',)",New,JP,2023-07-09 01:50:05,2016-09-10,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-JP034,Paleozoic Hallucigenia,"('Common',)",New,JP,2023-07-09 01:50:05,,,,New
EP16-JP035,Paleozoic Canadia,"('Common',)",New,JP,2023-07-09 01:50:05,2016-09-10,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-JP035,Paleozoic Canadia,"('Common',)",New,JP,2023-07-09 01:50:05,,,,New
EP16-JP036,Paleozoic Pikaia,"('Common',)",New,JP,2023-07-09 01:50:05,2016-09-10,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-JP036,Paleozoic Pikaia,"('Common',)",New,JP,2023-07-09 01:50:05,,,,New
EP16-JP037,Paleozoic Eldonia,"('Common',)",New,JP,2023-07-09 01:50:05,2016-09-10,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-JP037,Paleozoic Eldonia,"('Common',)",New,JP,2023-07-09 01:50:05,,,,New
EP16-JP038,Paleozoic Dinomischus,"('Rare',)",New,JP,2023-07-09 01:50:05,2016-09-10,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-JP038,Paleozoic Dinomischus,"('Rare',)",New,JP,2023-07-09 01:50:05,,,,New
EP16-JP039,Paleozoic Marrella,"('Rare',)",New,JP,2023-07-09 01:50:05,2016-09-10,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-JP039,Paleozoic Marrella,"('Rare',)",New,JP,2023-07-09 01:50:05,,,,New
EP16-JP040,Paleozoic Leanchoilia,"('Common',)",New,JP,2023-07-09 01:50:05,2016-09-10,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-JP040,Paleozoic Leanchoilia,"('Common',)",New,JP,2023-07-09 01:50:05,,,,New
EP16-JP041,Paleozoic Anomalocaris,"('Ultra Rare', 'Secret Rare')",New,JP,2023-07-09 01:50:05,2016-09-10,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-JP041,Paleozoic Anomalocaris,"('Ultra Rare', 'Secret Rare')",New,JP,2023-07-09 01:50:05,,,,New
EP16-JP042,Paleozoic Opabinia,"('Rare',)",New,JP,2023-07-09 01:50:05,2016-09-10,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-JP042,Paleozoic Opabinia,"('Rare',)",New,JP,2023-07-09 01:50:05,,,,New
EP16-JP043,Sky Dragoons of Draconia,"('Rare',)",New,JP,2023-07-09 01:50:05,2016-09-10,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-JP043,Sky Dragoons of Draconia,"('Rare',)",New,JP,2023-07-09 01:50:05,,,,New
EP16-JP044,Samurai Cavalry of Reptier,"('Common',)",New,JP,2023-07-09 01:50:05,2016-09-10,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-JP044,Samurai Cavalry of Reptier,"('Common',)",New,JP,2023-07-09 01:50:05,,,,New
EP16-JP045,Steel Cavalry of Dinon,"('Common',)",New,JP,2023-07-09 01:50:05,2016-09-10,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-JP045,Steel Cavalry of Dinon,"('Common',)",New,JP,2023-07-09 01:50:05,,,,New
EP16-JP046,Magical Cavalry of Cxulub,"('Common',)",New,JP,2023-07-09 01:50:05,2016-09-10,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-JP046,Magical Cavalry of Cxulub,"('Common',)",New,JP,2023-07-09 01:50:05,,,,New
EP16-JP047,Cattle Call,"('Rare',)",New,JP,2023-07-09 01:50:05,2016-09-10,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-JP047,Cattle Call,"('Rare',)",New,JP,2023-07-09 01:50:05,,,,New
EP16-JP048,Extinction on Schedule,"('Common',)",New,JP,2023-07-09 01:50:05,2016-09-10,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-JP048,Extinction on Schedule,"('Common',)",New,JP,2023-07-09 01:50:05,,,,New
EP16-JP049,Painful Escape,"('Rare',)",New,JP,2023-07-09 01:50:05,2016-09-10,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-JP049,Painful Escape,"('Rare',)",New,JP,2023-07-09 01:50:05,,,,New
EP16-JP050,Ultimate Providence,"('Common',)",New,JP,2023-07-09 01:50:05,2016-09-10,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-JP050,Ultimate Providence,"('Common',)",New,JP,2023-07-09 01:50:05,,,,New
EP16-JP051,"Kuzunoha, the Onmyojin","('Extra Secret Rare',)",Reprint,JP,2023-07-09 01:50:05,2016-09-10,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-JP051,"Kuzunoha, the Onmyojin","('Extra Secret Rare',)",Reprint,JP,2023-07-09 01:50:05,,,,New
EP16-JP052,"Sakyo, Swordmaster of the Far East","('Extra Secret Rare',)",Reprint,JP,2023-07-09 01:50:05,2016-09-10,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-JP052,"Sakyo, Swordmaster of the Far East","('Extra Secret Rare',)",Reprint,JP,2023-07-09 01:50:05,,,,New
EP16-KR001,Kozmo Farmgirl,"('Ultra Rare', 'Secret Rare')",,KR,2023-04-23 22:22:38,2017-02-03,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-KR001,Kozmo Farmgirl,"('Ultra Rare', 'Secret Rare')",,KR,2023-04-23 22:22:38,,,,New
EP16-KR002,Kozmo Goodwitch,"('Common',)",,KR,2023-04-23 22:22:38,2017-02-03,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-KR002,Kozmo Goodwitch,"('Common',)",,KR,2023-04-23 22:22:38,,,,New
EP16-KR003,Kozmo Sliprider,"('Super Rare',)",,KR,2023-04-23 22:22:38,2017-02-03,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-KR003,Kozmo Sliprider,"('Super Rare',)",,KR,2023-04-23 22:22:38,,,,New
EP16-KR004,Kozmo Forerunner,"('Common',)",,KR,2023-04-23 22:22:38,2017-02-03,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-KR004,Kozmo Forerunner,"('Common',)",,KR,2023-04-23 22:22:38,,,,New
EP16-KR005,Kozmo Strawman,"('Common',)",,KR,2023-04-23 22:22:38,2017-02-03,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-KR005,Kozmo Strawman,"('Common',)",,KR,2023-04-23 22:22:38,,,,New
EP16-KR006,Kozmoll Wickedwitch,"('Common',)",,KR,2023-04-23 22:22:38,2017-02-03,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-KR006,Kozmoll Wickedwitch,"('Common',)",,KR,2023-04-23 22:22:38,,,,New
EP16-KR007,Kozmo DOG Fighter,"('Common',)",,KR,2023-04-23 22:22:38,2017-02-03,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-KR007,Kozmo DOG Fighter,"('Common',)",,KR,2023-04-23 22:22:38,,,,New
EP16-KR008,Kozmo Dark Destroyer,"('Super Rare',)",,KR,2023-04-23 22:22:38,2017-02-03,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-KR008,Kozmo Dark Destroyer,"('Super Rare',)",,KR,2023-04-23 22:22:38,,,,New
EP16-KR009,Kozmo Tincan,"('Super Rare',)",,KR,2023-04-23 22:22:38,2017-02-03,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-KR009,Kozmo Tincan,"('Super Rare',)",,KR,2023-04-23 22:22:38,,,,New
EP16-KR010,Kozmo Soartroopers,"('Common',)",,KR,2023-04-23 22:22:38,2017-02-03,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-KR010,Kozmo Soartroopers,"('Common',)",,KR,2023-04-23 22:22:38,,,,New
EP16-KR011,Kozmo Delta Shuttle,"('Common',)",,KR,2023-04-23 22:22:38,2017-02-03,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-KR011,Kozmo Delta Shuttle,"('Common',)",,KR,2023-04-23 22:22:38,,,,New
EP16-KR012,Kozmo Dark Eclipser,"('Ultra Rare', 'Secret Rare')",,KR,2023-04-23 22:22:38,2017-02-03,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-KR012,Kozmo Dark Eclipser,"('Ultra Rare', 'Secret Rare')",,KR,2023-04-23 22:22:38,,,,New
EP16-KR013,Kozmo Scaredy Lion,"('Common',)",,KR,2023-04-23 22:22:38,2017-02-03,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-KR013,Kozmo Scaredy Lion,"('Common',)",,KR,2023-04-23 22:22:38,,,,New
EP16-KR014,Kozmoll Dark Lady,"('Rare',)",,KR,2023-04-23 22:22:38,2017-02-03,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-KR014,Kozmoll Dark Lady,"('Rare',)",,KR,2023-04-23 22:22:38,,,,New
EP16-KR015,Kozmo Landwalker,"('Common',)",,KR,2023-04-23 22:22:38,2017-02-03,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-KR015,Kozmo Landwalker,"('Common',)",,KR,2023-04-23 22:22:38,,,,New
EP16-KR016,Kozmo Dark Planet,"('Rare',)",,KR,2023-04-23 22:22:38,2017-02-03,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-KR016,Kozmo Dark Planet,"('Rare',)",,KR,2023-04-23 22:22:38,,,,New
EP16-KR017,Kozmotown,"('Super Rare',)",,KR,2023-04-23 22:22:38,2017-02-03,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-KR017,Kozmotown,"('Super Rare',)",,KR,2023-04-23 22:22:38,,,,New
EP16-KR018,Kozmo Lightsword,"('Common',)",,KR,2023-04-23 22:22:38,2017-02-03,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-KR018,Kozmo Lightsword,"('Common',)",,KR,2023-04-23 22:22:38,,,,New
EP16-KR019,Kozmojo,"('Common',)",,KR,2023-04-23 22:22:38,2017-02-03,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-KR019,Kozmojo,"('Common',)",,KR,2023-04-23 22:22:38,,,,New
EP16-KR020,Kozmourning,"('Common',)",,KR,2023-04-23 22:22:38,2017-02-03,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-KR020,Kozmourning,"('Common',)",,KR,2023-04-23 22:22:38,,,,New
EP16-KR021,"Dogoran, the Mad Flame Kaiju","('Ultra Rare', 'Secret Rare')",,KR,2023-04-23 22:22:38,2017-02-03,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-KR021,"Dogoran, the Mad Flame Kaiju","('Ultra Rare', 'Secret Rare')",,KR,2023-04-23 22:22:38,,,,New
EP16-KR022,"Kumongous, the Sticky String Kaiju","('Common',)",,KR,2023-04-23 22:22:38,2017-02-03,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-KR022,"Kumongous, the Sticky String Kaiju","('Common',)",,KR,2023-04-23 22:22:38,,,,New
EP16-KR023,"Radian, the Multidimensional Kaiju","('Common',)",,KR,2023-04-23 22:22:38,2017-02-03,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-KR023,"Radian, the Multidimensional Kaiju","('Common',)",,KR,2023-04-23 22:22:38,,,,New
EP16-KR024,"Gameciel, the Sea Turtle Kaiju","('Rare',)",,KR,2023-04-23 22:22:38,2017-02-03,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-KR024,"Gameciel, the Sea Turtle Kaiju","('Rare',)",,KR,2023-04-23 22:22:38,,,,New
EP16-KR025,"Gadarla, the Mystery Dust Kaiju","('Common',)",,KR,2023-04-23 22:22:38,2017-02-03,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-KR025,"Gadarla, the Mystery Dust Kaiju","('Common',)",,KR,2023-04-23 22:22:38,,,,New
EP16-KR026,"Jizukiru, the Star Destroying Kaiju","('Common',)",,KR,2023-04-23 22:22:38,2017-02-03,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-KR026,"Jizukiru, the Star Destroying Kaiju","('Common',)",,KR,2023-04-23 22:22:38,,,,New
EP16-KR027,"Thunder King, the Lightningstrike Kaiju","('Super Rare',)",,KR,2023-04-23 22:22:38,2017-02-03,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-KR027,"Thunder King, the Lightningstrike Kaiju","('Super Rare',)",,KR,2023-04-23 22:22:38,,,,New
EP16-KR028,Super Anti-Kaiju War Machine Mecha-Dogoran,"('Super Rare',)",,KR,2023-04-23 22:22:38,2017-02-03,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-KR028,Super Anti-Kaiju War Machine Mecha-Dogoran,"('Super Rare',)",,KR,2023-04-23 22:22:38,,,,New
EP16-KR029,Kyoutou Waterfront,"('Common',)",,KR,2023-04-23 22:22:38,2017-02-03,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-KR029,Kyoutou Waterfront,"('Common',)",,KR,2023-04-23 22:22:38,,,,New
EP16-KR030,Interrupted Kaiju Slumber,"('Rare',)",,KR,2023-04-23 22:22:38,2017-02-03,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-KR030,Interrupted Kaiju Slumber,"('Rare',)",,KR,2023-04-23 22:22:38,,,,New
EP16-KR031,The Kaiju Files,"('Common',)",,KR,2023-04-23 22:22:38,2017-02-03,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-KR031,The Kaiju Files,"('Common',)",,KR,2023-04-23 22:22:38,,,,New
EP16-KR032,Kaiju Capture Mission,"('Common',)",,KR,2023-04-23 22:22:38,2017-02-03,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-KR032,Kaiju Capture Mission,"('Common',)",,KR,2023-04-23 22:22:38,,,,New
EP16-KR033,Sky Dragoons of Draconia,"('Rare',)",,KR,2023-04-23 22:22:38,2017-02-03,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-KR033,Sky Dragoons of Draconia,"('Rare',)",,KR,2023-04-23 22:22:38,,,,New
EP16-KR034,Samurai Cavalry of Reptier,"('Common',)",,KR,2023-04-23 22:22:38,2017-02-03,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-KR034,Samurai Cavalry of Reptier,"('Common',)",,KR,2023-04-23 22:22:38,,,,New
EP16-KR035,Steel Cavalry of Dinon,"('Common',)",,KR,2023-04-23 22:22:38,2017-02-03,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-KR035,Steel Cavalry of Dinon,"('Common',)",,KR,2023-04-23 22:22:38,,,,New
EP16-KR036,Magical Cavalry of Cxulub,"('Common',)",,KR,2023-04-23 22:22:38,2017-02-03,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-KR036,Magical Cavalry of Cxulub,"('Common',)",,KR,2023-04-23 22:22:38,,,,New
EP16-KR037,Cattle Call,"('Rare',)",,KR,2023-04-23 22:22:38,2017-02-03,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-KR037,Cattle Call,"('Rare',)",,KR,2023-04-23 22:22:38,,,,New
EP16-KR038,Extinction on Schedule,"('Common',)",,KR,2023-04-23 22:22:38,2017-02-03,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-KR038,Extinction on Schedule,"('Common',)",,KR,2023-04-23 22:22:38,,,,New
EP16-KR039,Painful Escape,"('Rare',)",,KR,2023-04-23 22:22:38,2017-02-03,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-KR039,Painful Escape,"('Rare',)",,KR,2023-04-23 22:22:38,,,,New
EP16-KR040,Ultimate Providence,"('Common',)",,KR,2023-04-23 22:22:38,2017-02-03,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-KR040,Ultimate Providence,"('Common',)",,KR,2023-04-23 22:22:38,,,,New
EP16-KR041,Mekanikal Arkfiend,"('Common',)",,KR,2023-04-23 22:22:38,2017-02-03,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-KR041,Mekanikal Arkfiend,"('Common',)",,KR,2023-04-23 22:22:38,,,,New
EP16-KR042,"Minerva, the Exalted Lightsworn","('Ultra Rare', 'Secret Rare')",,KR,2023-04-23 22:22:38,2017-02-03,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-KR042,"Minerva, the Exalted Lightsworn","('Ultra Rare', 'Secret Rare')",,KR,2023-04-23 22:22:38,,,,New
EP16-KR043,Lightsworn Judgment,"('Common',)",,KR,2023-04-23 22:22:38,2017-02-03,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-KR043,Lightsworn Judgment,"('Common',)",,KR,2023-04-23 22:22:38,,,,New
EP16-KR044,Geargianchor,"('Common',)",,KR,2023-04-23 22:22:38,2017-02-03,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-KR044,Geargianchor,"('Common',)",,KR,2023-04-23 22:22:38,,,,New
EP16-KR045,Geargia Change,"('Rare',)",,KR,2023-04-23 22:22:38,2017-02-03,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-KR045,Geargia Change,"('Rare',)",,KR,2023-04-23 22:22:38,,,,New
EP16-KR046,"Dragodies, the Empowered Warrior","('Common',)",,KR,2023-04-23 22:22:38,2017-02-03,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-KR046,"Dragodies, the Empowered Warrior","('Common',)",,KR,2023-04-23 22:22:38,,,,New
EP16-KR047,"Dragonox, the Empowered Warrior","('Common',)",,KR,2023-04-23 22:22:38,2017-02-03,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-KR047,"Dragonox, the Empowered Warrior","('Common',)",,KR,2023-04-23 22:22:38,,,,New
EP16-KR048,"Aether, the Evil Empowering Dragon","('Common',)",,KR,2023-04-23 22:22:38,2017-02-03,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-KR048,"Aether, the Evil Empowering Dragon","('Common',)",,KR,2023-04-23 22:22:38,,,,New
EP16-KR049,Empowerment,"('Common',)",,KR,2023-04-23 22:22:38,2017-02-03,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-KR049,Empowerment,"('Common',)",,KR,2023-04-23 22:22:38,,,,New
EP16-KR050,Bujin Hiruko,"('Rare',)",,KR,2023-04-23 22:22:38,2017-02-03,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-KR050,Bujin Hiruko,"('Rare',)",,KR,2023-04-23 22:22:38,,,,New
EP16-KR051,Sylvan Princessprite,"('Rare',)",,KR,2023-04-23 22:22:38,2017-02-03,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-KR051,Sylvan Princessprite,"('Rare',)",,KR,2023-04-23 22:22:38,,,,New
EP16-KR052,Artifact Vajra,"('Common',)",,KR,2023-04-23 22:22:38,2017-02-03,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-KR052,Artifact Vajra,"('Common',)",,KR,2023-04-23 22:22:38,,,,New
EP16-KR053,Symphonic Warrior Miccs,"('Common',)",,KR,2023-04-23 22:22:38,2017-02-03,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-KR053,Symphonic Warrior Miccs,"('Common',)",,KR,2023-04-23 22:22:38,,,,New
EP16-KR054,"Kuzunoha, the Onmyojin","('Extra Secret Rare',)",,KR,2023-04-23 22:22:38,2017-02-03,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-KR054,"Kuzunoha, the Onmyojin","('Extra Secret Rare',)",,KR,2023-04-23 22:22:38,,,,New
EP16-KR055,"Sakyo, Swordmaster of the Far East","('Extra Secret Rare',)",,KR,2023-04-23 22:22:38,2017-02-03,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",Old
EP16-KR055,"Sakyo, Swordmaster of the Far East","('Extra Secret Rare',)",,KR,2023-04-23 22:22:38,,,,New
LART-KR001,Monster Reborn,"('Ultra Rare', 'Secret Rare')",,JP,2023-04-05 18:40:38,,Booster pack,,Old
LART-KR001,Monster Reborn,"('Ultra Rare', 'Secret Rare')",,KR,2023-08-11 07:45:21,2023-02-14,Booster pack,,New
LART-KR002,Right Leg of the Forbidden One,"('Ultra Rare', 'Secret Rare')",,JP,2023-04-05 18:40:38,,Booster pack,,Old
LART-KR002,Right Leg of the Forbidden One,"('Ultra Rare', 'Secret Rare')",,KR,2023-08-11 07:45:21,2023-02-14,Booster pack,,New
LART-KR003,Left Leg of the Forbidden One,"('Ultra Rare', 'Secret Rare')",,JP,2023-04-05 18:40:38,,Booster pack,,Old
LART-KR003,Left Leg of the Forbidden One,"('Ultra Rare', 'Secret Rare')",,KR,2023-08-11 07:45:21,2023-02-14,Booster pack,,New
LART-KR004,Exodia the Forbidden One,"('Ultra Rare', 'Secret Rare')",,JP,2023-04-05 18:40:38,,Booster pack,,Old
LART-KR004,Exodia the Forbidden One,"('Ultra Rare', 'Secret Rare')",,KR,2023-08-11 07:45:21,2023-02-14,Booster pack,,New
