Name,Card type,Property,Archseries,Legend,Maximum mode,Attribute,Primary type,Monster type,Effect type,DEF,ATK,MAXIMUM ATK,Level/Rank,Page name,Page URL,Artwork,Modification date,Errata
Laughing Grass,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Laughing Grass,https://yugipedia.com/wiki/Laughing_Grass,,2022-09-21 05:56:39,
Legend Magician,Monster Card,,,False,False,LIGHT,Effect Monster,Spellcaster,"('Effect',)",300,1100,,4,Legend Magician,https://yugipedia.com/wiki/Legend_Magician,,2023-02-01 11:41:47,
Legend Saber,Monster Card,,,False,False,LIGHT,Effect Monster,Warrior,"('Effect',)",300,1300,,3,Legend Saber,https://yugipedia.com/wiki/Legend_Saber,,2023-02-01 11:43:28,
Legendary Swordsman - Buster Blader,Monster Card,,,False,False,EARTH,Effect Monster,Warrior,"('Continuous Effect',)",2300,2600,,8,Legendary Swordsman - Buster Blader,https://yugipedia.com/wiki/Legendary_Swordsman_-_Buster_Blader,,2023-01-23 16:53:29,
Lesser Dragon,Monster Card,,,False,False,WIND,Normal Monster,Dragon,,1000,1200,,4,Lesser Dragon (Rush Duel),https://yugipedia.com/wiki/Lesser_Dragon_(Rush_Duel),,2022-09-21 03:16:17,
Level Blast,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Level Blast,https://yugipedia.com/wiki/Level_Blast,,2023-01-29 19:43:23,
Levia-Dragon - Daedalus,Monster Card,,,True,False,WATER,Effect Monster,Sea Serpent,"('Effect',)",1500,2600,,7,Levia-Dragon - Daedalus (Rush Duel),https://yugipedia.com/wiki/Levia-Dragon_-_Daedalus_(Rush_Duel),,2022-09-21 06:16:26,"('Any',)"
Light Dolphin,Monster Card,,"('Dolphin',)",False,False,WATER,Effect Monster,Sea Serpent,"('Effect',)",1000,500,,2,Light Dolphin,https://yugipedia.com/wiki/Light_Dolphin,,2022-12-20 10:44:53,
Light Sorcerer,Monster Card,,,False,False,LIGHT,Normal Monster,Spellcaster,,0,1500,,4,Light Sorcerer,https://yugipedia.com/wiki/Light_Sorcerer,,2022-09-21 05:01:10,
Lightning Braver,Monster Card,,,False,False,LIGHT,Effect Monster,Thunder,"('Effect',)",700,1200,,3,Lightning Braver,https://yugipedia.com/wiki/Lightning_Braver,,2022-09-20 11:20:52,
Lightning Voltcondor,Monster Card,,,False,False,LIGHT,Effect Monster,Winged Beast,"('Effect',)",1000,2200,,7,Lightning Voltcondor,https://yugipedia.com/wiki/Lightning_Voltcondor,,2022-09-21 03:34:23,
Lightwave Dragon,Monster Card,,"('High Tech Dragon',)",False,False,LIGHT,Effect Monster,Dragon,"('Effect',)",500,1300,,4,Lightwave Dragon,https://yugipedia.com/wiki/Lightwave_Dragon,,2022-12-18 12:09:34,
Lindmühle,Monster Card,,,False,False,WIND,Effect Monster,Wyrm,"('Effect',)",0,1100,,4,Lindmühle,https://yugipedia.com/wiki/Lindm%C3%BChle,,2022-12-21 09:52:46,
Lindo the Shadow Flower Warrior,Monster Card,,"('Shadow Flower',)",False,False,EARTH,Normal Monster,Plant,,1400,1300,,4,Lindo the Shadow Flower Warrior,https://yugipedia.com/wiki/Lindo_the_Shadow_Flower_Warrior,,2022-09-23 00:36:17,
Little D,Monster Card,,,False,False,EARTH,Normal Monster,Dinosaur,,700,1100,,3,Little D (Rush Duel),https://yugipedia.com/wiki/Little_D_(Rush_Duel),,2022-09-21 03:11:16,
Lizard Soldier,Monster Card,,,False,False,WIND,Normal Monster,Dragon,,800,1100,,3,Lizard Soldier (Rush Duel),https://yugipedia.com/wiki/Lizard_Soldier_(Rush_Duel),,2022-09-21 03:16:07,
Long Shield Gardna,Monster Card,,,False,False,EARTH,Effect Monster,Warrior,"('Effect',)",1200,1500,,5,Long Shield Gardna,https://yugipedia.com/wiki/Long_Shield_Gardna,,2022-10-20 07:36:07,
Lost Cat,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Lost Cat,https://yugipedia.com/wiki/Lost_Cat,,2022-04-05 19:28:19,
Love Angel,Monster Card,,,False,False,LIGHT,Effect Monster,Fairy,"('Continuous Effect',)",0,0,,1,Love Angel,https://yugipedia.com/wiki/Love_Angel,,2023-02-23 09:52:20,
Lua the Skysavior Angel,Monster Card,,"('Skysavior',)",False,False,DARK,Effect Monster,Fairy,"('Effect',)",1000,0,,1,Lua the Skysavior Angel,https://yugipedia.com/wiki/Lua_the_Skysavior_Angel,,2023-01-21 14:07:39,
Lucky Mask of Omens,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Lucky Mask of Omens,https://yugipedia.com/wiki/Lucky_Mask_of_Omens,,2023-01-19 20:32:10,
Lullabind,Spell Card,Normal Spell Card,"('Psychic Musician',)",False,False,,,,"('Effect',)",,,,,Lullabind,https://yugipedia.com/wiki/Lullabind,,2023-01-10 18:59:04,
Luminous Parrot,Monster Card,,,False,False,LIGHT,Effect Monster,Winged Beast,"('Effect',)",600,1200,,4,Luminous Parrot,https://yugipedia.com/wiki/Luminous_Parrot,,2022-12-21 09:52:36,
Luster Dragon,Monster Card,,,True,False,WIND,Normal Monster,Dragon,,1600,1900,,4,Luster Dragon (Rush Duel),https://yugipedia.com/wiki/Luster_Dragon_(Rush_Duel),,2022-10-05 21:23:47,"('Any',)"
Mach Mega Falcon,Monster Card,,,False,False,WIND,Fusion Monster,Machine,"('Effect',)",1500,2500,,7,Mach Mega Falcon,https://yugipedia.com/wiki/Mach_Mega_Falcon,,2022-10-31 18:37:28,
Machine Attacker,Monster Card,,,False,False,EARTH,Normal Monster,Machine,,1300,1600,,5,Machine Attacker (Rush Duel),https://yugipedia.com/wiki/Machine_Attacker_(Rush_Duel),,2022-12-21 09:22:21,
Machvio of the Ultimate Aria,Monster Card,,"('Shaman Bandit',)",False,False,WIND,Effect Monster,Psychic,"('Continuous Effect',)",1400,2400,,7,Machvio of the Ultimate Aria,https://yugipedia.com/wiki/Machvio_of_the_Ultimate_Aria,,2023-01-21 13:58:25,
Magic Curtain,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Magic Curtain,https://yugipedia.com/wiki/Magic_Curtain,,2022-10-20 07:08:28,
Magic Cylinder,Trap Card,Normal Trap Card,,True,False,,,,"('Effect',)",,,,,Magic Cylinder (Rush Duel),https://yugipedia.com/wiki/Magic_Cylinder_(Rush_Duel),,2022-12-18 12:09:50,"('Any',)"
Magic Fire Guard,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Magic Fire Guard,https://yugipedia.com/wiki/Magic_Fire_Guard,,2022-10-20 07:07:53,
Magic Juggler,Monster Card,,"('Metarion',)",False,False,LIGHT,Normal Monster,Spellcaster,,500,1400,,4,Magic Juggler,https://yugipedia.com/wiki/Magic_Juggler,,2022-12-30 01:27:31,
Magic Mirror Youth,Monster Card,,,False,False,LIGHT,Effect Monster,Spellcaster,"('Effect',)",800,1000,,4,Magic Mirror Youth,https://yugipedia.com/wiki/Magic_Mirror_Youth,,2023-02-23 09:53:03,
Magical Beast Wolfang,Monster Card,,,False,False,FIRE,Normal Monster,Spellcaster,,100,1100,,3,Magical Beast Wolfang,https://yugipedia.com/wiki/Magical_Beast_Wolfang,,2021-12-03 04:00:59,
Magical Ghost,Monster Card,,,False,False,DARK,Normal Monster,Zombie,,1400,1300,,4,Magical Ghost (Rush Duel),https://yugipedia.com/wiki/Magical_Ghost_(Rush_Duel),,2022-10-20 06:56:15,"('Name', 'Type')"
Magical Sheep Girl Meeeg-chan,Monster Card,,"('Ewekai',)",False,False,LIGHT,Normal Monster,Beast,,1600,2500,,7,Magical Sheep Girl Meeeg-chan,https://yugipedia.com/wiki/Magical_Sheep_Girl_Meeeg-chan,"('Alternate',)",2023-01-31 20:25:58,
Magical Stone Excavation,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Magical Stone Excavation (Rush Duel),https://yugipedia.com/wiki/Magical_Stone_Excavation_(Rush_Duel),,2022-09-25 03:02:34,"('Any',)"
Magical Stream,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Magical Stream,https://yugipedia.com/wiki/Magical_Stream,,2022-10-20 07:08:33,
Magician of Dark Sevens,Monster Card,,"('Darkness (Rush Duel series)',)",False,False,DARK,Fusion Monster,Spellcaster,"('Continuous Effect',)",2600,2800,,9,Magician of Dark Sevens,https://yugipedia.com/wiki/Magician_of_Dark_Sevens,,2022-10-30 06:24:11,
Magician's Curtain,Monster Card,,,False,False,DARK,Effect Monster,Spellcaster,"('Effect',)",700,700,,2,Magician's Curtain,https://yugipedia.com/wiki/Magician%27s_Curtain,,2023-02-16 14:24:23,
Magician's Valkyria,Monster Card,,,True,False,LIGHT,Effect Monster,Spellcaster,"('Continuous Effect',)",1800,1600,,4,Magician's Valkyria (Rush Duel),https://yugipedia.com/wiki/Magician%27s_Valkyria_(Rush_Duel),,2022-12-02 08:58:55,"('Any',)"
Maginical Miracle,Monster Card,,,False,False,LIGHT,Effect Monster,Psychic,"('Effect',)",100,1000,,4,Maginical Miracle,https://yugipedia.com/wiki/Maginical_Miracle,,2022-09-21 06:06:58,
Magiquartet Shock,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Magiquartet Shock,https://yugipedia.com/wiki/Magiquartet_Shock,,2022-09-25 03:05:45,
Magmassage,Monster Card,,"('Magma',)",False,False,FIRE,Effect Monster,Pyro,"('Effect',)",2100,2100,,7,Magmassage,https://yugipedia.com/wiki/Magmassage,,2022-10-20 07:20:38,
Magmax Mantleveda,Monster Card,,"('Magma',)",False,False,FIRE,Effect Monster,Pyro,"('Effect',)",1500,2400,,8,Magmax Mantleveda,https://yugipedia.com/wiki/Magmax_Mantleveda,,2022-10-20 07:20:31,
Maid's Present,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Maid's Present,https://yugipedia.com/wiki/Maid%27s_Present,,2022-09-21 06:04:13,
"Majinrai, the Striking Storm",Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,"Majinrai, the Striking Storm","https://yugipedia.com/wiki/Majinrai,_the_Striking_Storm",,2022-11-02 17:31:33,
Maju Garzett,Monster Card,,,False,False,DARK,Effect Monster,Fiend,"('Continuous Effect',)",0,0,,7,Maju Garzett (Rush Duel),https://yugipedia.com/wiki/Maju_Garzett_(Rush_Duel),,2023-02-21 11:27:52,"('Name',)"
"Makiu, the Magical Mist",Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,"Makiu, the Magical Mist (Rush Duel)","https://yugipedia.com/wiki/Makiu,_the_Magical_Mist_(Rush_Duel)",,2022-09-21 06:03:51,"('Any',)"
Malevolent Catastrophe,Trap Card,Normal Trap Card,,True,False,,,,"('Effect',)",,,,,Malevolent Catastrophe (Rush Duel),https://yugipedia.com/wiki/Malevolent_Catastrophe_(Rush_Duel),,2023-02-16 14:29:28,"('Any',)"
Malevolent Seller,Monster Card,,,False,False,DARK,Effect Monster,Spellcaster,"('Effect',)",300,700,,2,Malevolent Seller,https://yugipedia.com/wiki/Malevolent_Seller,,2023-02-16 14:30:21,
Mammoth Graveyard,Monster Card,,,False,False,EARTH,Normal Monster,Dinosaur,,800,1200,,3,Mammoth Graveyard (Rush Duel),https://yugipedia.com/wiki/Mammoth_Graveyard_(Rush_Duel),,2022-09-21 03:47:28,"('Any',)"
Man-Thro' Tro',Monster Card,,,False,False,EARTH,Effect Monster,Beast-Warrior,"('Effect',)",1000,1000,,4,Man-Thro' Tro' (Rush Duel),https://yugipedia.com/wiki/Man-Thro%27_Tro%27_(Rush_Duel),,2022-11-17 12:09:19,"('Any',)"
"Maraimei, the Igniting Inferno",Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,"Maraimei, the Igniting Inferno","https://yugipedia.com/wiki/Maraimei,_the_Igniting_Inferno",,2022-11-02 17:28:42,
Masaki the Legendary Samurai,Monster Card,,,False,False,EARTH,Normal Monster,Warrior,,0,1500,,4,Masaki the Legendary Samurai,https://yugipedia.com/wiki/Masaki_the_Legendary_Samurai,,2022-04-23 23:40:53,
Masaki the Legendary Swordsman,Monster Card,,,False,False,EARTH,Normal Monster,Warrior,,1100,1100,,4,Masaki the Legendary Swordsman (Rush Duel),https://yugipedia.com/wiki/Masaki_the_Legendary_Swordsman_(Rush_Duel),,2022-04-23 01:19:01,"('Type',)"
"Masenkou, the Lashing Light",Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,"Masenkou, the Lashing Light","https://yugipedia.com/wiki/Masenkou,_the_Lashing_Light",,2023-02-16 14:25:47,
Mask of Volos,Monster Card,,,False,False,EARTH,Effect Monster,Spellcaster,"('Effect',)",1000,1500,,5,Mask of Volos,https://yugipedia.com/wiki/Mask_of_Volos,,2022-09-21 03:20:39,
Master Craftsman Kotetsu,Monster Card,,,False,False,FIRE,Effect Monster,Beast-Warrior,"('Effect',)",1000,1000,,3,Master Craftsman Kotetsu,https://yugipedia.com/wiki/Master_Craftsman_Kotetsu,,2023-02-10 14:46:33,
Master of Sevens Road,Monster Card,,"('Sevens Road',)",False,False,DARK,Fusion Monster,Spellcaster,"('Continuous Effect',)",2100,3000,,9,Master of Sevens Road,https://yugipedia.com/wiki/Master_of_Sevens_Road,,2022-10-30 06:21:21,
Master's Cure,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Master's Cure,https://yugipedia.com/wiki/Master%27s_Cure,,2023-01-05 22:59:15,
Matsugumi the Ruler's Squad,Monster Card,,"('Three Rulers',)",False,False,EARTH,Effect Monster,Warrior,"('Effect',)",0,1800,,6,Matsugumi the Ruler's Squad,https://yugipedia.com/wiki/Matsugumi_the_Ruler%27s_Squad,,2023-02-14 15:07:31,
Max Raider,Monster Card,,,False,False,EARTH,Normal Monster,Warrior,,1400,2400,,7,Max Raider,https://yugipedia.com/wiki/Max_Raider,,2022-09-18 19:43:24,
Meat Spice the Special Noodle Ninja,Monster Card,,"('Noodle Ninja',)",False,False,FIRE,Fusion Monster,Pyro,"('Effect',)",0,2900,,9,Meat Spice the Special Noodle Ninja,https://yugipedia.com/wiki/Meat_Spice_the_Special_Noodle_Ninja,,2022-11-10 19:20:26,
Mech Therizinoraptor,Monster Card,,,False,False,LIGHT,Effect Monster,Dinosaur,"('Effect',)",0,1000,,3,Mech Therizinoraptor,https://yugipedia.com/wiki/Mech_Therizinoraptor,,2022-10-30 07:50:44,
Mecha Ambulator,Monster Card,,,False,False,WIND,Effect Monster,Machine,"('Effect',)",400,1200,,3,Mecha Ambulator,https://yugipedia.com/wiki/Mecha_Ambulator,,2022-12-20 09:01:35,
Mechaleon,Monster Card,,"('Chameleon',)",False,False,WATER,Normal Monster,Reptile,,600,800,,2,Mechaleon (Rush Duel),https://yugipedia.com/wiki/Mechaleon_(Rush_Duel),,2022-01-09 11:49:40,
Meet and Greed,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Meet and Greed,https://yugipedia.com/wiki/Meet_and_Greed,,2022-09-21 06:11:06,
Megazowler,Monster Card,,,False,False,EARTH,Normal Monster,Dinosaur,,2000,1800,,6,Megazowler (Rush Duel),https://yugipedia.com/wiki/Megazowler_(Rush_Duel),,2022-09-21 03:38:52,
Meika Etraynze the Shadow Flower Venus,Monster Card,,"('Shadow Flower',)",False,False,EARTH,Fusion Monster,Plant,"('Effect',)",2500,3000,,9,Meika Etraynze the Shadow Flower Venus,https://yugipedia.com/wiki/Meika_Etraynze_the_Shadow_Flower_Venus,"('Edited',)",2023-02-01 20:57:31,
Meika Etraynzeyes the Shadow Flower Lunatic,Monster Card,,"('Shadow Flower',)",False,False,EARTH,Fusion Monster,Plant,"('Effect',)",0,0,,8,Meika Etraynzeyes the Shadow Flower Lunatic,https://yugipedia.com/wiki/Meika_Etraynzeyes_the_Shadow_Flower_Lunatic,,2022-10-31 18:36:40,
Melchid the Four-Face Beast,Monster Card,,,False,False,DARK,Normal Monster,Fiend,,1200,1500,,4,Melchid the Four-Face Beast (Rush Duel),https://yugipedia.com/wiki/Melchid_the_Four-Face_Beast_(Rush_Duel),,2023-02-01 10:05:52,"('Type',)"
Melel the Beautiful Flame Spirit of the Lamp,Monster Card,,"('Chemistry',)",False,False,FIRE,Fusion Monster,Pyro,"('Effect',)",1800,2800,,9,Melel the Beautiful Flame Spirit of the Lamp,https://yugipedia.com/wiki/Melel_the_Beautiful_Flame_Spirit_of_the_Lamp,,2023-01-21 14:19:41,
Melo Melo Meeeg☆Uuultra Beam,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Melo Melo Meeeg☆Uuultra Beam,https://yugipedia.com/wiki/Melo_Melo_Meeeg%E2%98%86Uuultra_Beam,,2022-11-17 12:08:38,
The Menacing Eyes of the Sky Emperor,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,The Menacing Eyes of the Sky Emperor,https://yugipedia.com/wiki/The_Menacing_Eyes_of_the_Sky_Emperor,,2022-09-21 05:56:52,
Meowonderful Rush,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Meowonderful Rush,https://yugipedia.com/wiki/Meowonderful_Rush,,2023-01-21 14:39:53,
Metal Armored Ant,Monster Card,,,False,False,EARTH,Normal Monster,Insect,,2500,100,,7,Metal Armored Ant,https://yugipedia.com/wiki/Metal_Armored_Ant,,2022-09-21 06:00:20,
Metal Megaleon,Monster Card,,"('Chameleon',)",False,False,EARTH,Effect Monster,Reptile,"('Effect',)",1000,1700,,6,Metal Megaleon,https://yugipedia.com/wiki/Metal_Megaleon,,2022-09-21 06:09:55,
Metarion Ashurastar,Monster Card,,"('Metarion',)",False,False,LIGHT,Fusion Monster,Cyborg,"('Multi-Choice Effect',)",2500,2800,,9,Metarion Ashurastar,https://yugipedia.com/wiki/Metarion_Ashurastar,,2022-12-30 00:51:24,
Metarion Eraclestar,Monster Card,,"('Metarion',)",False,False,LIGHT,Fusion Monster,Cyborg,"('Multi-Choice Effect',)",2500,2800,,9,Metarion Eraclestar,https://yugipedia.com/wiki/Metarion_Eraclestar,,2022-12-30 01:26:19,
Metarion King Cobrastar,Monster Card,,"('Metarion',)",False,False,LIGHT,Fusion Monster,Cyborg,"('Multi-Choice Effect',)",2500,3000,,9,Metarion King Cobrastar,https://yugipedia.com/wiki/Metarion_King_Cobrastar,,2022-12-30 01:31:48,
Metarion Ladonstar,Monster Card,,"('Metarion',)",False,False,LIGHT,Fusion Monster,Cyborg,"('Multi-Choice Effect',)",2500,2800,,9,Metarion Ladonstar,https://yugipedia.com/wiki/Metarion_Ladonstar,,2022-12-30 01:29:22,
Metarion Vritrastar,Monster Card,,"('Metarion',)",False,False,LIGHT,Fusion Monster,Cyborg,"('Multi-Choice Effect',)",2500,2800,,9,Metarion Vritrastar,https://yugipedia.com/wiki/Metarion_Vritrastar,,2023-01-10 18:57:04,
Meteor Black Dragon,Monster Card,,,False,False,FIRE,Fusion Monster,Dragon,,2000,3500,,8,Meteor Black Dragon (Rush Duel),https://yugipedia.com/wiki/Meteor_Black_Dragon_(Rush_Duel),,2023-02-17 12:03:52,"('Name',)"
Meteor Charge,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Meteor Charge,https://yugipedia.com/wiki/Meteor_Charge,,2022-12-21 09:54:32,
Meteor Dragon,Monster Card,,,False,False,EARTH,Normal Monster,Dragon,,2000,1800,,6,Meteor Dragon (Rush Duel),https://yugipedia.com/wiki/Meteor_Dragon_(Rush_Duel),,2023-02-17 12:04:23,"('Type',)"
Meteorhino,Monster Card,,,False,False,LIGHT,Normal Monster,Galaxy (Type),,800,1700,,5,Meteorhino,https://yugipedia.com/wiki/Meteorhino,,2022-09-20 11:09:10,
Meteorlarva,Monster Card,,,False,False,DARK,Effect Monster,Galaxy (Type),"('Effect',)",0,600,,1,Meteorlarva,https://yugipedia.com/wiki/Meteorlarva,,2022-12-21 09:53:47,
Methyl the Flame Jinn of the Lamp,Monster Card,,"('Chemistry',)",False,False,FIRE,Effect Monster,Pyro,"('Effect',)",500,1000,,3,Methyl the Flame Jinn of the Lamp,https://yugipedia.com/wiki/Methyl_the_Flame_Jinn_of_the_Lamp,,2023-01-04 11:44:40,
Mezame the Ringing Alarm,Monster Card,,,False,False,DARK,Effect Monster,Warrior,"('Effect',)",200,0,,1,Mezame the Ringing Alarm,https://yugipedia.com/wiki/Mezame_the_Ringing_Alarm,,2023-01-16 01:19:24,
Miginagi the Talismanic Warrior,Monster Card,,"('Talismanic',)",False,False,EARTH,Effect Monster,Warrior,"('Effect',)",1000,1000,,3,Miginagi the Talismanic Warrior,https://yugipedia.com/wiki/Miginagi_the_Talismanic_Warrior,,2022-11-17 12:09:42,
Milky Wave Neo,Monster Card,,,False,False,WIND,Normal Monster,Galaxy (Type),,1000,2500,,7,Milky Wave Neo,https://yugipedia.com/wiki/Milky_Wave_Neo,,2022-12-21 09:08:00,
Millennium Shield,Monster Card,,,True,False,EARTH,Normal Monster,Warrior,,3000,0,,5,Millennium Shield (Rush Duel),https://yugipedia.com/wiki/Millennium_Shield_(Rush_Duel),,2022-02-09 03:11:05,"('Any',)"
Mirage Dragon,Monster Card,,,True,False,LIGHT,Effect Monster,Dragon,"('Continuous Effect',)",600,1600,,4,Mirage Dragon (Rush Duel),https://yugipedia.com/wiki/Mirage_Dragon_(Rush_Duel),,2022-12-21 09:03:07,"('Any',)"
Mirror Force,Trap Card,Normal Trap Card,,True,False,,,,"('Effect',)",,,,,Mirror Force (Rush Duel),https://yugipedia.com/wiki/Mirror_Force_(Rush_Duel),,2022-08-17 09:41:26,"('Any',)"
Mirroring Wyvern,Monster Card,,,False,False,LIGHT,Effect Monster,Dragon,"('Effect',)",800,1600,,6,Mirroring Wyvern,https://yugipedia.com/wiki/Mirroring_Wyvern,,2023-01-21 14:00:52,
Mismatched Rivalry,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Mismatched Rivalry,https://yugipedia.com/wiki/Mismatched_Rivalry,,2022-09-21 05:58:11,
Miso Instant the Special Noodle Ninja,Monster Card,,"('Noodle Ninja',)",False,False,FIRE,Fusion Monster,Pyro,"('Effect',)",0,2900,,9,Miso Instant the Special Noodle Ninja,https://yugipedia.com/wiki/Miso_Instant_the_Special_Noodle_Ninja,,2022-10-31 18:36:10,
Modorina the Light Retriever,Monster Card,,,False,False,LIGHT,Effect Monster,Fairy,"('Effect',)",500,800,,2,Modorina the Light Retriever,https://yugipedia.com/wiki/Modorina_the_Light_Retriever,,2022-09-21 06:11:09,
Moisturize,Spell Card,Normal Spell Card,"('Bubble Era',)",False,False,,,,"('Effect',)",,,,,Moisturize,https://yugipedia.com/wiki/Moisturize,,2022-10-20 07:00:42,"('Any',)"
Mokey Mokey,Monster Card,,,False,False,LIGHT,Normal Monster,Fairy,,100,300,,1,Mokey Mokey (Rush Duel),https://yugipedia.com/wiki/Mokey_Mokey_(Rush_Duel),,2022-04-23 23:41:15,"('Type',)"
Monkey Roll the Sushi Fairy,Monster Card,,"('Sushi Fairy',)",False,False,EARTH,Normal Monster,Fairy,,1300,1300,,4,Monkey Roll the Sushi Fairy,https://yugipedia.com/wiki/Monkey_Roll_the_Sushi_Fairy,,2022-10-30 07:46:41,
Monster Reborn,Spell Card,Normal Spell Card,,True,False,,,,"('Effect',)",,,,,Monster Reborn (Rush Duel),https://yugipedia.com/wiki/Monster_Reborn_(Rush_Duel),"('Alternate',)",2022-12-22 21:10:18,"('Type',)"
Monster Reincarnation,Spell Card,Normal Spell Card,,True,False,,,,"('Effect',)",,,,,Monster Reincarnation (Rush Duel),https://yugipedia.com/wiki/Monster_Reincarnation_(Rush_Duel),,2022-06-02 13:23:04,"('Any',)"
Mother's Storm,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Mother's Storm,https://yugipedia.com/wiki/Mother%27s_Storm,,2022-10-20 07:00:53,
Mountain,Spell Card,Field Spell Card,,False,False,,,,"('Effect',)",,,,,Mountain (Rush Duel),https://yugipedia.com/wiki/Mountain_(Rush_Duel),,2022-12-21 09:40:24,"('Type',)"
Mr. Alche,Monster Card,,,False,False,WATER,Effect Monster,Spellcaster,"('Effect',)",500,100,,1,Mr. Alche,https://yugipedia.com/wiki/Mr._Alche,,2023-01-03 23:14:37,
Multiple Adapter Unit,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Multiple Adapter Unit,https://yugipedia.com/wiki/Multiple_Adapter_Unit,,2023-02-23 09:56:46,
Multistrike Dragon Dragias,Monster Card,,"('Strike Dragon',)",False,False,LIGHT,Effect Monster,Dragon,"('Effect',)",1500,2500,,7,Multistrike Dragon Dragias,https://yugipedia.com/wiki/Multistrike_Dragon_Dragias,"('Alternate',)",2023-01-23 15:29:49,
Mushroom Man,Monster Card,,,False,False,EARTH,Normal Monster,Plant,,600,800,,2,Mushroom Man (Rush Duel),https://yugipedia.com/wiki/Mushroom_Man_(Rush_Duel),,2022-10-20 07:39:34,"('Name',)"
Music Princess Art - Triplet,Trap Card,Normal Trap Card,"('Music Princess',)",False,False,,,,"('Effect',)",,,,,Music Princess Art - Triplet,https://yugipedia.com/wiki/Music_Princess_Art_-_Triplet,,2022-12-13 15:40:00,
Music Princess's Breath,Spell Card,Normal Spell Card,"('Music Princess',)",False,False,,,,"('Effect',)",,,,,Music Princess's Breath,https://yugipedia.com/wiki/Music_Princess%27s_Breath,,2022-10-20 07:19:33,
Music Princess's Prelude,Spell Card,Normal Spell Card,"('Music Princess',)",False,False,,,,"('Effect',)",,,,,Music Princess's Prelude,https://yugipedia.com/wiki/Music_Princess%27s_Prelude,,2023-02-04 14:18:51,
Music Princess's Solo Performance,Trap Card,Normal Trap Card,"('Music Princess',)",False,False,,,,"('Effect',)",,,,,Music Princess's Solo Performance,https://yugipedia.com/wiki/Music_Princess%27s_Solo_Performance,,2022-10-10 09:10:00,
Music Princess's Whirling Wind,Spell Card,Normal Spell Card,"('Music Princess',)",False,False,,,,"('Effect',)",,,,,Music Princess's Whirling Wind,https://yugipedia.com/wiki/Music_Princess%27s_Whirling_Wind,,2022-12-13 15:39:28,
Mystery Handcuffs,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Mystery Handcuffs,https://yugipedia.com/wiki/Mystery_Handcuffs,,2022-12-10 20:52:04,
Mystic Dealer,Monster Card,,,False,False,WATER,Effect Monster,Spellcaster,"('Effect',)",0,1000,,3,Mystic Dealer,https://yugipedia.com/wiki/Mystic_Dealer,,2022-10-20 07:08:50,
Mystic Roastman,Monster Card,,"('Yakiniku',)",False,False,FIRE,Normal Monster,Beast,,800,1200,,3,Mystic Roastman,https://yugipedia.com/wiki/Mystic_Roastman,,2022-12-27 14:30:34,
Mystical Elf,Monster Card,,,True,False,LIGHT,Normal Monster,Spellcaster,,2000,800,,4,Mystical Elf (Rush Duel),https://yugipedia.com/wiki/Mystical_Elf_(Rush_Duel),,2022-02-09 03:11:24,"('Name', 'Type')"
Mystical Sandbox,Monster Card,,"('Bubble Actress',)",False,False,WATER,Normal Monster,Aqua,,1200,1200,,3,Mystical Sandbox,https://yugipedia.com/wiki/Mystical_Sandbox,,2022-07-12 15:12:21,
Nandes the Fire Awakener,Monster Card,,,False,False,FIRE,Effect Monster,Warrior,"('Effect',)",1000,1200,,4,Nandes the Fire Awakener,https://yugipedia.com/wiki/Nandes_the_Fire_Awakener,,2022-09-21 03:52:28,
Nebula Power,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Nebula Power,https://yugipedia.com/wiki/Nebula_Power,,2022-09-20 11:04:28,
Necromaid Nana,Monster Card,,,False,False,LIGHT,Effect Monster,Zombie,"('Effect',)",700,1100,,5,Necromaid Nana,https://yugipedia.com/wiki/Necromaid_Nana,,2022-10-06 22:14:00,
