Card number,Name,Rarity,Print,Modification date,Version
SDGU-EN016,Tragoedia,"('Common',)",,2016-07-03 13:29:37,Old
SDGU-EN016,Tragoedia,"('Common',)",Reprint,2016-07-03 13:29:37,New
SDGU-EN017,Sangan,"('Common',)",,2016-07-03 13:29:37,Old
SDGU-EN017,Sangan,"('Common',)",Reprint,2016-07-03 13:29:37,New
SDGU-EN018,Newdoria,"('Common',)",,2016-07-03 13:29:37,Old
SDGU-EN018,Newdoria,"('Common',)",Reprint,2016-07-03 13:29:37,New
SDGU-EN019,Goblin King,"('Common',)",,2016-07-03 13:29:37,Old
SDGU-EN019,Goblin King,"('Common',)",Reprint,2016-07-03 13:29:37,New
SDGU-EN020,Grave Squirmer,"('Common',)",,2016-07-03 13:29:37,Old
SDGU-EN020,Grave Squirmer,"('Common',)",Reprint,2016-07-03 13:29:37,New
SDGU-EN021,Card Guard,"('Common',)",,2016-07-03 13:29:37,Old
SDGU-EN021,Card Guard,"('Common',)",Reprint,2016-07-03 13:29:37,New
SDGU-EN022,Battle Fader,"('Common',)",,2016-07-03 13:29:37,Old
SDGU-EN022,Battle Fader,"('Common',)",Reprint,2016-07-03 13:29:37,New
SDGU-EN023,The Gates of Dark World,"('Common',)",,2016-07-03 13:29:37,Old
SDGU-EN023,The Gates of Dark World,"('Common',)",New,2016-07-03 13:29:37,New
SDGU-EN024,Dark World Lightning,"('Common',)",,2016-07-03 13:29:37,Old
SDGU-EN024,Dark World Lightning,"('Common',)",Reprint,2016-07-03 13:29:37,New
SDGU-EN025,Gateway to Dark World,"('Common',)",,2016-07-03 13:29:37,Old
SDGU-EN025,Gateway to Dark World,"('Common',)",Reprint,2016-07-03 13:29:37,New
SDGU-EN026,Dark World Dealings,"('Common',)",,2016-07-03 13:29:37,Old
SDGU-EN026,Dark World Dealings,"('Common',)",Reprint,2016-07-03 13:29:37,New
SDGU-EN027,Allure of Darkness,"('Common',)",,2016-07-03 13:29:37,Old
SDGU-EN027,Allure of Darkness,"('Common',)",Reprint,2016-07-03 13:29:37,New
SDGU-EN028,Card Destruction,"('Common',)",,2016-07-03 13:29:37,Old
SDGU-EN028,Card Destruction,"('Common',)",Reprint,2016-07-03 13:29:37,New
SDGU-EN029,Terraforming,"('Common',)",,2016-07-03 13:29:37,Old
SDGU-EN029,Terraforming,"('Common',)",Reprint,2016-07-03 13:29:37,New
SDGU-EN030,Dark Eruption,"('Common',)",,2016-07-03 13:29:37,Old
SDGU-EN030,Dark Eruption,"('Common',)",Reprint,2016-07-03 13:29:37,New
SDGU-EN031,Dark Scheme,"('Common',)",,2016-07-03 13:29:37,Old
SDGU-EN031,Dark Scheme,"('Common',)",New,2016-07-03 13:29:37,New
SDGU-EN032,The Forces of Darkness,"('Common',)",,2016-07-03 13:29:37,Old
SDGU-EN032,The Forces of Darkness,"('Common',)",Reprint,2016-07-03 13:29:37,New
SDGU-EN033,Deck Devastation Virus,"('Common',)",,2016-07-03 13:29:37,Old
SDGU-EN033,Deck Devastation Virus,"('Common',)",Reprint,2016-07-03 13:29:37,New
SDGU-EN034,Eradicator Epidemic Virus,"('Common',)",,2016-07-03 13:29:37,Old
SDGU-EN034,Eradicator Epidemic Virus,"('Common',)",Reprint,2016-07-03 13:29:37,New
SDGU-EN035,Mind Crush,"('Common',)",,2016-07-03 13:29:37,Old
SDGU-EN035,Mind Crush,"('Common',)",Reprint,2016-07-03 13:29:37,New
SDGU-EN036,Dark Deal,"('Common',)",,2016-07-03 13:29:37,Old
SDGU-EN036,Dark Deal,"('Common',)",Reprint,2016-07-03 13:29:37,New
SDGU-EN037,The Transmigration Prophecy,"('Common',)",,2016-07-03 13:29:37,Old
SDGU-EN037,The Transmigration Prophecy,"('Common',)",Reprint,2016-07-03 13:29:37,New
SDGU-EN038,Escape from the Dark Dimension,"('Common',)",,2016-07-03 13:29:37,Old
SDGU-EN038,Escape from the Dark Dimension,"('Common',)",Reprint,2016-07-03 13:29:37,New
SDGU-EN039,Dark Bribe,"('Common',)",,2016-07-03 13:29:37,Old
SDGU-EN039,Dark Bribe,"('Common',)",Reprint,2016-07-03 13:29:37,New
SDLI-EN001,Alexandrite Dragon,"('Common',)",,2022-01-20 12:04:07,Old
SDLI-EN001,Alexandrite Dragon,"('Common',)",Reprint,2022-01-20 12:04:07,New
SDLI-EN002,"Minerva, Lightsworn Maiden","('Super Rare',)",,2022-01-20 12:04:07,Old
SDLI-EN002,"Minerva, Lightsworn Maiden","('Super Rare',)",New,2022-01-20 12:04:07,New
SDLI-EN003,"Raiden, Hand of the Lightsworn","('Super Rare',)",,2022-01-20 12:04:07,Old
SDLI-EN003,"Raiden, Hand of the Lightsworn","('Super Rare',)",New,2022-01-20 12:04:07,New
SDLI-EN004,Judgment Dragon,"('Common',)",,2022-01-20 12:04:07,Old
SDLI-EN004,Judgment Dragon,"('Common',)",Reprint,2022-01-20 12:04:07,New
SDLI-EN005,"Gragonith, Lightsworn Dragon","('Common',)",,2022-01-20 12:04:07,Old
SDLI-EN005,"Gragonith, Lightsworn Dragon","('Common',)",Reprint,2022-01-20 12:04:07,New
SDLI-EN006,"Celestia, Lightsworn Angel","('Common',)",,2022-01-20 12:04:07,Old
SDLI-EN006,"Celestia, Lightsworn Angel","('Common',)",Reprint,2022-01-20 12:04:07,New
SDLI-EN007,"Jain, Lightsworn Paladin","('Common',)",,2022-01-20 12:04:07,Old
SDLI-EN007,"Jain, Lightsworn Paladin","('Common',)",Reprint,2022-01-20 12:04:07,New
SDLI-EN008,"Lyla, Lightsworn Sorceress","('Common',)",,2022-01-20 12:04:07,Old
SDLI-EN008,"Lyla, Lightsworn Sorceress","('Common',)",Reprint,2022-01-20 12:04:07,New
SDLI-EN009,"Garoth, Lightsworn Warrior","('Common',)",,2022-01-20 12:04:07,Old
SDLI-EN009,"Garoth, Lightsworn Warrior","('Common',)",Reprint,2022-01-20 12:04:07,New
SDLI-EN010,"Wulf, Lightsworn Beast","('Common',)",,2022-01-20 12:04:07,Old
SDLI-EN010,"Wulf, Lightsworn Beast","('Common',)",Reprint,2022-01-20 12:04:07,New
SDLI-EN011,"Ehren, Lightsworn Monk","('Common',)",,2022-01-20 12:04:07,Old
SDLI-EN011,"Ehren, Lightsworn Monk","('Common',)",Reprint,2022-01-20 12:04:07,New
SDLI-EN012,"Lumina, Lightsworn Summoner","('Common',)",,2022-01-20 12:04:07,Old
SDLI-EN012,"Lumina, Lightsworn Summoner","('Common',)",Reprint,2022-01-20 12:04:07,New
SDLI-EN013,"Aurkus, Lightsworn Druid","('Common',)",,2022-01-20 12:04:07,Old
SDLI-EN013,"Aurkus, Lightsworn Druid","('Common',)",Reprint,2022-01-20 12:04:07,New
SDLI-EN014,"Shire, Lightsworn Spirit","('Common',)",,2022-01-20 12:04:07,Old
SDLI-EN014,"Shire, Lightsworn Spirit","('Common',)",Reprint,2022-01-20 12:04:07,New
SDLI-EN015,"Ryko, Lightsworn Hunter","('Common',)",,2022-01-20 12:04:07,Old
SDLI-EN015,"Ryko, Lightsworn Hunter","('Common',)",Reprint,2022-01-20 12:04:07,New
SDLI-EN016,Honest,"('Common',)",,2022-01-20 12:04:07,Old
SDLI-EN016,Honest,"('Common',)",Reprint,2022-01-20 12:04:07,New
SDLI-EN017,Lightray Diabolos,"('Common',)",,2022-01-20 12:04:07,Old
SDLI-EN017,Lightray Diabolos,"('Common',)",Reprint,2022-01-20 12:04:07,New
SDLI-EN018,Lightray Daedalus,"('Common',)",,2022-01-20 12:04:07,Old
SDLI-EN018,Lightray Daedalus,"('Common',)",Reprint,2022-01-20 12:04:07,New
SDLI-EN019,Vylon Prism,"('Common',)",,2022-01-20 12:04:07,Old
SDLI-EN019,Vylon Prism,"('Common',)",Reprint,2022-01-20 12:04:07,New
SDLI-EN020,Fabled Raven,"('Common',)",,2022-01-20 12:04:07,Old
SDLI-EN020,Fabled Raven,"('Common',)",Reprint,2022-01-20 12:04:07,New
SDLI-EN021,The Fabled Cerburrel,"('Common',)",,2022-01-20 12:04:07,Old
SDLI-EN021,The Fabled Cerburrel,"('Common',)",Reprint,2022-01-20 12:04:07,New
SDLI-EN022,Blackwing - Zephyros the Elite,"('Common',)",,2022-01-20 12:04:07,Old
SDLI-EN022,Blackwing - Zephyros the Elite,"('Common',)",Reprint,2022-01-20 12:04:07,New
SDLI-EN023,Necro Gardna,"('Common',)",,2022-01-20 12:04:07,Old
SDLI-EN023,Necro Gardna,"('Common',)",Reprint,2022-01-20 12:04:07,New
SDLI-EN024,Lightsworn Sanctuary,"('Ultra Rare',)",,2022-01-20 12:04:07,Old
SDLI-EN024,Lightsworn Sanctuary,"('Ultra Rare',)",New,2022-01-20 12:04:07,New
SDLI-EN025,Realm of Light,"('Common',)",,2022-01-20 12:04:07,Old
SDLI-EN025,Realm of Light,"('Common',)",Reprint,2022-01-20 12:04:07,New
SDLI-EN026,Solar Recharge,"('Common',)",,2022-01-20 12:04:07,Old
SDLI-EN026,Solar Recharge,"('Common',)",Reprint,2022-01-20 12:04:07,New
SDLI-EN027,Charge of the Light Brigade,"('Common',)",,2022-01-20 12:04:07,Old
SDLI-EN027,Charge of the Light Brigade,"('Common',)",Reprint,2022-01-20 12:04:07,New
SDLI-EN028,Monster Reincarnation,"('Common',)",,2022-01-20 12:04:07,Old
SDLI-EN028,Monster Reincarnation,"('Common',)",Reprint,2022-01-20 12:04:07,New
SDLI-EN029,Foolish Burial,"('Common',)",,2022-01-20 12:04:07,Old
SDLI-EN029,Foolish Burial,"('Common',)",Reprint,2022-01-20 12:04:07,New
SDLI-EN030,Glorious Illusion,"('Common',)",,2022-01-20 12:04:07,Old
SDLI-EN030,Glorious Illusion,"('Common',)",Reprint,2022-01-20 12:04:07,New
SDLI-EN031,Lightsworn Barrier,"('Common',)",,2022-01-20 12:04:07,Old
SDLI-EN031,Lightsworn Barrier,"('Common',)",Reprint,2022-01-20 12:04:07,New
SDLI-EN032,Vanquishing Light,"('Common',)",,2022-01-20 12:04:07,Old
SDLI-EN032,Vanquishing Light,"('Common',)",Reprint,2022-01-20 12:04:07,New
SDLI-EN033,Beckoning Light,"('Common',)",,2022-01-20 12:04:07,Old
SDLI-EN033,Beckoning Light,"('Common',)",Reprint,2022-01-20 12:04:07,New
SDLI-EN034,Skill Successor,"('Common',)",,2022-01-20 12:04:07,Old
SDLI-EN034,Skill Successor,"('Common',)",Reprint,2022-01-20 12:04:07,New
SDLI-EN035,Breakthrough Skill,"('Common',)",,2022-01-20 12:04:07,Old
SDLI-EN035,Breakthrough Skill,"('Common',)",Reprint,2022-01-20 12:04:07,New
SDLI-EN036,"Michael, the Arch-Lightsworn","('Ultra Rare',)",,2022-01-20 12:04:07,Old
SDLI-EN036,"Michael, the Arch-Lightsworn","('Ultra Rare',)",New,2022-01-20 12:04:07,New
SDLS-EN001,Master Hyperion,"('Ultra Rare',)",,2016-12-31 00:11:15,Old
SDLS-EN001,Master Hyperion,"('Ultra Rare',)",New,2016-12-31 00:11:15,New
SDLS-EN002,The Agent of Mystery - Earth,"('Super Rare',)",,2016-12-31 00:11:15,Old
SDLS-EN002,The Agent of Mystery - Earth,"('Super Rare',)",New,2016-12-31 00:11:15,New
SDLS-EN003,The Agent of Miracles - Jupiter,"('Super Rare',)",,2016-12-31 00:11:15,Old
SDLS-EN003,The Agent of Miracles - Jupiter,"('Super Rare',)",New,2016-12-31 00:11:15,New
SDLS-EN004,The Agent of Judgment - Saturn,"('Common',)",,2016-12-31 00:11:15,Old
SDLS-EN004,The Agent of Judgment - Saturn,"('Common',)",Reprint,2016-12-31 00:11:15,New
SDLS-EN005,The Agent of Wisdom - Mercury,"('Common',)",,2016-12-31 00:11:15,Old
SDLS-EN005,The Agent of Wisdom - Mercury,"('Common',)",Reprint,2016-12-31 00:11:15,New
SDLS-EN006,The Agent of Creation - Venus,"('Common',)",,2016-12-31 00:11:15,Old
SDLS-EN006,The Agent of Creation - Venus,"('Common',)",Reprint,2016-12-31 00:11:15,New
SDLS-EN007,The Agent of Force - Mars,"('Common',)",,2016-12-31 00:11:15,Old
SDLS-EN007,The Agent of Force - Mars,"('Common',)",Reprint,2016-12-31 00:11:15,New
SDLS-EN008,Mystical Shine Ball,"('Common',)",,2016-12-31 00:11:15,Old
SDLS-EN008,Mystical Shine Ball,"('Common',)",Reprint,2016-12-31 00:11:15,New
SDLS-EN009,Splendid Venus,"('Common',)",,2016-12-31 00:11:15,Old
SDLS-EN009,Splendid Venus,"('Common',)",Reprint,2016-12-31 00:11:15,New
SDLS-EN010,"Tethys, Goddess of Light","('Common',)",,2016-12-31 00:11:15,Old
SDLS-EN010,"Tethys, Goddess of Light","('Common',)",Reprint,2016-12-31 00:11:15,New
SDLS-EN011,Victoria,"('Common',)",,2016-12-31 00:11:15,Old
SDLS-EN011,Victoria,"('Common',)",Reprint,2016-12-31 00:11:15,New
SDLS-EN012,Athena,"('Common',)",,2016-12-31 00:11:15,Old
SDLS-EN012,Athena,"('Common',)",Reprint,2016-12-31 00:11:15,New
SDLS-EN013,Marshmallon,"('Common',)",,2016-12-31 00:11:15,Old
SDLS-EN013,Marshmallon,"('Common',)",Reprint,2016-12-31 00:11:15,New
SDLS-EN014,Hecatrice,"('Common',)",,2016-12-31 00:11:15,Old
SDLS-EN014,Hecatrice,"('Common',)",Reprint,2016-12-31 00:11:15,New
SDLS-EN015,Shining Angel,"('Common',)",,2016-12-31 00:11:15,Old
SDLS-EN015,Shining Angel,"('Common',)",Reprint,2016-12-31 00:11:15,New
SDLS-EN016,Soul of Purity and Light,"('Common',)",,2016-12-31 00:11:15,Old
SDLS-EN016,Soul of Purity and Light,"('Common',)",Reprint,2016-12-31 00:11:15,New
SDLS-EN017,Airknight Parshath,"('Common',)",,2016-12-31 00:11:15,Old
SDLS-EN017,Airknight Parshath,"('Common',)",Reprint,2016-12-31 00:11:15,New
SDLS-EN018,Nova Summoner,"('Common',)",,2016-12-31 00:11:15,Old
SDLS-EN018,Nova Summoner,"('Common',)",Reprint,2016-12-31 00:11:15,New
SDLS-EN019,"Zeradias, Herald of Heaven","('Common',)",,2016-12-31 00:11:15,Old
SDLS-EN019,"Zeradias, Herald of Heaven","('Common',)",Reprint,2016-12-31 00:11:15,New
SDLS-EN020,Honest,"('Common',)",,2016-12-31 00:11:15,Old
SDLS-EN020,Honest,"('Common',)",Reprint,2016-12-31 00:11:15,New
SDLS-EN021,Hanewata,"('Common',)",,2016-12-31 00:11:15,Old
SDLS-EN021,Hanewata,"('Common',)",Reprint,2016-12-31 00:11:15,New
SDLS-EN022,Consecrated Light,"('Common',)",,2016-12-31 00:11:15,Old
SDLS-EN022,Consecrated Light,"('Common',)",Reprint,2016-12-31 00:11:15,New
SDLS-EN023,Cards from the Sky,"('Common',)",,2016-12-31 00:11:15,Old
SDLS-EN023,Cards from the Sky,"('Common',)",New,2016-12-31 00:11:15,New
SDLS-EN024,"Valhalla, Hall of the Fallen","('Common',)",,2016-12-31 00:11:15,Old
SDLS-EN024,"Valhalla, Hall of the Fallen","('Common',)",Reprint,2016-12-31 00:11:15,New
SDLS-EN025,Terraforming,"('Common',)",,2016-12-31 00:11:15,Old
SDLS-EN025,Terraforming,"('Common',)",Reprint,2016-12-31 00:11:15,New
SDLS-EN026,Smashing Ground,"('Common',)",,2016-12-31 00:11:15,Old
SDLS-EN026,Smashing Ground,"('Common',)",Reprint,2016-12-31 00:11:15,New
SDLS-EN027,The Sanctuary in the Sky,"('Common',)",,2016-12-31 00:11:15,Old
SDLS-EN027,The Sanctuary in the Sky,"('Common',)",Reprint,2016-12-31 00:11:15,New
SDLS-EN028,Celestial Transformation,"('Common',)",,2016-12-31 00:11:15,Old
SDLS-EN028,Celestial Transformation,"('Common',)",Reprint,2016-12-31 00:11:15,New
SDLS-EN029,Burial from a Different Dimension,"('Common',)",,2016-12-31 00:11:15,Old
SDLS-EN029,Burial from a Different Dimension,"('Common',)",Reprint,2016-12-31 00:11:15,New
SDLS-EN030,Mausoleum of the Emperor,"('Common',)",,2016-12-31 00:11:15,Old
SDLS-EN030,Mausoleum of the Emperor,"('Common',)",Reprint,2016-12-31 00:11:15,New
SDLS-EN031,Solidarity,"('Common',)",,2016-12-31 00:11:15,Old
SDLS-EN031,Solidarity,"('Common',)",Reprint,2016-12-31 00:11:15,New
SDLS-EN032,The Fountain in the Sky,"('Common',)",,2016-12-31 00:11:15,Old
SDLS-EN032,The Fountain in the Sky,"('Common',)",Reprint,2016-12-31 00:11:15,New
SDLS-EN033,Divine Punishment,"('Common',)",,2016-12-31 00:11:15,Old
SDLS-EN033,Divine Punishment,"('Common',)",New,2016-12-31 00:11:15,New
SDLS-EN034,Return from the Different Dimension,"('Common',)",,2016-12-31 00:11:15,Old
SDLS-EN034,Return from the Different Dimension,"('Common',)",Reprint,2016-12-31 00:11:15,New
SDLS-EN035,Torrential Tribute,"('Common',)",,2016-12-31 00:11:15,Old
SDLS-EN035,Torrential Tribute,"('Common',)",Reprint,2016-12-31 00:11:15,New
SDLS-EN036,Beckoning Light,"('Common',)",,2016-12-31 00:11:15,Old
SDLS-EN036,Beckoning Light,"('Common',)",Reprint,2016-12-31 00:11:15,New
SDLS-EN037,Miraculous Descent,"('Common',)",,2016-12-31 00:11:15,Old
SDLS-EN037,Miraculous Descent,"('Common',)",Reprint,2016-12-31 00:11:15,New
SDLS-EN038,Solemn Judgment,"('Common',)",,2016-12-31 00:11:15,Old
SDLS-EN038,Solemn Judgment,"('Common',)",Reprint,2016-12-31 00:11:15,New
SDMM-EN001,Machina Fortress,"('Ultra Rare',)",,2022-12-19 14:49:55,Old
SDMM-EN001,Machina Fortress,"('Ultra Rare',)",New,2022-12-19 14:49:55,New
SDMM-EN002,Machina Gearframe,"('Super Rare',)",,2022-12-19 14:49:55,Old
SDMM-EN002,Machina Gearframe,"('Super Rare',)",New,2022-12-19 14:49:55,New
SDMM-EN003,Machina Peacekeeper,"('Super Rare',)",,2022-12-19 14:49:55,Old
SDMM-EN003,Machina Peacekeeper,"('Super Rare',)",New,2022-12-19 14:49:55,New
SDMM-EN004,Scrap Recycler,"('Common',)",,2022-12-19 14:49:55,Old
SDMM-EN004,Scrap Recycler,"('Common',)",New,2022-12-19 14:49:55,New
SDMM-EN005,Commander Covington,"('Common',)",,2022-12-19 14:49:55,Old
SDMM-EN005,Commander Covington,"('Common',)",New,2022-12-19 14:49:55,New
SDMM-EN006,Machina Soldier,"('Common',)",,2022-12-19 14:49:55,Old
SDMM-EN006,Machina Soldier,"('Common',)",New,2022-12-19 14:49:55,New
SDMM-EN007,Machina Sniper,"('Common',)",,2022-12-19 14:49:55,Old
SDMM-EN007,Machina Sniper,"('Common',)",New,2022-12-19 14:49:55,New
SDMM-EN008,Machina Defender,"('Common',)",,2022-12-19 14:49:55,Old
SDMM-EN008,Machina Defender,"('Common',)",New,2022-12-19 14:49:55,New
SDMM-EN009,Machina Force,"('Common',)",,2022-12-19 14:49:55,Old
SDMM-EN009,Machina Force,"('Common',)",New,2022-12-19 14:49:55,New
SDMM-EN010,Cipher Soldier,"('Common',)",,2022-12-19 14:49:55,Old
SDMM-EN010,Cipher Soldier,"('Common',)",Reprint,2022-12-19 14:49:55,New
SDMM-EN011,Blast Sphere,"('Common',)",,2022-12-19 14:49:55,Old
SDMM-EN011,Blast Sphere,"('Common',)",Reprint,2022-12-19 14:49:55,New
SDMM-EN012,Heavy Mech Support Platform,"('Common',)",,2022-12-19 14:49:55,Old
SDMM-EN012,Heavy Mech Support Platform,"('Common',)",Reprint,2022-12-19 14:49:55,New
SDMM-EN013,Cyber Dragon,"('Common',)",,2022-12-19 14:49:55,Old
SDMM-EN013,Cyber Dragon,"('Common',)",Reprint,2022-12-19 14:49:55,New
SDMM-EN014,Proto-Cyber Dragon,"('Common',)",,2022-12-19 14:49:55,Old
SDMM-EN014,Proto-Cyber Dragon,"('Common',)",Reprint,2022-12-19 14:49:55,New
SDMM-EN015,Green Gadget,"('Common',)",,2022-12-19 14:49:55,Old
SDMM-EN015,Green Gadget,"('Common',)",Reprint,2022-12-19 14:49:55,New
SDMM-EN016,Red Gadget,"('Common',)",,2022-12-19 14:49:55,Old
SDMM-EN016,Red Gadget,"('Common',)",Reprint,2022-12-19 14:49:55,New
SDMM-EN017,Yellow Gadget,"('Common',)",,2022-12-19 14:49:55,Old
SDMM-EN017,Yellow Gadget,"('Common',)",Reprint,2022-12-19 14:49:55,New
SDMM-EN018,Armored Cybern,"('Common',)",,2022-12-19 14:49:55,Old
SDMM-EN018,Armored Cybern,"('Common',)",Reprint,2022-12-19 14:49:55,New
SDMM-EN019,Cyber Valley,"('Common',)",,2022-12-19 14:49:55,Old
SDMM-EN019,Cyber Valley,"('Common',)",Reprint,2022-12-19 14:49:55,New
SDMM-EN020,The Big Saturn,"('Common',)",,2022-12-19 14:49:55,Old
SDMM-EN020,The Big Saturn,"('Common',)",New,2022-12-19 14:49:55,New
SDMM-EN021,Machina Armored Unit,"('Common',)",,2022-12-19 14:49:55,Old
SDMM-EN021,Machina Armored Unit,"('Common',)",New,2022-12-19 14:49:55,New
SDMM-EN022,Prohibition,"('Common',)",,2022-12-19 14:49:55,Old
SDMM-EN022,Prohibition,"('Common',)",Reprint,2022-12-19 14:49:55,New
SDMM-EN023,Swords of Revealing Light,"('Common',)",,2022-12-19 14:49:55,Old
SDMM-EN023,Swords of Revealing Light,"('Common',)",Reprint,2022-12-19 14:49:55,New
SDMM-EN024,Shrink,"('Common',)",,2022-12-19 14:49:55,Old
SDMM-EN024,Shrink,"('Common',)",Reprint,2022-12-19 14:49:55,New
SDMM-EN025,Frontline Base,"('Common',)",,2022-12-19 14:49:55,Old
SDMM-EN025,Frontline Base,"('Common',)",Reprint,2022-12-19 14:49:55,New
SDMM-EN026,Machine Duplication,"('Common',)",,2022-12-19 14:49:55,Old
SDMM-EN026,Machine Duplication,"('Common',)",Reprint,2022-12-19 14:49:55,New
SDMM-EN027,Inferno Reckless Summon,"('Common',)",,2022-12-19 14:49:55,Old
SDMM-EN027,Inferno Reckless Summon,"('Common',)",Reprint,2022-12-19 14:49:55,New
SDMM-EN028,Hand Destruction,"('Common',)",,2022-12-19 14:49:55,Old
SDMM-EN028,Hand Destruction,"('Common',)",Reprint,2022-12-19 14:49:55,New
SDMM-EN029,Card Trader,"('Common',)",,2022-12-19 14:49:55,Old
SDMM-EN029,Card Trader,"('Common',)",Reprint,2022-12-19 14:49:55,New
SDMM-EN030,Solidarity,"('Common',)",,2022-12-19 14:49:55,Old
SDMM-EN030,Solidarity,"('Common',)",Reprint,2022-12-19 14:49:55,New
SDMM-EN031,Time Machine,"('Common',)",,2022-12-19 14:49:55,Old
SDMM-EN031,Time Machine,"('Common',)",Reprint,2022-12-19 14:49:55,New
SDMM-EN032,Dimensional Prison,"('Common',)",,2022-12-19 14:49:55,Old
SDMM-EN032,Dimensional Prison,"('Common',)",Reprint,2022-12-19 14:49:55,New
SDMM-EN033,Metalmorph,"('Common',)",,2022-12-19 14:49:55,Old
SDMM-EN033,Metalmorph,"('Common',)",Reprint,2022-12-19 14:49:55,New
SDMM-EN034,Rare Metalmorph,"('Common',)",,2022-12-19 14:49:55,Old
SDMM-EN034,Rare Metalmorph,"('Common',)",Reprint,2022-12-19 14:49:55,New
SDMM-EN035,Ceasefire,"('Common',)",,2022-12-19 14:49:55,Old
SDMM-EN035,Ceasefire,"('Common',)",Reprint,2022-12-19 14:49:55,New
SDMM-EN036,Compulsory Evacuation Device,"('Common',)",,2022-12-19 14:49:55,Old
SDMM-EN036,Compulsory Evacuation Device,"('Common',)",Reprint,2022-12-19 14:49:55,New
SDMM-EN037,Roll Out!,"('Common',)",,2022-12-19 14:49:55,Old
SDMM-EN037,Roll Out!,"('Common',)",Reprint,2022-12-19 14:49:55,New
SDOK-EN001,Fire King High Avatar Garunix,"('Ultra Rare',)",,2022-01-18 13:47:28,Old
SDOK-EN001,Fire King High Avatar Garunix,"('Ultra Rare',)",New,2022-01-18 13:47:28,New
SDOK-EN002,Fire King Avatar Barong,"('Common',)",,2022-01-18 13:47:28,Old
SDOK-EN002,Fire King Avatar Barong,"('Common',)",New,2022-01-18 13:47:28,New
SDOK-EN003,Fire King Avatar Kirin,"('Common',)",,2022-01-18 13:47:28,Old
SDOK-EN003,Fire King Avatar Kirin,"('Common',)",New,2022-01-18 13:47:28,New
SDOK-EN004,Sacred Phoenix of Nephthys,"('Common',)",,2022-01-18 13:47:28,Old
SDOK-EN004,Sacred Phoenix of Nephthys,"('Common',)",Reprint,2022-01-18 13:47:28,New
SDOK-EN005,Manticore of Darkness,"('Common',)",,2022-01-18 13:47:28,Old
SDOK-EN005,Manticore of Darkness,"('Common',)",Reprint,2022-01-18 13:47:28,New
SDOK-EN006,"Goka, the Pyre of Malice","('Common',)",,2022-01-18 13:47:28,Old
SDOK-EN006,"Goka, the Pyre of Malice","('Common',)",Reprint,2022-01-18 13:47:28,New
SDOK-EN007,Hazy Flame Hyppogrif,"('Common',)",,2022-01-18 13:47:28,Old
SDOK-EN007,Hazy Flame Hyppogrif,"('Common',)",Reprint,2022-01-18 13:47:28,New
SDOK-EN008,Laval Lancelord,"('Common',)",,2022-01-18 13:47:28,Old
SDOK-EN008,Laval Lancelord,"('Common',)",Reprint,2022-01-18 13:47:28,New
SDOK-EN009,Flamvell Firedog,"('Common',)",,2022-01-18 13:47:28,Old
SDOK-EN009,Flamvell Firedog,"('Common',)",Reprint,2022-01-18 13:47:28,New
SDOK-EN010,Flamvell Poun,"('Common',)",,2022-01-18 13:47:28,Old
SDOK-EN010,Flamvell Poun,"('Common',)",Reprint,2022-01-18 13:47:28,New
SDOK-EN011,Neo Flamvell Sabre,"('Common',)",,2022-01-18 13:47:28,Old
SDOK-EN011,Neo Flamvell Sabre,"('Common',)",Reprint,2022-01-18 13:47:28,New
SDOK-EN012,Royal Firestorm Guards,"('Common',)",,2022-01-18 13:47:28,Old
SDOK-EN012,Royal Firestorm Guards,"('Common',)",Reprint,2022-01-18 13:47:28,New
SDOK-EN013,Volcanic Rocket,"('Common',)",,2022-01-18 13:47:28,Old
SDOK-EN013,Volcanic Rocket,"('Common',)",Reprint,2022-01-18 13:47:28,New
SDOK-EN014,Volcanic Counter,"('Common',)",,2022-01-18 13:47:28,Old
SDOK-EN014,Volcanic Counter,"('Common',)",Reprint,2022-01-18 13:47:28,New
SDOK-EN015,Molten Zombie,"('Common',)",,2022-01-18 13:47:28,Old
SDOK-EN015,Molten Zombie,"('Common',)",Reprint,2022-01-18 13:47:28,New
SDOK-EN016,Spirit of Flames,"('Common',)",,2022-01-18 13:47:28,Old
SDOK-EN016,Spirit of Flames,"('Common',)",Reprint,2022-01-18 13:47:28,New
SDOK-EN017,Raging Flame Sprite,"('Common',)",,2022-01-18 13:47:28,Old
SDOK-EN017,Raging Flame Sprite,"('Common',)",Reprint,2022-01-18 13:47:28,New
SDOK-EN018,Fox Fire,"('Common',)",,2022-01-18 13:47:28,Old
SDOK-EN018,Fox Fire,"('Common',)",Reprint,2022-01-18 13:47:28,New
SDOK-EN019,Flame Tiger,"('Common',)",,2022-01-18 13:47:28,Old
SDOK-EN019,Flame Tiger,"('Common',)",Reprint,2022-01-18 13:47:28,New
SDOK-EN020,Little Chimera,"('Common',)",,2022-01-18 13:47:28,Old
SDOK-EN020,Little Chimera,"('Common',)",Reprint,2022-01-18 13:47:28,New
SDOK-EN021,UFO Turtle,"('Common',)",,2022-01-18 13:47:28,Old
SDOK-EN021,UFO Turtle,"('Common',)",Reprint,2022-01-18 13:47:28,New
SDOK-EN022,Onslaught of the Fire Kings,"('Super Rare',)",,2022-01-18 13:47:28,Old
SDOK-EN022,Onslaught of the Fire Kings,"('Super Rare',)",New,2022-01-18 13:47:28,New
