Card number,Name,Rarity,Print,Modification date,Release,Series,Set type,Cover card,Version
PAC1-JP006,Stardust Dragon,"('Normal Parallel Rare', 'Secret Rare', 'Prismatic Secret Rare')",Reprint,2023-06-24 22:07:42,2021-02-06,,Booster pack,"('Aleister the Invoker', 'Apollousa, Bow of the Goddess', 'Ash Blossom & Joyous Spring', 'Borrelsword Dragon', 'Chaos Dragon Levianeer', 'Cyber Dragon', 'Cyber Dragon Infinity', 'Cyber End Dragon', 'Dark Magician', 'Dark Magician Girl the Dragon Knight', 'Decode Talker', 'Destiny HERO - Plasma', 'Droll & Lock Bird', 'Elemental HERO Neos', 'Familiar-Possessed - Lyna', 'Fantastical Dragon Phantazmay', 'Firewall Dragon', 'Ghost Belle & Haunted Mansion', 'Ghost Mourner & Moonlit Chill', 'Ghost Ogre & Snow Rabbit', 'Ghost Reaper & Winter Cherries', 'Ghost Sister & Spooky Dogwood', 'I:P Masquerena', 'Kuriboh', 'Number 39: Utopia', 'Odd-Eyes Pendulum Dragon', 'Red-Eyes Black Dragon', 'Sky Striker Ace - Kagari', 'Stardust Dragon', 'Winged Kuriboh')",New
PAC1-JP007,Number 39: Utopia,"('Normal Parallel Rare', 'Secret Rare', 'Prismatic Secret Rare')",Reprint,2023-03-22 17:13:11,2021-02-06,,Booster pack,"('Aleister the Invoker', 'Apollousa, Bow of the Goddess', 'Ash Blossom & Joyous Spring', 'Borrelsword Dragon', 'Chaos Dragon Levianeer', 'Cyber Dragon', 'Cyber Dragon Infinity', 'Cyber End Dragon', 'Dark Magician', 'Dark Magician Girl the Dragon Knight', 'Decode Talker', 'Destiny HERO - Plasma', 'Droll & Lock Bird', 'Elemental HERO Neos', 'Familiar-Possessed - Lyna', 'Fantastical Dragon Phantazmay', 'Firewall Dragon', 'Ghost Belle & Haunted Mansion', 'Ghost Mourner & Moonlit Chill', 'Ghost Ogre & Snow Rabbit', 'Ghost Reaper & Winter Cherries', 'Ghost Sister & Spooky Dogwood', 'I:P Masquerena', 'Kuriboh', 'Number 39: Utopia', 'Odd-Eyes Pendulum Dragon', 'Red-Eyes Black Dragon', 'Sky Striker Ace - Kagari', 'Stardust Dragon', 'Winged Kuriboh')",Old
PAC1-JP007,Number 39: Utopia,"('Secret Rare', 'Prismatic Secret Rare')",Reprint,2023-03-22 17:13:11,2021-02-06,,Booster pack,"('Aleister the Invoker', 'Apollousa, Bow of the Goddess', 'Ash Blossom & Joyous Spring', 'Borrelsword Dragon', 'Chaos Dragon Levianeer', 'Cyber Dragon', 'Cyber Dragon Infinity', 'Cyber End Dragon', 'Dark Magician', 'Dark Magician Girl the Dragon Knight', 'Decode Talker', 'Destiny HERO - Plasma', 'Droll & Lock Bird', 'Elemental HERO Neos', 'Familiar-Possessed - Lyna', 'Fantastical Dragon Phantazmay', 'Firewall Dragon', 'Ghost Belle & Haunted Mansion', 'Ghost Mourner & Moonlit Chill', 'Ghost Ogre & Snow Rabbit', 'Ghost Reaper & Winter Cherries', 'Ghost Sister & Spooky Dogwood', 'I:P Masquerena', 'Kuriboh', 'Number 39: Utopia', 'Odd-Eyes Pendulum Dragon', 'Red-Eyes Black Dragon', 'Sky Striker Ace - Kagari', 'Stardust Dragon', 'Winged Kuriboh')",Old
PAC1-JP007,Number 39: Utopia,"('Normal Parallel Rare', 'Secret Rare', 'Prismatic Secret Rare')",Reprint,2023-06-24 22:07:42,2021-02-06,,Booster pack,"('Aleister the Invoker', 'Apollousa, Bow of the Goddess', 'Ash Blossom & Joyous Spring', 'Borrelsword Dragon', 'Chaos Dragon Levianeer', 'Cyber Dragon', 'Cyber Dragon Infinity', 'Cyber End Dragon', 'Dark Magician', 'Dark Magician Girl the Dragon Knight', 'Decode Talker', 'Destiny HERO - Plasma', 'Droll & Lock Bird', 'Elemental HERO Neos', 'Familiar-Possessed - Lyna', 'Fantastical Dragon Phantazmay', 'Firewall Dragon', 'Ghost Belle & Haunted Mansion', 'Ghost Mourner & Moonlit Chill', 'Ghost Ogre & Snow Rabbit', 'Ghost Reaper & Winter Cherries', 'Ghost Sister & Spooky Dogwood', 'I:P Masquerena', 'Kuriboh', 'Number 39: Utopia', 'Odd-Eyes Pendulum Dragon', 'Red-Eyes Black Dragon', 'Sky Striker Ace - Kagari', 'Stardust Dragon', 'Winged Kuriboh')",New
PAC1-JP007,Number 39: Utopia,"('Secret Rare', 'Prismatic Secret Rare')",Reprint,2023-06-24 22:07:42,2021-02-06,,Booster pack,"('Aleister the Invoker', 'Apollousa, Bow of the Goddess', 'Ash Blossom & Joyous Spring', 'Borrelsword Dragon', 'Chaos Dragon Levianeer', 'Cyber Dragon', 'Cyber Dragon Infinity', 'Cyber End Dragon', 'Dark Magician', 'Dark Magician Girl the Dragon Knight', 'Decode Talker', 'Destiny HERO - Plasma', 'Droll & Lock Bird', 'Elemental HERO Neos', 'Familiar-Possessed - Lyna', 'Fantastical Dragon Phantazmay', 'Firewall Dragon', 'Ghost Belle & Haunted Mansion', 'Ghost Mourner & Moonlit Chill', 'Ghost Ogre & Snow Rabbit', 'Ghost Reaper & Winter Cherries', 'Ghost Sister & Spooky Dogwood', 'I:P Masquerena', 'Kuriboh', 'Number 39: Utopia', 'Odd-Eyes Pendulum Dragon', 'Red-Eyes Black Dragon', 'Sky Striker Ace - Kagari', 'Stardust Dragon', 'Winged Kuriboh')",New
PAC1-JP008,Odd-Eyes Pendulum Dragon,"('Secret Rare', 'Prismatic Secret Rare')",Reprint,2023-03-22 17:13:11,2021-02-06,,Booster pack,"('Aleister the Invoker', 'Apollousa, Bow of the Goddess', 'Ash Blossom & Joyous Spring', 'Borrelsword Dragon', 'Chaos Dragon Levianeer', 'Cyber Dragon', 'Cyber Dragon Infinity', 'Cyber End Dragon', 'Dark Magician', 'Dark Magician Girl the Dragon Knight', 'Decode Talker', 'Destiny HERO - Plasma', 'Droll & Lock Bird', 'Elemental HERO Neos', 'Familiar-Possessed - Lyna', 'Fantastical Dragon Phantazmay', 'Firewall Dragon', 'Ghost Belle & Haunted Mansion', 'Ghost Mourner & Moonlit Chill', 'Ghost Ogre & Snow Rabbit', 'Ghost Reaper & Winter Cherries', 'Ghost Sister & Spooky Dogwood', 'I:P Masquerena', 'Kuriboh', 'Number 39: Utopia', 'Odd-Eyes Pendulum Dragon', 'Red-Eyes Black Dragon', 'Sky Striker Ace - Kagari', 'Stardust Dragon', 'Winged Kuriboh')",Old
PAC1-JP008,Odd-Eyes Pendulum Dragon,"('Normal Parallel Rare', 'Secret Rare', 'Prismatic Secret Rare')",Reprint,2023-03-22 17:13:11,2021-02-06,,Booster pack,"('Aleister the Invoker', 'Apollousa, Bow of the Goddess', 'Ash Blossom & Joyous Spring', 'Borrelsword Dragon', 'Chaos Dragon Levianeer', 'Cyber Dragon', 'Cyber Dragon Infinity', 'Cyber End Dragon', 'Dark Magician', 'Dark Magician Girl the Dragon Knight', 'Decode Talker', 'Destiny HERO - Plasma', 'Droll & Lock Bird', 'Elemental HERO Neos', 'Familiar-Possessed - Lyna', 'Fantastical Dragon Phantazmay', 'Firewall Dragon', 'Ghost Belle & Haunted Mansion', 'Ghost Mourner & Moonlit Chill', 'Ghost Ogre & Snow Rabbit', 'Ghost Reaper & Winter Cherries', 'Ghost Sister & Spooky Dogwood', 'I:P Masquerena', 'Kuriboh', 'Number 39: Utopia', 'Odd-Eyes Pendulum Dragon', 'Red-Eyes Black Dragon', 'Sky Striker Ace - Kagari', 'Stardust Dragon', 'Winged Kuriboh')",Old
PAC1-JP008,Odd-Eyes Pendulum Dragon,"('Normal Parallel Rare', 'Secret Rare', 'Prismatic Secret Rare')",Reprint,2023-06-24 22:07:42,2021-02-06,,Booster pack,"('Aleister the Invoker', 'Apollousa, Bow of the Goddess', 'Ash Blossom & Joyous Spring', 'Borrelsword Dragon', 'Chaos Dragon Levianeer', 'Cyber Dragon', 'Cyber Dragon Infinity', 'Cyber End Dragon', 'Dark Magician', 'Dark Magician Girl the Dragon Knight', 'Decode Talker', 'Destiny HERO - Plasma', 'Droll & Lock Bird', 'Elemental HERO Neos', 'Familiar-Possessed - Lyna', 'Fantastical Dragon Phantazmay', 'Firewall Dragon', 'Ghost Belle & Haunted Mansion', 'Ghost Mourner & Moonlit Chill', 'Ghost Ogre & Snow Rabbit', 'Ghost Reaper & Winter Cherries', 'Ghost Sister & Spooky Dogwood', 'I:P Masquerena', 'Kuriboh', 'Number 39: Utopia', 'Odd-Eyes Pendulum Dragon', 'Red-Eyes Black Dragon', 'Sky Striker Ace - Kagari', 'Stardust Dragon', 'Winged Kuriboh')",New
PAC1-JP008,Odd-Eyes Pendulum Dragon,"('Secret Rare', 'Prismatic Secret Rare')",Reprint,2023-06-24 22:07:42,2021-02-06,,Booster pack,"('Aleister the Invoker', 'Apollousa, Bow of the Goddess', 'Ash Blossom & Joyous Spring', 'Borrelsword Dragon', 'Chaos Dragon Levianeer', 'Cyber Dragon', 'Cyber Dragon Infinity', 'Cyber End Dragon', 'Dark Magician', 'Dark Magician Girl the Dragon Knight', 'Decode Talker', 'Destiny HERO - Plasma', 'Droll & Lock Bird', 'Elemental HERO Neos', 'Familiar-Possessed - Lyna', 'Fantastical Dragon Phantazmay', 'Firewall Dragon', 'Ghost Belle & Haunted Mansion', 'Ghost Mourner & Moonlit Chill', 'Ghost Ogre & Snow Rabbit', 'Ghost Reaper & Winter Cherries', 'Ghost Sister & Spooky Dogwood', 'I:P Masquerena', 'Kuriboh', 'Number 39: Utopia', 'Odd-Eyes Pendulum Dragon', 'Red-Eyes Black Dragon', 'Sky Striker Ace - Kagari', 'Stardust Dragon', 'Winged Kuriboh')",New
PAC1-JP009,Decode Talker,"('Secret Rare', 'Prismatic Secret Rare')",Reprint,2023-03-22 17:13:11,2021-02-06,,Booster pack,"('Aleister the Invoker', 'Apollousa, Bow of the Goddess', 'Ash Blossom & Joyous Spring', 'Borrelsword Dragon', 'Chaos Dragon Levianeer', 'Cyber Dragon', 'Cyber Dragon Infinity', 'Cyber End Dragon', 'Dark Magician', 'Dark Magician Girl the Dragon Knight', 'Decode Talker', 'Destiny HERO - Plasma', 'Droll & Lock Bird', 'Elemental HERO Neos', 'Familiar-Possessed - Lyna', 'Fantastical Dragon Phantazmay', 'Firewall Dragon', 'Ghost Belle & Haunted Mansion', 'Ghost Mourner & Moonlit Chill', 'Ghost Ogre & Snow Rabbit', 'Ghost Reaper & Winter Cherries', 'Ghost Sister & Spooky Dogwood', 'I:P Masquerena', 'Kuriboh', 'Number 39: Utopia', 'Odd-Eyes Pendulum Dragon', 'Red-Eyes Black Dragon', 'Sky Striker Ace - Kagari', 'Stardust Dragon', 'Winged Kuriboh')",Old
PAC1-JP009,Decode Talker,"('Normal Parallel Rare', 'Secret Rare', 'Prismatic Secret Rare')",Reprint,2023-03-22 17:13:11,2021-02-06,,Booster pack,"('Aleister the Invoker', 'Apollousa, Bow of the Goddess', 'Ash Blossom & Joyous Spring', 'Borrelsword Dragon', 'Chaos Dragon Levianeer', 'Cyber Dragon', 'Cyber Dragon Infinity', 'Cyber End Dragon', 'Dark Magician', 'Dark Magician Girl the Dragon Knight', 'Decode Talker', 'Destiny HERO - Plasma', 'Droll & Lock Bird', 'Elemental HERO Neos', 'Familiar-Possessed - Lyna', 'Fantastical Dragon Phantazmay', 'Firewall Dragon', 'Ghost Belle & Haunted Mansion', 'Ghost Mourner & Moonlit Chill', 'Ghost Ogre & Snow Rabbit', 'Ghost Reaper & Winter Cherries', 'Ghost Sister & Spooky Dogwood', 'I:P Masquerena', 'Kuriboh', 'Number 39: Utopia', 'Odd-Eyes Pendulum Dragon', 'Red-Eyes Black Dragon', 'Sky Striker Ace - Kagari', 'Stardust Dragon', 'Winged Kuriboh')",Old
PAC1-JP009,Decode Talker,"('Normal Parallel Rare', 'Secret Rare', 'Prismatic Secret Rare')",Reprint,2023-06-24 22:07:42,2021-02-06,,Booster pack,"('Aleister the Invoker', 'Apollousa, Bow of the Goddess', 'Ash Blossom & Joyous Spring', 'Borrelsword Dragon', 'Chaos Dragon Levianeer', 'Cyber Dragon', 'Cyber Dragon Infinity', 'Cyber End Dragon', 'Dark Magician', 'Dark Magician Girl the Dragon Knight', 'Decode Talker', 'Destiny HERO - Plasma', 'Droll & Lock Bird', 'Elemental HERO Neos', 'Familiar-Possessed - Lyna', 'Fantastical Dragon Phantazmay', 'Firewall Dragon', 'Ghost Belle & Haunted Mansion', 'Ghost Mourner & Moonlit Chill', 'Ghost Ogre & Snow Rabbit', 'Ghost Reaper & Winter Cherries', 'Ghost Sister & Spooky Dogwood', 'I:P Masquerena', 'Kuriboh', 'Number 39: Utopia', 'Odd-Eyes Pendulum Dragon', 'Red-Eyes Black Dragon', 'Sky Striker Ace - Kagari', 'Stardust Dragon', 'Winged Kuriboh')",New
PAC1-JP009,Decode Talker,"('Secret Rare', 'Prismatic Secret Rare')",Reprint,2023-06-24 22:07:42,2021-02-06,,Booster pack,"('Aleister the Invoker', 'Apollousa, Bow of the Goddess', 'Ash Blossom & Joyous Spring', 'Borrelsword Dragon', 'Chaos Dragon Levianeer', 'Cyber Dragon', 'Cyber Dragon Infinity', 'Cyber End Dragon', 'Dark Magician', 'Dark Magician Girl the Dragon Knight', 'Decode Talker', 'Destiny HERO - Plasma', 'Droll & Lock Bird', 'Elemental HERO Neos', 'Familiar-Possessed - Lyna', 'Fantastical Dragon Phantazmay', 'Firewall Dragon', 'Ghost Belle & Haunted Mansion', 'Ghost Mourner & Moonlit Chill', 'Ghost Ogre & Snow Rabbit', 'Ghost Reaper & Winter Cherries', 'Ghost Sister & Spooky Dogwood', 'I:P Masquerena', 'Kuriboh', 'Number 39: Utopia', 'Odd-Eyes Pendulum Dragon', 'Red-Eyes Black Dragon', 'Sky Striker Ace - Kagari', 'Stardust Dragon', 'Winged Kuriboh')",New
PAC1-JP010,Kuriboh,"('Normal Parallel Rare', 'Secret Rare', 'Prismatic Secret Rare')",Reprint,2023-03-22 17:13:11,2021-02-06,,Booster pack,"('Aleister the Invoker', 'Apollousa, Bow of the Goddess', 'Ash Blossom & Joyous Spring', 'Borrelsword Dragon', 'Chaos Dragon Levianeer', 'Cyber Dragon', 'Cyber Dragon Infinity', 'Cyber End Dragon', 'Dark Magician', 'Dark Magician Girl the Dragon Knight', 'Decode Talker', 'Destiny HERO - Plasma', 'Droll & Lock Bird', 'Elemental HERO Neos', 'Familiar-Possessed - Lyna', 'Fantastical Dragon Phantazmay', 'Firewall Dragon', 'Ghost Belle & Haunted Mansion', 'Ghost Mourner & Moonlit Chill', 'Ghost Ogre & Snow Rabbit', 'Ghost Reaper & Winter Cherries', 'Ghost Sister & Spooky Dogwood', 'I:P Masquerena', 'Kuriboh', 'Number 39: Utopia', 'Odd-Eyes Pendulum Dragon', 'Red-Eyes Black Dragon', 'Sky Striker Ace - Kagari', 'Stardust Dragon', 'Winged Kuriboh')",Old
PAC1-JP010,Kuriboh,"('Secret Rare', 'Prismatic Secret Rare')",Reprint,2023-03-22 17:13:11,2021-02-06,,Booster pack,"('Aleister the Invoker', 'Apollousa, Bow of the Goddess', 'Ash Blossom & Joyous Spring', 'Borrelsword Dragon', 'Chaos Dragon Levianeer', 'Cyber Dragon', 'Cyber Dragon Infinity', 'Cyber End Dragon', 'Dark Magician', 'Dark Magician Girl the Dragon Knight', 'Decode Talker', 'Destiny HERO - Plasma', 'Droll & Lock Bird', 'Elemental HERO Neos', 'Familiar-Possessed - Lyna', 'Fantastical Dragon Phantazmay', 'Firewall Dragon', 'Ghost Belle & Haunted Mansion', 'Ghost Mourner & Moonlit Chill', 'Ghost Ogre & Snow Rabbit', 'Ghost Reaper & Winter Cherries', 'Ghost Sister & Spooky Dogwood', 'I:P Masquerena', 'Kuriboh', 'Number 39: Utopia', 'Odd-Eyes Pendulum Dragon', 'Red-Eyes Black Dragon', 'Sky Striker Ace - Kagari', 'Stardust Dragon', 'Winged Kuriboh')",Old
PAC1-JP010,Kuriboh,"('Secret Rare', 'Prismatic Secret Rare')",Reprint,2023-06-24 22:07:42,2021-02-06,,Booster pack,"('Aleister the Invoker', 'Apollousa, Bow of the Goddess', 'Ash Blossom & Joyous Spring', 'Borrelsword Dragon', 'Chaos Dragon Levianeer', 'Cyber Dragon', 'Cyber Dragon Infinity', 'Cyber End Dragon', 'Dark Magician', 'Dark Magician Girl the Dragon Knight', 'Decode Talker', 'Destiny HERO - Plasma', 'Droll & Lock Bird', 'Elemental HERO Neos', 'Familiar-Possessed - Lyna', 'Fantastical Dragon Phantazmay', 'Firewall Dragon', 'Ghost Belle & Haunted Mansion', 'Ghost Mourner & Moonlit Chill', 'Ghost Ogre & Snow Rabbit', 'Ghost Reaper & Winter Cherries', 'Ghost Sister & Spooky Dogwood', 'I:P Masquerena', 'Kuriboh', 'Number 39: Utopia', 'Odd-Eyes Pendulum Dragon', 'Red-Eyes Black Dragon', 'Sky Striker Ace - Kagari', 'Stardust Dragon', 'Winged Kuriboh')",New
PAC1-JP010,Kuriboh,"('Normal Parallel Rare', 'Secret Rare', 'Prismatic Secret Rare')",Reprint,2023-06-24 22:07:42,2021-02-06,,Booster pack,"('Aleister the Invoker', 'Apollousa, Bow of the Goddess', 'Ash Blossom & Joyous Spring', 'Borrelsword Dragon', 'Chaos Dragon Levianeer', 'Cyber Dragon', 'Cyber Dragon Infinity', 'Cyber End Dragon', 'Dark Magician', 'Dark Magician Girl the Dragon Knight', 'Decode Talker', 'Destiny HERO - Plasma', 'Droll & Lock Bird', 'Elemental HERO Neos', 'Familiar-Possessed - Lyna', 'Fantastical Dragon Phantazmay', 'Firewall Dragon', 'Ghost Belle & Haunted Mansion', 'Ghost Mourner & Moonlit Chill', 'Ghost Ogre & Snow Rabbit', 'Ghost Reaper & Winter Cherries', 'Ghost Sister & Spooky Dogwood', 'I:P Masquerena', 'Kuriboh', 'Number 39: Utopia', 'Odd-Eyes Pendulum Dragon', 'Red-Eyes Black Dragon', 'Sky Striker Ace - Kagari', 'Stardust Dragon', 'Winged Kuriboh')",New
PAC1-JP011,Winged Kuriboh,"('Secret Rare', 'Prismatic Secret Rare')",Reprint,2023-03-22 17:13:11,2021-02-06,,Booster pack,"('Aleister the Invoker', 'Apollousa, Bow of the Goddess', 'Ash Blossom & Joyous Spring', 'Borrelsword Dragon', 'Chaos Dragon Levianeer', 'Cyber Dragon', 'Cyber Dragon Infinity', 'Cyber End Dragon', 'Dark Magician', 'Dark Magician Girl the Dragon Knight', 'Decode Talker', 'Destiny HERO - Plasma', 'Droll & Lock Bird', 'Elemental HERO Neos', 'Familiar-Possessed - Lyna', 'Fantastical Dragon Phantazmay', 'Firewall Dragon', 'Ghost Belle & Haunted Mansion', 'Ghost Mourner & Moonlit Chill', 'Ghost Ogre & Snow Rabbit', 'Ghost Reaper & Winter Cherries', 'Ghost Sister & Spooky Dogwood', 'I:P Masquerena', 'Kuriboh', 'Number 39: Utopia', 'Odd-Eyes Pendulum Dragon', 'Red-Eyes Black Dragon', 'Sky Striker Ace - Kagari', 'Stardust Dragon', 'Winged Kuriboh')",Old
PAC1-JP011,Winged Kuriboh,"('Normal Parallel Rare', 'Secret Rare', 'Prismatic Secret Rare')",Reprint,2023-03-22 17:13:11,2021-02-06,,Booster pack,"('Aleister the Invoker', 'Apollousa, Bow of the Goddess', 'Ash Blossom & Joyous Spring', 'Borrelsword Dragon', 'Chaos Dragon Levianeer', 'Cyber Dragon', 'Cyber Dragon Infinity', 'Cyber End Dragon', 'Dark Magician', 'Dark Magician Girl the Dragon Knight', 'Decode Talker', 'Destiny HERO - Plasma', 'Droll & Lock Bird', 'Elemental HERO Neos', 'Familiar-Possessed - Lyna', 'Fantastical Dragon Phantazmay', 'Firewall Dragon', 'Ghost Belle & Haunted Mansion', 'Ghost Mourner & Moonlit Chill', 'Ghost Ogre & Snow Rabbit', 'Ghost Reaper & Winter Cherries', 'Ghost Sister & Spooky Dogwood', 'I:P Masquerena', 'Kuriboh', 'Number 39: Utopia', 'Odd-Eyes Pendulum Dragon', 'Red-Eyes Black Dragon', 'Sky Striker Ace - Kagari', 'Stardust Dragon', 'Winged Kuriboh')",Old
PAC1-JP011,Winged Kuriboh,"('Normal Parallel Rare', 'Secret Rare', 'Prismatic Secret Rare')",Reprint,2023-06-24 22:07:42,2021-02-06,,Booster pack,"('Aleister the Invoker', 'Apollousa, Bow of the Goddess', 'Ash Blossom & Joyous Spring', 'Borrelsword Dragon', 'Chaos Dragon Levianeer', 'Cyber Dragon', 'Cyber Dragon Infinity', 'Cyber End Dragon', 'Dark Magician', 'Dark Magician Girl the Dragon Knight', 'Decode Talker', 'Destiny HERO - Plasma', 'Droll & Lock Bird', 'Elemental HERO Neos', 'Familiar-Possessed - Lyna', 'Fantastical Dragon Phantazmay', 'Firewall Dragon', 'Ghost Belle & Haunted Mansion', 'Ghost Mourner & Moonlit Chill', 'Ghost Ogre & Snow Rabbit', 'Ghost Reaper & Winter Cherries', 'Ghost Sister & Spooky Dogwood', 'I:P Masquerena', 'Kuriboh', 'Number 39: Utopia', 'Odd-Eyes Pendulum Dragon', 'Red-Eyes Black Dragon', 'Sky Striker Ace - Kagari', 'Stardust Dragon', 'Winged Kuriboh')",New
PAC1-JP011,Winged Kuriboh,"('Secret Rare', 'Prismatic Secret Rare')",Reprint,2023-06-24 22:07:42,2021-02-06,,Booster pack,"('Aleister the Invoker', 'Apollousa, Bow of the Goddess', 'Ash Blossom & Joyous Spring', 'Borrelsword Dragon', 'Chaos Dragon Levianeer', 'Cyber Dragon', 'Cyber Dragon Infinity', 'Cyber End Dragon', 'Dark Magician', 'Dark Magician Girl the Dragon Knight', 'Decode Talker', 'Destiny HERO - Plasma', 'Droll & Lock Bird', 'Elemental HERO Neos', 'Familiar-Possessed - Lyna', 'Fantastical Dragon Phantazmay', 'Firewall Dragon', 'Ghost Belle & Haunted Mansion', 'Ghost Mourner & Moonlit Chill', 'Ghost Ogre & Snow Rabbit', 'Ghost Reaper & Winter Cherries', 'Ghost Sister & Spooky Dogwood', 'I:P Masquerena', 'Kuriboh', 'Number 39: Utopia', 'Odd-Eyes Pendulum Dragon', 'Red-Eyes Black Dragon', 'Sky Striker Ace - Kagari', 'Stardust Dragon', 'Winged Kuriboh')",New
PAC1-JP012,Cyber Dragon,"('Secret Rare', 'Prismatic Secret Rare')",Reprint,2023-03-22 17:13:11,2021-02-06,,Booster pack,"('Aleister the Invoker', 'Apollousa, Bow of the Goddess', 'Ash Blossom & Joyous Spring', 'Borrelsword Dragon', 'Chaos Dragon Levianeer', 'Cyber Dragon', 'Cyber Dragon Infinity', 'Cyber End Dragon', 'Dark Magician', 'Dark Magician Girl the Dragon Knight', 'Decode Talker', 'Destiny HERO - Plasma', 'Droll & Lock Bird', 'Elemental HERO Neos', 'Familiar-Possessed - Lyna', 'Fantastical Dragon Phantazmay', 'Firewall Dragon', 'Ghost Belle & Haunted Mansion', 'Ghost Mourner & Moonlit Chill', 'Ghost Ogre & Snow Rabbit', 'Ghost Reaper & Winter Cherries', 'Ghost Sister & Spooky Dogwood', 'I:P Masquerena', 'Kuriboh', 'Number 39: Utopia', 'Odd-Eyes Pendulum Dragon', 'Red-Eyes Black Dragon', 'Sky Striker Ace - Kagari', 'Stardust Dragon', 'Winged Kuriboh')",Old
PAC1-JP012,Cyber Dragon,"('Normal Parallel Rare', 'Secret Rare', 'Prismatic Secret Rare')",Reprint,2023-03-22 17:13:11,2021-02-06,,Booster pack,"('Aleister the Invoker', 'Apollousa, Bow of the Goddess', 'Ash Blossom & Joyous Spring', 'Borrelsword Dragon', 'Chaos Dragon Levianeer', 'Cyber Dragon', 'Cyber Dragon Infinity', 'Cyber End Dragon', 'Dark Magician', 'Dark Magician Girl the Dragon Knight', 'Decode Talker', 'Destiny HERO - Plasma', 'Droll & Lock Bird', 'Elemental HERO Neos', 'Familiar-Possessed - Lyna', 'Fantastical Dragon Phantazmay', 'Firewall Dragon', 'Ghost Belle & Haunted Mansion', 'Ghost Mourner & Moonlit Chill', 'Ghost Ogre & Snow Rabbit', 'Ghost Reaper & Winter Cherries', 'Ghost Sister & Spooky Dogwood', 'I:P Masquerena', 'Kuriboh', 'Number 39: Utopia', 'Odd-Eyes Pendulum Dragon', 'Red-Eyes Black Dragon', 'Sky Striker Ace - Kagari', 'Stardust Dragon', 'Winged Kuriboh')",Old
PAC1-JP012,Cyber Dragon,"('Secret Rare', 'Prismatic Secret Rare')",Reprint,2023-06-24 22:07:42,2021-02-06,,Booster pack,"('Aleister the Invoker', 'Apollousa, Bow of the Goddess', 'Ash Blossom & Joyous Spring', 'Borrelsword Dragon', 'Chaos Dragon Levianeer', 'Cyber Dragon', 'Cyber Dragon Infinity', 'Cyber End Dragon', 'Dark Magician', 'Dark Magician Girl the Dragon Knight', 'Decode Talker', 'Destiny HERO - Plasma', 'Droll & Lock Bird', 'Elemental HERO Neos', 'Familiar-Possessed - Lyna', 'Fantastical Dragon Phantazmay', 'Firewall Dragon', 'Ghost Belle & Haunted Mansion', 'Ghost Mourner & Moonlit Chill', 'Ghost Ogre & Snow Rabbit', 'Ghost Reaper & Winter Cherries', 'Ghost Sister & Spooky Dogwood', 'I:P Masquerena', 'Kuriboh', 'Number 39: Utopia', 'Odd-Eyes Pendulum Dragon', 'Red-Eyes Black Dragon', 'Sky Striker Ace - Kagari', 'Stardust Dragon', 'Winged Kuriboh')",New
PAC1-JP012,Cyber Dragon,"('Normal Parallel Rare', 'Secret Rare', 'Prismatic Secret Rare')",Reprint,2023-06-24 22:07:42,2021-02-06,,Booster pack,"('Aleister the Invoker', 'Apollousa, Bow of the Goddess', 'Ash Blossom & Joyous Spring', 'Borrelsword Dragon', 'Chaos Dragon Levianeer', 'Cyber Dragon', 'Cyber Dragon Infinity', 'Cyber End Dragon', 'Dark Magician', 'Dark Magician Girl the Dragon Knight', 'Decode Talker', 'Destiny HERO - Plasma', 'Droll & Lock Bird', 'Elemental HERO Neos', 'Familiar-Possessed - Lyna', 'Fantastical Dragon Phantazmay', 'Firewall Dragon', 'Ghost Belle & Haunted Mansion', 'Ghost Mourner & Moonlit Chill', 'Ghost Ogre & Snow Rabbit', 'Ghost Reaper & Winter Cherries', 'Ghost Sister & Spooky Dogwood', 'I:P Masquerena', 'Kuriboh', 'Number 39: Utopia', 'Odd-Eyes Pendulum Dragon', 'Red-Eyes Black Dragon', 'Sky Striker Ace - Kagari', 'Stardust Dragon', 'Winged Kuriboh')",New
PAC1-JP013,Cyber End Dragon,"('Normal Parallel Rare', 'Secret Rare', 'Prismatic Secret Rare')",Reprint,2023-03-22 17:13:11,2021-02-06,,Booster pack,"('Aleister the Invoker', 'Apollousa, Bow of the Goddess', 'Ash Blossom & Joyous Spring', 'Borrelsword Dragon', 'Chaos Dragon Levianeer', 'Cyber Dragon', 'Cyber Dragon Infinity', 'Cyber End Dragon', 'Dark Magician', 'Dark Magician Girl the Dragon Knight', 'Decode Talker', 'Destiny HERO - Plasma', 'Droll & Lock Bird', 'Elemental HERO Neos', 'Familiar-Possessed - Lyna', 'Fantastical Dragon Phantazmay', 'Firewall Dragon', 'Ghost Belle & Haunted Mansion', 'Ghost Mourner & Moonlit Chill', 'Ghost Ogre & Snow Rabbit', 'Ghost Reaper & Winter Cherries', 'Ghost Sister & Spooky Dogwood', 'I:P Masquerena', 'Kuriboh', 'Number 39: Utopia', 'Odd-Eyes Pendulum Dragon', 'Red-Eyes Black Dragon', 'Sky Striker Ace - Kagari', 'Stardust Dragon', 'Winged Kuriboh')",Old
