Card number,Rarity,Version
DP27-JP000,"('Holographic Rare',)",Old
DP27-JP000,"('HGR',)",New
DPCT-FR001,"('Ultra rare',)",New
DPCT-FR001,"('Ultra Rare',)",Old
DREV-FRSE1,"('Super Rare',)",Old
DREV-FRSE1,"('Super rare',)",New
DREV-FRSE2,"('Super Rare',)",Old
DREV-FRSE2,"('Super rare',)",New
DREV-FRSP1,"('Ultra Rare',)",Old
DREV-FRSP1,"('Ultra rare',)",New
DREV-JP038,"('Ultra Rare', 'Ultimate Rare', 'HGR')",New
DREV-JP038,"('Ultra Rare', 'Ultimate Rare', 'Holographic Rare')",Old
DREV-KR038,"('Ultra Rare', 'Ultimate Rare', 'HGR')",New
DREV-KR038,"('Ultra Rare', 'Ultimate Rare', 'Holographic Rare')",Old
DUEA-FRSP1,"('Ultra Rare',)",Old
DUEA-FRSP1,"('Ultra rare',)",New
DUEA-JA004,"('Ultra Rare', 'Secret Rare', 'Holographic Rare')",Old
DUEA-JA004,"('Ultra Rare', 'Secret Rare', 'HGR')",New
DUEA-JP004,"('Ultra Rare', 'Ultimate Rare', 'Holographic Rare')",Old
DUEA-JP004,"('Ultra Rare', 'Ultimate Rare', 'HGR')",New
DUEA-KR004,"('Ultra Rare', 'Secret Rare', 'Holographic Rare')",Old
DUEA-KR004,"('Ultra Rare', 'Secret Rare', 'HGR')",New
ETCO-JP046,"('Ultra Rare', 'Secret Rare', '20th Secret Rare', 'Ultimate Rare', 'HGR')",New
ETCO-JP046,"('Ultra Rare', 'Secret Rare', '20th Secret Rare', 'Ultimate Rare', 'Holographic Rare')",Old
ETCO-KR046,"('Ultra Rare', 'Secret Rare', 'Ultimate Rare', 'HGR')",New
ETCO-KR046,"('Ultra Rare', 'Secret Rare', 'Ultimate Rare', 'Holographic Rare')",Old
EV09-KR001,"('Secret rare',)",New
EV09-KR001,"('Secret Rare',)",Old
EV09-KR002,"('Secret Rare',)",Old
EV09-KR002,"('Secret rare',)",New
EV09-KR003,"('Secret rare',)",New
EV09-KR003,"('Secret Rare',)",Old
EV09-KR004,"('Secret Rare',)",Old
EV09-KR004,"('Secret rare',)",New
EV10-KR001,"('Secret rare',)",New
EV10-KR001,"('Secret Rare',)",Old
EV10-KR002,"('Secret rare',)",New
EV10-KR002,"('Secret Rare',)",Old
EV10-KR003,"('Secret Rare',)",Old
EV10-KR003,"('Secret rare',)",New
EV10-KR004,"('Secret rare',)",New
EV10-KR004,"('Secret Rare',)",Old
EV10-KR007,"('Secret rare',)",New
EV10-KR007,"('Secret Rare',)",Old
EV10-KR008,"('Secret rare',)",New
EV10-KR008,"('Secret Rare',)",Old
EV10-KR009,"('Secret rare',)",New
EV10-KR009,"('Secret Rare',)",Old
EV10-KR010,"('Secret rare',)",New
EV10-KR010,"('Secret Rare',)",Old
EV10-KR013,"('Secret rare',)",New
EV10-KR013,"('Secret Rare',)",Old
EV10-KR014,"('Secret Rare',)",Old
EV10-KR014,"('Secret rare',)",New
EV10-KR015,"('Secret Rare',)",Old
EV10-KR015,"('Secret rare',)",New
EV11-KR005,"('Secret Rare',)",Old
EV11-KR005,"('Secret rare',)",New
EV11-KR006,"('Secret rare',)",New
EV11-KR006,"('Secret Rare',)",Old
EV12-KR007,"('Super Rare',)",Old
EV12-KR007,"('Super rare',)",New
EV12-KR008,"('Secret Rare',)",Old
EV12-KR008,"('Secret rare',)",New
EV12-KR009,"('Secret rare',)",New
EV12-KR009,"('Secret Rare',)",Old
EV12-KR010,"('Secret Rare',)",Old
EV12-KR010,"('Secret rare',)",New
EV13-KR001,"('Secret Rare',)",Old
EV13-KR001,"('Secret rare',)",New
EV13-KR002,"('Secret Rare',)",Old
EV13-KR002,"('Secret rare',)",New
EV13-KR003,"('Secret Rare',)",Old
EV13-KR003,"('Secret rare',)",New
EV13-KR004,"('Secret rare',)",New
EV13-KR004,"('Secret Rare',)",Old
EXFO-JP038,"('Ultra Rare', 'Secret Rare', 'Ultimate Rare', 'Holographic Rare')",Old
EXFO-JP038,"('Ultra Rare', 'Secret Rare', 'Ultimate Rare', 'HGR')",New
EXVC-FRSP1,"('Ultra rare',)",New
EXVC-FRSP1,"('Ultra Rare',)",Old
EXVC-JP037,"('Ultra Rare', 'Ultimate Rare', 'Holographic Rare')",Old
EXVC-JP037,"('Ultra Rare', 'Ultimate Rare', 'HGR')",New
EXVC-KR037,"('Ultra Rare', 'Ultimate Rare', 'HGR')",New
EXVC-KR037,"('Ultra Rare', 'Ultimate Rare', 'Holographic Rare')",Old
FOTB-FRSE1,"('Super Rare',)",Old
FOTB-FRSE1,"('Super rare',)",New
FOTB-FRSE2,"('Super rare',)",New
FOTB-FRSE2,"('Super Rare',)",Old
FOTB-FRSP1,"('Super Rare',)",Old
FOTB-FRSP1,"('Super rare',)",New
GAOV-FRSP1,"('Ultra rare',)",New
GAOV-FRSP1,"('Ultra Rare',)",Old
GAOV-JP041,"('Ultra Rare', 'Ultimate Rare', 'HGR')",New
GAOV-JP041,"('Ultra Rare', 'Ultimate Rare', 'Holographic Rare')",Old
GAOV-KR041,"('Ultra Rare', 'Ultimate Rare', 'HGR')",New
GAOV-KR041,"('Ultra Rare', 'Ultimate Rare', 'Holographic Rare')",Old
GENF-FRSE1,"('Super Rare',)",Old
GENF-FRSE1,"('Super rare',)",New
GENF-FRSE2,"('Super Rare',)",Old
GENF-FRSE2,"('Super rare',)",New
GENF-FRSP1,"('Ultra rare',)",New
GENF-FRSP1,"('Ultra Rare',)",Old
GENF-JP039,"('Ultra Rare', 'Ultimate Rare', 'HGR')",New
GENF-JP039,"('Ultra Rare', 'Ultimate Rare', 'Holographic Rare')",Old
GENF-KR039,"('Ultra Rare', 'Ultimate Rare', 'HGR')",New
GENF-KR039,"('Ultra Rare', 'Ultimate Rare', 'Holographic Rare')",Old
GLAS-FRSP1,"('Super Rare',)",Old
GLAS-FRSP1,"('Super rare',)",New
GLAS-JP036,"('Ultra Rare', 'Ultimate Rare', 'HGR')",New
GLAS-JP036,"('Ultra Rare', 'Ultimate Rare', 'Holographic Rare')",Old
GLAS-KR036,"('Ultra Rare', 'Ultimate Rare', 'HGR')",New
GLAS-KR036,"('Ultra Rare', 'Ultimate Rare', 'Holographic Rare')",Old
GX02-FR001,"('Super rare',)",New
GX02-FR001,"('Super Rare',)",Old
GX02-FR002,"('Super rare',)",New
GX02-FR002,"('Super Rare',)",Old
GX02-FR003,"('Super rare',)",New
GX02-FR003,"('Super Rare',)",Old
GX03-FR001,"('Super Rare',)",Old
GX03-FR001,"('Super rare',)",New
GX03-FR002,"('Super rare',)",New
GX03-FR002,"('Super Rare',)",Old
GX03-FR003,"('Super Rare',)",Old
GX03-FR003,"('Super rare',)",New
GX04-FR001,"('Super rare',)",New
GX04-FR001,"('Super Rare',)",Old
GX04-FR002,"('Super Rare',)",Old
GX04-FR002,"('Super rare',)",New
GX04-FR003,"('Super rare',)",New
GX04-FR003,"('Super Rare',)",Old
GX06-FR001,"('Super Rare',)",Old
GX06-FR001,"('Super rare',)",New
GX06-FR002,"('Super Rare',)",Old
GX06-FR002,"('Super rare',)",New
GX06-FR003,"('Super rare',)",New
GX06-FR003,"('Super Rare',)",Old
GX1-FR001,"('Super rare',)",New
GX1-FR001,"('Super Rare',)",Old
GX1-FR002,"('Super rare',)",New
GX1-FR002,"('Super Rare',)",Old
GX1-FR003,"('Super Rare',)",Old
GX1-FR003,"('Super rare',)",New
H5SE-FR001,"('Super Rare',)",Old
H5SE-FR001,"('Super rare',)",New
H5SE-FR002,"('Super Rare',)",Old
H5SE-FR002,"('Super rare',)",New
HASE-FR001,"('Super rare',)",New
HASE-FR001,"('Super Rare',)",Old
HASE-FR002,"('Super Rare',)",Old
HASE-FR002,"('Super rare',)",New
INOV-FRSE1,"('Super rare',)",New
INOV-FRSE1,"('Super Rare',)",Old
INOV-FRSE2,"('Super Rare',)",Old
INOV-FRSE2,"('Super rare',)",New
INOV-FRSE3,"('Super rare',)",New
INOV-FRSE3,"('Super Rare',)",Old
INOV-FRSE4,"('Super Rare',)",Old
INOV-FRSE4,"('Super rare',)",New
INOV-FRSP1,"('Ultra rare',)",New
INOV-FRSP1,"('Ultra Rare',)",Old
INOV-JP038,"('Ultra Rare', 'Secret Rare', 'Ultimate Rare', 'HGR')",New
INOV-JP038,"('Ultra Rare', 'Secret Rare', 'Ultimate Rare', 'Holographic Rare')",Old
INOV-KR038,"('Ultra Rare', 'Secret Rare', 'Ultimate Rare', 'HGR')",New
INOV-KR038,"('Ultra Rare', 'Secret Rare', 'Ultimate Rare', 'Holographic Rare')",Old
JOTL-FRSP1,"('Ultra Rare',)",Old
JOTL-FRSP1,"('Ultra rare',)",New
JOTL-JP048,"('Ultra Rare', 'Ultimate Rare', 'HGR')",New
JOTL-JP048,"('Ultra Rare', 'Ultimate Rare', 'Holographic Rare')",Old
JOTL-KR048,"('Ultra Rare', 'Ultimate Rare', 'HGR')",New
JOTL-KR048,"('Ultra Rare', 'Ultimate Rare', 'Holographic Rare')",Old
LC03-FR001,"('Ultra rare',)",New
LC03-FR001,"('Ultra Rare',)",Old
LC03-FR002,"('Ultra rare',)",New
LC03-FR002,"('Ultra Rare',)",Old
LC03-FR003,"('Ultra rare',)",New
LC03-FR003,"('Ultra Rare',)",Old
LC03-FR004,"('Ultra Rare',)",Old
LC03-FR004,"('Ultra rare',)",New
LC03-FR005,"('Ultra rare',)",New
LC03-FR005,"('Ultra Rare',)",Old
LC03-FR006,"('Ultra rare',)",New
LC03-FR006,"('Ultra Rare',)",Old
LC03-FR007,"('Ultra Rare',)",Old
LC03-FR007,"('Ultra rare',)",New
LODT-FRSE1,"('Super Rare',)",Old
LODT-FRSE1,"('Super rare',)",New
LODT-FRSE2,"('Super Rare',)",Old
LODT-FRSE2,"('Super rare',)",New
LODT-FRSP1,"('Super rare',)",New
LODT-FRSP1,"('Super Rare',)",Old
LODT-JP001,"('Ultra Rare', 'Ultimate Rare', 'HGR')",New
LODT-JP001,"('Ultra Rare', 'Ultimate Rare', 'Holographic Rare')",Old
LODT-KR001,"('Ultra Rare', 'Ultimate Rare', 'Holographic Rare')",Old
LODT-KR001,"('Ultra Rare', 'Ultimate Rare', 'HGR')",New
LTGY-FRSP1,"('Ultra Rare',)",Old
LTGY-FRSP1,"('Ultra rare',)",New
LTGY-JP044,"('Ultra Rare', 'Ultimate Rare', 'Holographic Rare')",Old
LTGY-JP044,"('Ultra Rare', 'Ultimate Rare', 'HGR')",New
LTGY-KR044,"('Ultra Rare', 'Ultimate Rare', 'Holographic Rare')",Old
LTGY-KR044,"('Ultra Rare', 'Ultimate Rare', 'HGR')",New
LVAL-FRSP1,"('Ultra rare',)",New
LVAL-FRSP1,"('Ultra Rare',)",Old
LVAL-JP046,"('Ultra Rare', 'Ultimate Rare', 'Holographic Rare')",Old
LVAL-JP046,"('Ultra Rare', 'Ultimate Rare', 'HGR')",New
LVAL-KR046,"('Ultra Rare', 'Secret Rare', 'Holographic Rare')",Old
LVAL-KR046,"('Ultra Rare', 'Secret Rare', 'HGR')",New
MOV2-FR001,"('Super Rare',)",Old
MOV2-FR001,"('Super rare',)",New
MVPC-KR000,"('Ultra Rare',)",Old
MVPC-KR000,"('Ultra rare',)",New
MVPC-KR001,"('Ultra Rare',)",Old
MVPC-KR001,"('Ultra rare',)",New
MVPC-KR002,"('Ultra rare',)",New
MVPC-KR002,"('Ultra Rare',)",Old
MVPC-KR003,"('Ultra rare',)",New
MVPC-KR003,"('Ultra Rare',)",Old
MVPC-KR004,"('Ultra rare',)",New
MVPC-KR004,"('Ultra Rare',)",Old
MVPC-KR005,"('Ultra rare',)",New
MVPC-KR005,"('Ultra Rare',)",Old
MVPC-KR006,"('Ultra rare',)",New
MVPC-KR006,"('Ultra Rare',)",Old
MVPC-KR007,"('Ultra Rare',)",Old
MVPC-KR007,"('Ultra rare',)",New
MVPC-KR008,"('Ultra Rare',)",Old
MVPC-KR008,"('Ultra rare',)",New
NECH-FRSP1,"('Ultra rare',)",New
NECH-FRSP1,"('Ultra Rare',)",Old
NECH-JP053,"('Ultra Rare', 'Secret Rare', 'Ultimate Rare', 'Holographic Rare')",Old
NECH-JP053,"('Ultra Rare', 'Secret Rare', 'Ultimate Rare', 'HGR')",New
NECH-KR053,"('Ultra Rare', 'Secret Rare', 'Holographic Rare')",Old
NECH-KR053,"('Ultra Rare', 'Secret Rare', 'HGR')",New
NTR-FR001,"('Super rare',)",New
NTR-FR001,"('Super Rare',)",Old
NTR-FR002,"('Super rare',)",New
NTR-FR002,"('Super Rare',)",Old
NTR-FR003,"('Super Rare',)",Old
NTR-FR003,"('Super rare',)",New
ORCS-FRSE1,"('Super Rare',)",Old
ORCS-FRSE1,"('Super rare',)",New
ORCS-FRSE2,"('Super rare',)",New
ORCS-FRSE2,"('Super Rare',)",Old
ORCS-FRSP1,"('Ultra rare',)",New
ORCS-FRSP1,"('Ultra Rare',)",Old
ORCS-JP040,"('Ultra Rare', 'Ultimate Rare', 'HGR')",New
ORCS-JP040,"('Ultra Rare', 'Ultimate Rare', 'Holographic Rare')",Old
ORCS-KR040,"('Ultra Rare', 'Ultimate Rare', 'HGR')",New
ORCS-KR040,"('Ultra Rare', 'Ultimate Rare', 'Holographic Rare')",Old
PCJ-FR001,"('Prismatic Secret Rare',)",Old
PCJ-FR001,"('Prismatic Secret rare',)",New
PCJ-FR002,"('Prismatic Secret Rare',)",Old
PCJ-FR002,"('Prismatic Secret rare',)",New
PCJ-FR003,"('Prismatic Secret Rare',)",Old
PCJ-FR003,"('Prismatic Secret rare',)",New
PCK-F001,"('Prismatic Secret rare',)",New
PCK-F001,"('Prismatic Secret Rare',)",Old
PCK-F002,"('Prismatic Secret Rare',)",Old
PCK-F002,"('Prismatic Secret rare',)",New
PCK-F003,"('Prismatic Secret rare',)",New
PCK-F003,"('Prismatic Secret Rare',)",Old
PCY-F001,"('Prismatic Secret Rare',)",Old
PCY-F001,"('Prismatic Secret rare',)",New
PCY-F002,"('Prismatic Secret Rare',)",Old
PCY-F002,"('Prismatic Secret rare',)",New
PCY-F003,"('Prismatic Secret rare',)",New
PCY-F003,"('Prismatic Secret Rare',)",Old
PHSW-FRSP1,"('Ultra rare',)",New
PHSW-FRSP1,"('Ultra Rare',)",Old
PHSW-JP011,"('Ultra Rare', 'Ultimate Rare', 'Holographic Rare')",Old
PHSW-JP011,"('Ultra Rare', 'Ultimate Rare', 'HGR')",New
PHSW-KR011,"('Ultra Rare', 'Ultimate Rare', 'HGR')",New
PHSW-KR011,"('Ultra Rare', 'Ultimate Rare', 'Holographic Rare')",Old
PRIO-ENPL1,"('SFR',)",New
PRIO-ENPL1,"('Starfoil Rare',)",Old
PRIO-FRSP1,"('Ultra Rare',)",Old
PRIO-FRSP1,"('Ultra rare',)",New
PRIO-JP040,"('Ultra Rare', 'Secret Rare', 'Ultimate Rare', 'Holographic Rare')",Old
PRIO-JP040,"('Ultra Rare', 'Secret Rare', 'Ultimate Rare', 'HGR')",New
PRIO-KR040,"('Ultra Rare', 'Secret Rare', 'Holographic Rare')",Old
PRIO-KR040,"('Ultra Rare', 'Secret Rare', 'HGR')",New
PTDN-FRSE1,"('Super rare',)",New
PTDN-FRSE1,"('Super Rare',)",Old
PTDN-FRSE2,"('Super Rare',)",Old
PTDN-FRSE2,"('Super rare',)",New
PTDN-FRSP1,"('Super rare',)",New
PTDN-FRSP1,"('Super Rare',)",Old
PTDN-JP044,"('Ultra Rare', 'Ultimate Rare', 'Holographic Rare')",Old
PTDN-JP044,"('Ultra Rare', 'Ultimate Rare', 'HGR')",New
PTDN-KR044,"('Ultra Rare', 'Ultimate Rare', 'Holographic Rare')",Old
PTDN-KR044,"('Ultra Rare', 'Ultimate Rare', 'HGR')",New
RATE-FRSP1,"('Ultra Rare',)",Old
RATE-FRSP1,"('Ultra rare',)",New
RATE-JP048,"('Ultra Rare', 'Secret Rare', 'Ultimate Rare', 'HGR')",New
RATE-JP048,"('Ultra Rare', 'Secret Rare', 'Ultimate Rare', 'Holographic Rare')",Old
RATE-KR048,"('Ultra Rare', 'Secret Rare', 'Ultimate Rare', 'Holographic Rare')",Old
RATE-KR048,"('Ultra Rare', 'Secret Rare', 'Ultimate Rare', 'HGR')",New
REDU-FRSE1,"('Super Rare',)",Old
REDU-FRSE1,"('Super rare',)",New
REDU-FRSE2,"('Super Rare',)",Old
REDU-FRSE2,"('Super rare',)",New
REDU-FRSP1,"('Ultra rare',)",New
REDU-FRSP1,"('Ultra Rare',)",Old
REDU-JP041,"('Ultra Rare', 'Ultimate Rare', 'Holographic Rare')",Old
REDU-JP041,"('Ultra Rare', 'Ultimate Rare', 'HGR')",New
REDU-KR041,"('Ultra Rare', 'Ultimate Rare', 'HGR')",New
REDU-KR041,"('Ultra Rare', 'Ultimate Rare', 'Holographic Rare')",Old
RGBT-AE042,"('Ultra Rare', 'Ultimate Rare', 'HGR')",New
RGBT-AE042,"('Ultra Rare', 'Ultimate Rare', 'Holographic Rare')",Old
RGBT-FRSE1,"('Super Rare',)",Old
RGBT-FRSE1,"('Super rare',)",New
RGBT-FRSE2,"('Super rare',)",New
RGBT-FRSE2,"('Super Rare',)",Old
RGBT-FRSP1,"('Super rare',)",New
RGBT-FRSP1,"('Super Rare',)",Old
RGBT-JP042,"('Ultra Rare', 'Ultimate Rare', 'HGR')",New
RGBT-JP042,"('Ultra Rare', 'Ultimate Rare', 'Holographic Rare')",Old
RGBT-KR042,"('Ultra Rare', 'Ultimate Rare', 'Holographic Rare')",Old
RGBT-KR042,"('Ultra Rare', 'Ultimate Rare', 'HGR')",New
ROD-FR001,"('Prismatic Secret rare',)",New
ROD-FR001,"('Prismatic Secret Rare',)",Old
ROD-FR002,"('Prismatic Secret Rare',)",Old
ROD-FR002,"('Prismatic Secret rare',)",New
ROD-FR003,"('Prismatic Secret Rare',)",Old
ROD-FR003,"('Prismatic Secret rare',)",New
SD09-KRSE1,"('Secret rare',)",New
SD09-KRSE1,"('Secret Rare',)",Old
SD13-KRSE1,"('Secret rare',)",New
SD13-KRSE1,"('Secret Rare',)",Old
SD15-KRFE1,"('Secret rare',)",New
SD15-KRFE1,"('Secret Rare',)",Old
SD15-KRFE2,"('Secret rare',)",New
SD15-KRFE2,"('Secret Rare',)",Old
SD25-KRSS1,"('Secret Rare',)",Old
SD25-KRSS1,"('Secret rare',)",New
SD25-KRSS2,"('Secret rare',)",New
SD25-KRSS2,"('Secret Rare',)",Old
SD5-KRSE1,"('Secret Rare',)",Old
SD5-KRSE1,"('Secret rare',)",New
SD6-KRSE1,"('Secret rare',)",New
SD6-KRSE1,"('Secret Rare',)",Old
SD8-KRDS1,"('Secret Rare',)",Old
SD8-KRDS1,"('Secret rare',)",New
SD8-KRDS2,"('Secret rare',)",New
SD8-KRDS2,"('Secret Rare',)",Old
SDS-KR002,"('Ultra rare',)",New
SDS-KR002,"('Ultra Rare',)",Old
SECE-FRS01,"('Super rare',)",New
SECE-FRS01,"('Super Rare',)",Old
SECE-FRS02,"('Super rare',)",New
SECE-FRS02,"('Super Rare',)",Old
SECE-FRS03,"('Super rare',)",New
SECE-FRS03,"('Super Rare',)",Old
SECE-FRS04,"('Super Rare',)",Old
SECE-FRS04,"('Super rare',)",New
SECE-FRS05,"('Super rare',)",New
SECE-FRS05,"('Super Rare',)",Old
SECE-FRS06,"('Super Rare',)",Old
SECE-FRS06,"('Super rare',)",New
SECE-FRS07,"('Super rare',)",New
SECE-FRS07,"('Super Rare',)",Old
SECE-FRS08,"('Super rare',)",New
SECE-FRS08,"('Super Rare',)",Old
SECE-FRS09,"('Super Rare',)",Old
SECE-FRS09,"('Super rare',)",New
SECE-FRS10,"('Super Rare',)",Old
SECE-FRS10,"('Super rare',)",New
SECE-FRS11,"('Super Rare',)",Old
SECE-FRS11,"('Super rare',)",New
SECE-FRS12,"('Super rare',)",New
SECE-FRS12,"('Super Rare',)",Old
SECE-FRS13,"('Super rare',)",New
SECE-FRS13,"('Super Rare',)",Old
SECE-FRS14,"('Super Rare',)",Old
SECE-FRS14,"('Super rare',)",New
SECE-FRSP1,"('Ultra rare',)",New
SECE-FRSP1,"('Ultra Rare',)",Old
SECE-JP045,"('Ultra Rare', 'Secret Rare', 'Ultimate Rare', 'HGR')",New
SECE-JP045,"('Ultra Rare', 'Secret Rare', 'Ultimate Rare', 'Holographic Rare')",Old
SECE-KR045,"('Ultra Rare', 'Secret Rare', 'Holographic Rare')",Old
SECE-KR045,"('Ultra Rare', 'Secret Rare', 'HGR')",New
SHSP-FRSP1,"('Ultra Rare',)",Old
SHSP-FRSP1,"('Ultra rare',)",New
SHSP-JP046,"('Ultra Rare', 'Ultimate Rare', 'HGR')",New
SHSP-JP046,"('Ultra Rare', 'Ultimate Rare', 'Holographic Rare')",Old
SHSP-KR046,"('Ultra Rare', 'Ultimate Rare', 'Holographic Rare')",Old
SHSP-KR046,"('Ultra Rare', 'Ultimate Rare', 'HGR')",New
SHVI-FRSE1,"('Super Rare',)",Old
SHVI-FRSE1,"('Super rare',)",New
SHVI-FRSE2,"('Super Rare',)",Old
SHVI-FRSE2,"('Super rare',)",New
SHVI-FRSE3,"('Super Rare',)",Old
SHVI-FRSE3,"('Super rare',)",New
SHVI-FRSE4,"('Super rare',)",New
SHVI-FRSE4,"('Super Rare',)",Old
SHVI-FRSP1,"('Ultra rare',)",New
SHVI-FRSP1,"('Ultra Rare',)",Old
SHVI-JP049,"('Ultra Rare', 'Secret Rare', 'Ultimate Rare', 'HGR')",New
SHVI-JP049,"('Ultra Rare', 'Secret Rare', 'Ultimate Rare', 'Holographic Rare')",Old
SHVI-KR049,"('Ultra Rare', 'Secret Rare', 'Ultimate Rare', 'HGR')",New
SHVI-KR049,"('Ultra Rare', 'Secret Rare', 'Ultimate Rare', 'Holographic Rare')",Old
SOVR-FRSE1,"('Super rare',)",New
SOVR-FRSE1,"('Super Rare',)",Old
SOVR-FRSE2,"('Super Rare',)",Old
SOVR-FRSE2,"('Super rare',)",New
SOVR-JP040,"('Ultra Rare', 'Ultimate Rare', 'Holographic Rare')",Old
SOVR-JP040,"('Ultra Rare', 'Ultimate Rare', 'HGR')",New
SOVR-KR040,"('Ultra Rare', 'Ultimate Rare', 'HGR')",New
SOVR-KR040,"('Ultra Rare', 'Ultimate Rare', 'Holographic Rare')",Old
SP13-DE001,"('Common', 'SFR')",New
SP13-DE001,"('Common', 'Starfoil Rare')",Old
SP13-DE002,"('Common', 'Starfoil Rare')",Old
SP13-DE002,"('Common', 'SFR')",New
SP13-DE003,"('Common', 'SFR')",New
SP13-DE003,"('Common', 'Starfoil Rare')",Old
SP13-DE004,"('Common', 'SFR')",New
SP13-DE004,"('Common', 'Starfoil Rare')",Old
SP13-DE005,"('Common', 'Starfoil Rare')",Old
SP13-DE005,"('Common', 'SFR')",New
SP13-DE006,"('Common', 'Starfoil Rare')",Old
SP13-DE006,"('Common', 'SFR')",New
SP13-DE007,"('Common', 'Starfoil Rare')",Old
SP13-DE007,"('Common', 'SFR')",New
SP13-DE008,"('Common', 'SFR')",New
SP13-DE008,"('Common', 'Starfoil Rare')",Old
SP13-DE009,"('Common', 'Starfoil Rare')",Old
SP13-DE009,"('Common', 'SFR')",New
SP13-DE010,"('Common', 'Starfoil Rare')",Old
SP13-DE010,"('Common', 'SFR')",New
SP13-DE011,"('Common', 'SFR')",New
SP13-DE011,"('Common', 'Starfoil Rare')",Old
SP13-DE012,"('Common', 'Starfoil Rare')",Old
SP13-DE012,"('Common', 'SFR')",New
SP13-DE013,"('Common', 'Starfoil Rare')",Old
SP13-DE013,"('Common', 'SFR')",New
SP13-DE014,"('Common', 'SFR')",New
SP13-DE014,"('Common', 'Starfoil Rare')",Old
SP13-DE015,"('Common', 'SFR')",New
SP13-DE015,"('Common', 'Starfoil Rare')",Old
SP13-DE016,"('Common', 'SFR')",New
SP13-DE016,"('Common', 'Starfoil Rare')",Old
SP13-DE017,"('Common', 'Starfoil Rare')",Old
SP13-DE017,"('Common', 'SFR')",New
SP13-DE018,"('Common', 'SFR')",New
SP13-DE018,"('Common', 'Starfoil Rare')",Old
SP13-DE019,"('Common', 'SFR')",New
SP13-DE019,"('Common', 'Starfoil Rare')",Old
SP13-DE020,"('Common', 'Starfoil Rare')",Old
SP13-DE020,"('Common', 'SFR')",New
SP13-DE021,"('Common', 'Starfoil Rare')",Old
SP13-DE021,"('Common', 'SFR')",New
SP13-DE022,"('Common', 'Starfoil Rare')",Old
SP13-DE022,"('Common', 'SFR')",New
SP13-DE023,"('Common', 'Starfoil Rare')",Old
SP13-DE023,"('Common', 'SFR')",New
SP13-DE024,"('Common', 'Starfoil Rare')",Old
SP13-DE024,"('Common', 'SFR')",New
SP13-DE025,"('Common', 'Starfoil Rare')",Old
SP13-DE025,"('Common', 'SFR')",New
SP13-DE026,"('Common', 'SFR')",New
SP13-DE026,"('Common', 'Starfoil Rare')",Old
SP13-DE027,"('Common', 'SFR')",New
SP13-DE027,"('Common', 'Starfoil Rare')",Old
SP13-DE028,"('Common', 'Starfoil Rare')",Old
SP13-DE028,"('Common', 'SFR')",New
SP13-DE029,"('Common', 'Starfoil Rare')",Old
SP13-DE029,"('Common', 'SFR')",New
SP13-DE030,"('Common', 'Starfoil Rare')",Old
SP13-DE030,"('Common', 'SFR')",New
SP13-DE031,"('Common', 'Starfoil Rare')",Old
SP13-DE031,"('Common', 'SFR')",New
SP13-DE032,"('Common', 'SFR')",New
SP13-DE032,"('Common', 'Starfoil Rare')",Old
SP13-DE033,"('Common', 'SFR')",New
SP13-DE033,"('Common', 'Starfoil Rare')",Old
SP13-DE034,"('Common', 'Starfoil Rare')",Old
SP13-DE034,"('Common', 'SFR')",New
SP13-DE035,"('Common', 'SFR')",New
SP13-DE035,"('Common', 'Starfoil Rare')",Old
SP13-DE036,"('Common', 'Starfoil Rare')",Old
SP13-DE036,"('Common', 'SFR')",New
SP13-DE037,"('Common', 'Starfoil Rare')",Old
SP13-DE037,"('Common', 'SFR')",New
SP13-DE038,"('Common', 'SFR')",New
SP13-DE038,"('Common', 'Starfoil Rare')",Old
SP13-DE039,"('Common', 'SFR')",New
SP13-DE039,"('Common', 'Starfoil Rare')",Old
SP13-DE040,"('Common', 'Starfoil Rare')",Old
SP13-DE040,"('Common', 'SFR')",New
SP13-DE041,"('Common', 'Starfoil Rare')",Old
SP13-DE041,"('Common', 'SFR')",New
SP13-DE042,"('Common', 'SFR')",New
SP13-DE042,"('Common', 'Starfoil Rare')",Old
SP13-DE043,"('Common', 'SFR')",New
SP13-DE043,"('Common', 'Starfoil Rare')",Old
SP13-DE044,"('Common', 'Starfoil Rare')",Old
SP13-DE044,"('Common', 'SFR')",New
SP13-DE045,"('Common', 'Starfoil Rare')",Old
SP13-DE045,"('Common', 'SFR')",New
SP13-DE046,"('Common', 'SFR')",New
SP13-DE046,"('Common', 'Starfoil Rare')",Old
SP13-DE047,"('Common', 'SFR')",New
SP13-DE047,"('Common', 'Starfoil Rare')",Old
SP13-DE048,"('Common', 'SFR')",New
SP13-DE048,"('Common', 'Starfoil Rare')",Old
SP13-DE049,"('Common', 'SFR')",New
SP13-DE049,"('Common', 'Starfoil Rare')",Old
SP13-DE050,"('Common', 'Starfoil Rare')",Old
SP13-DE050,"('Common', 'SFR')",New
SP13-EN001,"('Common', 'SFR')",New
SP13-EN001,"('Common', 'Starfoil Rare')",Old
SP13-EN002,"('Common', 'SFR')",New
SP13-EN002,"('Common', 'Starfoil Rare')",Old
SP13-EN003,"('Common', 'SFR')",New
SP13-EN003,"('Common', 'Starfoil Rare')",Old
SP13-EN004,"('Common', 'SFR')",New
SP13-EN004,"('Common', 'Starfoil Rare')",Old
SP13-EN005,"('Common', 'SFR')",New
