Card number,Name,Rarity,Print,Region,Modification date,Release,Series,Set type,Version
SD39-KR035,Spiritual Fire Art - Kurenai,"('Common',)",Reprint,KR,2023-07-27 07:29:53,2020-10-16,,Structure Deck,New
SD39-KR036,Spiritual Wind Art - Miyabi,"('Common',)",Reprint,KR,2023-07-27 07:29:53,2020-10-16,,Structure Deck,New
SD39-KR037,Metaverse,"('Common',)",Reprint,KR,2023-07-27 07:29:53,2020-10-16,,Structure Deck,New
SD39-KR038,Dimensional Barrier,"('Common',)",Reprint,KR,2023-07-27 07:29:53,2020-10-16,,Structure Deck,New
SD39-KR039,Evenly Matched,"('Common',)",Reprint,KR,2023-07-27 07:29:53,2020-10-16,,Structure Deck,New
SD39-KR040,Solemn Warning,"('Common',)",Reprint,KR,2023-07-27 07:29:53,2020-10-16,,Structure Deck,New
SD39-KRP01,Familiar-Possessed - Aussa,"('Secret Rare',)",New artwork,KR,2023-07-27 07:29:53,2020-10-16,,Structure Deck,New
SD39-KRP01,Familiar-Possessed - Aussa,"('Super Rare', 'Secret Rare')",Reprint,KR,2023-07-27 07:29:53,2020-10-16,,Structure Deck,New
SD39-KRP02,Familiar-Possessed - Eria,"('Secret Rare',)",New artwork,KR,2023-07-27 07:29:53,2020-10-16,,Structure Deck,New
SD39-KRP02,Familiar-Possessed - Eria,"('Super Rare', 'Secret Rare')",Reprint,KR,2023-07-27 07:29:53,2020-10-16,,Structure Deck,New
SD39-KRP03,Familiar-Possessed - Hiita,"('Secret Rare',)",New artwork,KR,2023-07-27 07:29:53,2020-10-16,,Structure Deck,New
SD39-KRP03,Familiar-Possessed - Hiita,"('Super Rare', 'Secret Rare')",Reprint,KR,2023-07-27 07:29:53,2020-10-16,,Structure Deck,New
SD39-KRP04,Familiar-Possessed - Wynn,"('Secret Rare',)",New artwork,KR,2023-07-27 07:29:53,2020-10-16,,Structure Deck,New
SD39-KRP04,Familiar-Possessed - Wynn,"('Super Rare', 'Secret Rare')",Reprint,KR,2023-07-27 07:29:53,2020-10-16,,Structure Deck,New
SD39-KRP05,Spirit Charmers,"('Super Rare', 'Secret Rare')",New,KR,2023-07-27 07:29:53,2020-10-16,,Structure Deck,New
SD39-KRT01,Token,"('Super Rare',)",New artwork,KR,2023-07-27 07:29:53,2020-10-16,,Structure Deck,New
SD39-KRT02,Token,"('Super Rare',)",New artwork,KR,2023-07-27 07:29:53,2020-10-16,,Structure Deck,New
SD39-KRT03,Token,"('Super Rare',)",New artwork,KR,2023-07-27 07:29:53,2020-10-16,,Structure Deck,New
SD39-KRT04,Token,"('Super Rare',)",New artwork,KR,2023-07-27 07:29:53,2020-10-16,,Structure Deck,New
SD39-KRT05,Token,"('Super Rare',)",New artwork,KR,2023-07-27 07:29:53,2020-10-16,,Structure Deck,New
SD40-KR001,General Wayne of the Ice Barrier,"('Normal Parallel Rare',)",New,KR,2023-07-27 07:29:02,2021-03-09,,Structure Deck,New
SD40-KR002,Revealer of the Ice Barrier,"('Super Parallel Rare', 'Secret Parallel Rare')",New,KR,2023-07-27 07:29:02,2021-03-09,,Structure Deck,New
SD40-KR003,Speaker for the Ice Barriers,"('Super Parallel Rare', 'Secret Parallel Rare')",New,KR,2023-07-27 07:29:02,2021-03-09,,Structure Deck,New
SD40-KR004,Hexa Spirit of the Ice Barrier,"('Normal Parallel Rare',)",New,KR,2023-07-27 07:29:02,2021-03-09,,Structure Deck,New
SD40-KR005,"Blizzed, Defender of the Ice Barrier","('Common',)",Reprint,KR,2023-07-27 07:29:02,2021-03-09,,Structure Deck,New
SD40-KR006,Cryomancer of the Ice Barrier,"('Common',)",Reprint,KR,2023-07-27 07:29:02,2021-03-09,,Structure Deck,New
SD40-KR007,Prior of the Ice Barrier,"('Normal Parallel Rare',)",Reprint,KR,2023-07-27 07:29:02,2021-03-09,,Structure Deck,New
SD40-KR008,Defender of the Ice Barrier,"('Common',)",Reprint,KR,2023-07-27 07:29:02,2021-03-09,,Structure Deck,New
SD40-KR009,Warlock of the Ice Barrier,"('Common',)",Reprint,KR,2023-07-27 07:29:02,2021-03-09,,Structure Deck,New
SD40-KR010,Spellbreaker of the Ice Barrier,"('Common',)",Reprint,KR,2023-07-27 07:29:02,2021-03-09,,Structure Deck,New
SD40-KR011,Strategist of the Ice Barrier,"('Common',)",Reprint,KR,2023-07-27 07:29:02,2021-03-09,,Structure Deck,New
SD40-KR012,Dance Princess of the Ice Barrier,"('Normal Parallel Rare',)",Reprint,KR,2023-07-27 07:29:02,2021-03-09,,Structure Deck,New
SD40-KR013,Dai-sojo of the Ice Barrier,"('Common',)",Reprint,KR,2023-07-27 07:29:02,2021-03-09,,Structure Deck,New
SD40-KR014,General Raiho of the Ice Barrier,"('Common',)",Reprint,KR,2023-07-27 07:29:02,2021-03-09,,Structure Deck,New
SD40-KR015,Medium of the Ice Barrier,"('Common',)",Reprint,KR,2023-07-27 07:29:02,2021-03-09,,Structure Deck,New
SD40-KR016,General Gantala of the Ice Barrier,"('Common',)",Reprint,KR,2023-07-27 07:29:02,2021-03-09,,Structure Deck,New
SD40-KR017,General Grunard of the Ice Barrier,"('Common',)",Reprint,KR,2023-07-27 07:29:02,2021-03-09,,Structure Deck,New
SD40-KR018,Genex Controller,"('Common',)",Reprint,KR,2023-07-27 07:29:02,2021-03-09,,Structure Deck,New
SD40-KR019,Genex Undine,"('Common',)",Reprint,KR,2023-07-27 07:29:02,2021-03-09,,Structure Deck,New
SD40-KR020,Aqua Spirit,"('Common',)",Reprint,KR,2023-07-27 07:29:02,2021-03-09,,Structure Deck,New
SD40-KR021,Dupe Frog,"('Common',)",Reprint,KR,2023-07-27 07:29:02,2021-03-09,,Structure Deck,New
SD40-KR022,Ronintoadin,"('Common',)",Reprint,KR,2023-07-27 07:29:02,2021-03-09,,Structure Deck,New
SD40-KR023,Fishborg Launcher,"('Common',)",Reprint,KR,2023-07-27 07:29:02,2021-03-09,,Structure Deck,New
SD40-KR024,Moulinglacia the Elemental Lord,"('Common',)",Reprint,KR,2023-07-27 07:29:02,2021-03-09,,Structure Deck,New
SD40-KR025,Silent Angler,"('Common',)",Reprint,KR,2023-07-27 07:29:02,2021-03-09,,Structure Deck,New
SD40-KR026,Winds Over the Ice Barrier,"('Super Parallel Rare', 'Secret Parallel Rare')",New,KR,2023-07-27 07:29:02,2021-03-09,,Structure Deck,New
SD40-KR027,Freezing Chains of the Ice Barrier,"('Normal Parallel Rare',)",New,KR,2023-07-27 07:29:02,2021-03-09,,Structure Deck,New
SD40-KR028,Magic Triangle of the Ice Barrier,"('Common',)",Reprint,KR,2023-07-27 07:29:02,2021-03-09,,Structure Deck,New
SD40-KR029,Medallion of the Ice Barrier,"('Normal Parallel Rare',)",Reprint,KR,2023-07-27 07:29:02,2021-03-09,,Structure Deck,New
SD40-KR030,Mirror of the Ice Barrier,"('Common',)",Reprint,KR,2023-07-27 07:29:02,2021-03-09,,Structure Deck,New
SD40-KR031,Salvage,"('Normal Parallel Rare',)",Reprint,KR,2023-07-27 07:29:02,2021-03-09,,Structure Deck,New
SD40-KR032,Surface,"('Common',)",Reprint,KR,2023-07-27 07:29:02,2021-03-09,,Structure Deck,New
SD40-KR033,Where Arf Thou?,"('Common',)",Reprint,KR,2023-07-27 07:29:02,2021-03-09,,Structure Deck,New
SD40-KR034,Crossout Designator,"('Common',)",Reprint,KR,2023-07-27 07:29:02,2021-03-09,,Structure Deck,New
SD40-KR035,Appointer of the Red Lotus,"('Common',)",Reprint,KR,2023-07-27 07:29:02,2021-03-09,,Structure Deck,New
SD40-KR036,Fiendish Chain,"('Common',)",Reprint,KR,2023-07-27 07:29:02,2021-03-09,,Structure Deck,New
SD40-KR037,Vanity's Emptiness,"('Common',)",Reprint,KR,2023-07-27 07:29:02,2021-03-09,,Structure Deck,New
SD40-KR038,Mind Drain,"('Common',)",Reprint,KR,2023-07-27 07:29:02,2021-03-09,,Structure Deck,New
SD40-KR039,Heavy Storm Duster,"('Common',)",Reprint,KR,2023-07-27 07:29:02,2021-03-09,,Structure Deck,New
SD40-KR040,Crackdown,"('Common',)",Reprint,KR,2023-07-27 07:29:02,2021-03-09,,Structure Deck,New
SD40-KR041,"Dewloren, Tiger King of the Ice Barrier","('Normal Parallel Rare',)",Reprint (functional errata),KR,2023-07-27 07:29:02,2021-03-09,,Structure Deck,New
SD40-KRP01,"Trishula, Zero Dragon of the Ice Barrier","('Super Parallel Rare', 'Secret Parallel Rare')",New,KR,2023-07-27 07:29:02,2021-03-09,,Structure Deck,New
SD40-KRP02,"Brionac, Dragon of the Ice Barrier","('Super Parallel Rare', 'Secret Parallel Rare')",Reprint,KR,2023-07-27 07:29:02,2021-03-09,,Structure Deck,New
SD40-KRP03,"Gungnir, Dragon of the Ice Barrier","('Super Parallel Rare', 'Secret Parallel Rare')",Reprint,KR,2023-07-27 07:29:02,2021-03-09,,Structure Deck,New
SD40-KRP04,"Trishula, Dragon of the Ice Barrier","('Super Parallel Rare', 'Secret Parallel Rare')",Reprint,KR,2023-07-27 07:29:02,2021-03-09,,Structure Deck,New
SD40-KRP05,Terror of Trishula,"('Super Parallel Rare', 'Secret Parallel Rare')",New,KR,2023-07-27 07:29:02,2021-03-09,,Structure Deck,New
SD41-KR001,Attachment Cybern,"('Normal Parallel Rare',)",New,KR,2023-07-27 07:28:31,2021-08-10,,Structure Deck,New
SD41-KR002,Cyberdark Chimera,"('Super Rare',)",New,KR,2023-07-27 07:28:31,2021-08-10,,Structure Deck,New
SD41-KR003,Cyber Dragon,"('Common',)",Reprint,KR,2023-07-27 07:28:31,2021-08-10,,Structure Deck,New
SD41-KR004,Cyber Dragon Zwei,"('Common',)",Reprint,KR,2023-07-27 07:28:31,2021-08-10,,Structure Deck,New
SD41-KR005,Cyber Dragon Drei,"('Common',)",Reprint,KR,2023-07-27 07:28:31,2021-08-10,,Structure Deck,New
SD41-KR006,Cyber Dragon Vier,"('Common',)",Reprint,KR,2023-07-27 07:28:31,2021-08-10,,Structure Deck,New
SD41-KR007,Cyber Dragon Nachster,"('Common',)",Reprint,KR,2023-07-27 07:28:31,2021-08-10,,Structure Deck,New
SD41-KR008,Cyber Dragon Core,"('Common',)",Reprint,KR,2023-07-27 07:28:31,2021-08-10,,Structure Deck,New
SD41-KR009,Cyber Dragon Herz,"('Common',)",Reprint,KR,2023-07-27 07:28:31,2021-08-10,,Structure Deck,New
SD41-KR010,Cyber Pharos,"('Common',)",Reprint,KR,2023-07-27 07:28:31,2021-08-10,,Structure Deck,New
SD41-KR011,Cyber Valley,"('Common',)",Reprint,KR,2023-07-27 07:28:31,2021-08-10,,Structure Deck,New
SD41-KR012,Cyber Phoenix,"('Common',)",Reprint,KR,2023-07-27 07:28:31,2021-08-10,,Structure Deck,New
SD41-KR013,Cyberdark Horn,"('Common',)",Reprint,KR,2023-07-27 07:28:31,2021-08-10,,Structure Deck,New
SD41-KR014,Cyberdark Edge,"('Common',)",Reprint,KR,2023-07-27 07:28:31,2021-08-10,,Structure Deck,New
SD41-KR015,Cyberdark Keel,"('Common',)",Reprint,KR,2023-07-27 07:28:31,2021-08-10,,Structure Deck,New
SD41-KR016,Cyberdark Cannon,"('Common',)",Reprint,KR,2023-07-27 07:28:31,2021-08-10,,Structure Deck,New
SD41-KR017,Cyberdark Claw,"('Common',)",Reprint,KR,2023-07-27 07:28:31,2021-08-10,,Structure Deck,New
SD41-KR018,Leng Ling,"('Common',)",Reprint,KR,2023-07-27 07:28:31,2021-08-10,,Structure Deck,New
SD41-KR019,"Jizukiru, the Star Destroying Kaiju","('Common',)",Reprint,KR,2023-07-27 07:28:31,2021-08-10,,Structure Deck,New
SD41-KR020,"Gizmek Orochi, the Serpentron Sky Slasher","('Common',)",Reprint,KR,2023-07-27 07:28:31,2021-08-10,,Structure Deck,New
SD41-KR021,Gale Dogra,"('Common',)",Reprint,KR,2023-07-27 07:28:31,2021-08-10,,Structure Deck,New
SD41-KR022,Cyber Eternal,"('Normal Parallel Rare',)",New,KR,2023-07-27 07:28:31,2021-08-10,,Structure Deck,New
SD41-KR023,Cyberdark Realm,"('Super Rare',)",New,KR,2023-07-27 07:28:31,2021-08-10,,Structure Deck,New
SD41-KR024,Cyber Repair Plant,"('Common',)",Reprint,KR,2023-07-27 07:28:31,2021-08-10,,Structure Deck,New
SD41-KR025,Cyber Emergency,"('Common',)",Reprint,KR,2023-07-27 07:28:31,2021-08-10,,Structure Deck,New
SD41-KR026,Cyberload Fusion,"('Common',)",Reprint,KR,2023-07-27 07:28:31,2021-08-10,,Structure Deck,New
SD41-KR027,Cyberdark Impact!,"('Common',)",Reprint,KR,2023-07-27 07:28:31,2021-08-10,,Structure Deck,New
SD41-KR028,Cyberdark Inferno,"('Common',)",Reprint,KR,2023-07-27 07:28:31,2021-08-10,,Structure Deck,New
SD41-KR029,Future Fusion,"('Common',)",Reprint,KR,2023-07-27 07:28:31,2021-08-10,,Structure Deck,New
SD41-KR030,Fusion Deployment,"('Common',)",Reprint,KR,2023-07-27 07:28:31,2021-08-10,,Structure Deck,New
SD41-KR031,Fusion Tag,"('Common',)",Reprint,KR,2023-07-27 07:28:31,2021-08-10,,Structure Deck,New
SD41-KR032,Machine Duplication,"('Common',)",Reprint,KR,2023-07-27 07:28:31,2021-08-10,,Structure Deck,New
SD41-KR033,Limiter Removal,"('Common',)",Reprint,KR,2023-07-27 07:28:31,2021-08-10,,Structure Deck,New
SD41-KR034,Lightning Storm,"('Common',)",Reprint,KR,2023-07-27 07:28:31,2021-08-10,,Structure Deck,New
SD41-KR035,Cyberdark Invasion,"('Normal Parallel Rare',)",New,KR,2023-07-27 07:28:31,2021-08-10,,Structure Deck,New
SD41-KR036,Cybernetic Revolution,"('Common',)",Reprint,KR,2023-07-27 07:28:31,2021-08-10,,Structure Deck,New
SD41-KR037,Infinite Impermanence,"('Common',)",Reprint,KR,2023-07-27 07:28:31,2021-08-10,,Structure Deck,New
SD41-KR038,Power Wall,"('Common',)",Reprint,KR,2023-07-27 07:28:31,2021-08-10,,Structure Deck,New
SD41-KR039,Call of the Haunted,"('Common',)",Reprint,KR,2023-07-27 07:28:31,2021-08-10,,Structure Deck,New
SD41-KR040,Paleozoic Canadia,"('Common',)",Reprint,KR,2023-07-27 07:28:31,2021-08-10,,Structure Deck,New
SD41-KR041,Cyber End Dragon,"('Normal Parallel Rare',)",Reprint,KR,2023-07-27 07:28:31,2021-08-10,,Structure Deck,New
SD41-KR042,Chimeratech Overdragon,"('Normal Parallel Rare',)",Reprint,KR,2023-07-27 07:28:31,2021-08-10,,Structure Deck,New
SD41-KR043,Cyberdarkness Dragon,"('Normal Parallel Rare',)",Reprint,KR,2023-07-27 07:28:31,2021-08-10,,Structure Deck,New
SD41-KRP01,Cyberdark End Dragon,"('Ultra Rare', 'Secret Rare')",New,KR,2023-07-27 07:28:31,2021-08-10,,Structure Deck,New
SD41-KRP02,Cyberdark Dragon,"('Super Rare', 'Secret Rare')",Reprint,KR,2023-07-27 07:28:31,2021-08-10,,Structure Deck,New
SD41-KRP03,Cybernetic Horizon,"('Super Rare', 'Secret Rare')",New,KR,2023-07-27 07:28:31,2021-08-10,,Structure Deck,New
SD41-KRP04,Power Bond,"('Super Rare', 'Secret Rare')",Reprint,KR,2023-07-27 07:28:31,2021-08-10,,Structure Deck,New
SD41-KRP05,Overload Fusion,"('Super Rare', 'Secret Rare')",Reprint,KR,2023-07-27 07:28:31,2021-08-10,,Structure Deck,New
SD42-KR001,Astraltopia,"('Normal Parallel Rare',)",New,KR,2023-07-26 06:45:47,2021-09-27,,Structure Deck,New
SD42-KR002,Utopic Onomatopoeia,"('Common',)",Reprint,KR,2023-07-26 06:45:47,2021-09-27,,Structure Deck,New
SD42-KR003,Zubaba Knight,"('Common',)",Reprint,KR,2023-07-26 06:45:47,2021-09-27,,Structure Deck,New
SD42-KR004,Gagaga Magician,"('Common',)",Reprint,KR,2023-07-26 06:45:47,2021-09-27,,Structure Deck,New
SD42-KR005,Gagaga Girl,"('Common',)",Reprint,KR,2023-07-26 06:45:47,2021-09-27,,Structure Deck,New
SD42-KR006,Gagaga Clerk,"('Common',)",Reprint,KR,2023-07-26 06:45:47,2021-09-27,,Structure Deck,New
SD42-KR007,Gagaga Sister,"('Common',)",Reprint,KR,2023-07-26 06:45:47,2021-09-27,,Structure Deck,New
SD42-KR008,Gogogo Golem,"('Common',)",Reprint,KR,2023-07-26 06:45:47,2021-09-27,,Structure Deck,New
SD42-KR009,Dododo Witch,"('Common',)",Reprint,KR,2023-07-26 06:45:47,2021-09-27,,Structure Deck,New
SD42-KR010,Zubababancho Gagagacoat,"('Common',)",Reprint,KR,2023-07-26 06:45:47,2021-09-27,,Structure Deck,New
SD42-KR011,Dodododwarf Gogogoglove,"('Common',)",Reprint,KR,2023-07-26 06:45:47,2021-09-27,,Structure Deck,New
SD42-KR012,ZW - Lightning Blade,"('Common',)",Reprint,KR,2023-07-26 06:45:47,2021-09-27,,Structure Deck,New
SD42-KR013,ZW - Tornado Bringer,"('Common',)",Reprint,KR,2023-07-26 06:45:47,2021-09-27,,Structure Deck,New
SD42-KR014,ZW - Asura Strike,"('Common',)",Reprint,KR,2023-07-26 06:45:47,2021-09-27,,Structure Deck,New
SD42-KR015,ZS - Vanish Sage,"('Common',)",Reprint,KR,2023-07-26 06:45:47,2021-09-27,,Structure Deck,New
SD42-KR016,Skull Meister,"('Common',)",Reprint,KR,2023-07-26 06:45:47,2021-09-27,,Structure Deck,New
SD42-KR017,Kagetokage,"('Common',)",Reprint,KR,2023-07-26 06:45:47,2021-09-27,,Structure Deck,New
SD42-KR018,Tin Goldfish,"('Common',)",Reprint,KR,2023-07-26 06:45:47,2021-09-27,,Structure Deck,New
SD42-KR019,"Maxx ""C""","('Common',)",Reprint,KR,2023-07-26 06:45:47,2021-09-27,,Structure Deck,New
SD42-KR020,Rainbow Kuriboh,"('Common',)",Reprint,KR,2023-07-26 06:45:47,2021-09-27,,Structure Deck,New
SD42-KR021,Zexal Field,"('Normal Parallel Rare',)",New,KR,2023-07-26 06:45:47,2021-09-27,,Structure Deck,New
SD42-KR022,Shining Draw,"('Common',)",Reprint,KR,2023-07-26 06:45:47,2021-09-27,,Structure Deck,New
SD42-KR023,Xyz Change Tactics,"('Common',)",Reprint,KR,2023-07-26 06:45:47,2021-09-27,,Structure Deck,New
SD42-KR024,Xyz Encore,"('Common',)",Reprint,KR,2023-07-26 06:45:47,2021-09-27,,Structure Deck,New
SD42-KR025,Onomatopaira,"('Common',)",Reprint,KR,2023-07-26 06:45:47,2021-09-27,,Structure Deck,New
SD42-KR026,Onomatopickup,"('Common',)",Reprint,KR,2023-07-26 06:45:47,2021-09-27,,Structure Deck,New
SD42-KR027,Gagaga Academy Emergency Network,"('Common',)",Reprint,KR,2023-07-26 06:45:47,2021-09-27,,Structure Deck,New
SD42-KR028,Gagagarevenge,"('Common',)",Reprint,KR,2023-07-26 06:45:47,2021-09-27,,Structure Deck,New
SD42-KR029,Glorious Numbers,"('Common',)",Reprint,KR,2023-07-26 06:45:47,2021-09-27,,Structure Deck,New
SD42-KR030,Double or Nothing!,"('Common',)",Reprint,KR,2023-07-26 06:45:47,2021-09-27,,Structure Deck,New
SD42-KR031,Memories of Hope,"('Common',)",Reprint,KR,2023-07-26 06:45:47,2021-09-27,,Structure Deck,New
SD42-KR032,Chain Summon,"('Common',)",Reprint,KR,2023-07-26 06:45:47,2021-09-27,,Structure Deck,New
SD42-KR033,Monster Reborn,"('Common',)",Reprint,KR,2023-07-26 06:45:47,2021-09-27,,Structure Deck,New
SD42-KR034,Reinforcement of the Army,"('Common',)",Reprint,KR,2023-07-26 06:45:47,2021-09-27,,Structure Deck,New
SD42-KR035,Book of Moon,"('Common',)",Reprint,KR,2023-07-26 06:45:47,2021-09-27,,Structure Deck,New
SD42-KR036,The Deal of Destiny,"('Normal Parallel Rare',)",New,KR,2023-07-26 06:45:47,2021-09-27,,Structure Deck,New
SD42-KR037,Numbers Protection,"('Normal Parallel Rare',)",New,KR,2023-07-26 06:45:47,2021-09-27,,Structure Deck,New
SD42-KR038,The Door of Destiny,"('Common',)",Reprint,KR,2023-07-26 06:45:47,2021-09-27,,Structure Deck,New
SD42-KR039,Halfway to Forever,"('Common',)",Reprint,KR,2023-07-26 06:45:47,2021-09-27,,Structure Deck,New
SD42-KR040,Hi-Five the Sky,"('Common',)",Reprint,KR,2023-07-26 06:45:47,2021-09-27,,Structure Deck,New
SD42-KR041,Number 99: Utopic Dragon,"('Common',)",Reprint,KR,2023-07-26 06:45:47,2021-09-27,,Structure Deck,New
SD42-KR042,Number 32: Shark Drake,"('Common',)",Reprint,KR,2023-07-26 06:45:47,2021-09-27,,Structure Deck,New
SD42-KR043,Number 62: Galaxy-Eyes Prime Photon Dragon,"('Common',)",Reprint,KR,2023-07-26 06:45:47,2021-09-27,,Structure Deck,New
SD42-KRP01,Number 99: Utopia Dragonar,"('Ultra Rare', 'Secret Rare')",New,KR,2023-07-26 06:45:47,2021-09-27,,Structure Deck,New
SD42-KRP02,ZS - Utopic Sage,"('Super Rare', 'Secret Rare')",New,KR,2023-07-26 06:45:47,2021-09-27,,Structure Deck,New
SD42-KRP03,Number 39: Utopia,"('Ultra Rare', 'Secret Rare')",Reprint,KR,2023-07-26 06:45:47,2021-09-27,,Structure Deck,New
SD42-KRP04,Number 39: Utopia Double,"('Super Rare', 'Secret Rare')",Reprint,KR,2023-07-26 06:45:47,2021-09-27,,Structure Deck,New
SD42-KRP05,Hyper Rank-Up-Magic Utopiforce,"('Super Rare', 'Secret Rare')",New,KR,2023-07-26 06:45:47,2021-09-27,,Structure Deck,New
SD42-KRS01,Number 39: Utopia,"('Ultra Rare',)",Reprint,KR,2023-07-26 06:45:47,2021-09-27,,Structure Deck,New
SD42-KRS02,Yu-Gi-Oh! ZEXAL,"('Ultra Rare',)",New,KR,2023-07-26 06:45:47,2021-09-27,,Structure Deck,New
SD42-KRS03,Astral Kuriboh,"('Secret Rare',)",New,KR,2023-07-26 06:45:47,2021-09-27,,Structure Deck,New
SD42-KRTKN,Emperor's Key,"('Ultra Rare',)",New,KR,2023-07-26 06:45:47,2021-09-27,,Structure Deck,New
SD44-KR001,Crystal Beast Ruby Carbuncle,"('Normal Parallel Rare',)",Reprint,KR,2023-07-27 07:27:21,2022-09-16,,Structure Deck,New
SD44-KR002,Crystal Beast Amethyst Cat,"('Normal Parallel Rare',)",Reprint,KR,2023-07-27 07:27:21,2022-09-16,,Structure Deck,New
SD44-KR003,Crystal Beast Emerald Tortoise,"('Normal Parallel Rare',)",Reprint,KR,2023-07-27 07:27:21,2022-09-16,,Structure Deck,New
SD44-KR004,Crystal Beast Topaz Tiger,"('Normal Parallel Rare',)",Reprint,KR,2023-07-27 07:27:21,2022-09-16,,Structure Deck,New
SD44-KR005,Crystal Beast Amber Mammoth,"('Normal Parallel Rare',)",Reprint,KR,2023-07-27 07:27:21,2022-09-16,,Structure Deck,New
SD44-KR006,Crystal Beast Cobalt Eagle,"('Normal Parallel Rare',)",Reprint,KR,2023-07-27 07:27:21,2022-09-16,,Structure Deck,New
SD44-KR007,Crystal Beast Sapphire Pegasus,"('Normal Parallel Rare',)",Reprint,KR,2023-07-27 07:27:21,2022-09-16,,Structure Deck,New
SD44-KR008,Rainbow Dark Dragon,"('Common',)",Reprint,KR,2023-07-27 07:27:21,2022-09-16,,Structure Deck,New
SD44-KR009,Crystal Master,"('Common',)",Reprint,KR,2023-07-27 07:27:21,2022-09-16,,Structure Deck,New
SD44-KR010,Crystal Keeper,"('Common',)",Reprint,KR,2023-07-27 07:27:21,2022-09-16,,Structure Deck,New
SD44-KR011,"Hamon, Lord of Striking Thunder","('Common',)",Reprint,KR,2023-07-27 07:27:21,2022-09-16,,Structure Deck,New
SD44-KR012,Dimension Shifter,"('Common',)",Reprint,KR,2023-07-27 07:27:21,2022-09-16,,Structure Deck,New
SD44-KR013,"Contact ""C""","('Common',)",Reprint,KR,2023-07-27 07:27:21,2022-09-16,,Structure Deck,New
SD44-KR014,Ash Blossom & Joyous Spring,"('Common',)",Reprint,KR,2023-07-27 07:27:21,2022-09-16,,Structure Deck,New
SD44-KR015,Ghost Belle & Haunted Mansion,"('Common',)",Reprint,KR,2023-07-27 07:27:21,2022-09-16,,Structure Deck,New
SD44-KR016,Awakening of the Crystal Ultimates,"('Normal Parallel Rare',)",New,KR,2023-07-27 07:27:21,2022-09-16,,Structure Deck,New
SD44-KR017,Crystal Aegis,"('Common',)",New,KR,2023-07-27 07:27:21,2022-09-16,,Structure Deck,New
SD44-KR018,Ancient City - Rainbow Ruins,"('Common',)",Reprint,KR,2023-07-27 07:27:21,2022-09-16,,Structure Deck,New
SD44-KR019,Rainbow Bridge,"('Common',)",Reprint,KR,2023-07-27 07:27:21,2022-09-16,,Structure Deck,New
SD44-KR020,Crystal Beacon,"('Common',)",Reprint,KR,2023-07-27 07:27:21,2022-09-16,,Structure Deck,New
SD44-KR021,Crystal Blessing,"('Common',)",Reprint,KR,2023-07-27 07:27:21,2022-09-16,,Structure Deck,New
SD44-KR022,Crystal Abundance,"('Common',)",Reprint,KR,2023-07-27 07:27:21,2022-09-16,,Structure Deck,New
SD44-KR023,Crystal Promise,"('Common',)",Reprint,KR,2023-07-27 07:27:21,2022-09-16,,Structure Deck,New
SD44-KR024,Crystal Tree,"('Common',)",Reprint,KR,2023-07-27 07:27:21,2022-09-16,,Structure Deck,New
SD44-KR025,Crystal Release,"('Common',)",Reprint,KR,2023-07-27 07:27:21,2022-09-16,,Structure Deck,New
SD44-KR026,Rare Value,"('Common',)",Reprint,KR,2023-07-27 07:27:21,2022-09-16,,Structure Deck,New
SD44-KR027,Rainbow Refraction,"('Common',)",Reprint,KR,2023-07-27 07:27:21,2022-09-16,,Structure Deck,New
SD44-KR028,Advanced Dark,"('Common',)",Reprint,KR,2023-07-27 07:27:21,2022-09-16,,Structure Deck,New
SD44-KR029,The Melody of Awakening Dragon,"('Common',)",Reprint,KR,2023-07-27 07:27:21,2022-09-16,,Structure Deck,New
SD44-KR030,Foolish Burial Goods,"('Common',)",Reprint,KR,2023-07-27 07:27:21,2022-09-16,,Structure Deck,New
SD44-KR031,Cosmic Cyclone,"('Common',)",Reprint,KR,2023-07-27 07:27:21,2022-09-16,,Structure Deck,New
SD44-KR032,Crystal Boon,"('Common',)",New,KR,2023-07-27 07:27:21,2022-09-16,,Structure Deck,New
SD44-KR033,Crystal Miracle,"('Normal Parallel Rare',)",New,KR,2023-07-27 07:27:21,2022-09-16,,Structure Deck,New
SD44-KR034,Crystal Brilliance,"('Common',)",New,KR,2023-07-27 07:27:21,2022-09-16,,Structure Deck,New
SD44-KR035,Crystal Pair,"('Common',)",Reprint,KR,2023-07-27 07:27:21,2022-09-16,,Structure Deck,New
SD44-KR036,Crystal Conclave,"('Common',)",Reprint,KR,2023-07-27 07:27:21,2022-09-16,,Structure Deck,New
SD44-KR037,Ultimate Crystal Magic,"('Common',)",Reprint,KR,2023-07-27 07:27:21,2022-09-16,,Structure Deck,New
SD44-KR038,Counter Gem,"('Common',)",Reprint,KR,2023-07-27 07:27:21,2022-09-16,,Structure Deck,New
SD44-KR039,Ferret Flames,"('Common',)",Reprint,KR,2023-07-27 07:27:21,2022-09-16,,Structure Deck,New
SD44-KR040,Metaverse,"('Common',)",Reprint,KR,2023-07-27 07:27:21,2022-09-16,,Structure Deck,New
SD44-KRP01,Ultimate Crystal Rainbow Dragon Overdrive,"('Ultra Rare', 'Secret Rare')",New,KR,2023-07-27 07:27:21,2022-09-16,,Structure Deck,New
SD44-KRP02,Rainbow Overdragon,"('Super Rare', 'Secret Rare')",Reprint,KR,2023-07-27 07:27:21,2022-09-16,,Structure Deck,New
