Card number,Name,Rarity,Modification date,Cover card,Version
MAZE-EN057,Burial from a Different Dimension,"('Rare',)",2023-02-27 23:18:57,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Baronne de Fleur', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Duel Academy (card)', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Gate Guardians Combined', 'Guardian Chimera', 'Kahyoreigetsu', 'Labyrinth Heavy Tank', 'Labyrinth Wall Shadow', 'Mekk-Knight Crusadia Avramax', 'Number 39: Utopia Rising', 'Overlay Network (card)', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul of the Supreme King', 'Spellbook of Fate', 'Teardrop the Rikka Queen', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO', 'Wind-Up Kitten')",New
MAZE-EN058,Court of Justice,"('Rare',)",2023-02-27 17:56:43,,Old
MAZE-EN058,Court of Justice,"('Rare',)",2023-02-27 23:18:57,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Baronne de Fleur', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Duel Academy (card)', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Gate Guardians Combined', 'Guardian Chimera', 'Kahyoreigetsu', 'Labyrinth Heavy Tank', 'Labyrinth Wall Shadow', 'Mekk-Knight Crusadia Avramax', 'Number 39: Utopia Rising', 'Overlay Network (card)', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul of the Supreme King', 'Spellbook of Fate', 'Teardrop the Rikka Queen', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO', 'Wind-Up Kitten')",New
MAZE-EN059,Spellbook of Fate,"('Super Rare', ""Collector's Rare"")",2023-02-27 17:56:43,,Old
MAZE-EN059,Spellbook of Fate,"('Super Rare', ""Collector's Rare"")",2023-02-27 23:18:57,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Baronne de Fleur', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Duel Academy (card)', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Gate Guardians Combined', 'Guardian Chimera', 'Kahyoreigetsu', 'Labyrinth Heavy Tank', 'Labyrinth Wall Shadow', 'Mekk-Knight Crusadia Avramax', 'Number 39: Utopia Rising', 'Overlay Network (card)', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul of the Supreme King', 'Spellbook of Fate', 'Teardrop the Rikka Queen', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO', 'Wind-Up Kitten')",New
MAZE-EN060,Super Soldier Ritual,"('Rare',)",2023-02-27 17:56:43,,Old
MAZE-EN060,Super Soldier Ritual,"('Rare',)",2023-02-27 23:18:57,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Baronne de Fleur', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Duel Academy (card)', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Gate Guardians Combined', 'Guardian Chimera', 'Kahyoreigetsu', 'Labyrinth Heavy Tank', 'Labyrinth Wall Shadow', 'Mekk-Knight Crusadia Avramax', 'Number 39: Utopia Rising', 'Overlay Network (card)', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul of the Supreme King', 'Spellbook of Fate', 'Teardrop the Rikka Queen', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO', 'Wind-Up Kitten')",New
MAZE-EN061,Chaos Form,"('Rare',)",2023-02-27 17:56:43,,Old
MAZE-EN061,Chaos Form,"('Rare',)",2023-02-27 23:18:57,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Baronne de Fleur', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Duel Academy (card)', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Gate Guardians Combined', 'Guardian Chimera', 'Kahyoreigetsu', 'Labyrinth Heavy Tank', 'Labyrinth Wall Shadow', 'Mekk-Knight Crusadia Avramax', 'Number 39: Utopia Rising', 'Overlay Network (card)', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul of the Supreme King', 'Spellbook of Fate', 'Teardrop the Rikka Queen', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO', 'Wind-Up Kitten')",New
MAZE-EN062,Rikka Glamour,"('Ultra Rare',)",2023-02-27 17:56:43,,Old
MAZE-EN062,Rikka Glamour,"('Ultra Rare',)",2023-02-27 23:18:57,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Baronne de Fleur', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Duel Academy (card)', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Gate Guardians Combined', 'Guardian Chimera', 'Kahyoreigetsu', 'Labyrinth Heavy Tank', 'Labyrinth Wall Shadow', 'Mekk-Knight Crusadia Avramax', 'Number 39: Utopia Rising', 'Overlay Network (card)', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul of the Supreme King', 'Spellbook of Fate', 'Teardrop the Rikka Queen', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO', 'Wind-Up Kitten')",New
MAZE-EN063,Solemn Judgment,"('Super Rare', ""Collector's Rare"")",2023-02-27 17:56:43,,Old
MAZE-EN063,Solemn Judgment,"('Super Rare', ""Collector's Rare"")",2023-02-27 23:18:57,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Baronne de Fleur', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Duel Academy (card)', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Gate Guardians Combined', 'Guardian Chimera', 'Kahyoreigetsu', 'Labyrinth Heavy Tank', 'Labyrinth Wall Shadow', 'Mekk-Knight Crusadia Avramax', 'Number 39: Utopia Rising', 'Overlay Network (card)', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul of the Supreme King', 'Spellbook of Fate', 'Teardrop the Rikka Queen', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO', 'Wind-Up Kitten')",New
MAZE-EN064,Royal Decree,"('Rare',)",2023-02-27 17:56:43,,Old
MAZE-EN064,Royal Decree,"('Rare',)",2023-02-27 23:18:57,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Baronne de Fleur', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Duel Academy (card)', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Gate Guardians Combined', 'Guardian Chimera', 'Kahyoreigetsu', 'Labyrinth Heavy Tank', 'Labyrinth Wall Shadow', 'Mekk-Knight Crusadia Avramax', 'Number 39: Utopia Rising', 'Overlay Network (card)', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul of the Supreme King', 'Spellbook of Fate', 'Teardrop the Rikka Queen', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO', 'Wind-Up Kitten')",New
MAZE-EN065,Imperial Iron Wall,"('Rare',)",2023-02-27 17:56:43,,Old
MAZE-EN065,Imperial Iron Wall,"('Rare',)",2023-02-27 23:18:57,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Baronne de Fleur', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Duel Academy (card)', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Gate Guardians Combined', 'Guardian Chimera', 'Kahyoreigetsu', 'Labyrinth Heavy Tank', 'Labyrinth Wall Shadow', 'Mekk-Knight Crusadia Avramax', 'Number 39: Utopia Rising', 'Overlay Network (card)', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul of the Supreme King', 'Spellbook of Fate', 'Teardrop the Rikka Queen', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO', 'Wind-Up Kitten')",New
MAZE-EN066,Treacherous Trap Hole,"('Rare',)",2023-02-27 17:56:43,,Old
MAZE-EN066,Treacherous Trap Hole,"('Rare',)",2023-02-27 23:18:57,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Baronne de Fleur', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Duel Academy (card)', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Gate Guardians Combined', 'Guardian Chimera', 'Kahyoreigetsu', 'Labyrinth Heavy Tank', 'Labyrinth Wall Shadow', 'Mekk-Knight Crusadia Avramax', 'Number 39: Utopia Rising', 'Overlay Network (card)', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul of the Supreme King', 'Spellbook of Fate', 'Teardrop the Rikka Queen', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO', 'Wind-Up Kitten')",New
MAZE-EN067,Deep Dark Trap Hole,"('Rare',)",2023-02-27 17:56:43,,Old
MAZE-EN067,Deep Dark Trap Hole,"('Rare',)",2023-02-27 23:18:57,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Baronne de Fleur', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Duel Academy (card)', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Gate Guardians Combined', 'Guardian Chimera', 'Kahyoreigetsu', 'Labyrinth Heavy Tank', 'Labyrinth Wall Shadow', 'Mekk-Knight Crusadia Avramax', 'Number 39: Utopia Rising', 'Overlay Network (card)', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul of the Supreme King', 'Spellbook of Fate', 'Teardrop the Rikka Queen', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO', 'Wind-Up Kitten')",New
MGP6-SC118,,,2023-02-27 19:41:12,,Old
MGP6-SC118,Floowandereeze & Eglen,"('Common',)",2023-02-28 15:25:43,,New
MGP6-SC152,,,2023-02-27 19:41:12,,Old
MGP6-SC152,Floowandereeze and the Unexplored Winds,"('Common',)",2023-02-28 15:25:43,,New
RD/VSP1-JP001,,,2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP002,,,2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP003,,,2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP004,,,2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP005,,,2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP006,,,2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP007,,,2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP008,,,2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP009,,,2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP010,,,2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP011,,,2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP012,,,2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP013,Abyssal Dragon Lord Abyss Poseidra,"('Over Rush Rare',)",2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP014,Abyssal Dragon Lord Abyss Poseidra,"('Over Rush Rare',)",2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP015,Abyssal Dragon Lord Abyss Poseidra,"('Over Rush Rare',)",2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP016,Abyssal Sea Dragon Abyss Kraken,"('Over Rush Rare',)",2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP017,Abyssal Sea Dragon Abyss Kraken,"('Over Rush Rare',)",2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP018,Abyssal Sea Dragon Abyss Kraken,"('Over Rush Rare',)",2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP019,,,2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP020,,,2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP021,,,2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP022,,,2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP023,,,2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP024,,,2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP025,,,2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP026,,,2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP027,,,2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP028,,,2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP029,,,2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP030,,,2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP031,,,2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP032,,,2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP033,,,2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP034,,,2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP035,,,2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP036,,,2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP037,,,2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP038,,,2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP039,Ascending Weather Eel,"('Common',)",2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP040,,,2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP041,Deep Sea Dragon Bat Eel,"('Super Rare',)",2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP042,Abyss Flash,"('Common',)",2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP043,,,2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP044,,,2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP045,,,2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP046,,,2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP047,,,2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP048,,,2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP049,,,2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP050,,,2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP051,,,2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP052,,,2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP053,,,2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP054,,,2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP055,,,2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP056,,,2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP057,,,2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP058,,,2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP059,,,2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
RD/VSP1-JP060,,,2023-02-28 11:19:24,"('Abyssal Dragon Lord Abyss Poseidra',)",New
TM02-SC003,,,2023-02-27 04:29:31,,Old
TM02-SC003,"Ghost Wyvern, the Underworld Dragon","('Rare',)",2023-02-28 04:13:57,,New
