Name,Password,Archseries,Effect type,TCG status,OCG status,Page name,Page URL,Artwork,Modification date,Errata,Attribute,Primary type,DEF,ATK,Level/Rank,Version
Number 51: Finisher the Strong Arm,56292140,"('Hole', 'Number', 'Number (Spell/Trap archetype)')","('Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,Number 51: Finisher the Strong Arm,https://yugipedia.com/wiki/Number_51:_Finisher_the_Strong_Arm,,2023-03-19 19:39:11,,EARTH,Xyz Monster,0,2600,3,New
Number 73: Abyss Splash,36076683,"('Abyss-', 'Mythyrian Numbers', 'Number', 'Number (Spell/Trap archetype)')","('Quick Effect',)",Unlimited,Unlimited,Number 73: Abyss Splash,https://yugipedia.com/wiki/Number_73:_Abyss_Splash,,2021-11-15 00:23:47,"('Any',)",WATER,Xyz Monster,1400,2400,5,Old
Number 73: Abyss Splash,36076683,"('Abyss-', 'Mythyrian Numbers', 'Number', 'Number (Spell/Trap archetype)')","('Quick Effect',)",Unlimited,Unlimited,Number 73: Abyss Splash,https://yugipedia.com/wiki/Number_73:_Abyss_Splash,,2023-03-19 19:44:52,,WATER,Xyz Monster,1400,2400,5,New
Number 74: Master of Blades,16037007,"('Number', 'Number (Spell/Trap archetype)')","('Quick Effect',)",Unlimited,Unlimited,Number 74: Master of Blades,https://yugipedia.com/wiki/Number_74:_Master_of_Blades,,2022-04-15 22:30:35,"('Any',)",EARTH,Xyz Monster,2300,2700,7,Old
Number 74: Master of Blades,16037007,"('Number', 'Number (Spell/Trap archetype)')","('Quick Effect',)",Unlimited,Unlimited,Number 74: Master of Blades,https://yugipedia.com/wiki/Number_74:_Master_of_Blades,,2023-03-19 19:45:04,,EARTH,Xyz Monster,2300,2700,7,New
Number 87: Queen of the Night,89516305,"('Number', 'Number (Spell/Trap archetype)')","('Quick Effect',)",Unlimited,Unlimited,Number 87: Queen of the Night,https://yugipedia.com/wiki/Number_87:_Queen_of_the_Night,,2022-04-20 14:27:34,"('Any',)",WATER,Xyz Monster,2800,3200,8,Old
Number 87: Queen of the Night,89516305,"('Number', 'Number (Spell/Trap archetype)')","('Quick Effect',)",Unlimited,Unlimited,Number 87: Queen of the Night,https://yugipedia.com/wiki/Number_87:_Queen_of_the_Night,,2023-03-19 19:48:12,,WATER,Xyz Monster,2800,3200,8,New
Number 9: Dyson Sphere,01992816,"('Number', 'Number (Spell/Trap archetype)')","('Ignition Effect', 'Quick Effect', 'Trigger Effect')",Unlimited,Unlimited,Number 9: Dyson Sphere,https://yugipedia.com/wiki/Number_9:_Dyson_Sphere,,2021-11-20 08:10:05,"('Any',)",LIGHT,Xyz Monster,3000,2800,9,Old
Number 9: Dyson Sphere,01992816,"('Number', 'Number (Spell/Trap archetype)')","('Ignition Effect', 'Quick Effect', 'Trigger Effect')",Unlimited,Unlimited,Number 9: Dyson Sphere,https://yugipedia.com/wiki/Number_9:_Dyson_Sphere,,2023-03-19 19:52:23,,LIGHT,Xyz Monster,3000,2800,9,New
Number C15: Gimmick Puppet Giant Hunter,33776843,"('Chaos', 'Gimmick Puppet', 'Number', 'Number (Spell/Trap archetype)', 'Number C', 'Puppet')","('Ignition Effect',)",Unlimited,Unlimited,Number C15: Gimmick Puppet Giant Hunter,https://yugipedia.com/wiki/Number_C15:_Gimmick_Puppet_Giant_Hunter,,2022-07-21 23:52:25,"('Any',)",DARK,Xyz Monster,1500,2500,9,Old
Number C15: Gimmick Puppet Giant Hunter,33776843,"('Chaos', 'Gimmick Puppet', 'Number', 'Number (Spell/Trap archetype)', 'Number C', 'Puppet')","('Ignition Effect',)",Unlimited,Unlimited,Number C15: Gimmick Puppet Giant Hunter,https://yugipedia.com/wiki/Number_C15:_Gimmick_Puppet_Giant_Hunter,,2023-03-19 19:56:40,,DARK,Xyz Monster,1500,2500,9,New
Number C79: Battlin' Boxer Commander Caesar,,"(""Battlin' Boxer"", 'Chaos', 'Number', 'Number (Spell/Trap archetype)', 'Number C')","('Condition', 'Continuous Effect', 'Quick Effect', 'Trigger Effect')",,Not yet released,Number C79: Battlin' Boxer Commander Caesar,https://yugipedia.com/wiki/Number_C79:_Battlin%27_Boxer_Commander_Caesar,,2023-04-13 16:08:42,,FIRE,Xyz Monster,2000,2600,5,New
Numbers Eveil,20994205,"('Number (Spell/Trap archetype)',)","('Effect',)",,Unlimited,Numbers Eveil,https://yugipedia.com/wiki/Numbers_Eveil,,2022-08-05 10:32:04,,,,,,,Old
Numbers Eveil,20994205,"('Number (Spell/Trap archetype)',)","('Effect',)",Not yet released,Unlimited,Numbers Eveil,https://yugipedia.com/wiki/Numbers_Eveil,,2023-04-23 21:48:58,,,,,,,New
Obelisk the Tormentor,,"('Egyptian God',)",,Illegal,Illegal,Obelisk the Tormentor (original),https://yugipedia.com/wiki/Obelisk_the_Tormentor_(original),,2023-01-03 20:31:37,"('Name', 'Type')",DIVINE,,4000,4000,10,Old
Obelisk the Tormentor,,"('Egyptian God',)","('Condition', 'Continuous Effect', 'Ignition Effect', 'Summoning condition', 'Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,Obelisk the Tormentor,https://yugipedia.com/wiki/Obelisk_the_Tormentor,"('Alternate',)",2022-10-29 14:13:43,"('Name', 'Type')",DIVINE,Effect Monster,4000,4000,10,Old
Obelisk the Tormentor,,"('Egyptian God',)","('Condition', 'Continuous Effect', 'Ignition Effect', 'Summoning condition', 'Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,Obelisk the Tormentor,https://yugipedia.com/wiki/Obelisk_the_Tormentor,"('Alternate',)",2023-03-19 20:19:29,"('Name', 'Type')",DIVINE,Effect Monster,4000,4000,10,New
Obelisk the Tormentor,,"('Egyptian God',)",,Illegal,Illegal,Obelisk the Tormentor (original),https://yugipedia.com/wiki/Obelisk_the_Tormentor_(original),,2023-04-20 11:02:14,"('Name', 'Type')",DIVINE,,4000,4000,10,New
Ojama Token,,"('Ojama',)",,,Legal,Ojama Token,https://yugipedia.com/wiki/Ojama_Token,"('Alternate',)",2022-08-21 10:13:27,,LIGHT,Monster Token,1000,0,2,Old
Ojama Token,,"('Ojama',)",,,Legal,Ojama Token,https://yugipedia.com/wiki/Ojama_Token,,2023-04-05 12:49:12,,LIGHT,Monster Token,1000,0,2,New
"On Your Mark, Get Set, DUEL!",31006879,,"('Condition', 'Effect', 'Ignition-like Effect', 'Trigger Effect')",Not yet released,Unlimited,"On Your Mark, Get Set, DUEL!","https://yugipedia.com/wiki/On_Your_Mark,_Get_Set,_DUEL!",,2023-03-03 16:45:29,,,,,,,Old
"On Your Mark, Get Set, DUEL!",31006879,,"('Condition', 'Effect', 'Ignition-like Effect', 'Trigger Effect')",Unlimited,Unlimited,"On Your Mark, Get Set, DUEL!","https://yugipedia.com/wiki/On_Your_Mark,_Get_Set,_DUEL!",,2023-03-28 10:19:50,,,,,,,New
Opposing Mirrors of the Underworld,42952160,,"('Condition', 'Effect')",,Unlimited,Opposing Mirrors of the Underworld,https://yugipedia.com/wiki/Opposing_Mirrors_of_the_Underworld,,2023-04-22 13:14:03,,,,,,,New
Overlay Network,67378935,"('Overlay (series)',)","('Ignition-like Effect',)",Not yet released,Unlimited,Overlay Network (card),https://yugipedia.com/wiki/Overlay_Network_(card),,2023-03-03 16:45:24,,,,,,,Old
Overlay Network,67378935,"('Overlay (series)',)","('Ignition-like Effect',)",Unlimited,Unlimited,Overlay Network (card),https://yugipedia.com/wiki/Overlay_Network_(card),,2023-03-28 10:19:16,,,,,,,New
Pain Painter,21620076,,"('Continuous Effect', 'Ignition Effect')",Unlimited,Unlimited,Pain Painter,https://yugipedia.com/wiki/Pain_Painter,,2022-06-21 19:58:11,"('Type',)",DARK,Effect Monster,200,400,2,Old
Pain Painter,21620076,,"('Continuous Effect', 'Ignition Effect')",Unlimited,Unlimited,Pain Painter,https://yugipedia.com/wiki/Pain_Painter,,2023-03-19 21:21:19,,DARK,Effect Monster,200,400,2,New
Peaceful Planet Calarium,82460246,"('Broken World',)","('Condition', 'Continuous-like Effect', 'Effect', 'Trigger Effect')",Not yet released,Unlimited,Peaceful Planet Calarium,https://yugipedia.com/wiki/Peaceful_Planet_Calarium,,2023-04-26 08:06:17,,,,,,,New
PenduLuMoon,66150724,"('Pendulum (archetype)',)","('Condition', 'Ignition Effect', 'Ignition-like Effect')",Not yet released,Unlimited,PenduLuMoon,https://yugipedia.com/wiki/PenduLuMoon,,2023-04-22 16:15:00,,LIGHT,Effect Monster,700,200,1,New
Pendulum Pendant,,"('Pendulum (archetype)',)","('Condition', 'Effect', 'Ignition-like Effect')",Not yet released,,Pendulum Pendant,https://yugipedia.com/wiki/Pendulum_Pendant,,2023-04-27 15:43:36,,,,,,,New
Pendulumoon,66150724,"('Pendulum (archetype)',)","('Condition', 'Ignition Effect', 'Ignition-like Effect')",,Unlimited,Pendulumoon,https://yugipedia.com/wiki/Pendulumoon,,2023-01-14 01:33:38,,LIGHT,Effect Monster,700,200,1,Old
Penguin Soldier,93920745,"('Penguin',)","('Flip effect',)",Unlimited,Unlimited,Penguin Soldier,https://yugipedia.com/wiki/Penguin_Soldier,,2022-04-09 10:22:26,"('Name', 'Type')",WATER,Effect Monster,500,750,2,Old
Penguin Soldier,93920745,"('Penguin',)","('Flip effect',)",Unlimited,Unlimited,Penguin Soldier,https://yugipedia.com/wiki/Penguin_Soldier,,2023-03-19 21:48:11,"('Name',)",WATER,Effect Monster,500,750,2,New
Perfect Great Insect,87804747,,"('Condition', 'Continuous Effect', 'Quick Effect', 'Summoning condition')",,Unlimited,Perfect Great Insect,https://yugipedia.com/wiki/Perfect_Great_Insect,,2023-01-11 17:13:54,,EARTH,Fusion Monster,2600,3000,9,Old
Performapal Duelist Extraordinaire,92644052,"('Performapal',)","('Trigger Effect',)",Not yet released,Unlimited,Performapal Duelist Extraordinaire,https://yugipedia.com/wiki/Performapal_Duelist_Extraordinaire,,2023-03-03 16:45:23,,LIGHT,Effect Monster,400,1800,4,Old
Performapal Duelist Extraordinaire,92644052,"('Performapal',)","('Trigger Effect',)",Unlimited,Unlimited,Performapal Duelist Extraordinaire,https://yugipedia.com/wiki/Performapal_Duelist_Extraordinaire,,2023-03-28 10:18:52,,LIGHT,Effect Monster,400,1800,4,New
Performapal Odd-Eyes Dissolver,46136942,"('Odd-Eyes', 'Performapal')","('Condition', 'Ignition Effect', 'Ignition-like Effect', 'Trigger Effect')",Unlimited,Unlimited,Performapal Odd-Eyes Dissolver,https://yugipedia.com/wiki/Performapal_Odd-Eyes_Dissolver,,2022-12-23 01:37:22,"('Any',)",DARK,Effect Monster,2600,2000,8,Old
Performapal Odd-Eyes Dissolver,46136942,"('Odd-Eyes', 'Performapal')","('Condition', 'Ignition Effect', 'Ignition-like Effect', 'Trigger Effect')",Unlimited,Unlimited,Performapal Odd-Eyes Dissolver,https://yugipedia.com/wiki/Performapal_Odd-Eyes_Dissolver,,2023-03-19 22:08:41,,DARK,Effect Monster,2600,2000,8,New
Performapal Odd-Eyes Synchron,82224646,"('Odd-Eyes', 'Performapal', 'Synchron')","('Condition', 'Ignition Effect', 'Ignition-like Effect', 'Trigger Effect')",Unlimited,Unlimited,Performapal Odd-Eyes Synchron,https://yugipedia.com/wiki/Performapal_Odd-Eyes_Synchron,,2023-01-26 17:39:45,,DARK,Effect Monster,600,200,2,Old
Performapal Odd-Eyes Synchron,82224646,"('Odd-Eyes', 'Performapal', 'Synchro (archetype)', 'Synchron')","('Condition', 'Ignition Effect', 'Ignition-like Effect', 'Trigger Effect')",Unlimited,Unlimited,Performapal Odd-Eyes Synchron,https://yugipedia.com/wiki/Performapal_Odd-Eyes_Synchron,,2023-04-19 12:54:01,,DARK,Effect Monster,600,200,2,New
Performapal Pendulum Sorcerer,47075569,"('Pendulum (archetype)', 'Performapal')","('Condition', 'Trigger Effect')",Unlimited,Unlimited,Performapal Pendulum Sorcerer,https://yugipedia.com/wiki/Performapal_Pendulum_Sorcerer,,2020-03-16 00:51:23,"('Name',)",EARTH,Effect Monster,800,1500,4,Old
Performapal Pendulum Sorcerer,47075569,"('Pendulum (archetype)', 'Performapal')","('Condition', 'Trigger Effect')",Unlimited,Unlimited,Performapal Pendulum Sorcerer,https://yugipedia.com/wiki/Performapal_Pendulum_Sorcerer,,2023-03-19 22:11:24,"('Any',)",EARTH,Effect Monster,800,1500,4,New
Phantasmal Martyrs,93224848,"('Phantasm',)","('Activation condition', 'Cost', 'Effect')",Unlimited,Unlimited,Phantasmal Martyrs,https://yugipedia.com/wiki/Phantasmal_Martyrs,,2021-05-19 19:54:59,"('Name',)",,,,,,Old
Phantasmal Martyrs,93224848,"('Phantasm',)","('Activation condition', 'Cost', 'Effect')",Unlimited,Unlimited,Phantasmal Martyrs,https://yugipedia.com/wiki/Phantasmal_Martyrs,,2023-03-19 22:27:05,"('Any',)",,,,,,New
Phantom Beast Wild-Horn,07576264,"('Phantom Beast',)","('Continuous Effect',)",Unlimited,Unlimited,Phantom Beast Wild-Horn,https://yugipedia.com/wiki/Phantom_Beast_Wild-Horn,,2021-03-07 06:41:53,"('Any',)",EARTH,Effect Monster,0,1700,4,Old
Phantom Beast Wild-Horn,07576264,"('Phantom Beast',)","('Continuous Effect',)",Unlimited,Unlimited,Phantom Beast Wild-Horn,https://yugipedia.com/wiki/Phantom_Beast_Wild-Horn,,2023-03-19 22:28:56,,EARTH,Effect Monster,0,1700,4,New
Pig Iron vs. Pen Peg,46497537,,"('Condition', 'Effect', 'Ignition-like Effect')",Not yet released,Unlimited,Pig Iron vs. Pen Peg,https://yugipedia.com/wiki/Pig_Iron_vs._Pen_Peg,,2023-04-22 13:46:00,,,,,,,New
Pod of Greed,76593718,"('Jar',)","('Condition', 'Trigger Effect')",,Unlimited,Pod of Greed,https://yugipedia.com/wiki/Pod_of_Greed,,2023-04-27 02:25:44,,EARTH,Effect Monster,800,700,3,New
Polymerization,24094653,"('Polymerization (archetype)',)","('Effect',)",Unlimited,Unlimited,Polymerization,https://yugipedia.com/wiki/Polymerization,,2023-02-05 10:15:22,"('Type',)",,,,,,Old
Polymerization,27847700,"('Polymerization (archetype)',)","('Effect',)",Unlimited,Unlimited,Polymerization (alternate password),https://yugipedia.com/wiki/Polymerization_(alternate_password),"('Edited',)",2022-12-10 09:30:20,"('Type',)",,,,,,Old
Polymerization,24094653,"('Polymerization (archetype)',)","('Effect',)",Unlimited,Unlimited,Polymerization,https://yugipedia.com/wiki/Polymerization,,2023-04-01 01:45:54,"('Type',)",,,,,,New
Polymerization,27847700,"('Polymerization (archetype)',)","('Effect',)",Unlimited,Unlimited,Polymerization (alternate password),https://yugipedia.com/wiki/Polymerization_(alternate_password),"('Edited',)",2023-03-19 23:06:35,"('Type',)",,,,,,New
Power Pro Lady Sisters,49858495,,,,Unlimited,Power Pro Lady Sisters,https://yugipedia.com/wiki/Power_Pro_Lady_Sisters,,2023-02-07 13:54:51,,WIND,Normal Monster,2100,1950,6,Old
Powerhold the Moving Battery,35100834,"('Hole', 'Trap Monster')","('Continuous Effect', 'Effect')",Unlimited,Unlimited,Powerhold the Moving Battery,https://yugipedia.com/wiki/Powerhold_the_Moving_Battery,,2022-07-24 09:54:23,"('Name',)",,,,,,Old
Powerhold the Moving Battery,35100834,"('Hole', 'Trap Monster')","('Continuous Effect', 'Effect')",Unlimited,Unlimited,Powerhold the Moving Battery,https://yugipedia.com/wiki/Powerhold_the_Moving_Battery,,2023-03-19 23:16:50,,,,,,,New
Poêlétis de Nouvellez,,"('Nouvellez',)","('Condition', 'Quick Effect', 'Summoning condition', 'Trigger Effect')",,Not yet released,Poêlétis de Nouvellez,https://yugipedia.com/wiki/Po%C3%AAl%C3%A9tis_de_Nouvellez,,2023-02-11 08:45:48,,DARK,Ritual Monster,1850,1200,3,Old
Poêlétis de Nouvellez,89016236,"('Nouvellez',)","('Condition', 'Quick Effect', 'Summoning condition', 'Trigger Effect')",,Unlimited,Poêlétis de Nouvellez,https://yugipedia.com/wiki/Po%C3%AAl%C3%A9tis_de_Nouvellez,,2023-04-03 20:48:33,,DARK,Ritual Monster,1850,1200,3,New
Prediction Princess Arrowsylph,31118030,"('Prediction Princess',)","('Flip effect',)",Unlimited,Unlimited,Prediction Princess Arrowsylph,https://yugipedia.com/wiki/Prediction_Princess_Arrowsylph,,2022-04-20 15:33:30,"('Any',)",WIND,Effect Monster,1400,1000,4,Old
Prediction Princess Arrowsylph,31118030,"('Prediction Princess',)","('Flip effect',)",Unlimited,Unlimited,Prediction Princess Arrowsylph,https://yugipedia.com/wiki/Prediction_Princess_Arrowsylph,,2023-03-19 23:27:50,,WIND,Effect Monster,1400,1000,4,New
Prediction Princess Crystaldine,67503139,"('Prediction Princess',)","('Flip effect',)",Unlimited,Unlimited,Prediction Princess Crystaldine,https://yugipedia.com/wiki/Prediction_Princess_Crystaldine,,2022-04-20 15:05:24,"('Any',)",WATER,Effect Monster,2200,1400,5,Old
Prediction Princess Crystaldine,67503139,"('Prediction Princess',)","('Flip effect',)",Unlimited,Unlimited,Prediction Princess Crystaldine,https://yugipedia.com/wiki/Prediction_Princess_Crystaldine,,2023-03-19 23:28:37,,WATER,Effect Monster,2200,1400,5,New
Prediction Ritual,30392583,,"('Effect', 'Ignition-like Effect')",Unlimited,Unlimited,Prediction Ritual,https://yugipedia.com/wiki/Prediction_Ritual,,2020-09-11 15:02:36,"('Any',)",,,,,,Old
Prediction Ritual,30392583,,"('Effect', 'Ignition-like Effect')",Unlimited,Unlimited,Prediction Ritual,https://yugipedia.com/wiki/Prediction_Ritual,,2023-03-19 23:29:24,,,,,,,New
Pressured Planet Wraitsoth,71832012,"('World Destruction',)","('Condition', 'Continuous-like Effect', 'Effect', 'Trigger Effect')",Unlimited,Limited,Pressured Planet Wraitsoth,https://yugipedia.com/wiki/Pressured_Planet_Wraitsoth,,2023-02-09 13:14:19,,,,,,,Old
Pressured Planet Wraitsoth,71832012,"('Broken World',)","('Condition', 'Continuous-like Effect', 'Effect', 'Trigger Effect')",Unlimited,Limited,Pressured Planet Wraitsoth,https://yugipedia.com/wiki/Pressured_Planet_Wraitsoth,,2023-04-12 12:57:44,,,,,,,New
Prey of the Jirai Gumo,33055499,"('Trap Monster',)","('Condition', 'Effect', 'Quick-like Effect')",Not yet released,,Prey of the Jirai Gumo,https://yugipedia.com/wiki/Prey_of_the_Jirai_Gumo,,2023-03-03 16:45:31,,,,,,,Old
Prey of the Jirai Gumo,33055499,"('Trap Monster',)","('Condition', 'Effect', 'Quick-like Effect')",Unlimited,,Prey of the Jirai Gumo,https://yugipedia.com/wiki/Prey_of_the_Jirai_Gumo,,2023-03-28 10:20:23,,,,,,,New
Primal Planet Kalarium,82460246,"('World Destruction',)","('Condition', 'Continuous-like Effect', 'Effect', 'Trigger Effect')",,Unlimited,Primal Planet Kalarium,https://yugipedia.com/wiki/Primal_Planet_Kalarium,,2023-01-14 02:28:43,,,,,,,Old
Primeval Planet Perlereino,77103950,"('World Destruction',)","('Condition', 'Continuous-like Effect', 'Effect', 'Trigger Effect')",Unlimited,Limited,Primeval Planet Perlereino,https://yugipedia.com/wiki/Primeval_Planet_Perlereino,,2022-09-14 17:55:16,,,,,,,Old
Primeval Planet Perlereino,77103950,"('Broken World',)","('Condition', 'Continuous-like Effect', 'Effect', 'Trigger Effect')",Unlimited,Limited,Primeval Planet Perlereino,https://yugipedia.com/wiki/Primeval_Planet_Perlereino,,2023-04-22 14:06:56,,,,,,,New
Primitive Planet Reichphobia,56063182,"('World Destruction',)","('Condition', 'Continuous-like Effect', 'Effect', 'Ignition-like Effect')",Unlimited,Unlimited,Primitive Planet Reichphobia,https://yugipedia.com/wiki/Primitive_Planet_Reichphobia,,2022-09-14 17:55:22,,,,,,,Old
Primitive Planet Reichphobia,56063182,"('Broken World',)","('Condition', 'Continuous-like Effect', 'Effect', 'Ignition-like Effect')",Unlimited,Unlimited,Primitive Planet Reichphobia,https://yugipedia.com/wiki/Primitive_Planet_Reichphobia,,2023-04-22 14:07:04,,,,,,,New
Prior of the Ice Barrier,50088247,"('Ice Barrier',)","('Condition', 'Ignition Effect', 'Unclassified effect')",Unlimited,Unlimited,Prior of the Ice Barrier,https://yugipedia.com/wiki/Prior_of_the_Ice_Barrier,,2021-03-27 02:14:13,"('Any',)",WATER,Effect Monster,400,1000,2,Old
Prior of the Ice Barrier,50088247,"('Ice Barrier',)","('Condition', 'Ignition Effect', 'Unclassified effect')",Unlimited,Unlimited,Prior of the Ice Barrier,https://yugipedia.com/wiki/Prior_of_the_Ice_Barrier,,2023-03-19 23:37:38,,WATER,Effect Monster,400,1000,2,New
Pristine Planets Amritara,62314831,"('Broken World',)","('Activation condition', 'Trigger Effect')",,Unlimited,Pristine Planets Amritara,https://yugipedia.com/wiki/Pristine_Planets_Amritara,,2023-04-22 12:19:33,,,,,,,New
Proof of Pruflas,85847157,,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,Proof of Pruflas,https://yugipedia.com/wiki/Proof_of_Pruflas,,2022-09-17 12:58:40,"('Any',)",DARK,Effect Monster,100,100,3,Old
Proof of Pruflas,85847157,,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,Proof of Pruflas,https://yugipedia.com/wiki/Proof_of_Pruflas,,2023-03-19 23:39:49,,DARK,Effect Monster,100,100,3,New
Protectcode Talker,58036229,"('Code Talker (archetype)',)","('Condition', 'Continuous Effect', 'Quick Effect')",,Unlimited,Protectcode Talker,https://yugipedia.com/wiki/Protectcode_Talker,,2023-01-14 02:06:55,,DARK,Link Monster,,2300,,Old
Protectcode Talker,58036229,"('Code Talker (archetype)',)","('Condition', 'Continuous Effect', 'Quick Effect')",Not yet released,Unlimited,Protectcode Talker,https://yugipedia.com/wiki/Protectcode_Talker,,2023-04-22 08:35:59,,DARK,Link Monster,,2300,,New
Purrely Lily,79933029,"('Purrely',)","('Condition', 'Ignition Effect', 'Trigger Effect')",,Unlimited,Purrely Lily,https://yugipedia.com/wiki/Purrely_Lily,,2023-01-14 01:02:59,,DARK,Effect Monster,100,100,1,Old
Purrely Sharely!?,10780049,"('Purrely',)","('Effect',)",,Unlimited,Purrely Sharely!?,https://yugipedia.com/wiki/Purrely_Sharely!%3F,,2023-04-22 13:08:37,,,,,,,New
Purrely Sleepy Memory,21347668,"('Purrely',)","('Effect', 'Lingering effect', 'Trigger Effect', 'Unclassified effect')",,Unlimited,Purrely Sleepy Memory,https://yugipedia.com/wiki/Purrely_Sleepy_Memory,,2023-01-14 02:34:29,,,,,,,Old
Purrely Sleepy Memory,21347668,"('Purrely',)","('Condition', 'Effect', 'Trigger Effect')",Not yet released,Unlimited,Purrely Sleepy Memory,https://yugipedia.com/wiki/Purrely_Sleepy_Memory,,2023-04-22 13:05:02,,,,,,,New
Purrelyly,79933029,"('Purrely',)","('Condition', 'Ignition Effect', 'Trigger Effect')",Not yet released,Unlimited,Purrelyly,https://yugipedia.com/wiki/Purrelyly,,2023-04-22 17:30:16,,DARK,Effect Monster,100,100,1,New
Queen's Pawn,58477767,,"('Activation condition', 'Effect')",Unlimited,Unlimited,Queen's Pawn,https://yugipedia.com/wiki/Queen%27s_Pawn,"('Edited',)",2023-01-12 11:27:59,,,,,,,Old
Queen's Pawn,58477767,,"('Effect',)",Unlimited,Unlimited,Queen's Pawn,https://yugipedia.com/wiki/Queen%27s_Pawn,"('Edited',)",2023-04-10 17:19:05,,,,,,,New
Quickdraw Synchron,20932152,"('Synchron',)","('Condition', 'Unclassified effect')",Unlimited,Unlimited,Quickdraw Synchron,https://yugipedia.com/wiki/Quickdraw_Synchron,"('Edited',)",2022-11-11 14:51:20,"('Type',)",WIND,Effect Monster,1400,700,5,Old
Quickdraw Synchron,20932152,"('Synchro (archetype)', 'Synchron')","('Condition', 'Unclassified effect')",Unlimited,Unlimited,Quickdraw Synchron,https://yugipedia.com/wiki/Quickdraw_Synchron,"('Edited',)",2023-04-19 12:54:07,"('Type',)",WIND,Effect Monster,1400,700,5,New
REINFORCE!,71948047,"('Rescue-ACE',)","('Condition', 'Effect')",,Unlimited,REINFORCE!,https://yugipedia.com/wiki/REINFORCE!,,2023-01-14 02:53:24,,,,,,,Old
REINFORCE!,71948047,"('Rescue-ACE',)","('Condition', 'Effect')",Not yet released,Unlimited,REINFORCE!,https://yugipedia.com/wiki/REINFORCE!,,2023-04-22 12:31:18,,,,,,,New
Raging Cloudian,23639291,,"('Activation condition', 'Effect')",Unlimited,Unlimited,Raging Cloudian,https://yugipedia.com/wiki/Raging_Cloudian,,2021-01-06 04:06:26,,,,,,,Old
Raging Cloudian,23639291,,"('Effect',)",Unlimited,Unlimited,Raging Cloudian,https://yugipedia.com/wiki/Raging_Cloudian,,2023-04-07 20:06:58,,,,,,,New
Rainbow Refraction,40854824,"('Signature move',)","('Activation condition', 'Effect')",Unlimited,Unlimited,Rainbow Refraction,https://yugipedia.com/wiki/Rainbow_Refraction,,2022-12-01 14:56:52,"('Any',)",,,,,,Old
Rainbow Refraction,40854824,"('Signature move',)","('Activation condition', 'Effect')",Unlimited,Unlimited,Rainbow Refraction,https://yugipedia.com/wiki/Rainbow_Refraction,,2023-03-20 00:27:04,,,,,,,New
Rank-Up-Magic Admiration of the Thousands,96142517,"('Rank-Up-Magic',)","('Condition', 'Effect')",Unlimited,Unlimited,Rank-Up-Magic Admiration of the Thousands,https://yugipedia.com/wiki/Rank-Up-Magic_Admiration_of_the_Thousands,,2020-09-11 14:49:39,"('Any',)",,,,,,Old
Rank-Up-Magic Admiration of the Thousands,96142517,"('Rank-Up-Magic',)","('Condition', 'Effect')",Unlimited,Unlimited,Rank-Up-Magic Admiration of the Thousands,https://yugipedia.com/wiki/Rank-Up-Magic_Admiration_of_the_Thousands,,2023-03-20 00:30:01,,,,,,,New
Rebirth of the Seventh Emperors,83888009,"('Seventh',)","('Cost', 'Effect')",,Unlimited,Rebirth of the Seventh Emperors,https://yugipedia.com/wiki/Rebirth_of_the_Seventh_Emperors,,2022-08-06 16:26:24,,,,,,,Old
Rebirth of the Seventh Emperors,83888009,"('Seventh',)","('Cost', 'Effect')",Not yet released,Unlimited,Rebirth of the Seventh Emperors,https://yugipedia.com/wiki/Rebirth_of_the_Seventh_Emperors,,2023-04-21 16:59:59,,,,,,,New
Recette de Personnel - Cook's Recipe,,"('Recipe',)","('Condition', 'Quick-like Effect')",,Not yet released,Recette de Personnel - Cook's Recipe,https://yugipedia.com/wiki/Recette_de_Personnel_-_Cook%27s_Recipe,,2023-02-10 12:36:17,,,,,,,Old
Recette de Personnel - Cook's Recipe,40551410,"('Recipe',)","('Condition', 'Quick-like Effect')",,Unlimited,Recette de Personnel - Cook's Recipe,https://yugipedia.com/wiki/Recette_de_Personnel_-_Cook%27s_Recipe,,2023-04-03 21:08:25,,,,,,,New
Recette de Poisson - Fish Recipe,,"('Recipe',)","('Effect',)",,Not yet released,Recette de Poisson - Fish Recipe,https://yugipedia.com/wiki/Recette_de_Poisson_-_Fish_Recipe,,2023-02-10 12:36:30,,,,,,,Old
Recette de Poisson - Fish Recipe,87778106,"('Recipe',)","('Effect',)",,Unlimited,Recette de Poisson - Fish Recipe,https://yugipedia.com/wiki/Recette_de_Poisson_-_Fish_Recipe,,2023-04-03 21:01:36,,,,,,,New
Recette de Spécialité - Chef's Specialty Recipe,,"('Recipe',)","('Condition', 'Effect', 'Trigger Effect')",,Not yet released,Recette de Spécialité - Chef's Specialty Recipe,https://yugipedia.com/wiki/Recette_de_Sp%C3%A9cialit%C3%A9_-_Chef%27s_Specialty_Recipe,,2023-02-11 08:49:27,,,,,,,Old
