Name,Password,Card type,Property,Archseries,Effect type,TCG status,OCG status,Page URL,Artwork,Modification date,Errata,Attribute,Primary type,Secondary type,Monster type,Level/Rank,DEF,Pendulum Scale,Link,Link Arrows,ATK
Garuda the Wind Spirit,12800777,Monster Card,,"('Attribute Spirit',)","('Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Garuda_the_Wind_Spirit,,2023-01-03 19:02:54,,WIND,Effect Monster,,Winged Beast,4,1200,,,,1600
Garum the Storm Vassal,22382087,Monster Card,,"('Vassal',)","('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Garum_the_Storm_Vassal,,2020-11-26 06:00:14,,WIND,Effect Monster,,Winged Beast,3,1000,,,,800
"Garura, Wings of Resonant Life",11765832,Monster Card,,,"('Condition', 'Continuous Effect', 'Trigger Effect')",Unlimited,,"https://yugipedia.com/wiki/Garura,_Wings_of_Resonant_Life",,2022-08-05 22:20:16,,DARK,Fusion Monster,,Winged Beast,6,2400,,,,1500
Garvas,69780745,Monster Card,,,,,Unlimited,https://yugipedia.com/wiki/Garvas,,2023-01-03 18:17:18,,EARTH,Normal Monster,,Beast,6,1700,,,,2000
Gash the Dust Lord,19012345,Monster Card,,,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Gash_the_Dust_Lord,,2021-05-09 00:31:05,,DARK,Effect Monster,,Fiend,4,1200,,,,1000
"Gashadokuro, the Skeletal Mayakashi",39475024,Monster Card,,"('Mayakashi',)","('Condition', 'Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,"https://yugipedia.com/wiki/Gashadokuro,_the_Skeletal_Mayakashi",,2022-11-04 15:10:48,,DARK,Synchro Monster,,Zombie,11,2600,,,,3300
Gatchiri @Ignister,82257671,Monster Card,,"('@Ignister',)","('Condition', 'Continuous Effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Gatchiri_@Ignister,,2022-03-22 04:16:46,,EARTH,Effect Monster,,Cyberse,8,3000,,,,0
Gate Blocker,08102334,Monster Card,,,"('Continuous Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Gate_Blocker,,2022-08-14 10:31:24,,EARTH,Effect Monster,,Rock,4,2000,,,,100
Gate Deeg,49258578,Monster Card,,,,,Unlimited,https://yugipedia.com/wiki/Gate_Deeg,,2023-01-03 19:07:02,,DARK,Normal Monster,,Beast,3,800,,,,700
Gate Guardian,25833572,Monster Card,,"('Guardian',)","('Summoning condition',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Gate_Guardian,,2022-10-06 17:28:55,"('Type',)",DARK,Effect Monster,,Warrior,11,3400,,,,3750
Gatekeeper,19737320,Monster Card,,,,Unlimited,Unlimited,https://yugipedia.com/wiki/Gatekeeper,,2023-01-03 17:02:37,"('Name', 'Type')",DARK,Normal Monster,,Machine,5,1800,,,,1500
Gateway Dragon,91482773,Monster Card,,,"('Condition', 'Ignition Effect', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Gateway_Dragon,,2021-06-23 03:08:49,,DARK,Effect Monster,,Dragon,4,1400,,,,1600
Gateway of the Six,27970830,Spell Card,Continuous Spell Card,,"('Continuous-like Effect', 'Ignition-like Effect')",Limited,Limited,https://yugipedia.com/wiki/Gateway_of_the_Six,,2020-11-26 06:00:57,,,,,,,,,,,
Gateway to Chaos,40089744,Spell Card,Field Spell Card,"('Chaos',)","('Condition', 'Continuous-like Effect', 'Effect', 'Ignition-like Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Gateway_to_Chaos,,2022-12-21 04:26:35,,,,,,,,,,,
Gateway to Dark World,93431518,Spell Card,Quick-Play Spell Card,"('Dark World',)","('Condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Gateway_to_Dark_World,,2022-12-01 16:09:12,,,,,,,,,,,
Gather Your Mind,07512044,Spell Card,Normal Spell Card,,"('Condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Gather_Your_Mind,,2023-01-03 18:08:15,,,,,,,,,,,
Gatling Dragon,87751584,Monster Card,,"('Gun Dragon',)","('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Gatling_Dragon,"('Edited',)",2022-12-31 17:12:15,,DARK,Fusion Monster,,Machine,8,1200,,,,2600
Gauntlet Launcher,15561463,Monster Card,,,"('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Gauntlet_Launcher,,2021-01-25 00:04:19,,EARTH,Xyz Monster,,Warrior,6,2800,,,,2400
Gauntlet Warrior,79337169,Monster Card,,"('Warrior (archetype)',)","('Quick Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Gauntlet_Warrior,,2020-11-26 06:01:59,,EARTH,Effect Monster,,Warrior,3,1600,,,,400
Gazelle the King of Mythical Beasts,05818798,Monster Card,,"('Phantom Beast',)",,Unlimited,Unlimited,https://yugipedia.com/wiki/Gazelle_the_King_of_Mythical_Beasts,,2023-01-03 19:37:28,"('Type',)",EARTH,Normal Monster,,Beast,4,1200,,,,1500
Gazer Shark,23536866,Monster Card,,"('Shark (series)',)","('Condition', 'Ignition Effect', 'Lingering effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Gazer_Shark,,2021-11-15 00:13:48,,WATER,Effect Monster,,Fish,5,1900,,,,1000
Gear Gigant X,28912357,Monster Card,,,"('Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Gear_Gigant_X,,2022-12-21 02:11:27,,EARTH,Xyz Monster,,Machine,4,1500,,,,2300
Gear Golem the Moving Fortress,30190809,Monster Card,,,"('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Gear_Golem_the_Moving_Fortress,,2021-03-07 05:29:38,,EARTH,Effect Monster,,Machine,4,2200,,,,800
Gearbreed,27979109,Spell Card,Continuous Spell Card,,"('Condition', 'Ignition-like Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Gearbreed,"('Edited',)",2022-11-11 17:05:05,,,,,,,,,,,
Gearfried the Iron Knight,00423705,Monster Card,,"('Gearfried',)","('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Gearfried_the_Iron_Knight,,2023-01-03 17:12:50,,EARTH,Effect Monster,,Warrior,4,1600,,,,1800
Gearfried the Red-Eyes Iron Knight,85651167,Monster Card,,"('Gearfried', 'Red-Eyes')","('Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Gearfried_the_Red-Eyes_Iron_Knight,,2020-08-18 05:37:33,,DARK,Effect Monster,,Warrior,4,1600,,,,1800
Gearfried the Swordmaster,57046845,Monster Card,,"('Gearfried',)","('Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Gearfried_the_Swordmaster,,2022-09-16 21:51:56,"('Type',)",LIGHT,Effect Monster,,Warrior,7,2200,,,,2600
Geargia Change,29087919,Spell Card,Quick-Play Spell Card,"('Change', 'Geargia')","('Condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Geargia_Change,,2020-11-26 06:02:45,,,,,,,,,,,
Geargiaccelerator,47030842,Monster Card,,"('Geargia',)","('Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Geargiaccelerator,,2022-09-30 04:16:59,,EARTH,Effect Monster,,Machine,4,800,,,,1400
Geargiagear,06148016,Trap Card,Normal Trap Card,"('Geargia',)","('Condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Geargiagear,,2022-09-29 04:24:35,,,,,,,,,,,
Geargiagear Gigant XG,19891310,Monster Card,,"('Geargia',)","('Condition', 'Quick Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Geargiagear_Gigant_XG,,2021-05-02 10:16:47,,EARTH,Xyz Monster,,Machine,3,1300,,,,2500
Geargianchor,92693205,Monster Card,,"('Geargia',)","('Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Geargianchor,,2020-03-14 01:47:09,,EARTH,Effect Monster,,Machine,4,500,,,,1800
Geargiano,71786742,Monster Card,,"('Geargia', 'Geargiano (archetype)')","('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Geargiano,,2022-09-29 16:12:14,,EARTH,Effect Monster,,Machine,3,1000,,,,500
Geargiano Mk-II,01045143,Monster Card,,"('Geargia', 'Geargiano (archetype)')","('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Geargiano_Mk-II,,2022-12-21 02:08:43,,EARTH,Effect Monster,,Machine,3,500,,,,1000
Geargiano Mk-III,45286019,Monster Card,,"('Geargia', 'Geargiano (archetype)')","('Condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Geargiano_Mk-III,,2022-12-21 02:09:59,,EARTH,Effect Monster,,Machine,3,1000,,,,1000
Geargiarmor,00923596,Monster Card,,"('Geargia',)","('Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Geargiarmor,,2021-02-03 17:39:55,,EARTH,Effect Monster,,Machine,4,1900,,,,1100
Geargiarsenal,73428497,Monster Card,,"('Geargia',)","('Continuous Effect', 'Ignition Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Geargiarsenal,,2021-02-03 17:39:24,,EARTH,Effect Monster,,Machine,4,500,,,,1500
Geargiattacker,72370114,Monster Card,,"('Geargia',)","('Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Geargiattacker,,2021-05-02 10:17:00,,EARTH,Effect Monster,,Machine,4,100,,,,1900
Geargiauger,47687766,Monster Card,,"('Geargia',)","('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Geargiauger,,2022-12-21 02:11:01,"('Name', 'Type')",EARTH,Effect Monster,,Machine,4,500,,,,500
Gearspring Spirit,45458027,Monster Card,,"('Gearspring',)","('Ignition Effect', 'Summoning condition')",Unlimited,Unlimited,https://yugipedia.com/wiki/Gearspring_Spirit,,2021-07-24 08:18:22,,DARK,Effect Monster,,Machine,8,100,,,,100
Geartown,37694547,Spell Card,Field Spell Card,,"('Continuous-like Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Geartown,,2022-09-28 04:18:12,,,,,,,,,,,
Geira Guile the Cubic King,40392714,Monster Card,,"('Cubic',)","('Continuous Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Geira_Guile_the_Cubic_King,,2022-05-12 02:08:24,,WIND,Effect Monster,,Fairy,2,0,,,,0
Gellenduo,11662742,Monster Card,,,"('Continuous Effect', 'Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Gellenduo,,2022-04-25 00:19:35,"('Type',)",LIGHT,Effect Monster,,Fairy,4,0,,,,1700
Gem Flash Energy,57753602,Trap Card,Continuous Trap Card,"('Gem-',)","('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Gem_Flash_Energy,,2022-04-25 00:19:51,,,,,,,,,,,
Gem-Armadillo,27004302,Monster Card,,"('Gem-',)","('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Gem-Armadillo,,2020-11-26 06:04:16,,EARTH,Effect Monster,,Rock,4,500,,,,1700
Gem-Elephant,19019586,Monster Card,,"('Gem-',)","('Ignition Effect', 'Quick Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Gem-Elephant,,2020-03-14 18:13:18,,EARTH,Effect Monster,,Rock,3,1900,,,,400
Gem-Enhancement,00041777,Trap Card,Normal Trap Card,"('Gem-',)","('Cost', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Gem-Enhancement,,2020-03-20 13:03:59,,,,,,,,,,,
Gem-Knight Alexandrite,90019393,Monster Card,,"('Gem-', 'Gem-Knight')","('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Gem-Knight_Alexandrite,,2020-11-26 06:04:24,"('Type',)",EARTH,Effect Monster,,Rock,4,1200,,,,1800
Gem-Knight Amber,72056560,Monster Card,,"('Gem-', 'Gem-Knight')","('Condition', 'Ignition Effect', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Gem-Knight_Amber,,2020-03-14 18:13:43,,EARTH,Effect Monster,"('Gemini monster',)",Thunder,4,1400,,,,1600
Gem-Knight Amethyst,71616908,Monster Card,,"('Gem-', 'Gem-Knight')","('Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Gem-Knight_Amethyst,,2020-03-30 22:35:35,,EARTH,Fusion Monster,,Aqua,7,2450,,,,1950
Gem-Knight Aquamarine,13108445,Monster Card,,"('Gem-', 'Gem-Knight')","('Continuous Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Gem-Knight_Aquamarine,,2021-11-18 15:32:54,,EARTH,Fusion Monster,,Aqua,6,2600,,,,1400
Gem-Knight Citrine,67985943,Monster Card,,"('Gem-', 'Gem-Knight')","('Continuous Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Gem-Knight_Citrine,,2022-01-22 19:01:44,,EARTH,Fusion Monster,,Pyro,7,1950,,,,2200
Gem-Knight Crystal,76908448,Monster Card,,"('Gem-', 'Gem-Knight')",,Unlimited,Unlimited,https://yugipedia.com/wiki/Gem-Knight_Crystal,,2020-11-26 06:05:02,,EARTH,Normal Monster,,Rock,7,1950,,,,2450
Gem-Knight Emerald,69243722,Monster Card,,"('Gem-', 'Gem-Knight')","('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Gem-Knight_Emerald,,2020-03-14 18:15:54,"('Type',)",EARTH,Effect Monster,,Rock,4,800,,,,1800
Gem-Knight Fusion,01264319,Spell Card,Normal Spell Card,"('Fusion (archetype)', 'Gem-', 'Gem-Knight')","('Effect', 'Ignition-like Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Gem-Knight_Fusion,,2020-11-26 06:05:12,"('Name',)",,,,,,,,,,
Gem-Knight Garnet,91731841,Monster Card,,"('Gem-', 'Gem-Knight')",,Unlimited,Unlimited,https://yugipedia.com/wiki/Gem-Knight_Garnet,,2020-03-14 18:16:25,"('Type',)",EARTH,Normal Monster,,Pyro,4,0,,,,1900
Gem-Knight Iolite,45662855,Monster Card,,"('Gem-', 'Gem-Knight')","('Condition', 'Ignition Effect', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Gem-Knight_Iolite,,2023-01-03 19:56:46,,EARTH,Effect Monster,"('Gemini monster',)",Aqua,4,2000,,,,1300
Gem-Knight Lady Brilliant Diamond,19355597,Monster Card,,"('Gem-', 'Gem-Knight')","('Condition', 'Ignition Effect', 'Summoning condition')",Unlimited,Unlimited,https://yugipedia.com/wiki/Gem-Knight_Lady_Brilliant_Diamond,,2022-04-20 03:05:21,,EARTH,Fusion Monster,,Rock,10,2000,,,,3400
Gem-Knight Lady Lapis Lazuli,47611119,Monster Card,,"('Gem-', 'Gem-Knight')","('Condition', 'Ignition Effect', 'Summoning condition')",Unlimited,Unlimited,https://yugipedia.com/wiki/Gem-Knight_Lady_Lapis_Lazuli,,2022-04-20 03:05:57,,EARTH,Fusion Monster,,Rock,5,1000,,,,2400
Gem-Knight Lady Rose Diamond,55610199,Monster Card,,"('Gem-', 'Gem-Knight', 'Gem-Knight Lady', 'Rose')","('Continuous Effect', 'Quick Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Gem-Knight_Lady_Rose_Diamond,,2022-08-05 22:25:00,,EARTH,Fusion Monster,,Fairy,8,2400,,,,2700
Gem-Knight Lapis,99645428,Monster Card,,"('Gem-', 'Gem-Knight')",,Unlimited,Unlimited,https://yugipedia.com/wiki/Gem-Knight_Lapis,,2022-04-20 14:21:31,,EARTH,Normal Monster,,Rock,3,100,,,,1200
Gem-Knight Lazuli,81846636,Monster Card,,"('Gem-', 'Gem-Knight')","('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Gem-Knight_Lazuli,,2023-01-03 17:34:57,"('Type',)",EARTH,Effect Monster,,Rock,1,100,,,,600
Gem-Knight Master Diamond,39512984,Monster Card,,"('Gem-', 'Gem-Knight')","('Continuous Effect', 'Ignition Effect', 'Summoning condition')",Limited,Unlimited,https://yugipedia.com/wiki/Gem-Knight_Master_Diamond,,2022-12-25 15:04:52,"('Type',)",EARTH,Fusion Monster,,Rock,9,2500,,,,2900
Gem-Knight Obsidian,19163116,Monster Card,,"('Gem-', 'Gem-Knight')","('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Gem-Knight_Obsidian,,2022-04-01 16:31:47,"('Type',)",EARTH,Effect Monster,,Rock,3,1200,,,,1500
Gem-Knight Pearl,71594310,Monster Card,,"('Gem-', 'Gem-Knight')",,Unlimited,Unlimited,https://yugipedia.com/wiki/Gem-Knight_Pearl,,2020-11-26 06:05:57,,EARTH,Xyz Monster,,Rock,4,1900,,,,2600
Gem-Knight Phantom Quartz,24484270,Monster Card,,"('Gem-', 'Gem-Knight', 'Phantom Knights')","('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Gem-Knight_Phantom_Quartz,,2022-12-25 15:06:01,,EARTH,Link Monster,,Rock,,,,2,"('↙', '↘')",1450
Gem-Knight Prismaura,93379652,Monster Card,,"('Gem-', 'Gem-Knight')","('Ignition Effect', 'Summoning condition')",Unlimited,Unlimited,https://yugipedia.com/wiki/Gem-Knight_Prismaura,,2020-03-14 18:19:38,,EARTH,Fusion Monster,,Thunder,7,1400,,,,2450
Gem-Knight Quartz,35622739,Monster Card,,"('Gem-', 'Gem-Knight')","('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Gem-Knight_Quartz,,2022-08-05 22:24:49,,EARTH,Effect Monster,,Fairy,4,1500,,,,1500
Gem-Knight Ruby,76614340,Monster Card,,"('Gem-', 'Gem-Knight')","('Continuous Effect', 'Ignition Effect', 'Summoning condition')",Unlimited,Unlimited,https://yugipedia.com/wiki/Gem-Knight_Ruby,,2020-11-26 06:06:13,"('Type',)",EARTH,Fusion Monster,,Pyro,6,1300,,,,2500
Gem-Knight Sapphire,27126980,Monster Card,,"('Gem-', 'Gem-Knight')",,Unlimited,Unlimited,https://yugipedia.com/wiki/Gem-Knight_Sapphire,,2020-03-14 18:20:26,,EARTH,Normal Monster,,Aqua,4,2100,,,,0
Gem-Knight Sardonyx,43114901,Monster Card,,"('Gem-', 'Gem-Knight')","('Condition', 'Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Gem-Knight_Sardonyx,,2020-03-14 18:20:51,,EARTH,Effect Monster,"('Gemini monster',)",Pyro,4,900,,,,1800
Gem-Knight Seraphinite,03113836,Monster Card,,"('Gem-', 'Gem-Knight')","('Continuous Effect', 'Summoning condition')",Unlimited,Unlimited,https://yugipedia.com/wiki/Gem-Knight_Seraphinite,,2023-01-01 14:02:12,,EARTH,Fusion Monster,,Fairy,5,1400,,,,2300
Gem-Knight Topaz,49597193,Monster Card,,"('Gem-', 'Gem-Knight')","('Continuous Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Gem-Knight_Topaz,,2020-11-26 06:06:33,"('Type',)",EARTH,Fusion Monster,,Thunder,6,1800,,,,1800
Gem-Knight Tourmaline,54620698,Monster Card,,"('Gem-', 'Gem-Knight')",,Unlimited,Unlimited,https://yugipedia.com/wiki/Gem-Knight_Tourmaline,,2020-03-14 18:21:47,,EARTH,Normal Monster,,Thunder,4,1800,,,,1600
Gem-Knight Zirconia,08692301,Monster Card,,"('Gem-', 'Gem-Knight')",,Unlimited,Unlimited,https://yugipedia.com/wiki/Gem-Knight_Zirconia,,2020-03-14 18:21:58,"('Type',)",EARTH,Fusion Monster,,Rock,8,2500,,,,2900
Gem-Merchant,53408006,Monster Card,,"('Gem-',)","('Quick Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Gem-Merchant,,2020-11-26 06:06:42,,EARTH,Effect Monster,,Spellcaster,3,1000,,,,1000
Gem-Turtle,64734090,Monster Card,,"('Gem-',)","('Flip effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Gem-Turtle,,2020-03-14 18:22:44,,EARTH,Effect Monster,"('Flip monster',)",Rock,4,2000,,,,0
Gemini Ablation,80758812,Trap Card,Continuous Trap Card,,"('Condition', 'Quick-like Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Gemini_Ablation,,2020-06-18 12:08:31,,,,,,,,,,,
Gemini Booster,18096222,Trap Card,Normal Trap Card,,"('Continuous-like Effect', 'Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Gemini_Booster,,2020-11-26 06:06:50,,,,,,,,,,,
Gemini Counter,81601517,Trap Card,Counter Trap Card,,"('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Gemini_Counter,,2023-01-10 18:50:09,,,,,,,,,,,
Gemini Elf,69140098,Monster Card,,,,Unlimited,Unlimited,https://yugipedia.com/wiki/Gemini_Elf,"('Alternate', 'Edited')",2022-10-29 13:58:33,"('Type',)",EARTH,Normal Monster,,Spellcaster,4,900,,,,1900
Gemini Imps,67688478,Monster Card,,,"('Quick Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Gemini_Imps,"('Edited',)",2020-09-19 10:04:00,,DARK,Effect Monster,,Fiend,4,1000,,,,1000
Gemini Lancer,26254876,Monster Card,,,"('Condition', 'Continuous Effect', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Gemini_Lancer,,2023-01-03 19:57:00,,WATER,Effect Monster,"('Gemini monster',)",Sea Serpent,4,1400,,,,1800
Gemini Scorpion,91798373,Monster Card,,,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Gemini_Scorpion,,2020-11-26 06:07:24,,EARTH,Effect Monster,,Warrior,4,400,,,,1600
Gemini Soldier,68366996,Monster Card,,,"('Condition', 'Continuous Effect', 'Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Gemini_Soldier,,2022-04-21 06:05:53,,WIND,Effect Monster,"('Gemini monster',)",Warrior,2,300,,,,500
Gemini Spark,33846209,Spell Card,Quick-Play Spell Card,,"('Cost', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Gemini_Spark,,2020-11-26 06:07:42,,,,,,,,,,,
Gemini Summoner,19041767,Monster Card,,,"('Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Gemini_Summoner,,2022-04-21 06:05:35,,WATER,Effect Monster,,Spellcaster,4,0,,,,1500
Gemini Trap Hole,67045174,Trap Card,Normal Trap Card,"('Hole',)","('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Gemini_Trap_Hole,,2023-01-03 19:57:13,,,,,,,,,,,
Geminize Lord Golknight,72305034,Monster Card,,,"('Condition', 'Continuous Effect', 'Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Geminize_Lord_Golknight,,2021-11-11 16:09:56,,EARTH,Effect Monster,"('Gemini monster',)",Warrior,4,500,,,,1500
Gendo the Ascetic Monk,99000107,Monster Card,,"('Name-Inverted Spiritualist',)","('Continuous Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Gendo_the_Ascetic_Monk,,2022-08-14 10:31:58,,WATER,Effect Monster,,Spellcaster,4,1800,,,,300
Gene-Warped Warwolf,69247929,Monster Card,,,,Unlimited,Unlimited,https://yugipedia.com/wiki/Gene-Warped_Warwolf,,2021-01-20 19:18:27,,EARTH,Normal Monster,,Beast-Warrior,4,100,,,,2000
Generaider Boss Bite,00720147,Trap Card,Normal Trap Card,"('Generaider',)","('Condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Generaider_Boss_Bite,,2021-05-19 16:13:41,,,,,,,,,,,
Generaider Boss Fight,37931734,Trap Card,Normal Trap Card,"('Generaider',)","('Condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Generaider_Boss_Fight,,2021-05-19 16:12:32,,,,,,,,,,,
Generaider Boss Loot,01942635,Spell Card,Continuous Spell Card,"('Generaider',)","('Condition', 'Continuous-like Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Generaider_Boss_Loot,,2022-08-13 13:30:37,,,,,,,,,,,
Generaider Boss Quest,75448086,Spell Card,Normal Spell Card,"('Generaider',)","('Condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Generaider_Boss_Quest,,2021-05-19 16:11:34,,,,,,,,,,,
Generaider Boss Room,64325438,Trap Card,Continuous Trap Card,"('Generaider',)","('Condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Generaider_Boss_Room,,2022-04-20 03:09:26,,,,,,,,,,,
Generaider Boss Stage,38053381,Spell Card,Field Spell Card,"('Generaider',)","('Condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Generaider_Boss_Stage,,2022-05-23 10:38:24,,,,,,,,,,,
Generaider Token,,Monster Card,,"('Generaider',)",,Legal,Legal,https://yugipedia.com/wiki/Generaider_Token,,2022-05-30 10:02:36,,LIGHT,Monster Token,,Fairy,4,1500,,,,1500
General Gantala of the Ice Barrier,53921056,Monster Card,,"('Ice Barrier',)","('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/General_Gantala_of_the_Ice_Barrier,,2022-03-11 20:49:49,,WATER,Effect Monster,,Warrior,7,2000,,,,2700
General Grunard of the Ice Barrier,09056100,Monster Card,,"('Ice Barrier',)","('Continuous Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/General_Grunard_of_the_Ice_Barrier,,2022-03-11 20:52:55,,WATER,Effect Monster,,Warrior,8,1000,,,,2800
General Raiho of the Ice Barrier,81275309,Monster Card,,"('Ice Barrier',)","('Continuous Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/General_Raiho_of_the_Ice_Barrier,,2022-03-11 20:50:54,,WATER,Effect Monster,,Warrior,6,2300,,,,2100
General Wayne of the Ice Barrier,81825063,Monster Card,,"('Ice Barrier',)","('Condition', 'Continuous Effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/General_Wayne_of_the_Ice_Barrier,,2021-03-27 02:14:21,,WATER,Effect Monster,,Warrior,5,400,,,,2100
Generalprobe,82735249,Spell Card,Continuous Spell Card,,"('Condition', 'Continuous-like Effect', 'Ignition-like Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Generalprobe,,2022-05-19 23:17:52,,,,,,,,,,,
Generation Force,87890143,Spell Card,Normal Spell Card,,"('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Generation_Force_(card),,2022-12-26 04:25:52,,,,,,,,,,,
Generation Next,85787173,Spell Card,Quick-Play Spell Card,,"('Condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Generation_Next,,2022-10-13 19:13:29,,,,,,,,,,,
Generation Shift,34460239,Trap Card,Normal Trap Card,"('Change',)","('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Generation_Shift,,2022-11-20 09:06:55,,,,,,,,,,,
