Card number,Set,Name,Rarity,Print,Page URL,Modification date,Release,Series,Set type,Version
DBWS-KR029,Deck Build Pack: Wild Survivors,Buerillabaisse de Nouvelles,"('Common', 'Normal Parallel Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Wild_Survivors_(OCG-KR),2023-06-14 13:39:03,2023-06-14,Deck Build Pack,Booster pack,New
DBWS-KR030,Deck Build Pack: Wild Survivors,Confiras de Nouvelles,"('Common', 'Normal Parallel Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Wild_Survivors_(OCG-KR),2023-06-14 13:39:03,2023-06-14,Deck Build Pack,Booster pack,New
DBWS-KR031,Deck Build Pack: Wild Survivors,Poeltis de Nouvelles,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Wild_Survivors_(OCG-KR),2023-06-14 13:39:03,2023-06-14,Deck Build Pack,Booster pack,New
DBWS-KR032,Deck Build Pack: Wild Survivors,Foie Glasya de Nouvelles,"('Common', 'Normal Parallel Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Wild_Survivors_(OCG-KR),2023-06-14 13:39:03,2023-06-14,Deck Build Pack,Booster pack,New
DBWS-KR033,Deck Build Pack: Wild Survivors,Balameuniere de Nouvelles,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Wild_Survivors_(OCG-KR),2023-06-14 13:39:03,2023-06-14,Deck Build Pack,Booster pack,New
DBWS-KR034,Deck Build Pack: Wild Survivors,Baelgrill de Nouvelles,"('Ultra Rare', 'Secret Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Wild_Survivors_(OCG-KR),2023-06-14 13:39:03,2023-06-14,Deck Build Pack,Booster pack,New
DBWS-KR035,Deck Build Pack: Wild Survivors,"Nouvelles Restaurant ""At Table""","('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Wild_Survivors_(OCG-KR),2023-06-14 13:39:03,2023-06-14,Deck Build Pack,Booster pack,New
DBWS-KR036,Deck Build Pack: Wild Survivors,Voici la Carte,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Wild_Survivors_(OCG-KR),2023-06-14 13:39:03,2023-06-14,Deck Build Pack,Booster pack,New
DBWS-KR037,Deck Build Pack: Wild Survivors,Recette de Poisson,"('Common', 'Normal Parallel Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Wild_Survivors_(OCG-KR),2023-06-14 13:39:03,2023-06-14,Deck Build Pack,Booster pack,New
DBWS-KR038,Deck Build Pack: Wild Survivors,Recette de Viande,"('Common', 'Normal Parallel Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Wild_Survivors_(OCG-KR),2023-06-14 13:39:03,2023-06-14,Deck Build Pack,Booster pack,New
DBWS-KR039,Deck Build Pack: Wild Survivors,Recette de Personnel,"('Common', 'Normal Parallel Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Wild_Survivors_(OCG-KR),2023-06-14 13:39:03,2023-06-14,Deck Build Pack,Booster pack,New
DBWS-KR040,Deck Build Pack: Wild Survivors,Chef's Special Recipe,"('Common', 'Normal Parallel Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Wild_Survivors_(OCG-KR),2023-06-14 13:39:03,2023-06-14,Deck Build Pack,Booster pack,New
DBWS-KR041,Deck Build Pack: Wild Survivors,Hungry Burger,"('Common', 'Normal Parallel Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Wild_Survivors_(OCG-KR),2023-06-14 13:39:03,2023-06-14,Deck Build Pack,Booster pack,New
DBWS-KR042,Deck Build Pack: Wild Survivors,Hamburger Recipe,"('Common', 'Normal Parallel Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Wild_Survivors_(OCG-KR),2023-06-14 13:39:03,2023-06-14,Deck Build Pack,Booster pack,New
DBWS-KR043,Deck Build Pack: Wild Survivors,Impcantation Candoll,"('Common', 'Normal Parallel Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Wild_Survivors_(OCG-KR),2023-06-14 13:39:03,2023-06-14,Deck Build Pack,Booster pack,New
DBWS-KR044,Deck Build Pack: Wild Survivors,Impcantation Talismandra,"('Common', 'Normal Parallel Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Wild_Survivors_(OCG-KR),2023-06-14 13:39:03,2023-06-14,Deck Build Pack,Booster pack,New
DBWS-KR045,Deck Build Pack: Wild Survivors,Preparation of Rites,"('Common', 'Normal Parallel Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Wild_Survivors_(OCG-KR),2023-06-14 13:39:03,2023-06-14,Deck Build Pack,Booster pack,New
G3-11,Yu-Gi-Oh! Duel Monsters III: Tri-Holy God Advent Official Tournament Street Duel Legend of Power prize card,Dark Magician Girl,"('Rare', 'Secret Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Yu-Gi-Oh!_Duel_Monsters_III:_Tri-Holy_God_Advent_Official_Tournament_Street_Duel_Legend_of_Power_prize_card_(OCG-JP),2023-04-28 14:20:40,2000-07-25,,Tournament promotional card,Old
G3-11,Yu-Gi-Oh! Duel Monsters III: Tri-Holy God Advent Official Tournament Street Duel Legend of Power prize card,Dark Magician Girl,"('Rare', 'Secret Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Yu-Gi-Oh!_Duel_Monsters_III:_Tri-Holy_God_Advent_Official_Tournament_Street_Duel_Legend_of_Power_prize_card_(OCG-JP),2023-04-28 14:20:40,2000-08-27,,Tournament promotional card,New
G6-01,Yu-Gi-Oh! Duel Monsters 6: Expert 2 promotional cards,Des Volstgalph,"('Secret Rare', 'Ultra Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Yu-Gi-Oh!_Duel_Monsters_6:_Expert_2_promotional_cards_(OCG-JP),2023-04-23 22:21:40,2001-12-20,,Video games promotional card,Old
G6-01,Yu-Gi-Oh! Duel Monsters 6: Expert 2 promotional cards,Des Volstgalph,"('Secret Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Yu-Gi-Oh!_Duel_Monsters_6:_Expert_2_promotional_cards_(OCG-JP),2023-06-16 22:41:24,2001-12-20,,Video games promotional card,New
G6-02,Yu-Gi-Oh! Duel Monsters 6: Expert 2 promotional cards,Toon Dark Magician Girl,"('Secret Rare', 'Ultra Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Yu-Gi-Oh!_Duel_Monsters_6:_Expert_2_promotional_cards_(OCG-JP),2023-04-23 22:21:40,2001-12-20,,Video games promotional card,Old
G6-02,Yu-Gi-Oh! Duel Monsters 6: Expert 2 promotional cards,Toon Dark Magician Girl,"('Ultra Rare', 'Secret Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Yu-Gi-Oh!_Duel_Monsters_6:_Expert_2_promotional_cards_(OCG-JP),2023-06-16 22:41:24,2001-12-20,,Video games promotional card,New
G6-03,Yu-Gi-Oh! Duel Monsters 6: Expert 2 promotional cards,Exarion Universe,"('Secret Rare', 'Ultra Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Yu-Gi-Oh!_Duel_Monsters_6:_Expert_2_promotional_cards_(OCG-JP),2023-04-23 22:21:40,2001-12-20,,Video games promotional card,Old
G6-03,Yu-Gi-Oh! Duel Monsters 6: Expert 2 promotional cards,Exarion Universe,"('Ultra Rare', 'Secret Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Yu-Gi-Oh!_Duel_Monsters_6:_Expert_2_promotional_cards_(OCG-JP),2023-06-16 22:41:24,2001-12-20,,Video games promotional card,New
G6-04,Yu-Gi-Oh! Duel Monsters 6: Expert 2 promotional cards,Gilford the Lightning,"('Secret Rare', 'Ultra Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Yu-Gi-Oh!_Duel_Monsters_6:_Expert_2_promotional_cards_(OCG-JP),2023-04-23 22:21:40,2001-12-20,,Video games promotional card,Old
G6-04,Yu-Gi-Oh! Duel Monsters 6: Expert 2 promotional cards,Gilford the Lightning,"('Ultra Rare', 'Secret Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Yu-Gi-Oh!_Duel_Monsters_6:_Expert_2_promotional_cards_(OCG-JP),2023-06-16 22:41:24,2001-12-20,,Video games promotional card,New
IOC-000,Invasion of Chaos,Chaos Emperor Dragon - Envoy of the End,"('Secret Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,2004-03-01,Core Booster,Booster pack,Old
IOC-000,Invasion of Chaos,Chaos Emperor Dragon - Envoy of the End,"('Secret Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,,Core Booster,Booster pack,New
IOC-001,Invasion of Chaos,Ojama Yellow,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,2004-03-01,Core Booster,Booster pack,Old
IOC-001,Invasion of Chaos,Ojama Yellow,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,,Core Booster,Booster pack,New
IOC-002,Invasion of Chaos,Ojama Black,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,2004-03-01,Core Booster,Booster pack,Old
IOC-002,Invasion of Chaos,Ojama Black,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,,Core Booster,Booster pack,New
IOC-003,Invasion of Chaos,Soul Tiger,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,2004-03-01,Core Booster,Booster pack,Old
IOC-003,Invasion of Chaos,Soul Tiger,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,,Core Booster,Booster pack,New
IOC-004,Invasion of Chaos,Big Koala,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,2004-03-01,Core Booster,Booster pack,Old
IOC-004,Invasion of Chaos,Big Koala,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,,Core Booster,Booster pack,New
IOC-005,Invasion of Chaos,Des Kangaroo,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,2004-03-01,Core Booster,Booster pack,Old
IOC-005,Invasion of Chaos,Des Kangaroo,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,,Core Booster,Booster pack,New
IOC-006,Invasion of Chaos,Crimson Ninja,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,2004-03-01,Core Booster,Booster pack,Old
IOC-006,Invasion of Chaos,Crimson Ninja,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,,Core Booster,Booster pack,New
IOC-007,Invasion of Chaos,Strike Ninja,"('Ultra Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,2004-03-01,Core Booster,Booster pack,Old
IOC-007,Invasion of Chaos,Strike Ninja,"('Ultra Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,,Core Booster,Booster pack,New
IOC-008,Invasion of Chaos,Gale Lizard,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,2004-03-01,Core Booster,Booster pack,Old
IOC-008,Invasion of Chaos,Gale Lizard,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,,Core Booster,Booster pack,New
IOC-009,Invasion of Chaos,Spirit of the Pot of Greed,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,2004-03-01,Core Booster,Booster pack,Old
IOC-009,Invasion of Chaos,Spirit of the Pot of Greed,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,,Core Booster,Booster pack,New
IOC-010,Invasion of Chaos,Chopman the Desperate Outlaw,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,2004-03-01,Core Booster,Booster pack,Old
IOC-010,Invasion of Chaos,Chopman the Desperate Outlaw,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,,Core Booster,Booster pack,New
IOC-011,Invasion of Chaos,Sasuke Samurai #3,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,2004-03-01,Core Booster,Booster pack,Old
IOC-011,Invasion of Chaos,Sasuke Samurai #3,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,,Core Booster,Booster pack,New
IOC-012,Invasion of Chaos,D.D. Scout Plane,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,2004-03-01,Core Booster,Booster pack,Old
IOC-012,Invasion of Chaos,D.D. Scout Plane,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,,Core Booster,Booster pack,New
IOC-013,Invasion of Chaos,Berserk Gorilla,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,2004-03-01,Core Booster,Booster pack,Old
IOC-013,Invasion of Chaos,Berserk Gorilla,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,,Core Booster,Booster pack,New
IOC-014,Invasion of Chaos,Freed the Brave Wanderer,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,2004-03-01,Core Booster,Booster pack,Old
IOC-014,Invasion of Chaos,Freed the Brave Wanderer,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,,Core Booster,Booster pack,New
IOC-015,Invasion of Chaos,Coach Goblin,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,2004-03-01,Core Booster,Booster pack,Old
IOC-015,Invasion of Chaos,Coach Goblin,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,,Core Booster,Booster pack,New
IOC-016,Invasion of Chaos,Witch Doctor of Chaos,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,2004-03-01,Core Booster,Booster pack,Old
IOC-016,Invasion of Chaos,Witch Doctor of Chaos,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,,Core Booster,Booster pack,New
IOC-017,Invasion of Chaos,Chaos Necromancer,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,2004-03-01,Core Booster,Booster pack,Old
IOC-017,Invasion of Chaos,Chaos Necromancer,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,,Core Booster,Booster pack,New
IOC-018,Invasion of Chaos,Chaosrider Gustaph,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,2004-03-01,Core Booster,Booster pack,Old
IOC-018,Invasion of Chaos,Chaosrider Gustaph,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,,Core Booster,Booster pack,New
IOC-019,Invasion of Chaos,Inferno,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,2004-03-01,Core Booster,Booster pack,Old
IOC-019,Invasion of Chaos,Inferno,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,,Core Booster,Booster pack,New
IOC-020,Invasion of Chaos,Fenrir,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,2004-03-01,Core Booster,Booster pack,Old
IOC-020,Invasion of Chaos,Fenrir,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,,Core Booster,Booster pack,New
IOC-021,Invasion of Chaos,Gigantes,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,2004-03-01,Core Booster,Booster pack,Old
IOC-021,Invasion of Chaos,Gigantes,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,,Core Booster,Booster pack,New
IOC-022,Invasion of Chaos,Silpheed,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,2004-03-01,Core Booster,Booster pack,Old
IOC-022,Invasion of Chaos,Silpheed,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,,Core Booster,Booster pack,New
IOC-023,Invasion of Chaos,Chaos Sorcerer,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,2004-03-01,Core Booster,Booster pack,Old
IOC-023,Invasion of Chaos,Chaos Sorcerer,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,,Core Booster,Booster pack,New
IOC-024,Invasion of Chaos,Gren Maju Da Eiza,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,2004-03-01,Core Booster,Booster pack,Old
IOC-024,Invasion of Chaos,Gren Maju Da Eiza,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,,Core Booster,Booster pack,New
IOC-025,Invasion of Chaos,Black Luster Soldier - Envoy of the Beginning,"('Ultra Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,2004-03-01,Core Booster,Booster pack,Old
IOC-025,Invasion of Chaos,Black Luster Soldier - Envoy of the Beginning,"('Ultra Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,,Core Booster,Booster pack,New
IOC-026,Invasion of Chaos,Drillago,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,2004-03-01,Core Booster,Booster pack,Old
IOC-026,Invasion of Chaos,Drillago,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,,Core Booster,Booster pack,New
IOC-027,Invasion of Chaos,Lekunga,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,2004-03-01,Core Booster,Booster pack,Old
IOC-027,Invasion of Chaos,Lekunga,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,,Core Booster,Booster pack,New
IOC-028,Invasion of Chaos,Lord Poison,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,2004-03-01,Core Booster,Booster pack,Old
IOC-028,Invasion of Chaos,Lord Poison,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,,Core Booster,Booster pack,New
IOC-029,Invasion of Chaos,Bowganian,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,2004-03-01,Core Booster,Booster pack,Old
IOC-029,Invasion of Chaos,Bowganian,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,,Core Booster,Booster pack,New
IOC-030,Invasion of Chaos,Granadora,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,2004-03-01,Core Booster,Booster pack,Old
IOC-030,Invasion of Chaos,Granadora,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,,Core Booster,Booster pack,New
IOC-031,Invasion of Chaos,Fuhma Shuriken,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,2004-03-01,Core Booster,Booster pack,Old
IOC-031,Invasion of Chaos,Fuhma Shuriken,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,,Core Booster,Booster pack,New
IOC-032,Invasion of Chaos,Heart of the Underdog,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,2004-03-01,Core Booster,Booster pack,Old
IOC-032,Invasion of Chaos,Heart of the Underdog,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,,Core Booster,Booster pack,New
IOC-033,Invasion of Chaos,Wild Nature's Release,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,2004-03-01,Core Booster,Booster pack,Old
IOC-033,Invasion of Chaos,Wild Nature's Release,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,,Core Booster,Booster pack,New
IOC-034,Invasion of Chaos,Ojama Delta Hurricane!!,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,2004-03-01,Core Booster,Booster pack,Old
IOC-034,Invasion of Chaos,Ojama Delta Hurricane!!,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,,Core Booster,Booster pack,New
IOC-035,Invasion of Chaos,Stumbling,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,2004-03-01,Core Booster,Booster pack,Old
IOC-035,Invasion of Chaos,Stumbling,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,,Core Booster,Booster pack,New
IOC-036,Invasion of Chaos,Chaos End,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,2004-03-01,Core Booster,Booster pack,Old
IOC-036,Invasion of Chaos,Chaos End,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,,Core Booster,Booster pack,New
IOC-037,Invasion of Chaos,Yellow Luster Shield,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,2004-03-01,Core Booster,Booster pack,Old
IOC-037,Invasion of Chaos,Yellow Luster Shield,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,,Core Booster,Booster pack,New
IOC-038,Invasion of Chaos,Chaos Greed,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,2004-03-01,Core Booster,Booster pack,Old
IOC-038,Invasion of Chaos,Chaos Greed,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,,Core Booster,Booster pack,New
IOC-039,Invasion of Chaos,D.D. Designator,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,2004-03-01,Core Booster,Booster pack,Old
IOC-039,Invasion of Chaos,D.D. Designator,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,,Core Booster,Booster pack,New
IOC-040,Invasion of Chaos,D.D. Borderline,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,2004-03-01,Core Booster,Booster pack,Old
IOC-040,Invasion of Chaos,D.D. Borderline,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,,Core Booster,Booster pack,New
IOC-041,Invasion of Chaos,Recycle,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,2004-03-01,Core Booster,Booster pack,Old
IOC-041,Invasion of Chaos,Recycle,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,,Core Booster,Booster pack,New
IOC-042,Invasion of Chaos,Primal Seed,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,2004-03-01,Core Booster,Booster pack,Old
IOC-042,Invasion of Chaos,Primal Seed,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,,Core Booster,Booster pack,New
IOC-043,Invasion of Chaos,Thunder Crash,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,2004-03-01,Core Booster,Booster pack,Old
IOC-043,Invasion of Chaos,Thunder Crash,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(TCG-NA),2023-04-28 14:06:43,,Core Booster,Booster pack,New
