Name,Password,TCG status,Page URL,Artwork,Modification date,Errata,Primary type,Secondary type,Version
Kozmo Soartroopers,01274455,Unlimited,https://yugipedia.com/wiki/Kozmo_Soartroopers,,2021-11-22 13:34:33,,,,Old
Kozmo Soartroopers,01274455,Unlimited,https://yugipedia.com/wiki/Kozmo_Soartroopers,,2021-11-22 13:34:33,,Effect Monster,,New
Kozmo Strawman,56907986,Unlimited,https://yugipedia.com/wiki/Kozmo_Strawman,,2022-04-20 13:11:04,,,,Old
Kozmo Strawman,56907986,Unlimited,https://yugipedia.com/wiki/Kozmo_Strawman,,2022-04-20 13:11:04,,Effect Monster,,New
Kozmo Tincan,64280356,Unlimited,https://yugipedia.com/wiki/Kozmo_Tincan,,2021-04-16 17:04:37,,,,Old
Kozmo Tincan,64280356,Unlimited,https://yugipedia.com/wiki/Kozmo_Tincan,,2021-04-16 17:04:37,,Effect Monster,,New
Kozmoll Dark Lady,12408276,Unlimited,https://yugipedia.com/wiki/Kozmoll_Dark_Lady,,2022-04-20 12:10:32,,,,Old
Kozmoll Dark Lady,12408276,Unlimited,https://yugipedia.com/wiki/Kozmoll_Dark_Lady,,2022-04-20 12:10:32,,Effect Monster,,New
Kozmoll Wickedwitch,93302695,Unlimited,https://yugipedia.com/wiki/Kozmoll_Wickedwitch,,2022-04-20 12:22:57,,,,Old
Kozmoll Wickedwitch,93302695,Unlimited,https://yugipedia.com/wiki/Kozmoll_Wickedwitch,,2022-04-20 12:22:57,,Effect Monster,,New
Krawler Axon,15710054,Unlimited,https://yugipedia.com/wiki/Krawler_Axon,,2021-06-23 03:15:56,,"('Flip monster',)","('Flip monster',)",Old
Krawler Axon,15710054,Unlimited,https://yugipedia.com/wiki/Krawler_Axon,,2021-06-23 03:15:56,,Effect Monster,"('Flip monster',)",New
Krawler Dendrite,46083111,Unlimited,https://yugipedia.com/wiki/Krawler_Dendrite,,2021-06-23 03:19:01,,"('Flip monster',)","('Flip monster',)",Old
Krawler Dendrite,46083111,Unlimited,https://yugipedia.com/wiki/Krawler_Dendrite,,2021-06-23 03:19:01,,Effect Monster,"('Flip monster',)",New
Krawler Glial,51205763,Unlimited,https://yugipedia.com/wiki/Krawler_Glial,,2021-06-23 03:15:35,,"('Flip monster',)","('Flip monster',)",Old
Krawler Glial,51205763,Unlimited,https://yugipedia.com/wiki/Krawler_Glial,,2021-06-23 03:15:35,,Effect Monster,"('Flip monster',)",New
Krawler Ranvier,10698416,Unlimited,https://yugipedia.com/wiki/Krawler_Ranvier,,2021-06-23 03:18:25,,"('Flip monster',)","('Flip monster',)",Old
Krawler Ranvier,10698416,Unlimited,https://yugipedia.com/wiki/Krawler_Ranvier,,2021-06-23 03:18:25,,Effect Monster,"('Flip monster',)",New
Krawler Receptor,83293307,Unlimited,https://yugipedia.com/wiki/Krawler_Receptor,,2021-06-23 03:17:26,,"('Flip monster',)","('Flip monster',)",Old
Krawler Receptor,83293307,Unlimited,https://yugipedia.com/wiki/Krawler_Receptor,,2021-06-23 03:17:26,,Effect Monster,"('Flip monster',)",New
Krawler Soma,63526052,Unlimited,https://yugipedia.com/wiki/Krawler_Soma,,2023-01-10 18:42:00,,,,Old
Krawler Soma,63526052,Unlimited,https://yugipedia.com/wiki/Krawler_Soma,,2023-01-10 18:42:00,,Effect Monster,,New
Krawler Spine,88316955,Unlimited,https://yugipedia.com/wiki/Krawler_Spine,,2021-05-22 06:02:50,,"('Flip monster',)","('Flip monster',)",Old
Krawler Spine,88316955,Unlimited,https://yugipedia.com/wiki/Krawler_Spine,,2021-05-22 06:02:50,,Effect Monster,"('Flip monster',)",New
Krebons,59575539,Unlimited,https://yugipedia.com/wiki/Krebons,,2021-11-22 13:46:00,"('Type',)","('Tuner monster',)","('Tuner monster',)",Old
Krebons,59575539,Unlimited,https://yugipedia.com/wiki/Krebons,,2021-11-22 13:46:00,"('Type',)",Effect Monster,"('Tuner monster',)",New
Krokodilus,76512652,,https://yugipedia.com/wiki/Krokodilus,,2023-01-03 17:55:52,,,,Old
Krokodilus,76512652,,https://yugipedia.com/wiki/Krokodilus,,2023-01-03 17:55:52,,Normal Monster,,New
Krystal Dragon,77363314,Unlimited,https://yugipedia.com/wiki/Krystal_Dragon,,2021-02-28 09:30:14,,,,Old
Krystal Dragon,77363314,Unlimited,https://yugipedia.com/wiki/Krystal_Dragon,,2021-02-28 09:30:14,,Effect Monster,,New
Kryuel,82642348,Unlimited,https://yugipedia.com/wiki/Kryuel,,2023-01-03 18:15:15,,,,Old
Kryuel,82642348,Unlimited,https://yugipedia.com/wiki/Kryuel,,2023-01-03 18:15:15,,Effect Monster,,New
Kujakujaku,24384095,Unlimited,https://yugipedia.com/wiki/Kujakujaku,,2020-03-15 15:45:57,,,,Old
Kujakujaku,24384095,Unlimited,https://yugipedia.com/wiki/Kujakujaku,,2020-03-15 15:45:57,,Effect Monster,,New
"Kumongous, the Sticky String Kaiju",29726552,Unlimited,"https://yugipedia.com/wiki/Kumongous,_the_Sticky_String_Kaiju",,2023-02-13 23:48:48,,,,Old
"Kumongous, the Sticky String Kaiju",29726552,Unlimited,"https://yugipedia.com/wiki/Kumongous,_the_Sticky_String_Kaiju",,2023-02-13 23:48:48,,Effect Monster,,New
Kumootoko,56283725,Unlimited,https://yugipedia.com/wiki/Kumootoko,,2023-01-03 16:59:26,"('Type',)",,,Old
Kumootoko,56283725,Unlimited,https://yugipedia.com/wiki/Kumootoko,,2023-01-03 16:59:26,"('Type',)",Normal Monster,,New
Kunoichi,56514812,Unlimited,https://yugipedia.com/wiki/Kunoichi,,2022-04-20 13:40:15,,,,Old
Kunoichi,56514812,Unlimited,https://yugipedia.com/wiki/Kunoichi,,2022-04-20 13:40:15,,Effect Monster,,New
Kurama,85705804,Unlimited,https://yugipedia.com/wiki/Kurama,,2023-01-03 17:58:09,,,,Old
Kurama,85705804,Unlimited,https://yugipedia.com/wiki/Kurama,,2023-01-03 17:58:09,,Normal Monster,,New
Kuraz the Light Monarch,57666212,Unlimited,https://yugipedia.com/wiki/Kuraz_the_Light_Monarch,,2020-03-15 15:46:56,,,,Old
Kuraz the Light Monarch,57666212,Unlimited,https://yugipedia.com/wiki/Kuraz_the_Light_Monarch,,2020-03-15 15:46:56,,Effect Monster,,New
Kuribabylon,70914287,Unlimited,https://yugipedia.com/wiki/Kuribabylon,,2021-12-03 11:51:04,,,,Old
Kuribabylon,70914287,Unlimited,https://yugipedia.com/wiki/Kuribabylon,,2021-12-03 11:51:04,,Effect Monster,,New
Kuribah,44632120,Unlimited,https://yugipedia.com/wiki/Kuribah,,2021-12-03 11:51:27,,,,Old
Kuribah,44632120,Unlimited,https://yugipedia.com/wiki/Kuribah,,2021-12-03 11:51:27,,Effect Monster,,New
Kuribandit,16404809,Unlimited,https://yugipedia.com/wiki/Kuribandit,,2021-05-16 16:42:27,,,,Old
Kuribandit,16404809,Unlimited,https://yugipedia.com/wiki/Kuribandit,,2021-05-16 16:42:27,,Effect Monster,,New
Kuribee,71036835,Unlimited,https://yugipedia.com/wiki/Kuribee,,2022-04-15 13:41:40,,,,Old
Kuribee,71036835,Unlimited,https://yugipedia.com/wiki/Kuribee,,2022-04-15 13:41:40,,Effect Monster,,New
Kuribeh,34419588,Unlimited,https://yugipedia.com/wiki/Kuribeh,,2021-12-06 01:25:41,,,,Old
Kuribeh,34419588,Unlimited,https://yugipedia.com/wiki/Kuribeh,,2021-12-06 01:25:41,,Effect Monster,,New
Kuriboh,40640057,Unlimited,https://yugipedia.com/wiki/Kuriboh,"('Alternate',)",2022-10-31 01:30:30,"('Type',)",,,Old
Kuriboh,40640057,Unlimited,https://yugipedia.com/wiki/Kuriboh,"('Alternate',)",2022-10-31 01:30:30,"('Type',)",Effect Monster,,New
Kuriboh Token,,Legal,https://yugipedia.com/wiki/Kuriboh_Token,"('Alternate',)",2022-09-30 19:17:15,"('Type',)",,,Old
Kuriboh Token,,Legal,https://yugipedia.com/wiki/Kuriboh_Token,"('Alternate',)",2022-09-30 19:17:15,"('Type',)",Monster Token,,New
Kuribohrn,78355370,Unlimited,https://yugipedia.com/wiki/Kuribohrn,,2022-05-20 20:47:53,,,,Old
Kuribohrn,78355370,Unlimited,https://yugipedia.com/wiki/Kuribohrn,,2022-05-20 20:47:53,,Effect Monster,,New
Kuribon,47432275,Unlimited,https://yugipedia.com/wiki/Kuribon,,2022-04-20 13:26:54,,,,Old
Kuribon,47432275,Unlimited,https://yugipedia.com/wiki/Kuribon,,2022-04-20 13:26:54,,Effect Monster,,New
Kuriboo,07021574,Unlimited,https://yugipedia.com/wiki/Kuriboo,,2021-12-03 11:51:15,,,,Old
Kuriboo,07021574,Unlimited,https://yugipedia.com/wiki/Kuriboo,,2021-12-03 11:51:15,,Effect Monster,,New
Kurikara Divincarnate,35405755,Unlimited,https://yugipedia.com/wiki/Kurikara_Divincarnate,,2022-11-10 13:49:36,,,,Old
Kurikara Divincarnate,35405755,Unlimited,https://yugipedia.com/wiki/Kurikara_Divincarnate,,2022-11-10 13:49:36,,Effect Monster,,New
Kuriphoton,35112613,Unlimited,https://yugipedia.com/wiki/Kuriphoton,,2021-03-14 19:51:59,,,,Old
Kuriphoton,35112613,Unlimited,https://yugipedia.com/wiki/Kuriphoton,,2021-03-14 19:51:59,,Effect Monster,,New
Kurivolt,40817915,Unlimited,https://yugipedia.com/wiki/Kurivolt,,2021-11-22 13:53:18,,,,Old
Kurivolt,40817915,Unlimited,https://yugipedia.com/wiki/Kurivolt,,2021-11-22 13:53:18,,Effect Monster,,New
Kuro-Obi Karate Spirit,77511331,Unlimited,https://yugipedia.com/wiki/Kuro-Obi_Karate_Spirit,,2021-04-10 08:48:04,,"('Spirit monster',)","('Spirit monster',)",Old
Kuro-Obi Karate Spirit,77511331,Unlimited,https://yugipedia.com/wiki/Kuro-Obi_Karate_Spirit,,2021-04-10 08:48:04,,Effect Monster,"('Spirit monster',)",New
Kuwagata α,60802233,Unlimited,https://yugipedia.com/wiki/Kuwagata_%CE%B1,,2022-06-24 23:34:37,"('Type',)",,,Old
Kuwagata α,60802233,Unlimited,https://yugipedia.com/wiki/Kuwagata_%CE%B1,,2022-06-24 23:34:37,"('Type',)",Normal Monster,,New
"Kuzunoha, the Onmyojin",,Illegal,"https://yugipedia.com/wiki/Kuzunoha,_the_Onmyojin",,2023-01-03 22:56:07,,,,Old
"Kuzunoha, the Onmyojin",,Illegal,"https://yugipedia.com/wiki/Kuzunoha,_the_Onmyojin",,2023-01-03 22:56:07,,Effect Monster,,New
Kwagar Hercules,95144193,Unlimited,https://yugipedia.com/wiki/Kwagar_Hercules,,2023-01-03 17:45:49,,,,Old
Kwagar Hercules,95144193,Unlimited,https://yugipedia.com/wiki/Kwagar_Hercules,,2023-01-03 17:45:49,,Fusion Monster,,New
Kycoo the Ghost Destroyer,88240808,Unlimited,https://yugipedia.com/wiki/Kycoo_the_Ghost_Destroyer,,2022-06-03 13:57:26,,,,Old
Kycoo the Ghost Destroyer,88240808,Unlimited,https://yugipedia.com/wiki/Kycoo_the_Ghost_Destroyer,,2022-06-03 13:57:26,,Effect Monster,,New
LANphorhynchus,77637979,Unlimited,https://yugipedia.com/wiki/LANphorhynchus,,2021-06-07 20:27:46,,,,Old
LANphorhynchus,77637979,Unlimited,https://yugipedia.com/wiki/LANphorhynchus,,2021-06-07 20:27:46,,Link Monster,,New
La Jinn the Mystical Genie of the Lamp,97590747,Unlimited,https://yugipedia.com/wiki/La_Jinn_the_Mystical_Genie_of_the_Lamp,"('Alternate',)",2023-01-03 17:11:12,"('Name', 'Type')",,,Old
La Jinn the Mystical Genie of the Lamp,97590747,Unlimited,https://yugipedia.com/wiki/La_Jinn_the_Mystical_Genie_of_the_Lamp,"('Alternate',)",2023-01-03 17:11:12,"('Name', 'Type')",Normal Monster,,New
LaLa Li-oon,09430387,,https://yugipedia.com/wiki/LaLa_Li-oon,,2023-01-03 18:17:39,,,,Old
LaLa Li-oon,09430387,,https://yugipedia.com/wiki/LaLa_Li-oon,,2023-01-03 18:17:39,,Normal Monster,,New
LaMoon,75850803,,https://yugipedia.com/wiki/LaMoon,,2023-01-03 19:24:18,,,,Old
LaMoon,75850803,,https://yugipedia.com/wiki/LaMoon,,2023-01-03 19:24:18,,Normal Monster,,New
LaSolfachord Angelia,27993919,Unlimited,https://yugipedia.com/wiki/LaSolfachord_Angelia,,2022-12-19 17:41:21,,,,Old
LaSolfachord Angelia,27993919,Unlimited,https://yugipedia.com/wiki/LaSolfachord_Angelia,,2022-12-19 17:41:21,,Effect Monster,,New
Labradorite Dragon,62514770,Unlimited,https://yugipedia.com/wiki/Labradorite_Dragon,,2023-02-15 22:46:42,"('Type',)","('Tuner monster',)","('Tuner monster',)",Old
Labradorite Dragon,62514770,Unlimited,https://yugipedia.com/wiki/Labradorite_Dragon,,2023-02-15 22:46:42,"('Type',)",Normal Monster,"('Tuner monster',)",New
Labrynth Archfiend,48745395,Unlimited,https://yugipedia.com/wiki/Labrynth_Archfiend,,2022-08-26 13:24:47,,,,Old
Labrynth Archfiend,48745395,Unlimited,https://yugipedia.com/wiki/Labrynth_Archfiend,,2022-08-26 13:24:47,,Effect Monster,,New
Labrynth Chandraglier,37629703,Unlimited,https://yugipedia.com/wiki/Labrynth_Chandraglier,,2022-08-26 13:25:55,,,,Old
Labrynth Chandraglier,37629703,Unlimited,https://yugipedia.com/wiki/Labrynth_Chandraglier,,2022-08-26 13:25:55,,Effect Monster,,New
Labrynth Cooclock,00002511,Unlimited,https://yugipedia.com/wiki/Labrynth_Cooclock,,2022-08-26 13:26:42,,,,Old
Labrynth Cooclock,00002511,Unlimited,https://yugipedia.com/wiki/Labrynth_Cooclock,,2022-08-26 13:26:42,,Effect Monster,,New
Labrynth Stovie Torbie,74018812,Unlimited,https://yugipedia.com/wiki/Labrynth_Stovie_Torbie,,2022-08-26 13:26:35,,,,Old
Labrynth Stovie Torbie,74018812,Unlimited,https://yugipedia.com/wiki/Labrynth_Stovie_Torbie,,2022-08-26 13:26:35,,Effect Monster,,New
Labyrinth Tank,99551425,Unlimited,https://yugipedia.com/wiki/Labyrinth_Tank,,2023-01-03 18:02:29,,,,Old
Labyrinth Tank,99551425,Unlimited,https://yugipedia.com/wiki/Labyrinth_Tank,,2023-01-03 18:02:29,,Fusion Monster,,New
Labyrinth Wall,67284908,Unlimited,https://yugipedia.com/wiki/Labyrinth_Wall,,2022-10-06 17:27:59,"('Type',)",,,Old
Labyrinth Wall,67284908,Unlimited,https://yugipedia.com/wiki/Labyrinth_Wall,,2022-10-06 17:27:59,"('Type',)",Normal Monster,,New
Lady Assailant of Flames,90147755,Unlimited,https://yugipedia.com/wiki/Lady_Assailant_of_Flames,,2023-01-03 17:10:45,"('Type',)","('Flip monster',)","('Flip monster',)",Old
Lady Assailant of Flames,90147755,Unlimited,https://yugipedia.com/wiki/Lady_Assailant_of_Flames,,2023-01-03 17:10:45,"('Type',)",Effect Monster,"('Flip monster',)",New
Lady Debug,16188701,Unlimited,https://yugipedia.com/wiki/Lady_Debug,,2022-04-20 11:39:35,,,,Old
Lady Debug,16188701,Unlimited,https://yugipedia.com/wiki/Lady_Debug,,2022-04-20 11:39:35,,Effect Monster,,New
Lady Labrynth of the Silver Castle,81497285,Unlimited,https://yugipedia.com/wiki/Lady_Labrynth_of_the_Silver_Castle,,2022-10-23 20:18:05,,,,Old
Lady Labrynth of the Silver Castle,81497285,Unlimited,https://yugipedia.com/wiki/Lady_Labrynth_of_the_Silver_Castle,,2022-10-23 20:18:05,,Effect Monster,,New
Lady Ninja Yae,82005435,Unlimited,https://yugipedia.com/wiki/Lady_Ninja_Yae,"('Edited',)",2023-01-01 21:14:56,,,,Old
Lady Ninja Yae,82005435,Unlimited,https://yugipedia.com/wiki/Lady_Ninja_Yae,"('Edited',)",2023-01-01 21:14:56,,Effect Monster,,New
Lady Panther,38480590,Unlimited,https://yugipedia.com/wiki/Lady_Panther,,2023-01-03 18:34:16,,,,Old
Lady Panther,38480590,Unlimited,https://yugipedia.com/wiki/Lady_Panther,,2023-01-03 18:34:16,,Effect Monster,,New
Lady of D.,67511500,Unlimited,https://yugipedia.com/wiki/Lady_of_D.,"('Edited',)",2023-01-03 18:05:48,,,,Old
Lady of D.,67511500,Unlimited,https://yugipedia.com/wiki/Lady_of_D.,"('Edited',)",2023-01-03 18:05:48,,Effect Monster,,New
Lady of Faith,17358176,Unlimited,https://yugipedia.com/wiki/Lady_of_Faith,,2023-01-03 17:48:26,,,,Old
Lady of Faith,17358176,Unlimited,https://yugipedia.com/wiki/Lady_of_Faith,,2023-01-03 17:48:26,,Normal Monster,,New
Lady of the Lake,10736540,Unlimited,https://yugipedia.com/wiki/Lady_of_the_Lake,,2022-09-17 14:42:08,"('Type',)","('Tuner monster',)","('Tuner monster',)",Old
Lady of the Lake,10736540,Unlimited,https://yugipedia.com/wiki/Lady_of_the_Lake,,2022-09-17 14:42:08,"('Type',)",Effect Monster,"('Tuner monster',)",New
"Laevatein, Generaider Boss of Shadows",74615388,Unlimited,"https://yugipedia.com/wiki/Laevatein,_Generaider_Boss_of_Shadows",,2023-02-10 16:18:51,,,,Old
"Laevatein, Generaider Boss of Shadows",74615388,Unlimited,"https://yugipedia.com/wiki/Laevatein,_Generaider_Boss_of_Shadows",,2023-02-10 16:18:51,,Xyz Monster,,New
Lamb Token,,,https://yugipedia.com/wiki/Lamb_Token,,2021-11-22 14:08:28,,,,Old
Lamb Token,,,https://yugipedia.com/wiki/Lamb_Token,,2021-11-22 14:08:28,,Monster Token,,New
Lamia,84900597,,https://yugipedia.com/wiki/Lamia,,2023-02-10 01:44:06,,,,Old
Lamia,84900597,,https://yugipedia.com/wiki/Lamia,,2023-02-10 01:44:06,,Effect Monster,,New
Lancephorhynchus,48940337,Unlimited,https://yugipedia.com/wiki/Lancephorhynchus,,2023-02-06 08:12:03,"('Type',)",,,Old
Lancephorhynchus,48940337,Unlimited,https://yugipedia.com/wiki/Lancephorhynchus,,2023-02-06 08:12:03,"('Type',)",Normal Monster,,New
Lancer Archfiend,79418153,Unlimited,https://yugipedia.com/wiki/Lancer_Archfiend,,2020-05-25 10:14:10,,,,Old
Lancer Archfiend,79418153,Unlimited,https://yugipedia.com/wiki/Lancer_Archfiend,,2020-05-25 10:14:10,,Effect Monster,,New
Lancer Dragonute,11125718,Unlimited,https://yugipedia.com/wiki/Lancer_Dragonute,,2023-01-03 20:25:24,,,,Old
Lancer Dragonute,11125718,Unlimited,https://yugipedia.com/wiki/Lancer_Dragonute,,2023-01-03 20:25:24,,Effect Monster,,New
Lancer Lindwurm,46272804,Unlimited,https://yugipedia.com/wiki/Lancer_Lindwurm,,2021-11-22 14:08:54,,,,Old
Lancer Lindwurm,46272804,Unlimited,https://yugipedia.com/wiki/Lancer_Lindwurm,,2021-11-22 14:08:54,,Effect Monster,,New
Landrobe the Rock Vassal,95993388,Unlimited,https://yugipedia.com/wiki/Landrobe_the_Rock_Vassal,,2023-01-10 18:43:39,,,,Old
Landrobe the Rock Vassal,95993388,Unlimited,https://yugipedia.com/wiki/Landrobe_the_Rock_Vassal,,2023-01-10 18:43:39,,Effect Monster,,New
Lantern Shark,70156946,Unlimited,https://yugipedia.com/wiki/Lantern_Shark,,2022-05-05 17:33:59,,,,Old
Lantern Shark,70156946,Unlimited,https://yugipedia.com/wiki/Lantern_Shark,,2022-05-05 17:33:59,,Effect Monster,,New
Lappis Dragon,03111207,Unlimited,https://yugipedia.com/wiki/Lappis_Dragon,,2021-12-27 16:34:53,,"('Tuner monster',)","('Tuner monster',)",Old
Lappis Dragon,03111207,Unlimited,https://yugipedia.com/wiki/Lappis_Dragon,,2021-12-27 16:34:53,,Effect Monster,"('Tuner monster',)",New
Larvae Moth,87756343,Unlimited,https://yugipedia.com/wiki/Larvae_Moth,,2023-01-03 17:47:32,,,,Old
Larvae Moth,87756343,Unlimited,https://yugipedia.com/wiki/Larvae_Moth,,2023-01-03 17:47:32,,Effect Monster,,New
Larvas,94675535,Unlimited,https://yugipedia.com/wiki/Larvas,,2023-01-03 17:58:36,,,,Old
Larvas,94675535,Unlimited,https://yugipedia.com/wiki/Larvas,,2023-01-03 17:58:36,,Normal Monster,,New
Latency,03560069,Unlimited,https://yugipedia.com/wiki/Latency,,2022-04-20 12:01:45,,,,Old
Latency,03560069,Unlimited,https://yugipedia.com/wiki/Latency,,2022-04-20 12:01:45,,Effect Monster,,New
"Latinum, Exarch of Dark World",15667446,Unlimited,"https://yugipedia.com/wiki/Latinum,_Exarch_of_Dark_World",,2022-12-01 16:23:20,,,,Old
"Latinum, Exarch of Dark World",15667446,Unlimited,"https://yugipedia.com/wiki/Latinum,_Exarch_of_Dark_World",,2022-12-01 16:23:20,,Effect Monster,,New
Laughing Flower,42591472,,https://yugipedia.com/wiki/Laughing_Flower,,2023-01-03 17:52:55,,,,Old
Laughing Flower,42591472,,https://yugipedia.com/wiki/Laughing_Flower,,2023-01-03 17:52:55,,Normal Monster,,New
Laughing Puffin,80275707,Unlimited,https://yugipedia.com/wiki/Laughing_Puffin,,2022-10-23 20:18:00,,,,Old
Laughing Puffin,80275707,Unlimited,https://yugipedia.com/wiki/Laughing_Puffin,,2022-10-23 20:18:00,,Effect Monster,,New
Launcher Commander,35911108,Unlimited,https://yugipedia.com/wiki/Launcher_Commander,,2020-03-15 15:57:45,,,,Old
Launcher Commander,35911108,Unlimited,https://yugipedia.com/wiki/Launcher_Commander,,2020-03-15 15:57:45,,Effect Monster,,New
Launcher Spider,87322377,Unlimited,https://yugipedia.com/wiki/Launcher_Spider,"('Alternate',)",2023-01-21 17:50:27,"('Name', 'Type')",,,Old
Launcher Spider,87322377,Unlimited,https://yugipedia.com/wiki/Launcher_Spider,"('Alternate',)",2023-01-21 17:50:27,"('Name', 'Type')",Normal Monster,,New
Laundry Dragonmaid,13171876,Unlimited,https://yugipedia.com/wiki/Laundry_Dragonmaid,,2022-10-13 07:26:14,,,,Old
Laundry Dragonmaid,13171876,Unlimited,https://yugipedia.com/wiki/Laundry_Dragonmaid,,2022-10-13 07:26:14,,Effect Monster,,New
Lava Battleguard,20394040,Unlimited,https://yugipedia.com/wiki/Lava_Battleguard,,2022-06-27 17:58:42,"('Name', 'Type')",,,Old
Lava Battleguard,20394040,Unlimited,https://yugipedia.com/wiki/Lava_Battleguard,,2022-06-27 17:58:42,"('Name', 'Type')",Effect Monster,,New
Lava Dragon,41741922,Unlimited,https://yugipedia.com/wiki/Lava_Dragon,,2021-11-22 14:12:33,,,,Old
Lava Dragon,41741922,Unlimited,https://yugipedia.com/wiki/Lava_Dragon,,2021-11-22 14:12:33,,Effect Monster,,New
Lava Golem,00102380,Unlimited,https://yugipedia.com/wiki/Lava_Golem,,2023-01-10 13:44:03,"('Type',)",,,Old
Lava Golem,00102380,Unlimited,https://yugipedia.com/wiki/Lava_Golem,,2023-01-10 13:44:03,"('Type',)",Effect Monster,,New
Laval Archer,30303854,Unlimited,https://yugipedia.com/wiki/Laval_Archer,,2021-04-16 12:45:34,,,,Old
Laval Archer,30303854,Unlimited,https://yugipedia.com/wiki/Laval_Archer,,2021-04-16 12:45:34,,Effect Monster,,New
Laval Blaster,11834972,Unlimited,https://yugipedia.com/wiki/Laval_Blaster,,2021-11-22 14:12:55,,,,Old
Laval Blaster,11834972,Unlimited,https://yugipedia.com/wiki/Laval_Blaster,,2021-11-22 14:12:55,,Effect Monster,,New
Laval Burner,88958576,Unlimited,https://yugipedia.com/wiki/Laval_Burner,,2022-04-20 14:07:07,,,,Old
Laval Burner,88958576,Unlimited,https://yugipedia.com/wiki/Laval_Burner,,2022-04-20 14:07:07,,Effect Monster,,New
Laval Cannon,38492752,Unlimited,https://yugipedia.com/wiki/Laval_Cannon,,2021-12-08 13:02:43,,,,Old
Laval Cannon,38492752,Unlimited,https://yugipedia.com/wiki/Laval_Cannon,,2021-12-08 13:02:43,,Effect Monster,,New
Laval Coatl,45439263,Unlimited,https://yugipedia.com/wiki/Laval_Coatl,,2021-11-22 14:13:21,,"('Tuner monster',)","('Tuner monster',)",Old
Laval Coatl,45439263,Unlimited,https://yugipedia.com/wiki/Laval_Coatl,,2021-11-22 14:13:21,,Effect Monster,"('Tuner monster',)",New
Laval Dual Slasher,31632536,Unlimited,https://yugipedia.com/wiki/Laval_Dual_Slasher,,2021-11-22 14:13:49,,,,Old
Laval Dual Slasher,31632536,Unlimited,https://yugipedia.com/wiki/Laval_Dual_Slasher,,2021-11-22 14:13:49,,Synchro Monster,,New
Laval Forest Sprite,15169262,Unlimited,https://yugipedia.com/wiki/Laval_Forest_Sprite,,2022-04-20 14:37:32,,"('Tuner monster',)","('Tuner monster',)",Old
Laval Forest Sprite,15169262,Unlimited,https://yugipedia.com/wiki/Laval_Forest_Sprite,,2022-04-20 14:37:32,,Effect Monster,"('Tuner monster',)",New
Laval Judgment Lord,14047624,Unlimited,https://yugipedia.com/wiki/Laval_Judgment_Lord,,2021-11-22 14:14:09,,,,Old
Laval Judgment Lord,14047624,Unlimited,https://yugipedia.com/wiki/Laval_Judgment_Lord,,2021-11-22 14:14:09,,Effect Monster,,New
Laval Lakeside Lady,08041569,Unlimited,https://yugipedia.com/wiki/Laval_Lakeside_Lady,,2022-04-20 14:25:54,,"('Tuner monster',)","('Tuner monster',)",Old
Laval Lakeside Lady,08041569,Unlimited,https://yugipedia.com/wiki/Laval_Lakeside_Lady,,2022-04-20 14:25:54,,Effect Monster,"('Tuner monster',)",New
Laval Lancelord,00123709,Unlimited,https://yugipedia.com/wiki/Laval_Lancelord,,2021-11-22 14:14:25,,,,Old
Laval Lancelord,00123709,Unlimited,https://yugipedia.com/wiki/Laval_Lancelord,,2021-11-22 14:14:25,,Effect Monster,,New
Laval Magma Cannoneer,46404281,Unlimited,https://yugipedia.com/wiki/Laval_Magma_Cannoneer,,2021-11-22 14:14:39,,,,Old
Laval Magma Cannoneer,46404281,Unlimited,https://yugipedia.com/wiki/Laval_Magma_Cannoneer,,2021-11-22 14:14:39,,Effect Monster,,New
Laval Miller,89893715,Unlimited,https://yugipedia.com/wiki/Laval_Miller,,2020-03-15 16:03:08,,,,Old
Laval Miller,89893715,Unlimited,https://yugipedia.com/wiki/Laval_Miller,,2020-03-15 16:03:08,,Effect Monster,,New
Laval Phlogis,89609515,Unlimited,https://yugipedia.com/wiki/Laval_Phlogis,,2021-11-22 14:14:57,,,,Old
Laval Phlogis,89609515,Unlimited,https://yugipedia.com/wiki/Laval_Phlogis,,2021-11-22 14:14:57,,Effect Monster,,New
Laval Stennon,20374351,Unlimited,https://yugipedia.com/wiki/Laval_Stennon,,2021-11-22 14:15:12,,,,Old
Laval Stennon,20374351,Unlimited,https://yugipedia.com/wiki/Laval_Stennon,,2021-11-22 14:15:12,,Synchro Monster,,New
Laval Volcano Handmaiden,02407147,Unlimited,https://yugipedia.com/wiki/Laval_Volcano_Handmaiden,,2023-02-11 20:13:31,"('Type',)","('Tuner monster',)","('Tuner monster',)",Old
Laval Volcano Handmaiden,02407147,Unlimited,https://yugipedia.com/wiki/Laval_Volcano_Handmaiden,,2023-02-11 20:13:31,"('Type',)",Effect Monster,"('Tuner monster',)",New
Laval Warrior,52786469,Unlimited,https://yugipedia.com/wiki/Laval_Warrior,,2021-11-22 14:15:36,,,,Old
Laval Warrior,52786469,Unlimited,https://yugipedia.com/wiki/Laval_Warrior,,2021-11-22 14:15:36,,Effect Monster,,New
Laval the Greater,12986807,Unlimited,https://yugipedia.com/wiki/Laval_the_Greater,,2021-11-22 14:15:48,,,,Old
Laval the Greater,12986807,Unlimited,https://yugipedia.com/wiki/Laval_the_Greater,,2021-11-22 14:15:48,,Synchro Monster,,New
