Name,Password,Effect type,Archseries,TCG status,Artwork,Page URL,Modification date,Errata,Primary type,Version
"Gizmek Uka, the Festive Fox of Fecundity",90361289,"('Condition', 'Trigger Effect')","('Gizmek',)",Unlimited,,"https://yugipedia.com/wiki/Gizmek_Uka,_the_Festive_Fox_of_Fecundity",2021-11-01 02:09:49,,"('Effect Monster',)",Old
"Gizmek Uka, the Festive Fox of Fecundity",90361289,"('Condition', 'Trigger Effect')","('Gizmek',)",Unlimited,,"https://yugipedia.com/wiki/Gizmek_Uka,_the_Festive_Fox_of_Fecundity",2021-11-01 02:09:49,,"('Effect Monster',)",New
"Gizmek Yata, the Gleaming Vanguard",13224603,"('Condition', 'Ignition Effect', 'Trigger Effect', 'Unclassified effect')","('Gizmek',)",Unlimited,,"https://yugipedia.com/wiki/Gizmek_Yata,_the_Gleaming_Vanguard",2022-05-05 16:01:39,,"('Effect Monster',)",Old
"Gizmek Yata, the Gleaming Vanguard",13224603,"('Condition', 'Ignition Effect', 'Trigger Effect', 'Unclassified effect')","('Gizmek',)",Unlimited,,"https://yugipedia.com/wiki/Gizmek_Yata,_the_Gleaming_Vanguard",2022-05-05 16:01:39,,"('Effect Monster',)",New
Glacial Beast Blizzard Wolf,43175027,"('Condition', 'Trigger Effect')","('Glacial Beast',)",Unlimited,,https://yugipedia.com/wiki/Glacial_Beast_Blizzard_Wolf,2020-10-06 16:27:51,,"('Effect Monster',)",Old
Glacial Beast Blizzard Wolf,43175027,"('Condition', 'Trigger Effect')","('Glacial Beast',)",Unlimited,,https://yugipedia.com/wiki/Glacial_Beast_Blizzard_Wolf,2020-10-06 16:27:51,,"('Effect Monster',)",New
Glacial Beast Iceberg Narwhal,06568731,"('Condition', 'Quick Effect', 'Trigger Effect')","('Glacial Beast',)",Unlimited,,https://yugipedia.com/wiki/Glacial_Beast_Iceberg_Narwhal,2021-12-26 12:49:48,,"('Effect Monster', 'Synchro Monster')",Old
Glacial Beast Iceberg Narwhal,06568731,"('Condition', 'Quick Effect', 'Trigger Effect')","('Glacial Beast',)",Unlimited,,https://yugipedia.com/wiki/Glacial_Beast_Iceberg_Narwhal,2021-12-26 12:49:48,,"('Effect Monster', 'Synchro Monster')",New
Glacial Beast Polar Penguin,79169622,"('Condition', 'Trigger Effect')","('Glacial Beast', 'Penguin')",Unlimited,,https://yugipedia.com/wiki/Glacial_Beast_Polar_Penguin,2020-10-06 16:27:50,,"('Effect Monster',)",Old
Glacial Beast Polar Penguin,79169622,"('Condition', 'Trigger Effect')","('Glacial Beast', 'Penguin')",Unlimited,,https://yugipedia.com/wiki/Glacial_Beast_Polar_Penguin,2020-10-06 16:27:50,,"('Effect Monster',)",New
Glacier Aqua Madoor,11449436,"('Trigger Effect',)","('Madoor',)",Unlimited,,https://yugipedia.com/wiki/Glacier_Aqua_Madoor,2022-09-15 23:26:44,,"('Effect Monster',)",Old
Glacier Aqua Madoor,11449436,"('Trigger Effect',)","('Madoor',)",Unlimited,,https://yugipedia.com/wiki/Glacier_Aqua_Madoor,2022-09-15 23:26:44,,"('Effect Monster',)",New
Gladiator Beast Alexander,42592719,"('Continuous Effect', 'Summoning condition', 'Trigger Effect')","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Alexander,2022-04-25 00:21:07,,"('Effect Monster',)",Old
Gladiator Beast Alexander,42592719,"('Continuous Effect', 'Summoning condition', 'Trigger Effect')","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Alexander,2022-04-25 00:21:07,,"('Effect Monster',)",New
Gladiator Beast Andabata,03779662,"('Summoning condition', 'Trigger Effect')","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Andabata,2020-03-30 22:44:57,,"('Effect Monster', 'Fusion Monster')",Old
Gladiator Beast Andabata,03779662,"('Summoning condition', 'Trigger Effect')","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Andabata,2020-03-30 22:44:57,,"('Effect Monster', 'Fusion Monster')",New
Gladiator Beast Andal,90582719,,"('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Andal,2023-01-03 18:47:05,,"('Normal Monster',)",Old
Gladiator Beast Andal,90582719,,"('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Andal,2023-01-03 18:47:05,,"('Normal Monster',)",New
Gladiator Beast Attorix,52502677,"('Trigger Effect',)","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Attorix,2022-04-20 14:17:40,,"('Effect Monster',)",Old
Gladiator Beast Attorix,52502677,"('Trigger Effect',)","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Attorix,2022-04-20 14:17:40,,"('Effect Monster',)",New
Gladiator Beast Augustus,07573135,"('Condition', 'Trigger Effect')","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Augustus,2020-06-24 04:47:59,,"('Effect Monster',)",Old
Gladiator Beast Augustus,07573135,"('Condition', 'Trigger Effect')","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Augustus,2020-06-24 04:47:59,,"('Effect Monster',)",New
Gladiator Beast Bestiari,41470137,"('Trigger Effect',)","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Bestiari,2022-04-25 00:21:27,"('Type',)","('Effect Monster',)",Old
Gladiator Beast Bestiari,41470137,"('Trigger Effect',)","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Bestiari,2022-04-25 00:21:27,"('Type',)","('Effect Monster',)",New
Gladiator Beast Darius,25924653,"('Trigger Effect',)","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Darius,2023-01-03 18:51:04,,"('Effect Monster',)",Old
Gladiator Beast Darius,25924653,"('Trigger Effect',)","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Darius,2023-01-03 18:51:04,,"('Effect Monster',)",New
Gladiator Beast Dimacari,31247589,"('Continuous Effect', 'Trigger Effect')","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Dimacari,2022-11-06 16:15:15,,"('Effect Monster',)",Old
Gladiator Beast Dimacari,31247589,"('Continuous Effect', 'Trigger Effect')","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Dimacari,2022-11-06 16:15:15,,"('Effect Monster',)",New
Gladiator Beast Domitianus,33652635,"('Continuous Effect', 'Quick Effect', 'Summoning condition', 'Trigger Effect')","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Domitianus,2022-08-13 11:44:00,,"('Effect Monster', 'Fusion Monster')",Old
Gladiator Beast Domitianus,33652635,"('Continuous Effect', 'Quick Effect', 'Summoning condition', 'Trigger Effect')","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Domitianus,2022-08-13 11:44:00,,"('Effect Monster', 'Fusion Monster')",New
Gladiator Beast Dragases,62000467,"('Condition', 'Continuous Effect', 'Trigger Effect')","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Dragases,2020-06-24 05:44:24,,"('Effect Monster', 'Link Monster')",Old
Gladiator Beast Dragases,62000467,"('Condition', 'Continuous Effect', 'Trigger Effect')","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Dragases,2020-06-24 05:44:24,,"('Effect Monster', 'Link Monster')",New
Gladiator Beast Equeste,57731460,"('Trigger Effect',)","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Equeste,2020-11-26 06:24:43,,"('Effect Monster',)",Old
Gladiator Beast Equeste,57731460,"('Trigger Effect',)","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Equeste,2020-11-26 06:24:43,,"('Effect Monster',)",New
Gladiator Beast Essedarii,73285669,"('Summoning condition',)","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Essedarii,2020-11-26 06:24:48,,"('Effect Monster', 'Fusion Monster')",Old
Gladiator Beast Essedarii,73285669,"('Summoning condition',)","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Essedarii,2020-11-26 06:24:48,,"('Effect Monster', 'Fusion Monster')",New
Gladiator Beast Gaiodiaz,90957527,"('Summoning condition', 'Trigger Effect')","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Gaiodiaz,2022-04-25 00:22:02,,"('Effect Monster', 'Fusion Monster')",Old
Gladiator Beast Gaiodiaz,90957527,"('Summoning condition', 'Trigger Effect')","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Gaiodiaz,2022-04-25 00:22:02,,"('Effect Monster', 'Fusion Monster')",New
Gladiator Beast Gyzarus,48156348,"('Summoning condition', 'Trigger Effect')","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Gyzarus,2020-03-31 00:45:21,"('Type',)","('Effect Monster', 'Fusion Monster')",Old
Gladiator Beast Gyzarus,48156348,"('Summoning condition', 'Trigger Effect')","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Gyzarus,2020-03-31 00:45:21,"('Type',)","('Effect Monster', 'Fusion Monster')",New
Gladiator Beast Heraklinos,27346636,"('Quick Effect', 'Summoning condition')","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Heraklinos,2022-04-25 01:42:12,,"('Effect Monster', 'Fusion Monster')",Old
Gladiator Beast Heraklinos,27346636,"('Quick Effect', 'Summoning condition')","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Heraklinos,2022-04-25 01:42:12,,"('Effect Monster', 'Fusion Monster')",New
Gladiator Beast Hoplomus,04253484,"('Continuous Effect', 'Trigger Effect')","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Hoplomus,2022-04-25 01:42:31,,"('Effect Monster',)",Old
Gladiator Beast Hoplomus,04253484,"('Continuous Effect', 'Trigger Effect')","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Hoplomus,2022-04-25 01:42:31,,"('Effect Monster',)",New
Gladiator Beast Lanista,02067935,"('Trigger Effect',)","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Lanista,2020-11-21 14:50:10,,"('Effect Monster',)",Old
Gladiator Beast Lanista,02067935,"('Trigger Effect',)","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Lanista,2020-11-21 14:50:10,,"('Effect Monster',)",New
Gladiator Beast Laquari,78868776,"('Continuous Effect', 'Trigger Effect')","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Laquari,2022-04-25 01:42:51,,"('Effect Monster',)",Old
Gladiator Beast Laquari,78868776,"('Continuous Effect', 'Trigger Effect')","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Laquari,2022-04-25 01:42:51,,"('Effect Monster',)",New
Gladiator Beast Murmillo,05975022,"('Trigger Effect',)","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Murmillo,2022-04-25 01:43:12,,"('Effect Monster',)",Old
Gladiator Beast Murmillo,05975022,"('Trigger Effect',)","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Murmillo,2022-04-25 01:43:12,,"('Effect Monster',)",New
Gladiator Beast Nerokius,29357956,"('Continuous Effect', 'Summoning condition', 'Trigger Effect')","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Nerokius,2020-03-31 00:47:09,,"('Effect Monster', 'Fusion Monster')",Old
Gladiator Beast Nerokius,29357956,"('Continuous Effect', 'Summoning condition', 'Trigger Effect')","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Nerokius,2020-03-31 00:47:09,,"('Effect Monster', 'Fusion Monster')",New
Gladiator Beast Noxious,67385964,"('Trigger Effect',)","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Noxious,2022-08-13 11:44:19,,"('Effect Monster',)",Old
Gladiator Beast Noxious,67385964,"('Trigger Effect',)","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Noxious,2022-08-13 11:44:19,,"('Effect Monster',)",New
Gladiator Beast Octavius,29590752,"('Trigger Effect',)","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Octavius,2021-11-07 10:25:29,,"('Effect Monster',)",Old
Gladiator Beast Octavius,29590752,"('Trigger Effect',)","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Octavius,2021-11-07 10:25:29,,"('Effect Monster',)",New
Gladiator Beast Retiari,00612115,"('Trigger Effect',)","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Retiari,2022-11-06 16:15:33,,"('Effect Monster',)",Old
Gladiator Beast Retiari,00612115,"('Trigger Effect',)","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Retiari,2022-11-06 16:15:33,,"('Effect Monster',)",New
Gladiator Beast Sagittarii,16003979,"('Trigger Effect',)","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Sagittarii,2020-09-01 18:33:39,,"('Effect Monster',)",Old
Gladiator Beast Sagittarii,16003979,"('Trigger Effect',)","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Sagittarii,2020-09-01 18:33:39,,"('Effect Monster',)",New
Gladiator Beast Samnite,02619149,"('Trigger Effect',)","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Samnite,2020-11-26 06:26:12,,"('Effect Monster',)",Old
Gladiator Beast Samnite,02619149,"('Trigger Effect',)","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Samnite,2020-11-26 06:26:12,,"('Effect Monster',)",New
Gladiator Beast Secutor,77642288,"('Trigger Effect',)","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Secutor,2022-04-25 01:43:41,,"('Effect Monster',)",Old
Gladiator Beast Secutor,77642288,"('Trigger Effect',)","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Secutor,2022-04-25 01:43:41,,"('Effect Monster',)",New
Gladiator Beast Spartacus,79580323,"('Summoning condition', 'Trigger Effect')","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Spartacus,2022-04-25 01:43:59,,"('Effect Monster',)",Old
Gladiator Beast Spartacus,79580323,"('Summoning condition', 'Trigger Effect')","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Spartacus,2022-04-25 01:43:59,,"('Effect Monster',)",New
Gladiator Beast Tamer Editor,30864377,"('Condition', 'Ignition Effect', 'Summoning condition', 'Trigger Effect')","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Tamer_Editor,2020-06-24 05:48:34,,"('Effect Monster', 'Fusion Monster')",Old
Gladiator Beast Tamer Editor,30864377,"('Condition', 'Ignition Effect', 'Summoning condition', 'Trigger Effect')","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Tamer_Editor,2020-06-24 05:48:34,,"('Effect Monster', 'Fusion Monster')",New
Gladiator Beast Torax,65984457,"('Trigger Effect',)","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Torax,2020-06-24 05:38:30,,"('Effect Monster',)",Old
Gladiator Beast Torax,65984457,"('Trigger Effect',)","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Torax,2020-06-24 05:38:30,,"('Effect Monster',)",New
Gladiator Beast Tygerius,50893987,"('Condition', 'Trigger Effect')","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Tygerius,2020-11-26 06:26:39,,"('Effect Monster',)",Old
Gladiator Beast Tygerius,50893987,"('Condition', 'Trigger Effect')","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Tygerius,2020-11-26 06:26:39,,"('Effect Monster',)",New
Gladiator Beast Vespasius,88996322,"('Condition', 'Continuous Effect', 'Trigger Effect')","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Vespasius,2020-09-01 18:33:26,,"('Effect Monster',)",Old
Gladiator Beast Vespasius,88996322,"('Condition', 'Continuous Effect', 'Trigger Effect')","('Gladiator Beast',)",Unlimited,,https://yugipedia.com/wiki/Gladiator_Beast_Vespasius,2020-09-01 18:33:26,,"('Effect Monster',)",New
Glife the Phantom Bird,00899287,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Fairy Tale (anime)', 'Field Searcher')",Unlimited,,https://yugipedia.com/wiki/Glife_the_Phantom_Bird,2020-03-14 19:16:58,,"('Effect Monster',)",Old
Glife the Phantom Bird,00899287,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Fairy Tale (anime)', 'Field Searcher')",Unlimited,,https://yugipedia.com/wiki/Glife_the_Phantom_Bird,2020-03-14 19:16:58,,"('Effect Monster',)",New
Glow-Up Bloom,92964816,"('Condition', 'Trigger Effect')","('Zombie counterpart',)",Unlimited,,https://yugipedia.com/wiki/Glow-Up_Bloom,2022-05-05 14:38:27,,"('Effect Monster',)",Old
Glow-Up Bloom,92964816,"('Condition', 'Trigger Effect')","('Zombie counterpart',)",Unlimited,,https://yugipedia.com/wiki/Glow-Up_Bloom,2022-05-05 14:38:27,,"('Effect Monster',)",New
Glow-Up Bulb,67441435,"('Condition', 'Ignition Effect')",,Forbidden,,https://yugipedia.com/wiki/Glow-Up_Bulb,2021-07-22 07:06:12,"('Type',)","('Effect Monster',)",Old
Glow-Up Bulb,67441435,"('Condition', 'Ignition Effect')",,Forbidden,,https://yugipedia.com/wiki/Glow-Up_Bulb,2021-07-22 07:06:12,"('Type',)","('Effect Monster',)",New
Gluttonous Reptolphin Greethys,08576764,"('Condition', 'Ignition Effect', 'Trigger Effect')",,Unlimited,,https://yugipedia.com/wiki/Gluttonous_Reptolphin_Greethys,2021-10-07 08:12:40,,"('Effect Monster',)",Old
Gluttonous Reptolphin Greethys,08576764,"('Condition', 'Ignition Effect', 'Trigger Effect')",,Unlimited,,https://yugipedia.com/wiki/Gluttonous_Reptolphin_Greethys,2021-10-07 08:12:40,,"('Effect Monster',)",New
Gnomaterial,58655504,"('Condition', 'Trigger Effect')",,Unlimited,,https://yugipedia.com/wiki/Gnomaterial,2022-04-20 11:22:03,,"('Effect Monster',)",Old
Gnomaterial,58655504,"('Condition', 'Trigger Effect')",,Unlimited,,https://yugipedia.com/wiki/Gnomaterial,2022-04-20 11:22:03,,"('Effect Monster',)",New
Go! - D/D/D Divine Zero King Rage,40227329,"('Condition', 'Continuous Effect', 'Continuous-like Effect', 'Ignition Effect', 'Trigger Effect')","('D/D', 'D/D/D', 'G.O.D. (series)')",Unlimited,,https://yugipedia.com/wiki/Go!_-_D/D/D_Divine_Zero_King_Rage,2022-05-05 14:12:13,,"('Effect Monster', 'Pendulum Monster')",Old
Go! - D/D/D Divine Zero King Rage,40227329,"('Condition', 'Continuous Effect', 'Continuous-like Effect', 'Ignition Effect', 'Trigger Effect')","('D/D', 'D/D/D', 'G.O.D. (series)')",Unlimited,,https://yugipedia.com/wiki/Go!_-_D/D/D_Divine_Zero_King_Rage,2022-05-05 14:12:13,,"('Effect Monster', 'Pendulum Monster')",New
Goblin Attack Force,78658564,"('Continuous Effect',)","('Goblin',)",Unlimited,,https://yugipedia.com/wiki/Goblin_Attack_Force,2022-04-05 15:37:22,,"('Effect Monster',)",Old
Goblin Attack Force,78658564,"('Continuous Effect',)","('Goblin',)",Unlimited,,https://yugipedia.com/wiki/Goblin_Attack_Force,2022-04-05 15:37:22,,"('Effect Monster',)",New
Goblin Black Ops,66707058,"('Continuous Effect',)","('Goblin',)",Unlimited,,https://yugipedia.com/wiki/Goblin_Black_Ops,2021-11-18 15:35:31,,"('Effect Monster',)",Old
Goblin Black Ops,66707058,"('Continuous Effect',)","('Goblin',)",Unlimited,,https://yugipedia.com/wiki/Goblin_Black_Ops,2021-11-18 15:35:31,,"('Effect Monster',)",New
Goblin Calligrapher,12057781,,"('Goblin',)",Unlimited,,https://yugipedia.com/wiki/Goblin_Calligrapher,2021-03-07 05:30:49,,"('Normal Monster',)",Old
Goblin Calligrapher,12057781,,"('Goblin',)",Unlimited,,https://yugipedia.com/wiki/Goblin_Calligrapher,2021-03-07 05:30:49,,"('Normal Monster',)",New
Goblin Decoy Squad,18960169,"('Continuous Effect', 'Trigger Effect')","('Goblin',)",Unlimited,,https://yugipedia.com/wiki/Goblin_Decoy_Squad,2021-11-18 15:31:15,,"('Effect Monster',)",Old
Goblin Decoy Squad,18960169,"('Continuous Effect', 'Trigger Effect')","('Goblin',)",Unlimited,,https://yugipedia.com/wiki/Goblin_Decoy_Squad,2021-11-18 15:31:15,,"('Effect Monster',)",New
Goblin Elite Attack Force,85306040,"('Continuous Effect',)","('Goblin',)",Unlimited,,https://yugipedia.com/wiki/Goblin_Elite_Attack_Force,2022-04-25 01:45:57,"('Name',)","('Effect Monster',)",Old
Goblin Elite Attack Force,85306040,"('Continuous Effect',)","('Goblin',)",Unlimited,,https://yugipedia.com/wiki/Goblin_Elite_Attack_Force,2022-04-25 01:45:57,"('Name',)","('Effect Monster',)",New
Goblin King,18590133,"('Continuous Effect',)","('Goblin',)",Unlimited,,https://yugipedia.com/wiki/Goblin_King,2022-08-13 11:44:58,,"('Effect Monster',)",Old
Goblin King,18590133,"('Continuous Effect',)","('Goblin',)",Unlimited,,https://yugipedia.com/wiki/Goblin_King,2022-08-13 11:44:58,,"('Effect Monster',)",New
Goblin Marauding Squad,34251483,"('Continuous Effect',)","('Goblin',)",Unlimited,"('Edited',)",https://yugipedia.com/wiki/Goblin_Marauding_Squad,2022-02-01 12:14:26,,"('Effect Monster',)",Old
Goblin Marauding Squad,34251483,"('Continuous Effect',)","('Goblin',)",Unlimited,"('Edited',)",https://yugipedia.com/wiki/Goblin_Marauding_Squad,2022-02-01 12:14:26,,"('Effect Monster',)",New
Goblin Pothole Squad,12755462,"('Continuous Effect',)","('Goblin',)",Unlimited,,https://yugipedia.com/wiki/Goblin_Pothole_Squad,2020-11-26 06:29:00,,"('Effect Monster',)",Old
Goblin Pothole Squad,12755462,"('Continuous Effect',)","('Goblin',)",Unlimited,,https://yugipedia.com/wiki/Goblin_Pothole_Squad,2020-11-26 06:29:00,,"('Effect Monster',)",New
Goblin Recon Squad,82324312,"('Continuous Effect', 'Trigger Effect')","('Goblin',)",Unlimited,,https://yugipedia.com/wiki/Goblin_Recon_Squad,2021-11-18 15:30:39,,"('Effect Monster',)",Old
Goblin Recon Squad,82324312,"('Continuous Effect', 'Trigger Effect')","('Goblin',)",Unlimited,,https://yugipedia.com/wiki/Goblin_Recon_Squad,2021-11-18 15:30:39,,"('Effect Monster',)",New
Goblin Zombie,63665875,"('Trigger Effect',)","('Goblin',)",Unlimited,,https://yugipedia.com/wiki/Goblin_Zombie,2023-01-03 18:48:36,,"('Effect Monster',)",Old
Goblin Zombie,63665875,"('Trigger Effect',)","('Goblin',)",Unlimited,,https://yugipedia.com/wiki/Goblin_Zombie,2023-01-03 18:48:36,,"('Effect Monster',)",New
Goblin of Greed,00425934,"('Continuous Effect',)","('Goblin', 'Greed (series)')",Unlimited,,https://yugipedia.com/wiki/Goblin_of_Greed,2021-03-07 05:31:10,,"('Effect Monster',)",Old
Goblin of Greed,00425934,"('Continuous Effect',)","('Goblin', 'Greed (series)')",Unlimited,,https://yugipedia.com/wiki/Goblin_of_Greed,2021-03-07 05:31:10,,"('Effect Monster',)",New
Goblindbergh,25259669,"('Trigger Effect',)","('Goblin',)",Unlimited,,https://yugipedia.com/wiki/Goblindbergh,2021-11-18 15:09:38,"('Type',)","('Effect Monster',)",Old
Goblindbergh,25259669,"('Trigger Effect',)","('Goblin',)",Unlimited,,https://yugipedia.com/wiki/Goblindbergh,2021-11-18 15:09:38,"('Type',)","('Effect Monster',)",New
Goddess Bow,83743222,"('Continuous-like Effect', 'Summoning condition', 'Trigger Effect')",,Unlimited,,https://yugipedia.com/wiki/Goddess_Bow,2021-07-05 15:43:46,,"('Effect Monster', 'Fusion Monster')",Old
Goddess Bow,83743222,"('Continuous-like Effect', 'Summoning condition', 'Trigger Effect')",,Unlimited,,https://yugipedia.com/wiki/Goddess_Bow,2021-07-05 15:43:46,,"('Effect Monster', 'Fusion Monster')",New
Goddess of Sweet Revenge,72589042,"('Trigger Effect',)",,Unlimited,,https://yugipedia.com/wiki/Goddess_of_Sweet_Revenge,2022-04-20 13:30:04,,"('Effect Monster',)",Old
Goddess of Sweet Revenge,72589042,"('Trigger Effect',)",,Unlimited,,https://yugipedia.com/wiki/Goddess_of_Sweet_Revenge,2022-04-20 13:30:04,,"('Effect Monster',)",New
Goddess of Whim,67959180,"('Ignition Effect',)",,Unlimited,"('Edited',)",https://yugipedia.com/wiki/Goddess_of_Whim,2022-04-20 11:46:36,,"('Effect Monster',)",Old
Goddess of Whim,67959180,"('Ignition Effect',)",,Unlimited,"('Edited',)",https://yugipedia.com/wiki/Goddess_of_Whim,2022-04-20 11:46:36,,"('Effect Monster',)",New
Goddess with the Third Eye,53493204,"('Unclassified effect',)",,Unlimited,,https://yugipedia.com/wiki/Goddess_with_the_Third_Eye,2022-10-06 18:12:47,,"('Effect Monster',)",Old
Goddess with the Third Eye,53493204,"('Unclassified effect',)",,Unlimited,,https://yugipedia.com/wiki/Goddess_with_the_Third_Eye,2022-10-06 18:12:47,,"('Effect Monster',)",New
Goe Goe the Gallant Ninja,10236520,"('Trigger Effect',)","('Ninja',)",Unlimited,,https://yugipedia.com/wiki/Goe_Goe_the_Gallant_Ninja,2023-01-03 19:51:13,,"('Effect Monster',)",Old
Goe Goe the Gallant Ninja,10236520,"('Trigger Effect',)","('Ninja',)",Unlimited,,https://yugipedia.com/wiki/Goe_Goe_the_Gallant_Ninja,2023-01-03 19:51:13,,"('Effect Monster',)",New
Goggle Golem,21155323,"('Condition', 'Continuous Effect', 'Unclassified effect')",,Unlimited,,https://yugipedia.com/wiki/Goggle_Golem,2022-04-21 06:09:10,,"('Effect Monster',)",Old
Goggle Golem,21155323,"('Condition', 'Continuous Effect', 'Unclassified effect')",,Unlimited,,https://yugipedia.com/wiki/Goggle_Golem,2022-04-21 06:09:10,,"('Effect Monster',)",New
Gogiga Gagagigo,39674352,,"('Gigo',)",Unlimited,,https://yugipedia.com/wiki/Gogiga_Gagagigo,2021-03-07 05:31:30,,"('Normal Monster',)",Old
Gogiga Gagagigo,39674352,,"('Gigo',)",Unlimited,,https://yugipedia.com/wiki/Gogiga_Gagagigo,2021-03-07 05:31:30,,"('Normal Monster',)",New
Gogogo Aristera & Dexia,91718579,"('Continuous Effect', 'Trigger Effect', 'Unclassified effect')","('Gogogo',)",Unlimited,,https://yugipedia.com/wiki/Gogogo_Aristera_%26_Dexia,2022-08-13 11:45:58,,"('Effect Monster',)",Old
