Card number,Set,Name,Rarity,Print,Page URL,Modification date,Release,Version
PSV-EN032,Pharaoh's Servant (25th Anniversary Edition),Respect Play,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN033,Pharaoh's Servant (25th Anniversary Edition),Magical Hats,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN034,Pharaoh's Servant (25th Anniversary Edition),Nobleman of Crossout,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN035,Pharaoh's Servant (25th Anniversary Edition),Nobleman of Extermination,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN036,Pharaoh's Servant (25th Anniversary Edition),The Shallow Grave,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN037,Pharaoh's Servant (25th Anniversary Edition),Premature Burial,"('Ultra Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN038,Pharaoh's Servant (25th Anniversary Edition),Inspection,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN039,Pharaoh's Servant (25th Anniversary Edition),Prohibition,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN040,Pharaoh's Servant (25th Anniversary Edition),Morphing Jar #2,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN041,Pharaoh's Servant (25th Anniversary Edition),Flame Champion,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN042,Pharaoh's Servant (25th Anniversary Edition),Twin-Headed Fire Dragon,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN043,Pharaoh's Servant (25th Anniversary Edition),Darkfire Soldier #1,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN044,Pharaoh's Servant (25th Anniversary Edition),Mr. Volcano,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN045,Pharaoh's Servant (25th Anniversary Edition),Darkfire Soldier #2,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN046,Pharaoh's Servant (25th Anniversary Edition),Kiseitai,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN047,Pharaoh's Servant (25th Anniversary Edition),Cyber Falcon,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN048,Pharaoh's Servant (25th Anniversary Edition),Flying Kamakiri #2,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN049,Pharaoh's Servant (25th Anniversary Edition),Sky Scout,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN050,Pharaoh's Servant (25th Anniversary Edition),Buster Blader,"('Ultra Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN051,Pharaoh's Servant (25th Anniversary Edition),Michizure,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN052,Pharaoh's Servant (25th Anniversary Edition),Minor Goblin Official,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN053,Pharaoh's Servant (25th Anniversary Edition),Gamble,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN054,Pharaoh's Servant (25th Anniversary Edition),Attack and Receive,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN055,Pharaoh's Servant (25th Anniversary Edition),Solemn Wishes,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN056,Pharaoh's Servant (25th Anniversary Edition),Skull Invitation,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN057,Pharaoh's Servant (25th Anniversary Edition),Bubonic Vermin,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN058,Pharaoh's Servant (25th Anniversary Edition),Dark Bat,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN059,Pharaoh's Servant (25th Anniversary Edition),Oni Tank T-34,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN060,Pharaoh's Servant (25th Anniversary Edition),Overdrive,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN061,Pharaoh's Servant (25th Anniversary Edition),Burning Land,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN062,Pharaoh's Servant (25th Anniversary Edition),Cold Wave,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN063,Pharaoh's Servant (25th Anniversary Edition),Fairy Meteor Crush,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN064,Pharaoh's Servant (25th Anniversary Edition),Limiter Removal,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN065,Pharaoh's Servant (25th Anniversary Edition),Rain of Mercy,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN066,Pharaoh's Servant (25th Anniversary Edition),Monster Recovery,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN067,Pharaoh's Servant (25th Anniversary Edition),Shift,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN068,Pharaoh's Servant (25th Anniversary Edition),Insect Imitation,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN069,Pharaoh's Servant (25th Anniversary Edition),Dimensionhole,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN070,Pharaoh's Servant (25th Anniversary Edition),Ground Collapse,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN071,Pharaoh's Servant (25th Anniversary Edition),Magic Drain,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN072,Pharaoh's Servant (25th Anniversary Edition),Infinite Dismissal,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN073,Pharaoh's Servant (25th Anniversary Edition),Gravity Bind,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN074,Pharaoh's Servant (25th Anniversary Edition),Type Zero Magic Crusher,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN075,Pharaoh's Servant (25th Anniversary Edition),Shadow of Eyes,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN076,Pharaoh's Servant (25th Anniversary Edition),The Legendary Fisherman,"('Ultra Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN077,Pharaoh's Servant (25th Anniversary Edition),Sword Hunter,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN078,Pharaoh's Servant (25th Anniversary Edition),Drill Bug,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN079,Pharaoh's Servant (25th Anniversary Edition),Deepsea Warrior,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN080,Pharaoh's Servant (25th Anniversary Edition),Bite Shoes,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN081,Pharaoh's Servant (25th Anniversary Edition),Spikebot,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN082,Pharaoh's Servant (25th Anniversary Edition),Invitation to a Dark Sleep,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN083,Pharaoh's Servant (25th Anniversary Edition),Thousand-Eyes Idol,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN084,Pharaoh's Servant (25th Anniversary Edition),Thousand-Eyes Restrict,"('Ultra Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN085,Pharaoh's Servant (25th Anniversary Edition),Girochin Kuwagata,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN086,Pharaoh's Servant (25th Anniversary Edition),Hayabusa Knight,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN087,Pharaoh's Servant (25th Anniversary Edition),Bombardment Beetle,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN088,Pharaoh's Servant (25th Anniversary Edition),4-Starred Ladybug of Doom,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN089,Pharaoh's Servant (25th Anniversary Edition),Gradius,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN090,Pharaoh's Servant (25th Anniversary Edition),Vampire Baby,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN091,Pharaoh's Servant (25th Anniversary Edition),Mad Sword Beast,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN092,Pharaoh's Servant (25th Anniversary Edition),Skull Mariner,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN093,Pharaoh's Servant (25th Anniversary Edition),The All-Seeing White Tiger,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN094,Pharaoh's Servant (25th Anniversary Edition),Goblin Attack Force,"('Ultra Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN095,Pharaoh's Servant (25th Anniversary Edition),Island Turtle,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN096,Pharaoh's Servant (25th Anniversary Edition),Wingweaver,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN097,Pharaoh's Servant (25th Anniversary Edition),Science Soldier,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN098,Pharaoh's Servant (25th Anniversary Edition),Souls of the Forgotten,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN099,Pharaoh's Servant (25th Anniversary Edition),Dokuroyaiba,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN100,Pharaoh's Servant (25th Anniversary Edition),The Fiend Megacyber,"('Ultra Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN101,Pharaoh's Servant (25th Anniversary Edition),Gearfried the Iron Knight,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN102,Pharaoh's Servant (25th Anniversary Edition),Insect Barrier,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN103,Pharaoh's Servant (25th Anniversary Edition),Beast of Talwar,"('Ultra Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-EN104,Pharaoh's Servant (25th Anniversary Edition),Imperial Order,"('Secret Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-EN),2023-05-15 17:58:54,2023-04-20,New
PSV-FR000,Pharaoh's Servant (25th Anniversary Edition),Jinzo,"('Secret Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-FR),2023-05-15 17:59:28,2023-04-20,New
PSV-FR001,Pharaoh's Servant (25th Anniversary Edition),Steel Ogre Grotto #2,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-FR),2023-05-15 17:59:28,2023-04-20,New
PSV-FR002,Pharaoh's Servant (25th Anniversary Edition),Three-Headed Geedo,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-FR),2023-05-15 17:59:28,2023-04-20,New
PSV-FR003,Pharaoh's Servant (25th Anniversary Edition),Parasite Paracide,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-FR),2023-05-15 17:59:28,2023-04-20,New
PSV-FR004,Pharaoh's Servant (25th Anniversary Edition),7 Completed,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-FR),2023-05-15 17:59:28,2023-04-20,New
PSV-FR005,Pharaoh's Servant (25th Anniversary Edition),Lightforce Sword,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-FR),2023-05-15 17:59:28,2023-04-20,New
PSV-FR006,Pharaoh's Servant (25th Anniversary Edition),Chain Destruction,"('Ultra Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-FR),2023-05-15 17:59:28,2023-04-20,New
PSV-FR007,Pharaoh's Servant (25th Anniversary Edition),Time Seal,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-FR),2023-05-15 17:59:28,2023-04-20,New
PSV-FR008,Pharaoh's Servant (25th Anniversary Edition),Graverobber,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-FR),2023-05-15 17:59:28,2023-04-20,New
PSV-FR009,Pharaoh's Servant (25th Anniversary Edition),Gift of The Mystical Elf,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-FR),2023-05-15 17:59:28,2023-04-20,New
PSV-FR010,Pharaoh's Servant (25th Anniversary Edition),The Eye of Truth,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-FR),2023-05-15 17:59:28,2023-04-20,New
PSV-FR011,Pharaoh's Servant (25th Anniversary Edition),Dust Tornado,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-FR),2023-05-15 17:59:28,2023-04-20,New
PSV-FR012,Pharaoh's Servant (25th Anniversary Edition),Call of the Haunted,"('Ultra Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-FR),2023-05-15 17:59:28,2023-04-20,New
PSV-FR013,Pharaoh's Servant (25th Anniversary Edition),Solomon's Lawbook,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-FR),2023-05-15 17:59:28,2023-04-20,New
PSV-FR014,Pharaoh's Servant (25th Anniversary Edition),Earthshaker,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-FR),2023-05-15 17:59:28,2023-04-20,New
PSV-FR015,Pharaoh's Servant (25th Anniversary Edition),Enchanted Javelin,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-FR),2023-05-15 17:59:28,2023-04-20,New
PSV-FR016,Pharaoh's Servant (25th Anniversary Edition),Mirror Wall,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-FR),2023-05-15 17:59:28,2023-04-20,New
PSV-FR017,Pharaoh's Servant (25th Anniversary Edition),Gust,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-FR),2023-05-15 17:59:28,2023-04-20,New
PSV-FR018,Pharaoh's Servant (25th Anniversary Edition),Driving Snow,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-FR),2023-05-15 17:59:28,2023-04-20,New
PSV-FR019,Pharaoh's Servant (25th Anniversary Edition),Armored Glass,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-FR),2023-05-15 17:59:28,2023-04-20,New
PSV-FR020,Pharaoh's Servant (25th Anniversary Edition),World Suppression,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-FR),2023-05-15 17:59:28,2023-04-20,New
PSV-FR021,Pharaoh's Servant (25th Anniversary Edition),Mystic Probe,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-FR),2023-05-15 17:59:28,2023-04-20,New
PSV-FR022,Pharaoh's Servant (25th Anniversary Edition),Metal Detector,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-FR),2023-05-15 17:59:28,2023-04-20,New
PSV-FR023,Pharaoh's Servant (25th Anniversary Edition),Numinous Healer,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-FR),2023-05-15 17:59:28,2023-04-20,New
PSV-FR024,Pharaoh's Servant (25th Anniversary Edition),Appropriate,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-FR),2023-05-15 17:59:28,2023-04-20,New
PSV-FR025,Pharaoh's Servant (25th Anniversary Edition),Forced Requisition,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-FR),2023-05-15 17:59:28,2023-04-20,New
PSV-FR026,Pharaoh's Servant (25th Anniversary Edition),DNA Surgery,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-FR),2023-05-15 17:59:28,2023-04-20,New
PSV-FR027,Pharaoh's Servant (25th Anniversary Edition),The Regulation of Tribe,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-FR),2023-05-15 17:59:28,2023-04-20,New
PSV-FR028,Pharaoh's Servant (25th Anniversary Edition),Backup Soldier,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-FR),2023-05-15 17:59:28,2023-04-20,New
PSV-FR029,Pharaoh's Servant (25th Anniversary Edition),Major Riot,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-FR),2023-05-15 17:59:28,2023-04-20,New
PSV-FR030,Pharaoh's Servant (25th Anniversary Edition),Ceasefire,"('Ultra Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-FR),2023-05-15 17:59:28,2023-04-20,New
PSV-FR031,Pharaoh's Servant (25th Anniversary Edition),Light of Intervention,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-FR),2023-05-15 17:59:28,2023-04-20,New
PSV-FR032,Pharaoh's Servant (25th Anniversary Edition),Respect Play,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Pharaoh%27s_Servant_(25th_Anniversary_Edition)_(TCG-FR),2023-05-15 17:59:28,2023-04-20,New
