Name,Password,Effect type,TCG status,OCG status,Page URL,Artwork,Modification date,Errata,Primary type,DEF,ATK,Page name,Version
Laval Burner,88958576,"('Unclassified effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Laval_Burner,,2022-04-20 14:07:07,,Effect Monster,1000,2100,,Old
Laval Burner,88958576,"('Unclassified effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Laval_Burner,,2022-04-20 14:07:07,"('Any',)",Effect Monster,1000,2100,Laval Burner,New
Laval Forest Sprite,15169262,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Laval_Forest_Sprite,,2022-04-20 14:37:32,,Effect Monster,200,300,,Old
Laval Forest Sprite,15169262,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Laval_Forest_Sprite,,2022-04-20 14:37:32,"('Any',)",Effect Monster,200,300,Laval Forest Sprite,New
Laval Judgment Lord,14047624,"('Condition', 'Ignition Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Laval_Judgment_Lord,,2021-11-22 14:14:09,,Effect Monster,1800,2700,,Old
Laval Judgment Lord,14047624,"('Condition', 'Ignition Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Laval_Judgment_Lord,,2021-11-22 14:14:09,"('Any',)",Effect Monster,1800,2700,Laval Judgment Lord,New
Laval Lakeside Lady,08041569,"('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Laval_Lakeside_Lady,,2022-04-20 14:25:54,,Effect Monster,200,200,,Old
Laval Lakeside Lady,08041569,"('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Laval_Lakeside_Lady,,2022-04-20 14:25:54,"('Any',)",Effect Monster,200,200,Laval Lakeside Lady,New
Laval Miller,89893715,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Laval_Miller,,2020-03-15 16:03:08,,Effect Monster,400,300,,Old
Laval Miller,89893715,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Laval_Miller,,2020-03-15 16:03:08,"('Any',)",Effect Monster,400,300,Laval Miller,New
Laval Phlogis,89609515,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Laval_Phlogis,,2021-11-22 14:14:57,,Effect Monster,800,1700,,Old
Laval Phlogis,89609515,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Laval_Phlogis,,2021-11-22 14:14:57,"('Any',)",Effect Monster,800,1700,Laval Phlogis,New
Laval Stennon,20374351,"('Quick Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Laval_Stennon,,2021-11-22 14:15:12,,Synchro Monster,1800,2700,,Old
Laval Stennon,20374351,"('Quick Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Laval_Stennon,,2021-11-22 14:15:12,"('Any',)",Synchro Monster,1800,2700,Laval Stennon,New
Laval Warrior,52786469,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Laval_Warrior,,2021-11-22 14:15:36,,Effect Monster,500,1800,,Old
Laval Warrior,52786469,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Laval_Warrior,,2021-11-22 14:15:36,"('Any',)",Effect Monster,500,1800,Laval Warrior,New
Laval the Greater,12986807,"('Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Laval_the_Greater,,2021-11-22 14:15:48,,Synchro Monster,800,2400,,Old
Laval the Greater,12986807,"('Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Laval_the_Greater,,2021-11-22 14:15:48,"('Any',)",Synchro Monster,800,2400,Laval the Greater,New
Lavalval Dragon,75991898,"('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Lavalval_Dragon,,2021-04-16 15:39:09,,Synchro Monster,1100,2000,,Old
Lavalval Dragon,75991898,"('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Lavalval_Dragon,,2021-04-16 15:39:09,"('Any',)",Synchro Monster,1100,2000,Lavalval Dragon,New
Lavalval Ignis,03989465,"('Quick Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Lavalval_Ignis,,2021-11-22 14:16:20,,Xyz Monster,1400,1800,,Old
Lavalval Ignis,03989465,"('Quick Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Lavalval_Ignis,,2021-11-22 14:16:20,"('Any',)",Xyz Monster,1400,1800,Lavalval Ignis,New
Layard the Liberator,67468948,"('Continuous Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Layard_the_Liberator,,2021-11-22 14:16:44,,Effect Monster,1500,1400,,Old
Layard the Liberator,67468948,"('Continuous Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Layard_the_Liberator,,2021-11-22 14:16:44,"('Any',)",Effect Monster,1500,1400,Layard the Liberator,New
Leafplace Plaice,50599453,"('Condition', 'Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Leafplace_Plaice,,2022-02-11 11:47:28,,Effect Monster,?,?,,Old
Leafplace Plaice,50599453,"('Condition', 'Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Leafplace_Plaice,,2022-02-11 11:47:28,,Effect Monster,,,Leafplace Plaice,New
Left Arm Offering,86541496,"('Activation condition', 'Condition', 'Cost', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Left_Arm_Offering,,2022-06-22 01:59:49,,,,,,Old
Left Arm Offering,86541496,"('Activation condition', 'Condition', 'Cost', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Left_Arm_Offering,,2022-06-22 01:59:49,"('Any',)",,,,Left Arm Offering,New
Legacy Hunter,87010442,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Legacy_Hunter,,2020-04-20 10:00:16,,Effect Monster,1500,1000,,Old
Legacy Hunter,87010442,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Legacy_Hunter,,2020-04-20 10:00:16,"('Any',)",Effect Monster,1500,1000,Legacy Hunter,New
Legacy of Yata-Garasu,30461781,"('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Legacy_of_Yata-Garasu,,2022-11-10 20:22:42,,,,,,Old
Legacy of Yata-Garasu,30461781,"('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Legacy_of_Yata-Garasu,,2022-11-10 20:22:42,"('Any',)",,,,Legacy of Yata-Garasu,New
Legend of Heart,89397517,"('Condition', 'Cost', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Legend_of_Heart,,2021-11-22 14:18:31,,,,,,Old
Legend of Heart,89397517,"('Condition', 'Cost', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Legend_of_Heart,,2021-11-22 14:18:31,"('Any',)",,,,Legend of Heart,New
Legendary Black Belt,96458440,"('Condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Legendary_Black_Belt,,2021-03-07 05:50:54,,,,,,Old
Legendary Black Belt,96458440,"('Condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Legendary_Black_Belt,,2021-03-07 05:50:54,"('Any',)",,,,Legendary Black Belt,New
Legendary Dragon of White,,"('Condition', 'Summoning condition')",Illegal,Illegal,https://yugipedia.com/wiki/Legendary_Dragon_of_White,,2021-06-27 09:53:19,,Xyz Monster,2500,3000,,Old
Legendary Dragon of White,,"('Condition', 'Summoning condition')",Illegal,Illegal,https://yugipedia.com/wiki/Legendary_Dragon_of_White,,2021-06-27 09:53:19,"('Any',)",Xyz Monster,2500,3000,Legendary Dragon of White,New
Legendary Fiend,99747800,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Legendary_Fiend,,2022-04-29 10:46:30,,Effect Monster,1800,1500,,Old
Legendary Fiend,99747800,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Legendary_Fiend,,2022-04-29 10:46:30,"('Any',)",Effect Monster,1800,1500,Legendary Fiend,New
Legendary Flame Lord,60258960,"('Continuous Effect', 'Ignition Effect', 'Summoning condition')",Unlimited,Unlimited,https://yugipedia.com/wiki/Legendary_Flame_Lord,,2021-03-07 05:51:04,,Ritual Monster,2000,2400,,Old
Legendary Flame Lord,60258960,"('Continuous Effect', 'Ignition Effect', 'Summoning condition')",Unlimited,Unlimited,https://yugipedia.com/wiki/Legendary_Flame_Lord,,2021-03-07 05:51:04,"('Any',)",Ritual Monster,2000,2400,Legendary Flame Lord,New
Legendary Jujitsu Master,25773409,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Legendary_Jujitsu_Master,,2021-04-16 15:48:05,,Effect Monster,1800,1300,,Old
Legendary Jujitsu Master,25773409,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Legendary_Jujitsu_Master,,2021-04-16 15:48:05,"('Any',)",Effect Monster,1800,1300,Legendary Jujitsu Master,New
Legendary Knight Critias,85800949,"('Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Legendary_Knight_Critias,,2021-11-22 14:19:23,,Effect Monster,1800,2800,,Old
Legendary Knight Critias,85800949,"('Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Legendary_Knight_Critias,,2021-11-22 14:19:23,"('Any',)",Effect Monster,1800,2800,Legendary Knight Critias,New
Legendary Knight Hermos,84565800,"('Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Legendary_Knight_Hermos,,2021-11-22 14:19:39,,Effect Monster,1800,2800,,Old
Legendary Knight Hermos,84565800,"('Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Legendary_Knight_Hermos,,2021-11-22 14:19:39,"('Any',)",Effect Monster,1800,2800,Legendary Knight Hermos,New
Legendary Knight Timaeus,80019195,"('Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Legendary_Knight_Timaeus,,2021-11-22 14:19:51,,Effect Monster,1800,2800,,Old
Legendary Knight Timaeus,80019195,"('Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Legendary_Knight_Timaeus,,2021-11-22 14:19:51,"('Any',)",Effect Monster,1800,2800,Legendary Knight Timaeus,New
Legendary Magician of Dark,,"('Condition', 'Summoning condition')",Illegal,Illegal,https://yugipedia.com/wiki/Legendary_Magician_of_Dark,,2021-11-07 04:24:04,,Xyz Monster,2100,2500,,Old
Legendary Magician of Dark,,"('Condition', 'Summoning condition')",Illegal,Illegal,https://yugipedia.com/wiki/Legendary_Magician_of_Dark,,2021-11-07 04:24:04,"('Any',)",Xyz Monster,2100,2500,Legendary Magician of Dark,New
Legendary Maju Garzett,12338068,"('Continuous Effect', 'Summoning condition')",Unlimited,Unlimited,https://yugipedia.com/wiki/Legendary_Maju_Garzett,,2022-04-18 12:31:02,,Effect Monster,0,0,,Old
Legendary Maju Garzett,12338068,"('Continuous Effect', 'Summoning condition')",Unlimited,Unlimited,https://yugipedia.com/wiki/Legendary_Maju_Garzett,,2022-04-18 12:31:02,"('Any',)",Effect Monster,0,0,Legendary Maju Garzett,New
Legendary Six Samurai - Enishi,75116619,"('Condition', 'Continuous Effect', 'Quick Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Legendary_Six_Samurai_-_Enishi,,2022-07-29 08:38:52,,Effect Monster,700,1700,,Old
Legendary Six Samurai - Enishi,75116619,"('Condition', 'Continuous Effect', 'Quick Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Legendary_Six_Samurai_-_Enishi,,2022-07-29 08:38:52,"('Any',)",Effect Monster,700,1700,Legendary Six Samurai - Enishi,New
Legendary Six Samurai - Kageki,02511717,"('Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Legendary_Six_Samurai_-_Kageki,,2022-07-29 08:39:01,,Effect Monster,2000,200,,Old
Legendary Six Samurai - Kageki,02511717,"('Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Legendary_Six_Samurai_-_Kageki,,2022-07-29 08:39:01,"('Any',)",Effect Monster,2000,200,Legendary Six Samurai - Kageki,New
Legendary Six Samurai - Kizan,49721904,"('Continuous Effect', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Legendary_Six_Samurai_-_Kizan,,2022-07-29 08:39:10,,Effect Monster,500,1800,,Old
Legendary Six Samurai - Kizan,49721904,"('Continuous Effect', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Legendary_Six_Samurai_-_Kizan,,2022-07-29 08:39:10,"('Any',)",Effect Monster,500,1800,Legendary Six Samurai - Kizan,New
Legendary Six Samurai - Mizuho,74094021,"('Ignition Effect', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Legendary_Six_Samurai_-_Mizuho,,2022-07-29 08:39:19,,Effect Monster,1000,1600,,Old
Legendary Six Samurai - Mizuho,74094021,"('Ignition Effect', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Legendary_Six_Samurai_-_Mizuho,,2022-07-29 08:39:19,"('Any',)",Effect Monster,1000,1600,Legendary Six Samurai - Mizuho,New
Legendary Six Samurai - Shi En,29981921,"('Continuous Effect', 'Quick Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Legendary_Six_Samurai_-_Shi_En,,2022-07-29 08:39:30,,Synchro Monster,1400,2500,,Old
Legendary Six Samurai - Shi En,29981921,"('Continuous Effect', 'Quick Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Legendary_Six_Samurai_-_Shi_En,,2022-07-29 08:39:30,"('Any',)",Synchro Monster,1400,2500,Legendary Six Samurai - Shi En,New
Legendary Six Samurai - Shinai,48505422,"('Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Legendary_Six_Samurai_-_Shinai,,2022-07-29 08:39:58,,Effect Monster,1500,1500,,Old
Legendary Six Samurai - Shinai,48505422,"('Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Legendary_Six_Samurai_-_Shinai,,2022-07-29 08:39:58,"('Any',)",Effect Monster,1500,1500,Legendary Six Samurai - Shinai,New
Leghul,12472242,"('Continuous Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Leghul,,2023-01-03 18:01:34,,Effect Monster,350,300,,Old
Leghul,12472242,"('Continuous Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Leghul,,2023-01-03 18:01:34,"('Any',)",Effect Monster,350,300,Leghul,New
Legion the Fiend Jester,25280974,"('Condition', 'Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Legion_the_Fiend_Jester,,2021-07-12 12:14:41,,Effect Monster,1500,1300,,Old
Legion the Fiend Jester,25280974,"('Condition', 'Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Legion_the_Fiend_Jester,,2021-07-12 12:14:41,"('Any',)",Effect Monster,1500,1300,Legion the Fiend Jester,New
Lekunga,62543393,"('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Lekunga,,2022-07-08 15:18:50,,Effect Monster,500,1700,,Old
Lekunga,62543393,"('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Lekunga,,2022-07-08 15:18:50,"('Any',)",Effect Monster,500,1700,Lekunga,New
Lemon Magician Girl,34318086,"('Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Lemon_Magician_Girl,,2022-08-13 11:57:14,,Effect Monster,600,800,,Old
Lemon Magician Girl,34318086,"('Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Lemon_Magician_Girl,,2022-08-13 11:57:14,"('Any',)",Effect Monster,600,800,Lemon Magician Girl,New
"Lemuria, the Forgotten City",34103656,"('Condition', 'Continuous-like Effect', 'Ignition-like Effect')",Unlimited,Unlimited,"https://yugipedia.com/wiki/Lemuria,_the_Forgotten_City",,2022-06-16 17:16:08,,,,,,Old
"Lemuria, the Forgotten City",34103656,"('Condition', 'Continuous-like Effect', 'Ignition-like Effect')",Unlimited,Unlimited,"https://yugipedia.com/wiki/Lemuria,_the_Forgotten_City",,2022-06-16 17:16:08,"('Any',)",,,,"Lemuria, the Forgotten City",New
"Leo, the Keeper of the Sacred Tree",08561192,"('Continuous Effect',)",Unlimited,Unlimited,"https://yugipedia.com/wiki/Leo,_the_Keeper_of_the_Sacred_Tree",,2021-11-22 14:50:32,,Synchro Monster,1900,3100,,Old
"Leo, the Keeper of the Sacred Tree",08561192,"('Continuous Effect',)",Unlimited,Unlimited,"https://yugipedia.com/wiki/Leo,_the_Keeper_of_the_Sacred_Tree",,2021-11-22 14:50:32,"('Any',)",Synchro Monster,1900,3100,"Leo, the Keeper of the Sacred Tree",New
Lesser Fiend,16475472,"('Condition', 'Continuous Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Lesser_Fiend,"('Edited',)",2023-01-03 17:00:51,,Effect Monster,1000,2100,,Old
Lesser Fiend,16475472,"('Condition', 'Continuous Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Lesser_Fiend,"('Edited',)",2023-02-17 16:08:41,"('Any',)",Effect Monster,1000,2100,Lesser Fiend,New
Level Conversion Lab,84397023,"('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Level_Conversion_Lab,"('Edited',)",2023-01-04 22:20:39,,,,,,Old
Level Conversion Lab,84397023,"('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Level_Conversion_Lab,"('Edited',)",2023-01-04 22:20:39,"('Any',)",,,,Level Conversion Lab,New
Level Eater,57421866,"('Continuous Effect', 'Ignition Effect')",Forbidden,Forbidden,https://yugipedia.com/wiki/Level_Eater,,2022-04-21 17:21:15,,Effect Monster,0,600,,Old
Level Eater,57421866,"('Continuous Effect', 'Ignition Effect')",Forbidden,Forbidden,https://yugipedia.com/wiki/Level_Eater,,2022-04-21 17:21:15,"('Any',)",Effect Monster,0,600,Level Eater,New
Level Lifter,37198732,"('Cost', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Level_Lifter,,2021-03-07 05:51:58,,,,,,Old
Level Lifter,37198732,"('Cost', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Level_Lifter,,2021-03-07 05:51:58,"('Any',)",,,,Level Lifter,New
Level Limit - Area A,54976796,"('Continuous-like Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Level_Limit_-_Area_A,,2021-08-26 18:27:12,,,,,,Old
Level Limit - Area A,54976796,"('Continuous-like Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Level_Limit_-_Area_A,,2021-08-26 18:27:12,"('Any',)",,,,Level Limit - Area A,New
Level Limit - Area B,03136426,"('Continuous-like Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Level_Limit_-_Area_B,,2022-04-14 15:18:10,,,,,,Old
Level Limit - Area B,03136426,"('Continuous-like Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Level_Limit_-_Area_B,,2022-04-14 15:18:10,"('Any',)",,,,Level Limit - Area B,New
Level Modulation,61850482,"('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Level_Modulation,,2021-11-22 14:51:48,,,,,,Old
Level Modulation,61850482,"('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Level_Modulation,,2021-11-22 14:51:48,"('Any',)",,,,Level Modulation,New
Level Warrior,97385276,"('Summoning condition', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Level_Warrior,,2022-04-21 17:21:42,,Effect Monster,600,300,,Old
Level Warrior,97385276,"('Summoning condition', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Level_Warrior,,2022-04-21 17:21:42,"('Any',)",Effect Monster,600,300,Level Warrior,New
Levia-Dragon - Daedalus,37721209,"('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Levia-Dragon_-_Daedalus,,2022-09-16 21:50:49,,Effect Monster,1500,2600,,Old
Levia-Dragon - Daedalus,37721209,"('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Levia-Dragon_-_Daedalus,,2022-09-16 21:50:49,"('Any',)",Effect Monster,1500,2600,Levia-Dragon - Daedalus,New
Liberty at Last!,72022087,"('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Liberty_at_Last!,,2022-05-04 01:41:22,,,,,,Old
Liberty at Last!,72022087,"('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Liberty_at_Last!,,2022-05-04 01:41:22,"('Any',)",,,,Liberty at Last!,New
"Libic, Malebranche of the Burning Abyss",62957424,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,"https://yugipedia.com/wiki/Libic,_Malebranche_of_the_Burning_Abyss",,2022-07-09 04:16:16,,Effect Monster,700,1300,,Old
"Libic, Malebranche of the Burning Abyss",62957424,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,"https://yugipedia.com/wiki/Libic,_Malebranche_of_the_Burning_Abyss",,2022-07-09 04:16:16,"('Any',)",Effect Monster,700,1300,"Libic, Malebranche of the Burning Abyss",New
"Lich Lord, King of the Underworld",55818463,"('Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,"https://yugipedia.com/wiki/Lich_Lord,_King_of_the_Underworld",,2020-03-15 16:23:23,,Effect Monster,1200,2400,,Old
"Lich Lord, King of the Underworld",55818463,"('Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,"https://yugipedia.com/wiki/Lich_Lord,_King_of_the_Underworld",,2020-03-15 16:23:23,"('Any',)",Effect Monster,1200,2400,"Lich Lord, King of the Underworld",New
Life Absorbing Machine,14318794,"('Quick-like Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Life_Absorbing_Machine,"('Edited',)",2023-01-03 19:01:40,,,,,,Old
Life Absorbing Machine,14318794,"('Quick-like Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Life_Absorbing_Machine,"('Edited',)",2023-01-03 19:01:40,"('Any',)",,,,Life Absorbing Machine,New
Life Equalizer,17178486,"('Activation condition', 'Effect')",Unlimited,Forbidden,https://yugipedia.com/wiki/Life_Equalizer,,2021-03-07 05:52:11,,,,,,Old
Life Equalizer,17178486,"('Activation condition', 'Effect')",Unlimited,Forbidden,https://yugipedia.com/wiki/Life_Equalizer,,2021-03-07 05:52:11,"('Any',)",,,,Life Equalizer,New
Light End Dragon,25132288,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Light_End_Dragon,,2021-11-22 15:03:26,,Synchro Monster,2100,2600,,Old
Light End Dragon,25132288,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Light_End_Dragon,,2021-11-22 15:03:26,"('Any',)",Synchro Monster,2100,2600,Light End Dragon,New
Light and Darkness Dragon,47297616,"('Continuous Effect', 'Quick Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Light_and_Darkness_Dragon,,2022-10-30 01:02:01,,Effect Monster,2400,2800,,Old
Light and Darkness Dragon,47297616,"('Continuous Effect', 'Quick Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Light_and_Darkness_Dragon,,2022-10-30 01:02:01,"('Any',)",Effect Monster,2400,2800,Light and Darkness Dragon,New
Light of Intervention,62867251,"('Continuous-like Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Light_of_Intervention,,2023-01-03 18:17:56,,,,,,Old
Light of Intervention,62867251,"('Continuous-like Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Light_of_Intervention,,2023-01-03 18:17:56,"('Any',)",,,,Light of Intervention,New
Light of Redemption,02362787,"('Cost', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Light_of_Redemption,,2022-11-23 13:46:28,,,,,,Old
Light of Redemption,02362787,"('Cost', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Light_of_Redemption,,2022-11-23 13:46:28,"('Any',)",,,,Light of Redemption,New
Light-Imprisoning Mirror,53341729,"('Continuous-like Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Light-Imprisoning_Mirror,,2022-11-04 14:24:27,,,,,,Old
Light-Imprisoning Mirror,53341729,"('Continuous-like Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Light-Imprisoning_Mirror,,2022-11-04 14:24:27,"('Any',)",,,,Light-Imprisoning Mirror,New
Lighten the Load,37231841,"('Ignition-like Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Lighten_the_Load,,2022-04-21 17:21:59,,,,,,Old
Lighten the Load,37231841,"('Ignition-like Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Lighten_the_Load,,2022-04-21 17:21:59,"('Any',)",,,,Lighten the Load,New
Lightning Chidori,22653490,"('Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Lightning_Chidori,,2021-04-16 15:12:06,,Xyz Monster,1600,1900,,Old
Lightning Chidori,22653490,"('Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Lightning_Chidori,,2021-04-16 15:12:06,"('Any',)",Xyz Monster,1600,1900,Lightning Chidori,New
Lightning Vortex,69162969,"('Cost', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Lightning_Vortex,,2022-04-29 12:39:13,,,,,,Old
Lightning Vortex,69162969,"('Cost', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Lightning_Vortex,,2022-04-29 12:39:13,"('Any',)",,,,Lightning Vortex,New
Lightning Warrior,87259077,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Lightning_Warrior,,2021-08-21 22:40:07,,Synchro Monster,1200,2400,,Old
Lightning Warrior,87259077,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Lightning_Warrior,,2021-08-21 22:40:07,"('Any',)",Synchro Monster,1200,2400,Lightning Warrior,New
"Lightning, Dragon Ruler of Drafts",89185742,"('Condition', 'Ignition Effect')",Unlimited,Unlimited,"https://yugipedia.com/wiki/Lightning,_Dragon_Ruler_of_Drafts",,2022-04-11 15:37:46,,Effect Monster,1800,500,,Old
"Lightning, Dragon Ruler of Drafts",89185742,"('Condition', 'Ignition Effect')",Unlimited,Unlimited,"https://yugipedia.com/wiki/Lightning,_Dragon_Ruler_of_Drafts",,2022-04-11 15:37:46,"('Any',)",Effect Monster,1800,500,"Lightning, Dragon Ruler of Drafts",New
Lightpulsar Dragon,99365553,"('Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Lightpulsar_Dragon,,2023-01-03 18:45:13,,Effect Monster,1500,2500,,Old
Lightpulsar Dragon,99365553,"('Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Lightpulsar_Dragon,,2023-01-03 18:45:13,"('Any',)",Effect Monster,1500,2500,Lightpulsar Dragon,New
Lightray Daedalus,38737148,"('Ignition Effect', 'Summoning condition')",Unlimited,Unlimited,https://yugipedia.com/wiki/Lightray_Daedalus,,2023-01-03 17:46:10,,Effect Monster,1500,2600,,Old
