Card number,Name,Rarity,Print,Modification date,Series,Version
BROL-IT079,The Phantom Knights of Ragged Gloves,"('Ultra Rare',)",Reprint,2021-12-03 02:30:53,Battles of Legend,New
BROL-IT080,"Nibiru, the Primal Being","('Secret Rare',)",Reprint,2021-12-03 02:30:53,,Old
BROL-IT080,"Nibiru, the Primal Being","('Secret Rare',)",Reprint,2021-12-03 02:30:53,Battles of Legend,New
BROL-IT081,Infernoid Decatron,"('Ultra Rare',)",Reprint,2021-12-03 02:30:53,,Old
BROL-IT081,Infernoid Decatron,"('Ultra Rare',)",Reprint,2021-12-03 02:30:53,Battles of Legend,New
BROL-IT082,Infernoid Tierra,"('Secret Rare',)",Reprint,2021-12-03 02:30:53,,Old
BROL-IT082,Infernoid Tierra,"('Secret Rare',)",Reprint,2021-12-03 02:30:53,Battles of Legend,New
BROL-IT083,Wind-Up Arsenal Zenmaioh,"('Ultra Rare',)",Reprint,2021-12-03 02:30:53,,Old
BROL-IT083,Wind-Up Arsenal Zenmaioh,"('Ultra Rare',)",Reprint,2021-12-03 02:30:53,Battles of Legend,New
BROL-IT084,Inzektor Exa-Beetle,"('Ultra Rare',)",Reprint,2021-12-03 02:30:53,,Old
BROL-IT084,Inzektor Exa-Beetle,"('Ultra Rare',)",Reprint,2021-12-03 02:30:53,Battles of Legend,New
BROL-IT085,Downerd Magician,"('Ultra Rare',)",Reprint,2021-12-03 02:30:53,,Old
BROL-IT085,Downerd Magician,"('Ultra Rare',)",Reprint,2021-12-03 02:30:53,Battles of Legend,New
BROL-IT086,"Beatrice, Lady of the Eternal","('Ultra Rare',)",Reprint,2021-12-03 02:30:53,,Old
BROL-IT086,"Beatrice, Lady of the Eternal","('Ultra Rare',)",Reprint,2021-12-03 02:30:53,Battles of Legend,New
BROL-IT087,Relinquished Anima,"('Secret Rare',)",Reprint,2021-12-03 02:30:53,,Old
BROL-IT087,Relinquished Anima,"('Secret Rare',)",Reprint,2021-12-03 02:30:53,Battles of Legend,New
BROL-IT088,Allure of Darkness,"('Ultra Rare',)",Reprint,2021-12-03 02:30:53,,Old
BROL-IT088,Allure of Darkness,"('Ultra Rare',)",Reprint,2021-12-03 02:30:53,Battles of Legend,New
BROL-IT089,Fossil Dig,"('Ultra Rare',)",Reprint,2021-12-03 02:30:53,,Old
BROL-IT089,Fossil Dig,"('Ultra Rare',)",Reprint,2021-12-03 02:30:53,Battles of Legend,New
BROL-IT090,Forbidden Droplet,"('Secret Rare',)",Reprint,2021-12-03 02:30:53,,Old
BROL-IT090,Forbidden Droplet,"('Secret Rare',)",Reprint,2021-12-03 02:30:53,Battles of Legend,New
BROL-IT091,Rank-Up-Magic Argent Chaos Force,"('Ultra Rare',)",Reprint,2021-12-03 02:30:53,,Old
BROL-IT091,Rank-Up-Magic Argent Chaos Force,"('Ultra Rare',)",Reprint,2021-12-03 02:30:53,Battles of Legend,New
BROL-IT092,Resurgam Xyz,"('Ultra Rare',)",Reprint,2021-12-03 02:30:53,,Old
BROL-IT092,Resurgam Xyz,"('Ultra Rare',)",Reprint,2021-12-03 02:30:53,Battles of Legend,New
BROL-IT093,Void Feast,"('Ultra Rare',)",Reprint,2021-12-03 02:30:53,,Old
BROL-IT093,Void Feast,"('Ultra Rare',)",Reprint,2021-12-03 02:30:53,Battles of Legend,New
BROL-IT094,Red-Eyes Dark Dragoon,"('Starlight Rare',)",Reprint,2021-12-03 02:30:53,,Old
BROL-IT094,Red-Eyes Dark Dragoon,"('Starlight Rare',)",Reprint,2021-12-03 02:30:53,Battles of Legend,New
BROL-PT000,Number 17: Leviathan Dragon,"('Starlight Rare',)",Reprint,2021-12-03 02:33:58,,Old
BROL-PT000,Number 17: Leviathan Dragon,"('Starlight Rare',)",Reprint,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT001,Kuribah,"('Ultra Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT001,Kuribah,"('Ultra Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT002,Kuribee,"('Ultra Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT002,Kuribee,"('Ultra Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT003,Kuriboo,"('Ultra Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT003,Kuriboo,"('Ultra Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT004,Kuribeh,"('Ultra Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT004,Kuribeh,"('Ultra Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT005,Kuribabylon,"('Ultra Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT005,Kuribabylon,"('Ultra Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT006,Five Star Twilight,"('Ultra Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT006,Five Star Twilight,"('Ultra Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT007,Yowie,"('Secret Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT007,Yowie,"('Secret Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT008,Penguin Sword,"('Ultra Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT008,Penguin Sword,"('Ultra Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT009,D - Force,"('Secret Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT009,D - Force,"('Secret Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT010,Doctor D,"('Ultra Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT010,Doctor D,"('Ultra Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT011,Dragonroid,"('Secret Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT011,Dragonroid,"('Secret Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT012,Rebirth Judgment,"('Secret Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT012,Rebirth Judgment,"('Secret Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT013,Ice Barrier,"('Ultra Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT013,Ice Barrier,"('Ultra Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT014,Ice Knight,"('Ultra Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT014,Ice Knight,"('Ultra Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT015,Summon Storm,"('Ultra Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT015,Summon Storm,"('Ultra Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT016,Wing Requital,"('Secret Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT016,Wing Requital,"('Secret Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT017,Noble Knight's Shield-Bearer,"('Secret Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT017,Noble Knight's Shield-Bearer,"('Secret Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT018,Horse of the Floral Knights,"('Ultra Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT018,Horse of the Floral Knights,"('Ultra Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT019,Noble Knight's Spearholder,"('Ultra Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT019,Noble Knight's Spearholder,"('Ultra Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT020,Centaur Mina,"('Secret Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT020,Centaur Mina,"('Secret Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT021,Ecole de Zone,"('Secret Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT021,Ecole de Zone,"('Secret Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT022,Soul Binding Gate,"('Ultra Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT022,Soul Binding Gate,"('Ultra Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT023,Piri Reis Map,"('Secret Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT023,Piri Reis Map,"('Secret Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT024,Ice Mirror,"('Ultra Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT024,Ice Mirror,"('Ultra Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT025,ZW - Sylphid Wing,"('Ultra Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT025,ZW - Sylphid Wing,"('Ultra Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT026,ZS - Ouroboros Sage,"('Ultra Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT026,ZS - Ouroboros Sage,"('Ultra Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT027,Ultimate Leo Utopia Ray,"('Secret Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT027,Ultimate Leo Utopia Ray,"('Secret Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT028,Zexal Catapult,"('Ultra Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT028,Zexal Catapult,"('Ultra Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT029,Silent Sea Nettle,"('Ultra Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT029,Silent Sea Nettle,"('Ultra Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT030,Number 4: Stealth Kragen,"('Secret Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT030,Number 4: Stealth Kragen,"('Secret Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT031,Stealth Kragen Spawn,"('Secret Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT031,Stealth Kragen Spawn,"('Secret Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT032,Grandpa Demetto,"('Secret Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT032,Grandpa Demetto,"('Secret Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT033,Doll House,"('Ultra Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT033,Doll House,"('Ultra Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT034,Starving Venemy Dragon,"('Secret Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT034,Starving Venemy Dragon,"('Secret Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT035,Speedroid Scratch,"('Secret Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT035,Speedroid Scratch,"('Secret Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT036,Lyrilusc - Bird Strike,"('Secret Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT036,Lyrilusc - Bird Strike,"('Secret Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT037,Toy Parade,"('Secret Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT037,Toy Parade,"('Secret Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT038,Cipher Biplane,"('Secret Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT038,Cipher Biplane,"('Secret Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT039,Cipher Interference,"('Ultra Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT039,Cipher Interference,"('Ultra Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT040,Double Exposure,"('Secret Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT040,Double Exposure,"('Secret Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT041,FA.I.ghting Spirit,"('Ultra Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT041,FA.I.ghting Spirit,"('Ultra Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT042,A.I.'s Show,"('Ultra Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT042,A.I.'s Show,"('Ultra Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT043,Appliancer Propelion,"('Ultra Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT043,Appliancer Propelion,"('Ultra Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT044,Appliancer Conversion,"('Ultra Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT044,Appliancer Conversion,"('Ultra Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT045,Altergeist Memorygant,"('Secret Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT045,Altergeist Memorygant,"('Secret Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT046,Altergeist Pookuery,"('Secret Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT046,Altergeist Pookuery,"('Secret Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT047,Altergeist Fijialert,"('Secret Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT047,Altergeist Fijialert,"('Secret Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT048,Right-Hand Shark,"('Ultra Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT048,Right-Hand Shark,"('Ultra Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT049,Left-Hand Shark,"('Ultra Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT049,Left-Hand Shark,"('Ultra Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT050,Hidden Fangs of Revenge,"('Ultra Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT050,Hidden Fangs of Revenge,"('Ultra Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT051,White Mirror,"('Ultra Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT051,White Mirror,"('Ultra Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT052,The Ice-Bound God,"('Ultra Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT052,The Ice-Bound God,"('Ultra Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT053,Astraltopia,"('Ultra Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT053,Astraltopia,"('Ultra Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT054,Zexal Field,"('Ultra Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT054,Zexal Field,"('Ultra Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT055,The Deal of Destiny,"('Ultra Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT055,The Deal of Destiny,"('Ultra Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT056,Numbers Protection,"('Ultra Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT056,Numbers Protection,"('Ultra Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT057,Number 99: Utopia Dragonar,"('Secret Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT057,Number 99: Utopia Dragonar,"('Secret Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT058,ZS - Utopic Sage,"('Secret Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT058,ZS - Utopic Sage,"('Secret Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT059,Number 39: Utopia,"('Ultra Rare',)",New artwork,2021-12-03 02:33:58,,Old
BROL-PT059,Number 39: Utopia,"('Ultra Rare',)",New artwork,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT060,Hyper Rank-Up-Magic Utopiforce,"('Ultra Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT060,Hyper Rank-Up-Magic Utopiforce,"('Ultra Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT061,Astral Kuriboh,"('Secret Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT061,Astral Kuriboh,"('Secret Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT062,Kuriboh,"('Ultra Rare',)",Reprint,2021-12-03 02:33:58,,Old
BROL-PT062,Kuriboh,"('Ultra Rare',)",Reprint,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT063,Kuribohrn,"('Ultra Rare',)",Reprint,2021-12-03 02:33:58,,Old
BROL-PT063,Kuribohrn,"('Ultra Rare',)",Reprint,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT064,Performapal Kuribohble,"('Secret Rare',)",Reprint,2021-12-03 02:33:58,,Old
BROL-PT064,Performapal Kuribohble,"('Secret Rare',)",Reprint,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT065,Detonate,"('Ultra Rare',)",Reprint,2021-12-03 02:33:58,,Old
BROL-PT065,Detonate,"('Ultra Rare',)",Reprint,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT066,Magicians' Souls,"('Secret Rare',)",Reprint,2021-12-03 02:33:58,,Old
BROL-PT066,Magicians' Souls,"('Secret Rare',)",Reprint,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT067,Red-Eyes Fusion,"('Ultra Rare',)",Reprint,2021-12-03 02:33:58,,Old
BROL-PT067,Red-Eyes Fusion,"('Ultra Rare',)",Reprint,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT068,Evil HERO Adusted Gold,"('Secret Rare',)",Reprint,2021-12-03 02:33:58,,Old
BROL-PT068,Evil HERO Adusted Gold,"('Secret Rare',)",Reprint,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT069,Evil HERO Malicious Bane,"('Secret Rare',)",Reprint,2021-12-03 02:33:58,,Old
BROL-PT069,Evil HERO Malicious Bane,"('Secret Rare',)",Reprint,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT070,Thought Ruler Archfiend,"('Ultra Rare',)",Reprint,2021-12-03 02:33:58,,Old
BROL-PT070,Thought Ruler Archfiend,"('Ultra Rare',)",Reprint,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT071,Shooting Star Dragon,"('Ultra Rare',)",Reprint,2021-12-03 02:33:58,,Old
BROL-PT071,Shooting Star Dragon,"('Ultra Rare',)",Reprint,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT072,Starlight Road,"('Ultra Rare',)",Reprint,2021-12-03 02:33:58,,Old
BROL-PT072,Starlight Road,"('Ultra Rare',)",Reprint,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT073,Number 89: Diablosis the Mind Hacker,"('Secret Rare',)",Reprint,2021-12-03 02:33:58,,Old
BROL-PT073,Number 89: Diablosis the Mind Hacker,"('Secret Rare',)",Reprint,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT074,"Gadarla, the Mystery Dust Kaiju","('Ultra Rare',)",Reprint,2021-12-03 02:33:58,,Old
BROL-PT074,"Gadarla, the Mystery Dust Kaiju","('Ultra Rare',)",Reprint,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT075,Interrupted Kaiju Slumber,"('Ultra Rare',)",Reprint,2021-12-03 02:33:58,,Old
BROL-PT075,Interrupted Kaiju Slumber,"('Ultra Rare',)",Reprint,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT076,Kaiju Capture Mission,"('Ultra Rare',)",Reprint,2021-12-03 02:33:58,,Old
BROL-PT076,Kaiju Capture Mission,"('Ultra Rare',)",Reprint,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT077,Eidos the Underworld Squire,"('Ultra Rare',)",Reprint,2021-12-03 02:33:58,,Old
BROL-PT077,Eidos the Underworld Squire,"('Ultra Rare',)",Reprint,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT078,Edea the Heavenly Squire,"('Ultra Rare',)",Reprint,2021-12-03 02:33:58,,Old
BROL-PT078,Edea the Heavenly Squire,"('Ultra Rare',)",Reprint,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT079,The Phantom Knights of Ragged Gloves,"('Ultra Rare',)",Reprint,2021-12-03 02:33:58,,Old
BROL-PT079,The Phantom Knights of Ragged Gloves,"('Ultra Rare',)",Reprint,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT080,"Nibiru, the Primal Being","('Secret Rare',)",Reprint,2021-12-03 02:33:58,,Old
BROL-PT080,"Nibiru, the Primal Being","('Secret Rare',)",Reprint,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT081,Infernoid Decatron,"('Ultra Rare',)",Reprint,2021-12-03 02:33:58,,Old
BROL-PT081,Infernoid Decatron,"('Ultra Rare',)",Reprint,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT082,Infernoid Tierra,"('Secret Rare',)",Reprint,2021-12-03 02:33:58,,Old
BROL-PT082,Infernoid Tierra,"('Secret Rare',)",Reprint,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT083,Wind-Up Arsenal Zenmaioh,"('Ultra Rare',)",Reprint,2021-12-03 02:33:58,,Old
BROL-PT083,Wind-Up Arsenal Zenmaioh,"('Ultra Rare',)",Reprint,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT084,Inzektor Exa-Beetle,"('Ultra Rare',)",New,2021-12-03 02:33:58,,Old
BROL-PT084,Inzektor Exa-Beetle,"('Ultra Rare',)",New,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT085,Downerd Magician,"('Ultra Rare',)",Reprint,2021-12-03 02:33:58,,Old
BROL-PT085,Downerd Magician,"('Ultra Rare',)",Reprint,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT086,"Beatrice, Lady of the Eternal","('Ultra Rare',)",Reprint,2021-12-03 02:33:58,,Old
BROL-PT086,"Beatrice, Lady of the Eternal","('Ultra Rare',)",Reprint,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT087,Relinquished Anima,"('Secret Rare',)",Reprint,2021-12-03 02:33:58,,Old
BROL-PT087,Relinquished Anima,"('Secret Rare',)",Reprint,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT088,Allure of Darkness,"('Ultra Rare',)",Reprint,2021-12-03 02:33:58,,Old
BROL-PT088,Allure of Darkness,"('Ultra Rare',)",Reprint,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT089,Fossil Dig,"('Ultra Rare',)",Reprint,2021-12-03 02:33:58,,Old
BROL-PT089,Fossil Dig,"('Ultra Rare',)",Reprint,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT090,Forbidden Droplet,"('Secret Rare',)",Reprint,2021-12-03 02:33:58,,Old
BROL-PT090,Forbidden Droplet,"('Secret Rare',)",Reprint,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT091,Rank-Up-Magic Argent Chaos Force,"('Ultra Rare',)",Reprint,2021-12-03 02:33:58,,Old
BROL-PT091,Rank-Up-Magic Argent Chaos Force,"('Ultra Rare',)",Reprint,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT092,Resurgam Xyz,"('Ultra Rare',)",Reprint,2021-12-03 02:33:58,,Old
BROL-PT092,Resurgam Xyz,"('Ultra Rare',)",Reprint,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT093,Void Feast,"('Ultra Rare',)",Reprint,2021-12-03 02:33:58,,Old
BROL-PT093,Void Feast,"('Ultra Rare',)",Reprint,2021-12-03 02:33:58,Battles of Legend,New
BROL-PT094,Red-Eyes Dark Dragoon,"('Starlight Rare',)",Reprint,2021-12-03 02:33:58,,Old
BROL-PT094,Red-Eyes Dark Dragoon,"('Starlight Rare',)",Reprint,2021-12-03 02:33:58,Battles of Legend,New
BROL-SP000,Number 17: Leviathan Dragon,"('Starlight Rare',)",Reprint,2021-12-03 02:34:05,,Old
BROL-SP000,Number 17: Leviathan Dragon,"('Starlight Rare',)",Reprint,2021-12-03 02:34:05,Battles of Legend,New
BROL-SP001,Kuribah,"('Ultra Rare',)",New,2021-12-03 02:34:05,,Old
BROL-SP001,Kuribah,"('Ultra Rare',)",New,2021-12-03 02:34:05,Battles of Legend,New
BROL-SP002,Kuribee,"('Ultra Rare',)",New,2021-12-03 02:34:05,,Old
BROL-SP002,Kuribee,"('Ultra Rare',)",New,2021-12-03 02:34:05,Battles of Legend,New
BROL-SP003,Kuriboo,"('Ultra Rare',)",New,2021-12-03 02:34:05,,Old
BROL-SP003,Kuriboo,"('Ultra Rare',)",New,2021-12-03 02:34:05,Battles of Legend,New
BROL-SP004,Kuribeh,"('Ultra Rare',)",New,2021-12-03 02:34:05,,Old
BROL-SP004,Kuribeh,"('Ultra Rare',)",New,2021-12-03 02:34:05,Battles of Legend,New
BROL-SP005,Kuribabylon,"('Ultra Rare',)",New,2021-12-03 02:34:05,,Old
BROL-SP005,Kuribabylon,"('Ultra Rare',)",New,2021-12-03 02:34:05,Battles of Legend,New
BROL-SP006,Five Star Twilight,"('Ultra Rare',)",New,2021-12-03 02:34:05,,Old
BROL-SP006,Five Star Twilight,"('Ultra Rare',)",New,2021-12-03 02:34:05,Battles of Legend,New
BROL-SP007,Yowie,"('Secret Rare',)",New,2021-12-03 02:34:05,,Old
BROL-SP007,Yowie,"('Secret Rare',)",New,2021-12-03 02:34:05,Battles of Legend,New
BROL-SP008,Penguin Sword,"('Ultra Rare',)",New,2021-12-03 02:34:05,,Old
BROL-SP008,Penguin Sword,"('Ultra Rare',)",New,2021-12-03 02:34:05,Battles of Legend,New
BROL-SP009,D - Force,"('Secret Rare',)",New,2021-12-03 02:34:05,,Old
BROL-SP009,D - Force,"('Secret Rare',)",New,2021-12-03 02:34:05,Battles of Legend,New
BROL-SP010,Doctor D,"('Ultra Rare',)",New,2021-12-03 02:34:05,,Old
BROL-SP010,Doctor D,"('Ultra Rare',)",New,2021-12-03 02:34:05,Battles of Legend,New
BROL-SP011,Dragonroid,"('Secret Rare',)",New,2021-12-03 02:34:05,,Old
BROL-SP011,Dragonroid,"('Secret Rare',)",New,2021-12-03 02:34:05,Battles of Legend,New
BROL-SP012,Rebirth Judgment,"('Secret Rare',)",New,2021-12-03 02:34:05,,Old
BROL-SP012,Rebirth Judgment,"('Secret Rare',)",New,2021-12-03 02:34:05,Battles of Legend,New
BROL-SP013,Ice Barrier,"('Ultra Rare',)",New,2021-12-03 02:34:05,,Old
BROL-SP013,Ice Barrier,"('Ultra Rare',)",New,2021-12-03 02:34:05,Battles of Legend,New
BROL-SP014,Ice Knight,"('Ultra Rare',)",New,2021-12-03 02:34:05,,Old
BROL-SP014,Ice Knight,"('Ultra Rare',)",New,2021-12-03 02:34:05,Battles of Legend,New
BROL-SP015,Summon Storm,"('Ultra Rare',)",New,2021-12-03 02:34:05,,Old
BROL-SP015,Summon Storm,"('Ultra Rare',)",New,2021-12-03 02:34:05,Battles of Legend,New
BROL-SP016,Wing Requital,"('Secret Rare',)",New,2021-12-03 02:34:05,,Old
BROL-SP016,Wing Requital,"('Secret Rare',)",New,2021-12-03 02:34:05,Battles of Legend,New
BROL-SP017,Noble Knight's Shield-Bearer,"('Secret Rare',)",New,2021-12-03 02:34:05,,Old
BROL-SP017,Noble Knight's Shield-Bearer,"('Secret Rare',)",New,2021-12-03 02:34:05,Battles of Legend,New
BROL-SP018,Horse of the Floral Knights,"('Ultra Rare',)",New,2021-12-03 02:34:05,,Old
BROL-SP018,Horse of the Floral Knights,"('Ultra Rare',)",New,2021-12-03 02:34:05,Battles of Legend,New
BROL-SP019,Noble Knight's Spearholder,"('Ultra Rare',)",New,2021-12-03 02:34:05,,Old
BROL-SP019,Noble Knight's Spearholder,"('Ultra Rare',)",New,2021-12-03 02:34:05,Battles of Legend,New
BROL-SP020,Centaur Mina,"('Secret Rare',)",New,2021-12-03 02:34:05,,Old
