Name,Password,Archseries,Effect type,TCG status,Page name,Page URL,Artwork,Modification date,Errata,Version
Number 1: Numeron Gate Ekam,15232745,"('Number', 'Number (Spell/Trap archetype)', 'Numeron', 'Numeron Gate')","('Continuous Effect', 'Trigger Effect')",Unlimited,Number 1: Numeron Gate Ekam,https://yugipedia.com/wiki/Number_1:_Numeron_Gate_Ekam,,2023-03-19 19:29:42,,New
Number 21: Frozen Lady Justice,57707471,,"('Continuous Effect', 'Ignition Effect', 'Summoning condition')",Unlimited,Number 21: Frozen Lady Justice,https://yugipedia.com/wiki/Number_21:_Frozen_Lady_Justice,,2023-03-19 19:30:09,,Old
Number 21: Frozen Lady Justice,57707471,"('Evolving Numbers', 'Number', 'Number (Spell/Trap archetype)')","('Continuous Effect', 'Ignition Effect', 'Summoning condition')",Unlimited,Number 21: Frozen Lady Justice,https://yugipedia.com/wiki/Number_21:_Frozen_Lady_Justice,,2023-03-19 19:30:09,,New
Number 25: Force Focus,64554883,,"('Quick Effect',)",Unlimited,Number 25: Force Focus,https://yugipedia.com/wiki/Number_25:_Force_Focus,,2023-03-19 19:31:02,"('Any',)",Old
Number 25: Force Focus,64554883,"('Number', 'Number (Spell/Trap archetype)')","('Quick Effect',)",Unlimited,Number 25: Force Focus,https://yugipedia.com/wiki/Number_25:_Force_Focus,,2023-03-19 19:31:02,"('Any',)",New
Number 26: Spaceway Octobypass,39622156,,"('Condition', 'Trigger Effect')",Unlimited,Number 26: Spaceway Octobypass,https://yugipedia.com/wiki/Number_26:_Spaceway_Octobypass,,2023-03-19 19:31:15,,Old
Number 26: Spaceway Octobypass,39622156,"('Number', 'Number (Spell/Trap archetype)')","('Condition', 'Trigger Effect')",Unlimited,Number 26: Spaceway Octobypass,https://yugipedia.com/wiki/Number_26:_Spaceway_Octobypass,,2023-03-19 19:31:15,,New
Number 27: Dreadnought Dreadnoid,08387138,,"('Condition', 'Continuous Effect', 'Trigger Effect')",Unlimited,Number 27: Dreadnought Dreadnoid,https://yugipedia.com/wiki/Number_27:_Dreadnought_Dreadnoid,,2023-03-19 19:31:29,,Old
Number 27: Dreadnought Dreadnoid,08387138,"('Number', 'Number (Spell/Trap archetype)')","('Condition', 'Continuous Effect', 'Trigger Effect')",Unlimited,Number 27: Dreadnought Dreadnoid,https://yugipedia.com/wiki/Number_27:_Dreadnought_Dreadnoid,,2023-03-19 19:31:29,,New
Number 28: Titanic Moth,53701457,,"('Continuous Effect', 'Trigger Effect')",Unlimited,Number 28: Titanic Moth,https://yugipedia.com/wiki/Number_28:_Titanic_Moth,,2023-03-19 19:31:39,,Old
Number 28: Titanic Moth,53701457,"('Evolving Numbers', 'Number', 'Number (Spell/Trap archetype)')","('Continuous Effect', 'Trigger Effect')",Unlimited,Number 28: Titanic Moth,https://yugipedia.com/wiki/Number_28:_Titanic_Moth,,2023-03-19 19:31:39,,New
Number 31: Embodiment of Punishment,95442074,,"('Continuous Effect', 'Quick Effect')",Unlimited,Number 31: Embodiment of Punishment,https://yugipedia.com/wiki/Number_31:_Embodiment_of_Punishment,,2023-03-19 19:32:37,"('Name',)",Old
Number 31: Embodiment of Punishment,95442074,"('Number', 'Number (Spell/Trap archetype)')","('Continuous Effect', 'Quick Effect')",Unlimited,Number 31: Embodiment of Punishment,https://yugipedia.com/wiki/Number_31:_Embodiment_of_Punishment,,2023-03-19 19:32:37,"('Name',)",New
Number 32: Shark Drake,65676461,,"('Trigger Effect',)",Unlimited,Number 32: Shark Drake,https://yugipedia.com/wiki/Number_32:_Shark_Drake,,2023-03-19 19:32:56,"('Any',)",Old
Number 32: Shark Drake,65676461,"('Number', 'Number (Spell/Trap archetype)', 'Shark (series)')","('Trigger Effect',)",Unlimited,Number 32: Shark Drake,https://yugipedia.com/wiki/Number_32:_Shark_Drake,,2023-03-19 19:32:56,"('Any',)",New
Number 34: Terror-Byte,32003338,,"('Ignition Effect',)",Unlimited,Number 34: Terror-Byte,https://yugipedia.com/wiki/Number_34:_Terror-Byte,"('Alternate',)",2023-03-19 19:33:27,"('Any',)",Old
Number 34: Terror-Byte,32003338,"('Number', 'Number (Spell/Trap archetype)')","('Ignition Effect',)",Unlimited,Number 34: Terror-Byte,https://yugipedia.com/wiki/Number_34:_Terror-Byte,"('Alternate',)",2023-03-19 19:33:27,"('Any',)",New
Number 35: Ravenous Tarantula,90162951,,"('Continuous Effect', 'Ignition Effect')",Unlimited,Number 35: Ravenous Tarantula,https://yugipedia.com/wiki/Number_35:_Ravenous_Tarantula,,2023-03-19 19:33:49,,Old
Number 35: Ravenous Tarantula,90162951,"('Evolving Numbers', 'Number', 'Number (Spell/Trap archetype)')","('Continuous Effect', 'Ignition Effect')",Unlimited,Number 35: Ravenous Tarantula,https://yugipedia.com/wiki/Number_35:_Ravenous_Tarantula,,2023-03-19 19:33:49,,New
Number 37: Hope Woven Dragon Spider Shark,37279508,,"('Condition', 'Trigger Effect')",Unlimited,Number 37: Hope Woven Dragon Spider Shark,https://yugipedia.com/wiki/Number_37:_Hope_Woven_Dragon_Spider_Shark,,2023-03-19 19:34:22,,Old
Number 37: Hope Woven Dragon Spider Shark,37279508,"('Evolving Numbers', 'Number', 'Number (Spell/Trap archetype)', 'Shark (series)')","('Condition', 'Trigger Effect')",Unlimited,Number 37: Hope Woven Dragon Spider Shark,https://yugipedia.com/wiki/Number_37:_Hope_Woven_Dragon_Spider_Shark,,2023-03-19 19:34:22,,New
Number 39: Utopia Double,62517849,,"('Condition', 'Quick Effect')",Unlimited,Number 39: Utopia Double,https://yugipedia.com/wiki/Number_39:_Utopia_Double,,2023-03-19 19:35:35,,Old
Number 39: Utopia Double,62517849,"('Number', 'Number (Spell/Trap archetype)', 'Utopia (archetype)', 'Utopic')","('Condition', 'Quick Effect')",Unlimited,Number 39: Utopia Double,https://yugipedia.com/wiki/Number_39:_Utopia_Double,,2023-03-19 19:35:35,,New
Number 39: Utopia Roots,84124261,,"('Trigger Effect',)",Unlimited,Number 39: Utopia Roots,https://yugipedia.com/wiki/Number_39:_Utopia_Roots,,2023-03-19 19:35:58,,Old
Number 39: Utopia Roots,84124261,"('Number', 'Number (Spell/Trap archetype)', 'Utopia (archetype)', 'Utopic')","('Trigger Effect',)",Unlimited,Number 39: Utopia Roots,https://yugipedia.com/wiki/Number_39:_Utopia_Roots,,2023-03-19 19:35:58,,New
Number 3: Cicada King,04997565,,"('Condition', 'Quick Effect', 'Trigger Effect')",Unlimited,Number 3: Cicada King,https://yugipedia.com/wiki/Number_3:_Cicada_King,,2023-03-19 19:36:10,,Old
Number 3: Cicada King,04997565,"('Barian Number', 'Number', 'Number (Spell/Trap archetype)')","('Condition', 'Quick Effect', 'Trigger Effect')",Unlimited,Number 3: Cicada King,https://yugipedia.com/wiki/Number_3:_Cicada_King,,2023-03-19 19:36:10,,New
Number 40: Gimmick Puppet of Strings,75433814,,"('Ignition Effect', 'Trigger Effect')",Unlimited,Number 40: Gimmick Puppet of Strings,https://yugipedia.com/wiki/Number_40:_Gimmick_Puppet_of_Strings,,2023-03-19 19:36:40,"('Any',)",Old
Number 40: Gimmick Puppet of Strings,75433814,"('Gimmick Puppet', 'Number', 'Number (Spell/Trap archetype)', 'Puppet')","('Ignition Effect', 'Trigger Effect')",Unlimited,Number 40: Gimmick Puppet of Strings,https://yugipedia.com/wiki/Number_40:_Gimmick_Puppet_of_Strings,,2023-03-19 19:36:40,"('Any',)",New
Number 42: Galaxy Tomahawk,10389142,,"('Ignition Effect',)",Forbidden,Number 42: Galaxy Tomahawk,https://yugipedia.com/wiki/Number_42:_Galaxy_Tomahawk,,2023-03-19 19:37:05,"('Any',)",Old
Number 42: Galaxy Tomahawk,10389142,"('Galaxy', 'Number', 'Number (Spell/Trap archetype)')","('Ignition Effect',)",Forbidden,Number 42: Galaxy Tomahawk,https://yugipedia.com/wiki/Number_42:_Galaxy_Tomahawk,,2023-03-19 19:37:05,"('Any',)",New
Number 43: Manipulator of Souls,56051086,,"('Continuous Effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,Number 43: Manipulator of Souls,https://yugipedia.com/wiki/Number_43:_Manipulator_of_Souls,,2023-03-19 19:37:16,"('Any',)",Old
Number 43: Manipulator of Souls,56051086,"('Number', 'Number (Spell/Trap archetype)')","('Continuous Effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,Number 43: Manipulator of Souls,https://yugipedia.com/wiki/Number_43:_Manipulator_of_Souls,,2023-03-19 19:37:16,"('Any',)",New
Number 48: Shadow Lich,01426714,,"('Continuous Effect', 'Quick Effect')",Unlimited,Number 48: Shadow Lich,https://yugipedia.com/wiki/Number_48:_Shadow_Lich,,2023-03-19 19:38:13,,Old
Number 48: Shadow Lich,01426714,"('Number', 'Number (Spell/Trap archetype)')","('Continuous Effect', 'Quick Effect')",Unlimited,Number 48: Shadow Lich,https://yugipedia.com/wiki/Number_48:_Shadow_Lich,,2023-03-19 19:38:13,,New
Number 4: Numeron Gate Catvari,04019153,,"('Continuous Effect', 'Trigger Effect')",Unlimited,Number 4: Numeron Gate Catvari,https://yugipedia.com/wiki/Number_4:_Numeron_Gate_Catvari,,2023-03-19 19:38:36,,Old
Number 4: Numeron Gate Catvari,04019153,"('Number', 'Number (Spell/Trap archetype)', 'Numeron', 'Numeron Gate')","('Continuous Effect', 'Trigger Effect')",Unlimited,Number 4: Numeron Gate Catvari,https://yugipedia.com/wiki/Number_4:_Numeron_Gate_Catvari,,2023-03-19 19:38:36,,New
Number 51: Finisher the Strong Arm,56292140,,"('Continuous Effect', 'Trigger Effect')",Unlimited,Number 51: Finisher the Strong Arm,https://yugipedia.com/wiki/Number_51:_Finisher_the_Strong_Arm,,2023-03-19 19:39:11,,Old
Number 51: Finisher the Strong Arm,56292140,"('Hole', 'Number', 'Number (Spell/Trap archetype)')","('Continuous Effect', 'Trigger Effect')",Unlimited,Number 51: Finisher the Strong Arm,https://yugipedia.com/wiki/Number_51:_Finisher_the_Strong_Arm,,2023-03-19 19:39:11,,New
Number 53: Heart-eartH,23998625,,"('Continuous Effect', 'Trigger Effect')",Unlimited,Number 53: Heart-eartH,https://yugipedia.com/wiki/Number_53:_Heart-eartH,,2023-06-09 04:30:18,,Old
Number 53: Heart-eartH,23998625,"('Heart', 'Number', 'Number (Spell/Trap archetype)')","('Continuous Effect', 'Trigger Effect')",Unlimited,Number 53: Heart-eartH,https://yugipedia.com/wiki/Number_53:_Heart-eartH,,2023-06-09 04:30:18,,New
Number 57: Tri-Head Dust Dragon,53244294,,"('Ignition Effect', 'Trigger Effect')",Unlimited,Number 57: Tri-Head Dust Dragon,https://yugipedia.com/wiki/Number_57:_Tri-Head_Dust_Dragon,,2023-03-19 19:40:20,"('Any',)",Old
Number 57: Tri-Head Dust Dragon,53244294,"('Number', 'Number (Spell/Trap archetype)')","('Ignition Effect', 'Trigger Effect')",Unlimited,Number 57: Tri-Head Dust Dragon,https://yugipedia.com/wiki/Number_57:_Tri-Head_Dust_Dragon,,2023-03-19 19:40:20,"('Any',)",New
Number 59: Crooked Cook,82697249,,"('Continuous Effect', 'Quick Effect')",Unlimited,Number 59: Crooked Cook,https://yugipedia.com/wiki/Number_59:_Crooked_Cook,,2023-03-19 19:40:56,"('Any',)",Old
Number 59: Crooked Cook,82697249,"('Number', 'Number (Spell/Trap archetype)')","('Continuous Effect', 'Quick Effect')",Unlimited,Number 59: Crooked Cook,https://yugipedia.com/wiki/Number_59:_Crooked_Cook,,2023-03-19 19:40:56,"('Any',)",New
Number 62: Galaxy-Eyes Prime Photon Dragon,31801517,,"('Continuous Effect', 'Quick Effect', 'Trigger Effect')",Unlimited,Number 62: Galaxy-Eyes Prime Photon Dragon,https://yugipedia.com/wiki/Number_62:_Galaxy-Eyes_Prime_Photon_Dragon,,2023-03-19 19:42:07,"('Any',)",Old
Number 62: Galaxy-Eyes Prime Photon Dragon,31801517,"('-Eyes Dragon', 'Galaxy', 'Galaxy-Eyes', 'Number', 'Number (Spell/Trap archetype)', 'Photon')","('Continuous Effect', 'Quick Effect', 'Trigger Effect')",Unlimited,Number 62: Galaxy-Eyes Prime Photon Dragon,https://yugipedia.com/wiki/Number_62:_Galaxy-Eyes_Prime_Photon_Dragon,,2023-06-17 18:04:45,"('Any',)",New
Number 63: Shamoji Soldier,89642993,,"('Condition', 'Ignition Effect')",Unlimited,Number 63: Shamoji Soldier,https://yugipedia.com/wiki/Number_63:_Shamoji_Soldier,,2023-03-19 19:42:20,,Old
Number 63: Shamoji Soldier,89642993,"('Number', 'Number (Spell/Trap archetype)')","('Condition', 'Ignition Effect')",Unlimited,Number 63: Shamoji Soldier,https://yugipedia.com/wiki/Number_63:_Shamoji_Soldier,,2023-03-19 19:42:20,,New
Number 65: Djinn Buster,03790062,"('Djinn', 'Mythyrian Numbers', 'Number', 'Number (Spell/Trap archetype)')","('Quick Effect',)",Unlimited,Number 65: Djinn Buster,https://yugipedia.com/wiki/Number_65:_Djinn_Buster,,2023-03-19 19:42:53,,Old
Number 65: Djinn Buster,03790062,"('Djinn', 'Mythyrian Numbers', 'Number', 'Number (Spell/Trap archetype)')","('Quick Effect',)",Unlimited,Number 65: Djinn Buster,https://yugipedia.com/wiki/Number_65:_Djinn_Buster,,2023-06-13 22:15:10,"('Any',)",New
Number 68: Sanaphond the Sky Prison,23085002,,"('Continuous Effect', 'Ignition Effect')",Unlimited,Number 68: Sanaphond the Sky Prison,https://yugipedia.com/wiki/Number_68:_Sanaphond_the_Sky_Prison,,2023-03-19 19:43:33,,Old
Number 68: Sanaphond the Sky Prison,23085002,"('Number', 'Number (Spell/Trap archetype)')","('Continuous Effect', 'Ignition Effect')",Unlimited,Number 68: Sanaphond the Sky Prison,https://yugipedia.com/wiki/Number_68:_Sanaphond_the_Sky_Prison,,2023-03-19 19:43:33,,New
Number 6: Chronomaly Atlandis,09161357,,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,Number 6: Chronomaly Atlandis,https://yugipedia.com/wiki/Number_6:_Chronomaly_Atlandis,,2023-03-19 19:44:09,"('Any',)",Old
Number 6: Chronomaly Atlandis,09161357,"('Chronomaly', 'Number', 'Number (Spell/Trap archetype)')","('Condition', 'Continuous Effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,Number 6: Chronomaly Atlandis,https://yugipedia.com/wiki/Number_6:_Chronomaly_Atlandis,,2023-03-19 19:44:09,"('Any',)",New
Number 70: Malevolent Sin,80796456,,"('Ignition Effect', 'Trigger Effect')",Unlimited,Number 70: Malevolent Sin,https://yugipedia.com/wiki/Number_70:_Malevolent_Sin,,2023-03-19 19:44:21,,Old
Number 70: Malevolent Sin,80796456,"('Evolving Numbers', 'Number', 'Number (Spell/Trap archetype)')","('Ignition Effect', 'Trigger Effect')",Unlimited,Number 70: Malevolent Sin,https://yugipedia.com/wiki/Number_70:_Malevolent_Sin,,2023-03-19 19:44:21,,New
Number 71: Rebarian Shark,59479050,,"('Ignition Effect', 'Trigger Effect')",Unlimited,Number 71: Rebarian Shark,https://yugipedia.com/wiki/Number_71:_Rebarian_Shark,,2023-03-16 04:41:38,"('Any',)",Old
Number 71: Rebarian Shark,59479050,"('Number', 'Number (Spell/Trap archetype)', 'Shark (series)')","('Ignition Effect', 'Trigger Effect')",Unlimited,Number 71: Rebarian Shark,https://yugipedia.com/wiki/Number_71:_Rebarian_Shark,,2023-03-16 04:41:38,"('Any',)",New
Number 72: Shogi Rook,75253697,,"('Ignition Effect',)",Unlimited,Number 72: Shogi Rook,https://yugipedia.com/wiki/Number_72:_Shogi_Rook,,2023-03-19 19:44:34,,Old
Number 72: Shogi Rook,75253697,"('Number', 'Number (Spell/Trap archetype)')","('Ignition Effect',)",Unlimited,Number 72: Shogi Rook,https://yugipedia.com/wiki/Number_72:_Shogi_Rook,,2023-06-13 22:19:27,"('Any',)",New
Number 74: Master of Blades,16037007,,"('Quick Effect',)",Unlimited,Number 74: Master of Blades,https://yugipedia.com/wiki/Number_74:_Master_of_Blades,,2023-03-19 19:45:04,,Old
Number 74: Master of Blades,16037007,"('Number', 'Number (Spell/Trap archetype)')","('Quick Effect',)",Unlimited,Number 74: Master of Blades,https://yugipedia.com/wiki/Number_74:_Master_of_Blades,,2023-03-19 19:45:04,,New
Number 77: The Seven Sins,62541668,,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Summoning condition')",Unlimited,Number 77: The Seven Sins,https://yugipedia.com/wiki/Number_77:_The_Seven_Sins,,2023-03-19 19:45:40,,Old
Number 77: The Seven Sins,62541668,"('Evolving Numbers', 'Number', 'Number (Spell/Trap archetype)')","('Condition', 'Continuous Effect', 'Ignition Effect', 'Summoning condition')",Unlimited,Number 77: The Seven Sins,https://yugipedia.com/wiki/Number_77:_The_Seven_Sins,,2023-03-19 19:45:40,,New
Number 79: Battlin' Boxer Nova Kaiser,71921856,,"('Continuous Effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,Number 79: Battlin' Boxer Nova Kaiser,https://yugipedia.com/wiki/Number_79:_Battlin%27_Boxer_Nova_Kaiser,,2023-05-27 11:27:59,,Old
Number 79: Battlin' Boxer Nova Kaiser,71921856,"(""Battlin' Boxer"", 'Number', 'Number (Spell/Trap archetype)')","('Continuous Effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,Number 79: Battlin' Boxer Nova Kaiser,https://yugipedia.com/wiki/Number_79:_Battlin%27_Boxer_Nova_Kaiser,,2023-05-27 11:27:59,,New
Number 83: Galaxy Queen,48928529,,"('Ignition Effect',)",Unlimited,Number 83: Galaxy Queen,https://yugipedia.com/wiki/Number_83:_Galaxy_Queen,,2023-03-19 19:47:14,"('Any',)",Old
Number 83: Galaxy Queen,48928529,"('Galaxy', 'Number', 'Number (Spell/Trap archetype)', 'Sparrow Family')","('Ignition Effect',)",Unlimited,Number 83: Galaxy Queen,https://yugipedia.com/wiki/Number_83:_Galaxy_Queen,,2023-03-19 19:47:14,"('Any',)",New
Number 86: Heroic Champion - Rhongomyniad,63504681,,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Trigger Effect')",Forbidden,Number 86: Heroic Champion - Rhongomyniad,https://yugipedia.com/wiki/Number_86:_Heroic_Champion_-_Rhongomyniad,,2023-03-19 19:47:59,"('Any',)",Old
Number 86: Heroic Champion - Rhongomyniad,63504681,"('Heroic', 'Heroic Champion', 'Number', 'Number (Spell/Trap archetype)')","('Condition', 'Continuous Effect', 'Ignition Effect', 'Trigger Effect')",Forbidden,Number 86: Heroic Champion - Rhongomyniad,https://yugipedia.com/wiki/Number_86:_Heroic_Champion_-_Rhongomyniad,,2023-03-19 19:47:59,"('Any',)",New
Number 88: Gimmick Puppet of Leo,48995978,,"('Condition', 'Ignition Effect')",Unlimited,Number 88: Gimmick Puppet of Leo,https://yugipedia.com/wiki/Number_88:_Gimmick_Puppet_of_Leo,,2023-03-19 19:48:29,,Old
Number 88: Gimmick Puppet of Leo,48995978,"('Duel winner', 'Gimmick Puppet', 'Number', 'Number (Spell/Trap archetype)', 'Puppet')","('Condition', 'Ignition Effect')",Unlimited,Number 88: Gimmick Puppet of Leo,https://yugipedia.com/wiki/Number_88:_Gimmick_Puppet_of_Leo,,2023-03-19 19:48:29,,New
Number 89: Diablosis the Mind Hacker,95474755,,"('Condition', 'Ignition Effect', 'Trigger Effect')",Forbidden,Number 89: Diablosis the Mind Hacker,https://yugipedia.com/wiki/Number_89:_Diablosis_the_Mind_Hacker,,2023-03-19 19:48:41,,Old
Number 89: Diablosis the Mind Hacker,95474755,"('Number', 'Number (Spell/Trap archetype)')","('Condition', 'Ignition Effect', 'Trigger Effect')",Forbidden,Number 89: Diablosis the Mind Hacker,https://yugipedia.com/wiki/Number_89:_Diablosis_the_Mind_Hacker,,2023-03-19 19:48:41,,New
Number 90: Galaxy-Eyes Photon Lord,08165596,,"('Condition', 'Continuous Effect', 'Quick Effect')",Unlimited,Number 90: Galaxy-Eyes Photon Lord,https://yugipedia.com/wiki/Number_90:_Galaxy-Eyes_Photon_Lord,,2023-03-19 19:49:09,,Old
Number 90: Galaxy-Eyes Photon Lord,08165596,"('Galaxy', 'Galaxy-Eyes', 'Number', 'Number (Spell/Trap archetype)', 'Photon')","('Condition', 'Continuous Effect', 'Quick Effect')",Unlimited,Number 90: Galaxy-Eyes Photon Lord,https://yugipedia.com/wiki/Number_90:_Galaxy-Eyes_Photon_Lord,,2023-03-19 19:49:09,,New
Number 92: Heart-eartH Dragon,97403510,"('Heart', 'Number', 'Number (Spell/Trap archetype)')","('Continuous Effect', 'Trigger Effect')",Unlimited,Number 92: Heart-eartH Dragon,https://yugipedia.com/wiki/Number_92:_Heart-eartH_Dragon,,2023-06-09 04:30:01,,Old
Number 92: Heart-eartH Dragon,97403510,"('Heart', 'Number', 'Number (Spell/Trap archetype)')","('Continuous Effect', 'Trigger Effect')",Unlimited,Number 92: Heart-eartH Dragon,https://yugipedia.com/wiki/Number_92:_Heart-eartH_Dragon,,2023-06-13 22:10:15,"('Any',)",New
Number 93: Utopia Kaiser,23187256,,"('Continuous Effect', 'Ignition Effect')",Unlimited,Number 93: Utopia Kaiser,https://yugipedia.com/wiki/Number_93:_Utopia_Kaiser,,2023-03-19 19:50:02,"('Any',)",Old
Number 93: Utopia Kaiser,23187256,"('Number', 'Number (Spell/Trap archetype)', 'Utopia (archetype)', 'Utopic')","('Continuous Effect', 'Ignition Effect')",Unlimited,Number 93: Utopia Kaiser,https://yugipedia.com/wiki/Number_93:_Utopia_Kaiser,,2023-03-19 19:50:02,"('Any',)",New
Number 95: Galaxy-Eyes Dark Matter Dragon,58820923,,"('Condition', 'Ignition Effect', 'Summoning condition', 'Trigger Effect')",Forbidden,Number 95: Galaxy-Eyes Dark Matter Dragon,https://yugipedia.com/wiki/Number_95:_Galaxy-Eyes_Dark_Matter_Dragon,,2023-03-19 19:50:36,,Old
Number 95: Galaxy-Eyes Dark Matter Dragon,58820923,"('-Eyes Dragon', 'Evolving Numbers', 'Galaxy', 'Galaxy-Eyes', 'Number', 'Number (Spell/Trap archetype)')","('Condition', 'Ignition Effect', 'Summoning condition', 'Trigger Effect')",Forbidden,Number 95: Galaxy-Eyes Dark Matter Dragon,https://yugipedia.com/wiki/Number_95:_Galaxy-Eyes_Dark_Matter_Dragon,,2023-03-19 19:50:36,,New
Number 97: Draglubion,28400508,,"('Condition', 'Continuous Effect', 'Ignition Effect')",Unlimited,Number 97: Draglubion,https://yugipedia.com/wiki/Number_97:_Draglubion,,2023-03-19 19:51:10,,Old
Number 97: Draglubion,28400508,"('Number', 'Number (Spell/Trap archetype)')","('Condition', 'Continuous Effect', 'Ignition Effect')",Unlimited,Number 97: Draglubion,https://yugipedia.com/wiki/Number_97:_Draglubion,,2023-03-19 19:51:10,,New
Number 98: Antitopian,55470553,,"('Condition', 'Quick Effect', 'Trigger Effect')",Unlimited,Number 98: Antitopian,https://yugipedia.com/wiki/Number_98:_Antitopian,,2023-05-31 20:15:16,"('Any',)",Old
Number 98: Antitopian,55470553,"('Number', 'Number (Spell/Trap archetype)', 'Utopic')","('Condition', 'Quick Effect', 'Trigger Effect')",Unlimited,Number 98: Antitopian,https://yugipedia.com/wiki/Number_98:_Antitopian,,2023-05-31 20:15:16,"('Any',)",New
Number 9: Dyson Sphere,01992816,,"('Ignition Effect', 'Quick Effect', 'Trigger Effect')",Unlimited,Number 9: Dyson Sphere,https://yugipedia.com/wiki/Number_9:_Dyson_Sphere,,2023-03-19 19:52:23,,Old
Number 9: Dyson Sphere,01992816,"('Number', 'Number (Spell/Trap archetype)')","('Ignition Effect', 'Quick Effect', 'Trigger Effect')",Unlimited,Number 9: Dyson Sphere,https://yugipedia.com/wiki/Number_9:_Dyson_Sphere,,2023-03-19 19:52:23,,New
Number C105: Battlin' Boxer Comet Cestus,85121942,,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Number C105: Battlin' Boxer Comet Cestus,https://yugipedia.com/wiki/Number_C105:_Battlin%27_Boxer_Comet_Cestus,,2023-05-27 11:25:18,,Old
Number C105: Battlin' Boxer Comet Cestus,85121942,"(""Battlin' Boxer"", 'Chaos', 'Number', 'Number (Spell/Trap archetype)', 'Number 10X', 'Number C', 'Number C10X')","('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Number C105: Battlin' Boxer Comet Cestus,https://yugipedia.com/wiki/Number_C105:_Battlin%27_Boxer_Comet_Cestus,,2023-05-27 11:25:18,,New
Number C107: Neo Galaxy-Eyes Tachyon Dragon,68396121,,"('Condition', 'Ignition Effect')",Unlimited,Number C107: Neo Galaxy-Eyes Tachyon Dragon,https://yugipedia.com/wiki/Number_C107:_Neo_Galaxy-Eyes_Tachyon_Dragon,,2023-03-19 19:56:06,"('Name',)",Old
Number C107: Neo Galaxy-Eyes Tachyon Dragon,68396121,"('-Eyes Dragon', 'Chaos', 'Galaxy', 'Galaxy-Eyes', 'Galaxy-Eyes Tachyon Dragon', 'Number', 'Number (Spell/Trap archetype)', 'Number 10X', 'Number C', 'Number C10X')","('Condition', 'Ignition Effect')",Unlimited,Number C107: Neo Galaxy-Eyes Tachyon Dragon,https://yugipedia.com/wiki/Number_C107:_Neo_Galaxy-Eyes_Tachyon_Dragon,,2023-03-19 19:56:06,"('Name',)",New
Number C1: Numeron Chaos Gate Sunya,79747096,,"('Summoning condition', 'Trigger Effect')",Unlimited,Number C1: Numeron Chaos Gate Sunya,https://yugipedia.com/wiki/Number_C1:_Numeron_Chaos_Gate_Sunya,,2023-03-19 19:56:55,,Old
Number C1: Numeron Chaos Gate Sunya,79747096,"('Chaos', 'Number', 'Number (Spell/Trap archetype)', 'Number C', 'Numeron')","('Summoning condition', 'Trigger Effect')",Unlimited,Number C1: Numeron Chaos Gate Sunya,https://yugipedia.com/wiki/Number_C1:_Numeron_Chaos_Gate_Sunya,,2023-03-19 19:56:55,,New
Number C39: Utopia Ray V,66970002,,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Number C39: Utopia Ray V,https://yugipedia.com/wiki/Number_C39:_Utopia_Ray_V,,2023-03-19 19:57:46,"('Any',)",Old
Number C39: Utopia Ray V,66970002,"('Chaos', 'Number', 'Number (Spell/Trap archetype)', 'Number C', 'Number C39', 'Utopia (archetype)', 'Utopic')","('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Number C39: Utopia Ray V,https://yugipedia.com/wiki/Number_C39:_Utopia_Ray_V,,2023-03-19 19:57:46,"('Any',)",New
Number C39: Utopia Ray Victory,87911394,,"('Condition', 'Continuous Effect', 'Trigger Effect')",Unlimited,Number C39: Utopia Ray Victory,https://yugipedia.com/wiki/Number_C39:_Utopia_Ray_Victory,,2023-03-19 19:58:06,,Old
Number C39: Utopia Ray Victory,87911394,"('Chaos', 'Number', 'Number (Spell/Trap archetype)', 'Number C', 'Number C39', 'Utopia (archetype)', 'Utopic')","('Condition', 'Continuous Effect', 'Trigger Effect')",Unlimited,Number C39: Utopia Ray Victory,https://yugipedia.com/wiki/Number_C39:_Utopia_Ray_Victory,,2023-03-19 19:58:06,,New
Number C43: High Manipulator of Chaos,32446630,,"('Condition', 'Continuous Effect', 'Ignition Effect')",Unlimited,Number C43: High Manipulator of Chaos,https://yugipedia.com/wiki/Number_C43:_High_Manipulator_of_Chaos,,2023-03-19 19:58:37,"('Any',)",Old
Number C43: High Manipulator of Chaos,32446630,"('Chaos', 'Number', 'Number (Spell/Trap archetype)', 'Number C')","('Condition', 'Continuous Effect', 'Ignition Effect')",Unlimited,Number C43: High Manipulator of Chaos,https://yugipedia.com/wiki/Number_C43:_High_Manipulator_of_Chaos,,2023-03-19 19:58:37,"('Any',)",New
