Name,Password,Card type,Property,Archseries,Attribute,Primary type,Secondary type,Monster type,Effect type,DEF,ATK,Level/Rank,TCG status,OCG status,TCG Speed Duel status,Page name,Page URL,Artwork,Modification date,Character
Horn of the Phantom Beast,21350571,Trap Card,Normal Trap Card,"('Phantom Beast',)",,,,,"('Continuous-like Effect', 'Effect', 'Trigger Effect')",,,,Unlimited,Unlimited,Unlimited,Horn of the Phantom Beast,https://yugipedia.com/wiki/Horn_of_the_Phantom_Beast,,2023-03-19 07:44:27,
Hourglass of Life,08783685,Monster Card,,,LIGHT,Normal Monster,,Fairy,,600,700,2,Unlimited,Unlimited,Unlimited,Hourglass of Life,https://yugipedia.com/wiki/Hourglass_of_Life,,2023-03-19 07:48:19,
Howl of the Wild,97922283,Trap Card,Continuous Trap Card,,,,,,"('Trigger Effect',)",,,,Unlimited,Unlimited,Unlimited,Howl of the Wild,https://yugipedia.com/wiki/Howl_of_the_Wild,,2023-03-19 07:49:11,
Human-Wave Tactics,30353551,Trap Card,Continuous Trap Card,,,,,,"('Quick-like Effect',)",,,,Unlimited,Unlimited,Unlimited,Human-Wave Tactics,https://yugipedia.com/wiki/Human-Wave_Tactics,,2023-04-06 19:41:27,
Hunter Dragon,96005454,Monster Card,,,DARK,Normal Monster,,Dragon,,100,1700,3,Unlimited,Unlimited,Unlimited,Hunter Dragon,https://yugipedia.com/wiki/Hunter_Dragon,,2023-03-19 07:52:59,
Hunting Instinct,11925569,Trap Card,Normal Trap Card,,,,,,"('Activation condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Hunting Instinct,https://yugipedia.com/wiki/Hunting_Instinct,,2023-03-19 07:54:09,
Hydrogeddon,22587018,Monster Card,,,WATER,Effect Monster,,Dinosaur,"('Trigger Effect',)",1000,1600,4,Unlimited,Unlimited,Unlimited,Hydrogeddon,https://yugipedia.com/wiki/Hydrogeddon,,2023-06-29 12:47:16,
Hyozanryu,62397231,Monster Card,,"('Gem Dragon',)",LIGHT,Normal Monster,,Dragon,,2800,2100,7,Unlimited,Unlimited,Unlimited,Hyozanryu,https://yugipedia.com/wiki/Hyozanryu,,2023-05-19 21:05:25,
Hyper Hammerhead,02671330,Monster Card,,,EARTH,Effect Monster,,Dinosaur,"('Trigger Effect',)",1200,1500,4,Unlimited,Unlimited,Unlimited,Hyper Hammerhead,https://yugipedia.com/wiki/Hyper_Hammerhead,,2023-05-18 20:03:22,
Hyper Metamorphosis,,Skill Card,,,,,,,,,,,Illegal,,Legal,Hyper Metamorphosis,https://yugipedia.com/wiki/Hyper_Metamorphosis,,2023-06-22 00:56:59,Weevil Underwood
I'm Just Gonna Attack!,,Skill Card,,,,,,,,,,,Illegal,,Limited 3,I'm Just Gonna Attack!,https://yugipedia.com/wiki/I%27m_Just_Gonna_Attack!,,2023-05-10 10:34:35,
I'm Just Gonna Attack!,,Skill Card,,,,,,,,,,,Illegal,,Limited 3,I'm Just Gonna Attack!,https://yugipedia.com/wiki/I%27m_Just_Gonna_Attack!,,2023-05-10 10:34:35,Joey Wheeler
I've Got Dino DNA!,,Skill Card,,,,,,,,,,,Illegal,,Legal,I've Got Dino DNA!,https://yugipedia.com/wiki/I%27ve_Got_Dino_DNA!,,2023-03-19 08:05:56,Tyranno Hassleberry
Il Blud,70595331,Monster Card,,,DARK,Effect Monster,"('Gemini monster',)",Zombie,"('Condition', 'Ignition Effect', 'Unclassified effect')",800,2100,6,Unlimited,Unlimited,Unlimited,Il Blud,https://yugipedia.com/wiki/Il_Blud,,2023-04-06 19:41:36,
Illusionist Faceless Mage,28546905,Monster Card,,,DARK,Normal Monster,,Spellcaster,,2200,1200,5,Unlimited,Unlimited,Unlimited,Illusionist Faceless Mage,https://yugipedia.com/wiki/Illusionist_Faceless_Mage,,2023-05-14 20:56:12,
Illusionist Faceless Magician,15173384,Monster Card,,,DARK,Effect Monster,,Spellcaster,"('Condition', 'Trigger Effect')",2200,1200,5,Unlimited,Unlimited,Unlimited,Illusionist Faceless Magician,https://yugipedia.com/wiki/Illusionist_Faceless_Magician,,2023-06-28 14:02:41,
Imairuka,41952656,Monster Card,,,WATER,Effect Monster,,Sea Serpent,"('Trigger Effect',)",1000,1000,2,Unlimited,Unlimited,Unlimited,Imairuka,https://yugipedia.com/wiki/Imairuka,,2023-03-19 08:26:48,
Imprisoned Queen Archfiend,52248570,Monster Card,,"('Archfiend',)",DARK,Effect Monster,,Fiend,"('Condition', 'Maintenance cost', 'Trigger Effect')",1700,2600,8,Unlimited,Unlimited,Unlimited,Imprisoned Queen Archfiend,https://yugipedia.com/wiki/Imprisoned_Queen_Archfiend,,2023-06-22 22:27:48,
Infernalqueen Archfiend,08581705,Monster Card,,"('Archfiend',)",FIRE,Effect Monster,,Fiend,"('Continuous Effect', 'Maintenance cost', 'Trigger Effect')",1500,900,4,Unlimited,Unlimited,Unlimited,Infernalqueen Archfiend,https://yugipedia.com/wiki/Infernalqueen_Archfiend,,2023-05-19 20:55:43,
Infernity Beast,07264861,Monster Card,,"('Infernity',)",DARK,Effect Monster,,Beast,"('Continuous Effect',)",1200,1600,3,Unlimited,Unlimited,Unlimited,Infernity Beast,https://yugipedia.com/wiki/Infernity_Beast,,2023-03-19 08:40:53,
Infernity Dwarf,25171661,Monster Card,,"('Infernity',)",DARK,Effect Monster,,Warrior,"('Continuous Effect',)",500,800,2,Unlimited,Unlimited,Unlimited,Infernity Dwarf,https://yugipedia.com/wiki/Infernity_Dwarf,,2023-03-19 08:42:57,
Inner Conflict,,Skill Card,,,,,,,,,,,Illegal,,Legal,Inner Conflict,https://yugipedia.com/wiki/Inner_Conflict,,2023-03-19 09:13:43,Yami Bakura
Insect Armor with Laser Cannon,03492538,Spell Card,Equip Spell Card,,,,,,"('Condition', 'Continuous-like Effect')",,,,Unlimited,Unlimited,Unlimited,Insect Armor with Laser Cannon,https://yugipedia.com/wiki/Insect_Armor_with_Laser_Cannon,,2023-03-19 09:14:31,
Insect Neglect,22991179,Spell Card,Continuous Spell Card,,,,,,"('Trigger Effect',)",,,,Unlimited,Unlimited,Unlimited,Insect Neglect,https://yugipedia.com/wiki/Insect_Neglect,,2023-06-17 06:29:39,
Insect Princess,37957847,Monster Card,,,WIND,Effect Monster,,Insect,"('Continuous Effect', 'Trigger Effect')",1200,1900,6,Unlimited,Unlimited,Unlimited,Insect Princess,https://yugipedia.com/wiki/Insect_Princess,,2023-05-18 19:58:52,
Insect Queen,91512835,Monster Card,,,EARTH,Effect Monster,,Insect,"('Continuous Effect', 'Trigger Effect')",2400,2200,7,Unlimited,Unlimited,Unlimited,Insect Queen,https://yugipedia.com/wiki/Insect_Queen,,2023-03-19 09:16:47,
Inspiration,25005816,Trap Card,Normal Trap Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Inspiration,https://yugipedia.com/wiki/Inspiration,,2023-03-19 09:18:42,
Interdimensional Matter Transporter,36261276,Trap Card,Normal Trap Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Interdimensional Matter Transporter,https://yugipedia.com/wiki/Interdimensional_Matter_Transporter,,2023-05-19 21:00:22,
Into the Darkness Below,,Skill Card,,,,,,,,,,,Illegal,,Legal,Into the Darkness Below,https://yugipedia.com/wiki/Into_the_Darkness_Below,,2023-03-19 09:24:16,Yami Bakura
Iron Blacksmith Kotetsu,73431236,Monster Card,,,FIRE,Effect Monster,"('Flip monster',)",Beast-Warrior,"('Trigger Effect',)",500,500,2,Unlimited,Unlimited,Unlimited,Iron Blacksmith Kotetsu,https://yugipedia.com/wiki/Iron_Blacksmith_Kotetsu,,2023-05-19 20:57:09,
Iron Draw,34559295,Spell Card,Normal Spell Card,,,,,,"('Activation condition', 'Condition', 'Effect', 'Lingering effect')",,,,Unlimited,Unlimited,Unlimited,Iron Draw,https://yugipedia.com/wiki/Iron_Draw,,2023-05-07 19:35:36,
It's Jinzo!,,Skill Card,,,,,,,,,,,Illegal,,Legal,It's Jinzo!,https://yugipedia.com/wiki/It%27s_Jinzo!,,2023-06-19 15:47:34,Espa Roba
It's My Lucky Day!,,Skill Card,,,,,,,,,,,Illegal,,Legal,It's My Lucky Day!,https://yugipedia.com/wiki/It%27s_My_Lucky_Day!,,2023-03-19 09:53:45,Joey Wheeler
"It's No Monster, It's a God!",,Skill Card,,,,,,,,,,,Illegal,,Legal,"It's No Monster, It's a God!","https://yugipedia.com/wiki/It%27s_No_Monster,_It%27s_a_God!",,2023-06-19 15:05:10,Seto Kaiba
It's a Toon World!,,Skill Card,Continuous Spell Card,"('Toon',)",,,,,,,,,Illegal,,Legal,It's a Toon World!,https://yugipedia.com/wiki/It%27s_a_Toon_World!,,2023-03-19 09:55:13,Maximillion Pegasus
Jack's Knight,90876561,Monster Card,,"('Three Musketeers of Face Cards',)",LIGHT,Normal Monster,,Warrior,,1000,1900,5,Unlimited,Unlimited,Unlimited,Jack's Knight,https://yugipedia.com/wiki/Jack%27s_Knight,,2023-03-19 09:59:38,
Jade Knight,44364207,Monster Card,,"('Konami Arcade Games',)",LIGHT,Effect Monster,,Machine,"('Continuous Effect', 'Trigger Effect')",1800,1000,4,Unlimited,Unlimited,Unlimited,Jade Knight,https://yugipedia.com/wiki/Jade_Knight,,2023-03-19 10:01:08,
Jar of Avarice,98954106,Trap Card,Normal Trap Card,"('Greed (series)',)",,,,,"('Condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Jar of Avarice,https://yugipedia.com/wiki/Jar_of_Avarice,,2023-03-19 10:13:56,
Jar of Greed,83968380,Trap Card,Normal Trap Card,"('Greed (series)',)",,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Jar of Greed,https://yugipedia.com/wiki/Jar_of_Greed,,2023-05-07 19:38:23,
Jinzo,77585513,Monster Card,,"('Jinzo (archetype)',)",DARK,Effect Monster,,Machine,"('Continuous Effect',)",1500,2400,6,Unlimited,Unlimited,Limited 1,Jinzo,https://yugipedia.com/wiki/Jinzo,"('Alternate',)",2023-05-15 19:28:56,
Jirai Gumo,94773007,Monster Card,,,EARTH,Effect Monster,,Insect,"('Trigger Effect',)",100,2200,4,Unlimited,Unlimited,Unlimited,Jirai Gumo,https://yugipedia.com/wiki/Jirai_Gumo,,2023-05-14 20:47:19,
Judgment of Anubis,55256016,Trap Card,Counter Trap Card,,,,,,"('Activation condition', 'Cost', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Judgment of Anubis,https://yugipedia.com/wiki/Judgment_of_Anubis,,2023-05-19 20:46:22,
Jurrac Herra,16111820,Monster Card,,"('Jurrac',)",FIRE,Effect Monster,,Dinosaur,"('Trigger Effect',)",1500,2300,6,Unlimited,Unlimited,Unlimited,Jurrac Herra,https://yugipedia.com/wiki/Jurrac_Herra,,2023-03-19 10:43:25,
Jurrac Iguanon,71106375,Monster Card,,"('Jurrac',)",FIRE,Effect Monster,,Dinosaur,"('Trigger Effect',)",700,1700,4,Unlimited,Unlimited,Unlimited,Jurrac Iguanon,https://yugipedia.com/wiki/Jurrac_Iguanon,,2023-03-19 10:43:40,
Jurrac Protops,23927545,Monster Card,,"('Jurrac',)",FIRE,Effect Monster,,Dinosaur,"('Continuous Effect',)",1200,1700,4,Unlimited,Unlimited,Unlimited,Jurrac Protops,https://yugipedia.com/wiki/Jurrac_Protops,,2023-03-19 10:44:35,
Jurrac Spinos,44689688,Monster Card,,"('Jurrac',)",FIRE,Effect Monster,,Dinosaur,"('Trigger Effect',)",1700,2600,7,Unlimited,Unlimited,Unlimited,Jurrac Spinos,https://yugipedia.com/wiki/Jurrac_Spinos,,2023-06-17 04:54:02,
Jurrac Stauriko,48411996,Monster Card,,"('Jurrac',)",FIRE,Effect Monster,,Dinosaur,"('Trigger Effect',)",400,500,2,Unlimited,Unlimited,Unlimited,Jurrac Stauriko,https://yugipedia.com/wiki/Jurrac_Stauriko,,2023-06-18 16:30:09,
Jurrac Tyrannus,62701967,Monster Card,,"('Jurrac',)",FIRE,Effect Monster,,Dinosaur,"('Ignition Effect', 'Trigger Effect')",1400,2500,7,Unlimited,Unlimited,Unlimited,Jurrac Tyrannus,https://yugipedia.com/wiki/Jurrac_Tyrannus,,2023-03-19 10:45:44,
Justi-Break,62271284,Trap Card,Normal Trap Card,,,,,,"('Activation condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Justi-Break,https://yugipedia.com/wiki/Justi-Break,,2023-03-19 10:46:53,
Kabazauls,51934376,Monster Card,,,WATER,Normal Monster,,Dinosaur,,1500,1700,4,Unlimited,Unlimited,Unlimited,Kabazauls,https://yugipedia.com/wiki/Kabazauls,,2023-03-19 10:48:14,
Kaibaman,34627841,Monster Card,,,LIGHT,Effect Monster,,Warrior,"('Ignition Effect',)",700,200,3,Unlimited,Unlimited,Unlimited,Kaibaman,https://yugipedia.com/wiki/Kaibaman,,2023-06-17 18:00:05,
Kairyu-Shin,76634149,Monster Card,,"('Kairyu-Shin (archetype)',)",WATER,Normal Monster,,Sea Serpent,,1500,1800,5,Unlimited,Unlimited,Unlimited,Kairyu-Shin,https://yugipedia.com/wiki/Kairyu-Shin,,2023-03-19 10:52:43,
Kaiser Glider,52824910,Monster Card,,,LIGHT,Effect Monster,,Dragon,"('Continuous Effect', 'Trigger Effect')",2200,2400,6,Unlimited,Unlimited,Unlimited,Kaiser Glider,https://yugipedia.com/wiki/Kaiser_Glider,,2023-05-19 21:00:35,
Kaiser Sea Horse,17444133,Monster Card,,,LIGHT,Effect Monster,,Sea Serpent,"('Unclassified effect',)",1650,1700,4,Unlimited,Unlimited,Unlimited,Kaiser Sea Horse,https://yugipedia.com/wiki/Kaiser_Sea_Horse,,2023-03-19 10:54:10,
Kazejin,62340868,Monster Card,,,WIND,Effect Monster,,Spellcaster,"('Quick Effect',)",2200,2400,7,Unlimited,Unlimited,Unlimited,Kazejin,https://yugipedia.com/wiki/Kazejin,,2023-05-14 21:08:05,
Kelbek,54878498,Monster Card,,,EARTH,Effect Monster,,Fairy,"('Trigger Effect',)",1800,1500,4,Unlimited,Unlimited,Unlimited,Kelbek,https://yugipedia.com/wiki/Kelbek,,2023-05-19 20:54:20,
Keldo,80441106,Monster Card,,,EARTH,Effect Monster,,Fairy,"('Trigger Effect',)",1600,1200,4,Unlimited,Unlimited,Unlimited,Keldo,https://yugipedia.com/wiki/Keldo,,2023-05-19 20:54:27,
King of the Skull Servants,36021814,Monster Card,,"('Wight',)",DARK,Effect Monster,,Zombie,"('Continuous Effect', 'Trigger Effect')",0,?,1,Unlimited,Unlimited,Unlimited,King of the Skull Servants,https://yugipedia.com/wiki/King_of_the_Skull_Servants,,2023-06-17 18:19:06,
King's Knight,64788463,Monster Card,,"('Three Musketeers of Face Cards',)",LIGHT,Effect Monster,,Warrior,"('Trigger Effect',)",1400,1600,4,Unlimited,Unlimited,Unlimited,King's Knight,https://yugipedia.com/wiki/King%27s_Knight,,2023-06-19 15:16:59,
Knight of Legend,,Skill Card,,,,,,,,,,,Illegal,,Legal,Knight of Legend,https://yugipedia.com/wiki/Knight_of_Legend,,2023-03-19 11:27:30,Yami Yugi
Kumootoko,56283725,Monster Card,,,EARTH,Normal Monster,,Insect,,1400,700,3,Unlimited,Unlimited,Unlimited,Kumootoko,https://yugipedia.com/wiki/Kumootoko,,2023-05-14 13:15:48,
Kunai with Chain,37390589,Trap Card,Normal Trap Card,"('With Chain',)",,,,,"('Activation condition', 'Condition', 'Continuous-like Effect', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Kunai with Chain,https://yugipedia.com/wiki/Kunai_with_Chain,"('Alternate',)",2023-03-15 04:16:00,
Kuriboh,40640057,Monster Card,,"('Kuriboh (archetype)',)",DARK,Effect Monster,,Fiend,"('Quick Effect',)",200,300,1,Unlimited,Unlimited,Unlimited,Kuriboh,https://yugipedia.com/wiki/Kuriboh,"('Alternate',)",2023-05-18 20:51:31,
Kycoo the Ghost Destroyer,88240808,Monster Card,,"('Name-Inverted Spiritualist',)",DARK,Effect Monster,,Spellcaster,"('Continuous Effect', 'Trigger Effect')",700,1800,4,Unlimited,Unlimited,Unlimited,Kycoo the Ghost Destroyer,https://yugipedia.com/wiki/Kycoo_the_Ghost_Destroyer,,2023-03-19 11:59:44,
La Jinn the Mystical Genie of the Lamp,97590747,Monster Card,,,DARK,Normal Monster,,Fiend,,1000,1800,4,Unlimited,Unlimited,Unlimited,La Jinn the Mystical Genie of the Lamp,https://yugipedia.com/wiki/La_Jinn_the_Mystical_Genie_of_the_Lamp,"('Alternate',)",2023-05-14 22:12:49,
Labyrinth Wall,67284908,Monster Card,,"('Labyrinth Wall (archetype)',)",EARTH,Normal Monster,,Rock,,3000,0,5,Unlimited,Unlimited,Unlimited,Labyrinth Wall,https://yugipedia.com/wiki/Labyrinth_Wall,,2023-05-17 12:01:35,
Labyrinth of Nightmare,66526672,Trap Card,Continuous Trap Card,,,,,,"('Trigger Effect',)",,,,Unlimited,Unlimited,Unlimited,Labyrinth of Nightmare (card),https://yugipedia.com/wiki/Labyrinth_of_Nightmare_(card),,2023-03-19 12:03:55,
Lady Assailant of Flames,90147755,Monster Card,,,FIRE,Effect Monster,"('Flip monster',)",Pyro,"('Flip effect',)",1000,1500,4,Unlimited,Unlimited,Unlimited,Lady Assailant of Flames,https://yugipedia.com/wiki/Lady_Assailant_of_Flames,,2023-03-19 12:04:10,
Lancer Archfiend,79418153,Monster Card,,"('Archfiend',)",DARK,Effect Monster,,Fiend,"('Trigger Effect',)",1400,1600,4,Unlimited,Unlimited,Unlimited,Lancer Archfiend,https://yugipedia.com/wiki/Lancer_Archfiend,,2023-03-19 12:07:20,
Land of the Ojamas,,Skill Card,Field Spell Card,"('Ojama',)",,,,,,,,,Illegal,,Legal,Land of the Ojamas (Skill Card),https://yugipedia.com/wiki/Land_of_the_Ojamas_(Skill_Card),,2023-03-19 12:08:07,Chazz Princeton
Laser Cannon Armor,77007920,Spell Card,Equip Spell Card,,,,,,"('Condition', 'Continuous-like Effect')",,,,Unlimited,Unlimited,Unlimited,Laser Cannon Armor,https://yugipedia.com/wiki/Laser_Cannon_Armor,,2023-05-14 13:12:31,
Last Gamble,,Skill Card,,,,,,,,,,,Illegal,,Legal,Last Gamble,https://yugipedia.com/wiki/Last_Gamble,,2023-03-19 12:11:06,Joey Wheeler
Launcher Spider,87322377,Monster Card,,,FIRE,Normal Monster,,Machine,,2500,2200,7,Unlimited,Unlimited,Unlimited,Launcher Spider,https://yugipedia.com/wiki/Launcher_Spider,"('Alternate',)",2023-05-14 20:46:02,
Lava Golem,00102380,Monster Card,,,FIRE,Effect Monster,,Fiend,"('Condition', 'Summoning condition', 'Trigger Effect')",2500,3000,8,Unlimited,Unlimited,Unlimited,Lava Golem,https://yugipedia.com/wiki/Lava_Golem,,2023-05-07 15:10:32,
Legendary Fiend,99747800,Monster Card,,,DARK,Effect Monster,,Fiend,"('Trigger Effect',)",1800,1500,6,Unlimited,Unlimited,Unlimited,Legendary Fiend,https://yugipedia.com/wiki/Legendary_Fiend,,2023-03-19 12:28:35,
Legendary Jujitsu Master,25773409,Monster Card,,,EARTH,Effect Monster,,Rock,"('Trigger Effect',)",1800,1300,3,Unlimited,Unlimited,Unlimited,Legendary Jujitsu Master,https://yugipedia.com/wiki/Legendary_Jujitsu_Master,,2023-04-06 19:41:37,
Legendary Sword,61854111,Spell Card,Equip Spell Card,,,,,,"('Condition', 'Continuous-like Effect')",,,,Unlimited,Unlimited,Unlimited,Legendary Sword,https://yugipedia.com/wiki/Legendary_Sword,,2023-05-14 13:27:32,
Legion the Fiend Jester,25280974,Monster Card,,,DARK,Effect Monster,,Spellcaster,"('Condition', 'Continuous Effect', 'Trigger Effect')",1500,1300,4,Unlimited,Unlimited,Unlimited,Legion the Fiend Jester,https://yugipedia.com/wiki/Legion_the_Fiend_Jester,,2023-03-19 12:32:51,
Lesser Fiend,16475472,Monster Card,,"('Archfiend',)",DARK,Effect Monster,,Fiend,"('Condition', 'Continuous Effect')",1000,2100,5,Unlimited,Unlimited,Unlimited,Lesser Fiend,https://yugipedia.com/wiki/Lesser_Fiend,"('Edited',)",2023-06-19 18:41:12,
Level Up!,25290459,Spell Card,Normal Spell Card,,,,,,"('Cost', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Level Up!,https://yugipedia.com/wiki/Level_Up!,,2023-03-19 12:40:30,
Levia-Dragon - Daedalus,37721209,Monster Card,,"('Daedalus',)",WATER,Effect Monster,,Sea Serpent,"('Ignition Effect',)",1500,2600,7,Unlimited,Unlimited,Unlimited,Levia-Dragon - Daedalus,https://yugipedia.com/wiki/Levia-Dragon_-_Daedalus,,2023-06-20 20:39:05,
Lightforce Sword,49587034,Trap Card,Normal Trap Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Lightforce Sword,https://yugipedia.com/wiki/Lightforce_Sword,,2023-05-15 19:27:06,
Lightning Blade,55226821,Spell Card,Equip Spell Card,,,,,,"('Condition', 'Continuous-like Effect')",,,,Unlimited,Unlimited,Unlimited,Lightning Blade,https://yugipedia.com/wiki/Lightning_Blade,,2023-03-15 02:06:34,
Limit Impulse,82324105,Trap Card,Normal Trap Card,,,,,,"('Cost', 'Effect', 'Lingering effect')",,,,Unlimited,Unlimited,Unlimited,Limit Impulse,https://yugipedia.com/wiki/Limit_Impulse,,2023-03-19 13:00:39,
Little-Winguard,90790253,Monster Card,,,WIND,Effect Monster,,Warrior,"('Trigger Effect',)",1800,1400,4,Unlimited,Unlimited,Unlimited,Little-Winguard,https://yugipedia.com/wiki/Little-Winguard,,2023-05-19 21:09:50,
Living Fossil,34959756,Spell Card,Equip Spell Card,,,,,,"('Condition', 'Continuous-like Effect', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Living Fossil,https://yugipedia.com/wiki/Living_Fossil,,2023-03-19 13:14:58,
Looking into the Future,,Skill Card,,,,,,,,,,,Illegal,,Legal,Looking into the Future,https://yugipedia.com/wiki/Looking_into_the_Future,,2023-03-19 13:18:37,Aster Phoenix
Lord of D.,17985575,Monster Card,,,DARK,Effect Monster,,Spellcaster,"('Continuous Effect',)",1100,1200,4,Unlimited,Unlimited,Unlimited,Lord of D.,https://yugipedia.com/wiki/Lord_of_D.,,2023-05-14 22:23:13,
Lost Blue Breaker,95231062,Monster Card,,,WATER,Effect Monster,,Sea Serpent,"('Ignition Effect',)",0,1400,3,Unlimited,Unlimited,Unlimited,Lost Blue Breaker,https://yugipedia.com/wiki/Lost_Blue_Breaker,,2023-03-19 13:23:13,
Lost Wind,74003290,Trap Card,Normal Trap Card,,,,,,"('Effect', 'Trigger Effect')",,,,Unlimited,Unlimited,Unlimited,Lost Wind,https://yugipedia.com/wiki/Lost_Wind,,2023-06-16 14:45:43,
Loud Cloud the Storm Serpent,61465001,Monster Card,,,WATER,Effect Monster,,Reptile,"('Condition', 'Ignition Effect', 'Summoning condition')",2000,0,5,Unlimited,Unlimited,Unlimited,Loud Cloud the Storm Serpent,https://yugipedia.com/wiki/Loud_Cloud_the_Storm_Serpent,,2023-03-19 13:24:22,
Low Blow,,Skill Card,,,,,,,,,,,Illegal,,Legal,Low Blow,https://yugipedia.com/wiki/Low_Blow,,2023-03-19 13:25:08,Andrew
Luster Dragon,11091375,Monster Card,,"('Gem Dragon',)",WIND,Normal Monster,,Dragon,,1600,1900,4,Unlimited,Unlimited,Unlimited,Luster Dragon,https://yugipedia.com/wiki/Luster_Dragon,,2023-03-31 19:13:31,
Luster Dragon #2,17658803,Monster Card,,"('Gem Dragon',)",WIND,Normal Monster,,Dragon,,1400,2400,6,Unlimited,Unlimited,Unlimited,Luster Dragon 2,https://yugipedia.com/wiki/Luster_Dragon_2,,2023-03-31 19:13:12,
Machina Gearframe,42940404,Monster Card,,"('Machina',)",EARTH,Effect Monster,"('Union monster',)",Machine,"('Continuous-like Effect', 'Ignition Effect', 'Ignition-like Effect', 'Trigger Effect')",0,1800,4,Unlimited,Unlimited,Unlimited,Machina Gearframe,https://yugipedia.com/wiki/Machina_Gearframe,,2023-06-17 18:16:28,
Machina Peacekeeper,78349103,Monster Card,,"('Machina',)",EARTH,Effect Monster,"('Union monster',)",Machine,"('Continuous-like Effect', 'Ignition Effect', 'Ignition-like Effect', 'Trigger Effect')",400,500,2,Unlimited,Unlimited,Unlimited,Machina Peacekeeper,https://yugipedia.com/wiki/Machina_Peacekeeper,,2023-03-19 13:47:40,
Machine Angel Ascension,,Skill Card,,"('Machine Angel',)",,,,,,,,,Illegal,,Legal,Machine Angel Ascension,https://yugipedia.com/wiki/Machine_Angel_Ascension,,2023-03-19 13:50:34,Alexis Rhodes
Machine Angel Ritual,39996157,Spell Card,Ritual Spell Card,"('Machine Angel',)",,,,,"('Effect', 'Unclassified effect')",,,,Unlimited,Unlimited,Limited 3,Machine Angel Ritual,https://yugipedia.com/wiki/Machine_Angel_Ritual,,2023-05-10 10:36:14,
Machine Assembly Line,25518020,Spell Card,Continuous Spell Card,,,,,,"('Continuous-like Effect', 'Ignition-like Effect')",,,,Unlimited,Unlimited,Unlimited,Machine Assembly Line,https://yugipedia.com/wiki/Machine_Assembly_Line,,2023-03-19 13:51:21,
Machine Conversion Factory,25769732,Spell Card,Equip Spell Card,,,,,,"('Condition', 'Continuous-like Effect')",,,,Unlimited,Unlimited,Unlimited,Machine Conversion Factory,https://yugipedia.com/wiki/Machine_Conversion_Factory,,2023-05-14 13:10:36,
Machine King - 3000 B.C.,70406920,Trap Card,Continuous Trap Card,"('Machine King (series)', 'Trap Monster')",,,,,"('Condition', 'Effect', 'Ignition Effect')",,,,Unlimited,Unlimited,Unlimited,Machine King - 3000 B.C.,https://yugipedia.com/wiki/Machine_King_-_3000_B.C.,,2023-03-19 13:52:33,
Macro Cosmos,30241314,Trap Card,Continuous Trap Card,,,,,,"('Continuous-like Effect', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Macro Cosmos,https://yugipedia.com/wiki/Macro_Cosmos,"('Edited',)",2023-06-28 15:58:11,
Mad Reloader,31034919,Monster Card,,,DARK,Effect Monster,,Fiend,"('Trigger Effect',)",0,0,1,Unlimited,Unlimited,Unlimited,Mad Reloader,https://yugipedia.com/wiki/Mad_Reloader,,2023-03-31 18:03:09,
Mad Sword Beast,79870141,Monster Card,,,EARTH,Effect Monster,,Dinosaur,"('Continuous Effect',)",1200,1400,4,Unlimited,Unlimited,Unlimited,Mad Sword Beast,https://yugipedia.com/wiki/Mad_Sword_Beast,,2023-05-15 18:45:31,
Mage Power,83746708,Spell Card,Equip Spell Card,"('Prophecy',)",,,,,"('Continuous-like Effect',)",,,,Unlimited,Unlimited,Unlimited,Mage Power,https://yugipedia.com/wiki/Mage_Power,,2023-03-19 14:08:06,
Magic Drain,59344077,Trap Card,Counter Trap Card,,,,,,"('Activation condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Magic Drain,https://yugipedia.com/wiki/Magic_Drain,,2023-05-15 18:55:45,
Magic Formula,67227834,Spell Card,Equip Spell Card,,,,,,"('Condition', 'Continuous-like Effect', 'Trigger Effect')",,,,Unlimited,Unlimited,Unlimited,Magic Formula,https://yugipedia.com/wiki/Magic_Formula,,2023-06-19 13:25:42,
Magic Jammer,77414722,Trap Card,Counter Trap Card,,,,,,"('Activation condition', 'Cost', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Magic Jammer,https://yugipedia.com/wiki/Magic_Jammer,"('Edited',)",2023-06-19 18:28:42,
Magical Ghost,46474915,Monster Card,,,DARK,Normal Monster,,Zombie,,1400,1300,4,Unlimited,Unlimited,Unlimited,Magical Ghost,https://yugipedia.com/wiki/Magical_Ghost,,2023-03-19 14:17:17,
