Name,Legend,Maximum mode,Version
Meika Etraynze the Shadow Flower Venus,False,False,New
Meika Etraynzeyes the Shadow Flower Lunatic,True,True,Old
Meika Etraynzeyes the Shadow Flower Lunatic,False,False,New
Melchid the Four-Face Beast,True,True,Old
Melchid the Four-Face Beast,False,False,New
Melel the Beautiful Flame Spirit of the Lamp,True,True,Old
Melel the Beautiful Flame Spirit of the Lamp,False,False,New
Melo Melo Meeeg☆Uuultra Beam,True,True,Old
Melo Melo Meeeg☆Uuultra Beam,False,False,New
Meowonderful Rush,False,False,New
Meowonderful Rush,True,True,Old
Metal Armored Ant,True,True,Old
Metal Armored Ant,False,False,New
Metal Megaleon,False,False,New
Metal Megaleon,True,True,Old
Metarion Ashurastar,False,False,New
Metarion Ashurastar,True,True,Old
Metarion Eraclestar,False,False,New
Metarion Eraclestar,True,True,Old
Metarion King Cobrastar,True,True,Old
Metarion King Cobrastar,False,False,New
Metarion Ladonstar,False,False,New
Metarion Ladonstar,True,True,Old
Metarion Vritrastar,False,False,New
Metarion Vritrastar,True,True,Old
Meteor Black Dragon,False,False,New
Meteor Black Dragon,True,True,Old
Meteor Charge,True,True,Old
Meteor Charge,False,False,New
Meteor Dragon,True,True,Old
Meteor Dragon,False,False,New
Meteorhino,False,False,New
Meteorhino,True,True,Old
Meteorlarva,False,False,New
Meteorlarva,True,True,Old
Methyl the Flame Jinn of the Lamp,False,False,New
Methyl the Flame Jinn of the Lamp,True,True,Old
Mezame the Ringing Alarm,False,False,New
Mezame the Ringing Alarm,True,True,Old
Miginagi the Talismanic Warrior,True,True,Old
Miginagi the Talismanic Warrior,False,False,New
Milky Wave Neo,False,False,New
Milky Wave Neo,True,True,Old
Millennium Shield,True,False,New
Millennium Shield,True,True,Old
Mirage Dragon,True,False,New
Mirage Dragon,True,True,Old
Mirror Force,True,False,New
Mirror Force,True,True,Old
Mirroring Wyvern,False,False,New
Mirroring Wyvern,True,True,Old
Mismatched Rivalry,False,False,New
Mismatched Rivalry,True,True,Old
Miso Instant the Special Noodle Ninja,True,True,Old
Miso Instant the Special Noodle Ninja,False,False,New
Modorina the Light Retriever,True,True,Old
Modorina the Light Retriever,False,False,New
Moisturize,False,False,New
Moisturize,True,True,Old
Mokey Mokey,True,True,Old
Mokey Mokey,False,False,New
Monkey Roll the Sushi Fairy,False,False,New
Monkey Roll the Sushi Fairy,True,True,Old
Monster Reborn,True,False,New
Monster Reborn,True,True,Old
Monster Reincarnation,True,False,New
Monster Reincarnation,True,True,Old
Mother's Storm,True,True,Old
Mother's Storm,False,False,New
Mountain,False,False,New
Mountain,True,True,Old
Mr. Alche,False,False,New
Mr. Alche,True,True,Old
Multiple Adapter Unit,False,False,New
Multiple Adapter Unit,True,True,Old
Multistrike Dragon Dragias,True,True,Old
Multistrike Dragon Dragias,False,False,New
Mushroom Man,False,False,New
Mushroom Man,True,True,Old
Music Princess Art - Triplet,True,True,Old
Music Princess Art - Triplet,False,False,New
Music Princess's Breath,True,True,Old
Music Princess's Breath,False,False,New
Music Princess's Prelude,False,False,New
Music Princess's Prelude,True,True,Old
Music Princess's Solo Performance,False,False,New
Music Princess's Solo Performance,True,True,Old
Music Princess's Whirling Wind,False,False,New
Music Princess's Whirling Wind,True,True,Old
Mystery Handcuffs,True,True,Old
Mystery Handcuffs,False,False,New
Mystic Dealer,False,False,New
Mystic Dealer,True,True,Old
Mystic Roastman,True,True,Old
Mystic Roastman,False,False,New
Mystical Elf,True,False,New
Mystical Elf,True,True,Old
Mystical Sandbox,False,False,New
Mystical Sandbox,True,True,Old
Nandes the Fire Awakener,False,False,New
Nandes the Fire Awakener,True,True,Old
Nebula Power,False,False,New
Nebula Power,True,True,Old
Necromaid Nana,False,False,New
Necromaid Nana,True,True,Old
Necroman the Third,True,True,Old
Necroman the Third,False,False,New
Needlkyrie the Celestial Seamstress,True,True,Old
Needlkyrie the Celestial Seamstress,False,False,New
Nekogal #2,True,True,Old
Nekogal #2,False,False,New
Neo Plandish,True,True,Old
Neo Plandish,False,False,New
Nessus the Star Knight,True,True,Old
Nessus the Star Knight,False,False,New
Newsflash the Journalistic Juggernaut,False,False,New
Newsflash the Journalistic Juggernaut,True,True,Old
Night Vision the Phantom Pigeon,True,True,Old
Night Vision the Phantom Pigeon,False,False,New
Nightbringer Dragon,False,False,New
Nightbringer Dragon,True,True,Old
Nightmare Knock,False,False,New
Nightmare Knock,True,True,Old
Nikotamabot,False,False,New
Nikotamabot,True,True,Old
Nimble Lemming,False,False,New
Nimble Lemming,True,True,Old
Niwatori,False,False,New
Niwatori,True,True,Old
Northern Gyoza Girl,False,False,New
Northern Gyoza Girl,True,True,Old
Nova Spark,False,False,New
Nova Spark,True,True,Old
Nullstrike Dragon Zerogias,False,False,New
Nullstrike Dragon Zerogias,True,True,Old
Nuncharinet the Music Princess,True,True,Old
Nuncharinet the Music Princess,False,False,New
Nutrient Zero,True,True,Old
Nutrient Zero,False,False,New
Nuvia the Wicked Mischief Maker,True,True,Old
Nuvia the Wicked Mischief Maker,False,False,New
Odd-Eyes Twin Tail Cat,True,True,Old
Odd-Eyes Twin Tail Cat,False,False,New
Ojisan,True,True,Old
Ojisan,False,False,New
Omega Guitarna the Supreme Shining Superstar,True,True,Old
Omega Guitarna the Supreme Shining Superstar,False,False,New
One Year Broom,True,True,Old
One Year Broom,False,False,New
One-Side Reverse,True,True,Old
One-Side Reverse,False,False,New
Opening Move Omen,True,True,Old
Opening Move Omen,False,False,New
Oppressed Ant,False,False,New
Oppressed Ant,True,True,Old
Orbit Skater,False,False,New
Orbit Skater,True,True,Old
Oriental Tiger,False,False,New
Oriental Tiger,True,True,Old
Outer Space,False,False,New
Outer Space,True,True,Old
Ozone Layer,True,True,Old
Ozone Layer,False,False,New
Packrat,False,False,New
Packrat,True,True,Old
Pair Collision,True,True,Old
Pair Collision,False,False,New
Pair Production,False,False,New
Pair Production,True,True,Old
Palace Gargoyle,True,True,Old
Palace Gargoyle,False,False,New
Pantula,True,True,Old
Pantula,False,False,New
Parallel Birth Gate,True,True,Old
Parallel Birth Gate,False,False,New
Parashroom Colony,True,True,Old
Parashroom Colony,False,False,New
Particle Acceleration,True,True,Old
Particle Acceleration,False,False,New
Party Party Party,True,True,Old
Party Party Party,False,False,New
Party Time - Disco Ball,True,True,Old
Party Time - Disco Ball,False,False,New
Party Up,True,True,Old
Party Up,False,False,New
Paxcyclinder,False,False,New
Paxcyclinder,True,True,Old
Peace Holder,False,False,New
Peace Holder,True,True,Old
Peacock Picotron,False,False,New
Peacock Picotron,True,True,Old
Peaks of Blisstopia,True,True,Old
Peaks of Blisstopia,False,False,New
Peeking Magician,False,False,New
Peeking Magician,True,True,Old
Pelion the Star Knight,False,False,New
Pelion the Star Knight,True,True,Old
Penguin Soljersey,True,True,Old
Penguin Soljersey,False,False,New
Permillind Hicrotron,True,True,Old
Permillind Hicrotron,False,False,New
Petit Moth,True,True,Old
Petit Moth,False,False,New
Phantom Bind,False,False,New
Phantom Bind,True,True,Old
Phantom Roar,False,False,New
Phantom Roar,True,True,Old
Phoenix Dragon,True,True,Old
Phoenix Dragon,False,False,New
Pholus the Star Knight,True,True,Old
Pholus the Star Knight,False,False,New
Picklon the Constructor Fairy,False,False,New
Picklon the Constructor Fairy,True,True,Old
Pierce!,True,True,Old
Pierce!,False,False,New
Piercing Dragon Bunker Strike,True,True,Old
Piercing Dragon Bunker Strike,False,False,New
Piercing Samurai,False,False,New
Piercing Samurai,True,True,Old
Pitch-Black Warwolf,True,False,New
Pitch-Black Warwolf,True,True,Old
Platnidon,False,False,New
Platnidon,True,True,Old
Player #39: Home Run Hitter,False,False,New
Player #39: Home Run Hitter,True,True,Old
Player #99: Grand Slam Dragon,False,False,New
Player #99: Grand Slam Dragon,True,True,Old
Pluggyfish,False,False,New
Pluggyfish,True,True,Old
Police Scoop,False,False,New
Police Scoop,True,True,Old
Polymerization,True,True,Old
Polymerization,True,False,New
Porcupine Dragon,False,False,New
Porcupine Dragon,True,True,Old
Poseigyon Advencharger,False,False,New
Poseigyon Advencharger,True,True,Old
Pot of Arrogance,True,True,Old
Pot of Arrogance,False,False,New
Pot of Avarice,True,False,New
Pot of Avarice,True,True,Old
Pot of Greed,True,False,New
Pot of Greed,True,True,Old
Power Bond,True,True,Old
Power Bond,True,False,New
Power Shock,False,False,New
Power Shock,True,True,Old
Powerful Pierce!!,False,False,New
Powerful Pierce!!,True,True,Old
Prectclimb of the Deadly Dirge,True,True,Old
Prectclimb of the Deadly Dirge,False,False,New
Predator Gunleon,False,False,New
Predator Gunleon,True,True,Old
Preparation of Jersey Rites,False,False,New
Preparation of Jersey Rites,True,True,Old
Pretty☆Witch Imprisonment,True,True,Old
Pretty☆Witch Imprisonment,False,False,New
Priestess of Star Salvation,True,True,Old
Priestess of Star Salvation,False,False,New
Prima Guitarna the Shining Superstar,False,False,New
Prima Guitarna the Shining Superstar,True,True,Old
Primal Howling,True,True,Old
Primal Howling,False,False,New
Prime Roast Beef Horseman,True,True,Old
Prime Roast Beef Horseman,False,False,New
Primordial Slash,True,True,Old
Primordial Slash,False,False,New
Princess Ladybug White,False,False,New
Princess Ladybug White,True,True,Old
Princess Omega the Shining Megastar,True,True,Old
Princess Omega the Shining Megastar,False,False,New
Princessleon,True,True,Old
Princessleon,False,False,New
Printing Presser,True,True,Old
Printing Presser,False,False,New
Prison Island - Cell Block 5 & 6,False,False,New
Prison Island - Cell Block 5 & 6,True,True,Old
Progress Potter,False,False,New
Progress Potter,True,True,Old
Prophecy Phrase of the Colors of the Wind,False,False,New
Prophecy Phrase of the Colors of the Wind,True,True,Old
Protector of the Throne,False,False,New
Protector of the Throne,True,True,Old
Proto-Cyber Dragon,False,False,New
Proto-Cyber Dragon,True,True,Old
Psy Stage Bouncer,False,False,New
Psy Stage Bouncer,True,True,Old
Psychic Burial,True,True,Old
Psychic Burial,False,False,New
Psychic Divergence,True,True,Old
Psychic Divergence,False,False,New
Psychic Introduction,True,True,Old
Psychic Introduction,False,False,New
Psychic Kappa,True,True,Old
Psychic Kappa,False,False,New
Psychic Omega Blast,True,True,Old
Psychic Omega Blast,False,False,New
Psychic Trap Hole,False,False,New
Psychic Trap Hole,True,True,Old
Psychicounter,False,False,New
Psychicounter,True,True,Old
Psypickupper,True,True,Old
Psypickupper,False,False,New
Purple-Eyes Star Cat,False,False,New
Purple-Eyes Star Cat,True,True,Old
QWERTY Keyblade,False,False,New
QWERTY Keyblade,True,True,Old
Quadcopter GA84,True,True,Old
Quadcopter GA84,False,False,New
Quantum Hole,True,True,Old
Quantum Hole,False,False,New
RB Draphone,False,False,New
RB Draphone,True,True,Old
Radrogue Mael,False,False,New
Radrogue Mael,True,True,Old
Rage Serpent of the Blaze Fiends,False,False,New
Rage Serpent of the Blaze Fiends,True,True,Old
Rage Wrecker Dragon Angerogue,False,False,New
Rage Wrecker Dragon Angerogue,True,True,Old
Rage and Conspiracy,False,False,New
Rage and Conspiracy,True,True,Old
Rage of the Wild Beasts,False,False,New
Rage of the Wild Beasts,True,True,Old
"Raidacross Ash, Hero of Chaos",False,False,New
"Raidacross Ash, Hero of Chaos",True,True,Old
"Raidacross, Hero of the Dawn",False,False,New
"Raidacross, Hero of the Dawn",True,True,Old
"Raidacross, Hero of the Dusk",False,False,New
"Raidacross, Hero of the Dusk",True,True,Old
Rainy Megalopolis,False,False,New
Rainy Megalopolis,True,True,Old
Ranga the Skysavior Knight,False,False,New
Ranga the Skysavior Knight,True,True,Old
Rapid Carriearth,False,False,New
Rapid Carriearth,True,True,Old
Ravenous Insect Matiless,True,True,Old
Ravenous Insect Matiless,False,False,New
Ray Dragon,False,False,New
Ray Dragon,True,True,Old
Rebel's Scream,False,False,New
Rebel's Scream,True,True,Old
Rebirth Cycle,False,False,New
Rebirth Cycle,True,True,Old
Recovery Force,False,False,New
Recovery Force,True,True,Old
Recurring Nightmare,True,False,New
Recurring Nightmare,True,True,Old
Red Medicine,False,False,New
Red Medicine,True,True,Old
Red Riser,True,True,Old
Red Riser,False,False,New
Red-Boot Boost Dragon,False,False,New
Red-Boot Boost Dragon,True,True,Old
Red-Eyes Black Cat,False,False,New
Red-Eyes Black Cat,True,True,Old
Red-Eyes Black Dragon,True,True,Old
Red-Eyes Black Dragon,True,False,New
Reporter Raccoon,False,False,New
Reporter Raccoon,True,True,Old
Reporting from the Scene!,True,True,Old
Reporting from the Scene!,False,False,New
Reprinter,True,True,Old
Reprinter,False,False,New
Requesting 9,True,True,Old
Requesting 9,False,False,New
Reset Runner,True,True,Old
Reset Runner,False,False,New
Resurrection of the Blaze Fiends,True,True,Old
Resurrection of the Blaze Fiends,False,False,New
Return of the Blaze Fiends,False,False,New
Return of the Blaze Fiends,True,True,Old
Revenge MAX,False,False,New
Revenge MAX,True,True,Old
Rhythmical Performer,False,False,New
Rhythmical Performer,True,True,Old
Rice Terrace Ripple,False,False,New
Rice Terrace Ripple,True,True,Old
Rice Terrace Secure,False,False,New
Rice Terrace Secure,True,True,Old
Righteous Dragon,True,True,Old
Righteous Dragon,False,False,New
Rightful Magic,False,False,New
Rightful Magic,True,True,Old
Ring of Storms,False,False,New
Ring of Storms,True,True,Old
Rising Luna Radiant Luster,False,False,New
Rising Luna Radiant Luster,True,True,Old
Rising Soldier,False,False,New
Rising Soldier,True,True,Old
Ritzy King Rex,True,True,Old
Ritzy King Rex,False,False,New
Road Arms - Sevens Lance,False,False,New
Road Arms - Sevens Lance,True,True,Old
Road Arms - Sword Breaker,True,True,Old
Road Arms - Sword Breaker,False,False,New
Road Magic - Dark Night,True,True,Old
Road Magic - Dark Night,False,False,New
Road Magic - Explosion,True,True,Old
Road Magic - Explosion,False,False,New
Road Magic - Flowback,True,True,Old
Road Magic - Flowback,False,False,New
Road Magic - Tectonic Shift,False,False,New
Road Magic - Tectonic Shift,True,True,Old
Road Magic - Tempest,True,True,Old
Road Magic - Tempest,False,False,New
Road Magic - Uplifter,True,True,Old
Road Magic - Uplifter,False,False,New
Robbarim,True,True,Old
Robbarim,False,False,New
Rocketortoise Modularchelon,False,False,New
Rocketortoise Modularchelon,True,True,Old
Rogue of Archfiend,False,False,New
Rogue of Archfiend,True,True,Old
Rolled Hot Arrow,False,False,New
Rolled Hot Arrow,True,True,Old
Rolled Sticky Save,True,True,Old
Rolled Sticky Save,False,False,New
Romanpick,True,True,Old
Romanpick,False,False,New
Romic n' Roller,True,True,Old
Romic n' Roller,False,False,New
Royal Rebel's Arena,False,False,New
Royal Rebel's Arena,True,True,Old
Royal Rebel's Blues,False,False,New
Royal Rebel's Blues,True,True,Old
Royal Rebel's Break,True,True,Old
Royal Rebel's Break,False,False,New
Royal Rebel's Command,False,False,New
Royal Rebel's Command,True,True,Old
Royal Rebel's Doom Metal,False,False,New
Royal Rebel's Doom Metal,True,True,Old
Royal Rebel's Echo,False,False,New
Royal Rebel's Echo,True,True,Old
Royal Rebel's Fanatic,False,False,New
Royal Rebel's Fanatic,True,True,Old
Royal Rebel's Growl,False,False,New
Royal Rebel's Growl,True,True,Old
Royal Rebel's Hard Rock,True,True,Old
Royal Rebel's Hard Rock,False,False,New
Royal Rebel's Heavy Metal,False,False,New
Royal Rebel's Heavy Metal,True,True,Old
Royal Rebel's Invasion,False,False,New
Royal Rebel's Invasion,True,True,Old
Royal Rebel's No Wave,True,True,Old
Royal Rebel's No Wave,False,False,New
Royal Rebel's Phaser,True,True,Old
Royal Rebel's Phaser,False,False,New
Royal Rebel's Rocker,False,False,New
Royal Rebel's Rocker,True,True,Old
Royal Rebel's Shout,True,True,Old
Royal Rebel's Shout,False,False,New
Ruler's Current,True,True,Old
Ruler's Current,False,False,New
Ruler's Dance,False,False,New
Ruler's Dance,True,True,Old
Ruler's Deadly Duel,False,False,New
Ruler's Deadly Duel,True,True,Old
SSD Drake,False,False,New
SSD Drake,True,True,Old
Sacred Arms - Strabishop,False,False,New
Sacred Arms - Strabishop,True,True,Old
Sacrificial Summon,True,True,Old
Sacrificial Summon,False,False,New
Sakakaze the Talismanic Warrior,True,True,Old
Sakakaze the Talismanic Warrior,False,False,New
Sakuretsu Armor,True,True,Old
Sakuretsu Armor,True,False,New
Sakuretsu Force,False,False,New
Sakuretsu Force,True,True,Old
Salary Slash,True,True,Old
Salary Slash,False,False,New
Salvage Wolfish,True,True,Old
Salvage Wolfish,False,False,New
Samba Zombie Rio,True,True,Old
Samba Zombie Rio,False,False,New
Samurai of the Wooden Sword,False,False,New
Samurai of the Wooden Sword,True,True,Old
Sannomiya Golden G Robo MK-III,True,True,Old
Sannomiya Golden G Robo MK-III,False,False,New
Satellite Pegasus,True,True,Old
Satellite Pegasus,False,False,New
Savage Claw Tiger,False,False,New
Savage Claw Tiger,True,True,Old
Scales of Flame,False,False,New
Scales of Flame,True,True,Old
Scarechair Bone,True,True,Old
Scarechair Bone,False,False,New
Scarechair Gear,True,True,Old
Scarechair Gear,False,False,New
Scarechair Relaxer,False,False,New
Scarechair Relaxer,True,True,Old
Scarechair Saber,True,True,Old
Scarechair Saber,False,False,New
Scarechair Scale,True,True,Old
Scarechair Scale,False,False,New
Scaredy Cats,False,False,New
Scaredy Cats,True,True,Old
Scoop Scooter,True,True,Old
Scoop Scooter,False,False,New
Screw Armadillo,False,False,New
Screw Armadillo,True,True,Old
Scroll of Salutation,False,False,New
Scroll of Salutation,True,True,Old
Scrubbing Santa Cloth,True,True,Old
Scrubbing Santa Cloth,False,False,New
Sea Dragon Cranedross,True,True,Old
Sea Dragon Cranedross,False,False,New
Sea Dragon King Granganus,True,True,Old
Sea Dragon King Granganus,False,False,New
Sea Dragon Knight,True,True,Old
Sea Dragon Knight,False,False,New
Sea Star Trooper,False,False,New
Sea Star Trooper,True,True,Old
Seahorse Carrier,True,True,Old
Seahorse Carrier,False,False,New
Seahorse Server,False,False,New
Seahorse Server,True,True,Old
Seal of the Ancients,True,True,Old
Seal of the Ancients,False,False,New
Seastorm of Iruqua,False,False,New
Seastorm of Iruqua,True,True,Old
Secret Order,False,False,New
Secret Order,True,True,Old
Security Hole,True,True,Old
Security Hole,False,False,New
Seedchrotron Brusselun,True,True,Old
Seedchrotron Brusselun,False,False,New
Seir the Skysavior Knight,True,True,Old
Seir the Skysavior Knight,False,False,New
Semeruler the Dark Summoner,True,True,Old
Semeruler the Dark Summoner,False,False,New
Semeterasu the Celestial Summoner,False,False,New
Semeterasu the Celestial Summoner,True,True,Old
Sensor Duckbuill,False,False,New
Sensor Duckbuill,True,True,Old
Seraph of Darkness,True,True,Old
Seraph of Darkness,False,False,New
Serpainter,True,True,Old
Serpainter,False,False,New
Sevens Paladin the Magical Knight,True,True,Old
Sevens Paladin the Magical Knight,False,False,New
Sevens Road Enchanter,True,True,Old
Sevens Road Enchanter,False,False,New
Sevens Road Mage,True,True,Old
Sevens Road Mage,False,False,New
Sevens Road Magician,True,True,Old
Sevens Road Magician,False,False,New
Sevens Road Protection,True,True,Old
Sevens Road Protection,False,False,New
Sevens Road Sorcerer,False,False,New
Sevens Road Sorcerer,True,True,Old
Sevens Road Warlock,True,True,Old
Sevens Road Warlock,False,False,New
Sevens Road Witch,True,True,Old
Sevens Road Witch,False,False,New
Sevens Road Wiz,True,True,Old
Sevens Road Wiz,False,False,New
Sevensgias the Magical Dragon Knight,True,True,Old
Sevensgias the Magical Dragon Knight,False,False,New
Severing Psychic Wall,True,True,Old
Severing Psychic Wall,False,False,New
Shadow Buyer,True,True,Old
Shadow Buyer,False,False,New
Shadow Flower Duplication,True,True,Old
Shadow Flower Duplication,False,False,New
Shadow Flower Purple Smoke Spray,False,False,New
Shadow Flower Purple Smoke Spray,True,True,Old
Shadow Flower Return,False,False,New
Shadow Flower Return,True,True,Old
Shadow Flower Sewing,False,False,New
Shadow Flower Sewing,True,True,Old
Shadow Flower Spore,False,False,New
Shadow Flower Spore,True,True,Old
Shadow Flower Stance,False,False,New
Shadow Flower Stance,True,True,Old
Shadow Flower Wish,False,False,New
Shadow Flower Wish,True,True,Old
Shadow Ghoul,False,False,New
Shadow Ghoul,True,True,Old
Shadow Sentinel,False,False,New
Shadow Sentinel,True,True,Old
Shaman Octopus,False,False,New
Shaman Octopus,True,True,Old
Shape of Aqua,False,False,New
Shape of Aqua,True,True,Old
"Shariel, the Novice Sushi Fairy",True,True,Old
"Shariel, the Novice Sushi Fairy",False,False,New
Shichirin Samurai - Kushiro the Skewer Master,False,False,New
Shichirin Samurai - Kushiro the Skewer Master,True,True,Old
Shield & Sword,True,False,New
Shield & Sword,True,True,Old
Shield Boring Kong,True,True,Old
Shield Boring Kong,False,False,New
Shining City Nights,True,True,Old
Shining City Nights,False,False,New
Shining Shaman,True,True,Old
Shining Shaman,False,False,New
Ship of Seven Treasures,False,False,New
Ship of Seven Treasures,True,True,Old
Shitotsu the Talismanic Warrior,False,False,New
Shitotsu the Talismanic Warrior,True,True,Old
Shock Dragon,False,False,New
Shock Dragon,True,True,Old
Shocking Comeback!!,True,True,Old
Shocking Comeback!!,False,False,New
Shoulder Phone Nyan Nyan,True,True,Old
Shoulder Phone Nyan Nyan,False,False,New
Shovel Crusher,False,False,New
Shovel Crusher,True,True,Old
Showering Seaferno,False,False,New
Showering Seaferno,True,True,Old
Shrinker Shrimp,True,True,Old
Shrinker Shrimp,False,False,New
Sickleon,False,False,New
Sickleon,True,True,Old
Siesta Hold,False,False,New
Siesta Hold,True,True,Old
Siesta Torero,False,False,New
Siesta Torero,True,True,Old
"Sieth, the Scabbard of Noble Arms",True,True,Old
"Sieth, the Scabbard of Noble Arms",False,False,New
Sigilstate Sol,False,False,New
Sigilstate Sol,True,True,Old
Silent Assailant,False,False,New
Silent Assailant,True,True,Old
Silent Doom,True,True,Old
Silent Doom,False,False,New
Silent Learning,False,False,New
Silent Learning,True,True,Old
Silver Fang,False,False,New
Silver Fang,True,True,Old
Silver Seyfert,False,False,New
Silver Seyfert,True,True,Old
Silver Wolf,False,False,New
Silver Wolf,True,True,Old
Silver-Eyes Star Cat,True,True,Old
Silver-Eyes Star Cat,False,False,New
Silvermountain of Blisstopia,True,True,Old
Silvermountain of Blisstopia,False,False,New
Site Preview,True,True,Old
Site Preview,False,False,New
Skull Servant,False,False,New
Skull Servant,True,True,Old
Sky Dragon,False,False,New
Sky Dragon,True,True,Old
Skysavior Prayer,False,False,New
Skysavior Prayer,True,True,Old
Skysavior Symbol,False,False,New
Skysavior Symbol,True,True,Old
Skysavior Witnesses,True,True,Old
Skysavior Witnesses,False,False,New
Slash Halo,True,True,Old
Slash Halo,False,False,New
Slot Machine PG-7,False,False,New
Slot Machine PG-7,True,True,Old
Smashing Ground,True,True,Old
Smashing Ground,True,False,New
Snake Clown,True,True,Old
Snake Clown,False,False,New
Sneezing Greedizauls,False,False,New
Sneezing Greedizauls,True,True,Old
Sogen,False,False,New
Sogen,True,True,Old
Solcier the Skysavior Lightflash,False,False,New
Solcier the Skysavior Lightflash,True,True,Old
Soleil the Skysavior Angel,False,False,New
Soleil the Skysavior Angel,True,True,Old
Sonic Attacker,False,False,New
Sonic Attacker,True,True,Old
Sorapuyo,False,False,New
Sorapuyo,True,True,Old
Soul of a Reporter,True,True,Old
Soul of a Reporter,False,False,New
Sparkhearts Girl,False,False,New
Sparkhearts Girl,True,True,Old
Sparks,True,True,Old
Sparks,False,False,New
Spectral Swords of the Everloyal Guard,False,False,New
Spectral Swords of the Everloyal Guard,True,True,Old
Speedy Performer,False,False,New
Speedy Performer,True,True,Old
Spell Archer,False,False,New
Spell Archer,True,True,Old
Spice the Elite Noodle Ninja,False,False,New
Spice the Elite Noodle Ninja,True,True,Old
Spider Roll the Sushi Fairy,False,False,New
Spider Roll the Sushi Fairy,True,True,Old
Spike Seadra,True,True,Old
Spike Seadra,False,False,New
Spiral Geyser,False,False,New
Spiral Geyser,True,True,Old
Spirit of Bolt of Inspiration,False,False,New
Spirit of Bolt of Inspiration,True,True,Old
Spirit of the Mini Harp,False,False,New
Spirit of the Mini Harp,True,True,Old
Splendid Floor Master,True,True,Old
Splendid Floor Master,False,False,New
Splitter Slime,False,False,New
Splitter Slime,True,True,Old
Sportsdragon Closer,True,True,Old
Sportsdragon Closer,False,False,New
Sportsdragon Connection,True,True,Old
Sportsdragon Connection,False,False,New
Sportsdragon Defender,True,True,Old
Sportsdragon Defender,False,False,New
Sportsdragon Keeper,True,True,Old
Sportsdragon Keeper,False,False,New
Sportsdragon Kickbase Master,False,False,New
Sportsdragon Kickbase Master,True,True,Old
Sportsdragon Pitcher,False,False,New
Sportsdragon Pitcher,True,True,Old
Sportsdragon Slugger,False,False,New
Sportsdragon Slugger,True,True,Old
Sportsdragon Striker,False,False,New
Sportsdragon Striker,True,True,Old
Spy Observation,False,False,New
Spy Observation,True,True,Old
Spyturtle,False,False,New
Spyturtle,True,True,Old
Star Cat Destronya,False,False,New
Star Cat Destronya,True,True,Old
Star Cat Straynya,False,False,New
Star Cat Straynya,True,True,Old
Star Restart,False,False,New
Star Restart,True,True,Old
Star Trancer,False,False,New
Star Trancer,True,True,Old
Star Tri-Leo,True,True,Old
Star Tri-Leo,False,False,New
Stardom Light,False,False,New
Stardom Light,True,True,Old
Startup Goblin,False,False,New
Startup Goblin,True,True,Old
Steel Mech Lord Mirror Innovator,True,True,Old
Steel Mech Lord Mirror Innovator,False,False,New
Steel Steed Martin Vinary,True,True,Old
Steel Steed Martin Vinary,False,False,New
Steel Strike Dragon Metagias,True,True,Old
Steel Strike Dragon Metagias,False,False,New
Stemagic,True,True,Old
Stemagic,False,False,New
Stock Buster Dragon,False,False,New
Stock Buster Dragon,True,True,Old
Stock the Noodle Ninja,False,False,New
Stock the Noodle Ninja,True,True,Old
Stone Dragon,False,False,New
Stone Dragon,True,True,Old
Stop Defense,False,False,New
Stop Defense,True,True,Old
Storm Sonic,False,False,New
Storm Sonic,True,True,Old
Stormbolt Destroyer,True,True,Old
Stormbolt Destroyer,False,False,New
Straight Pierce,True,True,Old
Straight Pierce,False,False,New
Strange Seas,True,True,Old
Strange Seas,False,False,New
Strange Traveler,True,True,Old
Strange Traveler,False,False,New
Strange Wall,True,True,Old
Strange Wall,False,False,New
Stray Force,True,True,Old
Stray Force,False,False,New
Straynge Cat,False,False,New
Straynge Cat,True,True,Old
Straynge Cats,False,False,New
Straynge Cats,True,True,Old
Stream,True,True,Old
Stream,False,False,New
Strong Boy Sevens Road,True,True,Old
Strong Boy Sevens Road,False,False,New
Stud Hedgepeg,False,False,New
Stud Hedgepeg,True,True,Old
Sturdy Strike Dragon Metagiastar F,True,True,Old
Sturdy Strike Dragon Metagiastar F,False,False,New
Summoned Skull,True,True,Old
Summoned Skull,True,False,New
Sunbathing Kappa,True,True,Old
Sunbathing Kappa,False,False,New
Sunny Fairy Spinangel,True,True,Old
Sunny Fairy Spinangel,False,False,New
Sunny Forest,True,True,Old
Sunny Forest,False,False,New
Super Assistant Achi,False,False,New
Super Assistant Achi,True,True,Old
Super King Rex,True,True,Old
Super King Rex,False,False,New
Supreme Beast Magnum Overlord,True,True,Old
Supreme Beast Magnum Overlord,False,False,New
Supreme Beast Magnum Overlord [L],True,True,Old
Supreme Beast Magnum Overlord [L],False,False,New
Supreme Beast Magnum Overlord [R],False,False,New
Supreme Beast Magnum Overlord [R],True,True,Old
Supreme HQ Magnum Overbase,False,False,New
Supreme HQ Magnum Overbase,True,True,Old
Supreme Machine Magnum Overlord,False,False,New
Supreme Machine Magnum Overlord,True,True,Old
Supreme Machine Magnum Overlord [L],False,False,New
Supreme Machine Magnum Overlord [L],True,True,Old
Supreme Machine Magnum Overlord [R],False,False,New
Supreme Machine Magnum Overlord [R],True,True,Old
Supreme Skystream Magnum Overlord,True,True,Old
Supreme Skystream Magnum Overlord,False,False,New
Supreme Skystream Magnum Overlord [L],False,False,New
