Card number,Name,Rarity,Print,Modification date,Release,Series,Set type,Cover card,Version
POTE-KR042,Tearlaments Kitkallos,"('Super Rare', 'Secret Rare', 'Prismatic Secret Rare')",,2023-08-23 08:15:21,2022-07-19,Core Booster,Booster pack,"('Elemental HERO Shining Neos Wingman',)",New
POTE-KR043,Tearlaments Kaleido-Heart,"('Ultra Rare', 'Ultimate Rare', 'Secret Rare', 'Prismatic Secret Rare')",,2023-08-23 08:15:21,2022-07-19,Core Booster,Booster pack,"('Elemental HERO Shining Neos Wingman',)",New
POTE-KR044,Gem-Knight Lady Rose Diamond,"('Super Rare', 'Secret Rare', 'Prismatic Secret Rare')",,2023-08-23 08:15:21,2022-07-19,Core Booster,Booster pack,"('Elemental HERO Shining Neos Wingman',)",New
POTE-KR045,Merry Melffys,"('Rare',)",,2023-08-23 08:15:21,2022-07-19,Core Booster,Booster pack,"('Elemental HERO Shining Neos Wingman',)",New
POTE-KR046,P.U.N.K. JAM Dragon Drive,"('Rare',)",,2023-08-23 08:15:21,2022-07-19,Core Booster,Booster pack,"('Elemental HERO Shining Neos Wingman',)",New
POTE-KR047,Gigantic Spright,"('Ultra Rare', 'Ultimate Rare', 'Secret Rare', 'Prismatic Secret Rare')",,2023-08-23 08:15:21,2022-07-19,Core Booster,Booster pack,"('Elemental HERO Shining Neos Wingman',)",New
POTE-KR048,Ashura King,"('Rare',)",,2023-08-23 08:15:21,2022-07-19,Core Booster,Booster pack,"('Elemental HERO Shining Neos Wingman',)",New
POTE-KR049,Spright Elf,"('Super Rare', 'Secret Rare', 'Prismatic Secret Rare')",,2023-08-23 08:15:21,2022-07-19,Core Booster,Booster pack,"('Elemental HERO Shining Neos Wingman',)",New
POTE-KR050,Scareclaw Light-Heart,"('Rare',)",,2023-08-23 08:15:21,2022-07-19,Core Booster,Booster pack,"('Elemental HERO Shining Neos Wingman',)",New
POTE-KR051,EN - Engage Neo Space,"('Super Rare', 'Secret Rare', 'Prismatic Secret Rare')",,2023-08-23 08:15:21,2022-07-19,Core Booster,Booster pack,"('Elemental HERO Shining Neos Wingman',)",New
POTE-KR052,Instant Contact,"('Rare',)",,2023-08-23 08:15:21,2022-07-19,Core Booster,Booster pack,"('Elemental HERO Shining Neos Wingman',)",New
POTE-KR053,EN Wave,"('Common',)",,2023-08-23 08:15:21,2022-07-19,Core Booster,Booster pack,"('Elemental HERO Shining Neos Wingman',)",New
POTE-KR054,Over Fusion,"('Common',)",,2023-08-23 08:15:21,2022-07-19,Core Booster,Booster pack,"('Elemental HERO Shining Neos Wingman',)",New
POTE-KR055,Spright Starter,"('Rare',)",,2023-08-23 08:15:21,2022-07-19,Core Booster,Booster pack,"('Elemental HERO Shining Neos Wingman',)",New
POTE-KR056,Spright Gamma Burst,"('Common',)",,2023-08-23 08:15:21,2022-07-19,Core Booster,Booster pack,"('Elemental HERO Shining Neos Wingman',)",New
POTE-KR057,Spright Smashers,"('Common',)",,2023-08-23 08:15:21,2022-07-19,Core Booster,Booster pack,"('Elemental HERO Shining Neos Wingman',)",New
POTE-KR058,Branded in Central Dogmatika,"('Common',)",,2023-08-23 08:15:21,2022-07-19,Core Booster,Booster pack,"('Elemental HERO Shining Neos Wingman',)",New
POTE-KR059,Scareclaw Straddle,"('Common',)",,2023-08-23 08:15:21,2022-07-19,Core Booster,Booster pack,"('Elemental HERO Shining Neos Wingman',)",New
POTE-KR060,Primeval Planet Perlereino,"('Rare',)",,2023-08-23 08:15:21,2022-07-19,Core Booster,Booster pack,"('Elemental HERO Shining Neos Wingman',)",New
POTE-KR061,Vernusylph Corolla,"('Common',)",,2023-08-23 08:15:21,2022-07-19,Core Booster,Booster pack,"('Elemental HERO Shining Neos Wingman',)",New
POTE-KR062,Scatter Fusion,"('Common',)",,2023-08-23 08:15:21,2022-07-19,Core Booster,Booster pack,"('Elemental HERO Shining Neos Wingman',)",New
POTE-KR063,Melffy Staring Contest,"('Common',)",,2023-08-23 08:15:21,2022-07-19,Core Booster,Booster pack,"('Elemental HERO Shining Neos Wingman',)",New
POTE-KR064,Ravenous Vendread,"('Common',)",,2023-08-23 08:15:21,2022-07-19,Core Booster,Booster pack,"('Elemental HERO Shining Neos Wingman',)",New
POTE-KR065,P.U.N.K. JAM Extreme Session,"('Common',)",,2023-08-23 08:15:21,2022-07-19,Core Booster,Booster pack,"('Elemental HERO Shining Neos Wingman',)",New
POTE-KR066,Rikka Konkon,"('Rare',)",,2023-08-23 08:15:21,2022-07-19,Core Booster,Booster pack,"('Elemental HERO Shining Neos Wingman',)",New
POTE-KR067,Ultimate Slayer,"('Ultra Rare', 'Ultimate Rare', 'Secret Rare', 'Prismatic Secret Rare')",,2023-08-23 08:15:21,2022-07-19,Core Booster,Booster pack,"('Elemental HERO Shining Neos Wingman',)",New
POTE-KR068,Digit Jamming,"('Normal Rare',)",,2023-08-23 08:15:21,2022-07-19,Core Booster,Booster pack,"('Elemental HERO Shining Neos Wingman',)",New
POTE-KR069,Favorite Contact,"('Rare',)",,2023-08-23 08:15:21,2022-07-19,Core Booster,Booster pack,"('Elemental HERO Shining Neos Wingman',)",New
POTE-KR070,Branded Expulsion,"('Common',)",,2023-08-23 08:15:21,2022-07-19,Core Booster,Booster pack,"('Elemental HERO Shining Neos Wingman',)",New
POTE-KR071,Tearlaments Metanoise,"('Common',)",,2023-08-23 08:15:21,2022-07-19,Core Booster,Booster pack,"('Elemental HERO Shining Neos Wingman',)",New
POTE-KR072,Tearlaments Sulliek,"('Common',)",,2023-08-23 08:15:21,2022-07-19,Core Booster,Booster pack,"('Elemental HERO Shining Neos Wingman',)",New
POTE-KR073,Tearlaments Cryme,"('Common',)",,2023-08-23 08:15:21,2022-07-19,Core Booster,Booster pack,"('Elemental HERO Shining Neos Wingman',)",New
POTE-KR074,Vernusylph and the Changing Season,"('Common',)",,2023-08-23 08:15:21,2022-07-19,Core Booster,Booster pack,"('Elemental HERO Shining Neos Wingman',)",New
POTE-KR075,Vernusylph and the Flower Buds,"('Common',)",,2023-08-23 08:15:21,2022-07-19,Core Booster,Booster pack,"('Elemental HERO Shining Neos Wingman',)",New
POTE-KR076,Exosister Returnia,"('Common',)",,2023-08-23 08:15:21,2022-07-19,Core Booster,Booster pack,"('Elemental HERO Shining Neos Wingman',)",New
POTE-KR077,Amaze Attraction Thrill Train,"('Common',)",,2023-08-23 08:15:21,2022-07-19,Core Booster,Booster pack,"('Elemental HERO Shining Neos Wingman',)",New
POTE-KR078,Terrors of the Overroot,"('Rare',)",,2023-08-23 08:15:21,2022-07-19,Core Booster,Booster pack,"('Elemental HERO Shining Neos Wingman',)",New
POTE-KR079,Draco-Utopian Aura,"('Ultra Rare', 'Ultimate Rare', 'Secret Rare', 'Prismatic Secret Rare')",,2023-08-23 08:15:21,2022-07-19,Core Booster,Booster pack,"('Elemental HERO Shining Neos Wingman',)",New
POTE-KR080,Double Dust Tornado Twins,"('Normal Rare',)",,2023-08-23 08:15:21,2022-07-19,Core Booster,Booster pack,"('Elemental HERO Shining Neos Wingman',)",New
RD/????-JP???,Dark Magician,"('Over Rush Rare',)",,2023-08-21 05:47:51,2023-12-16,,Booster pack,,New
RD/KP07-JP030,Cleaning Machine Gorgain,"('Rare',)",,2023-05-23 18:39:07,2021-10-30,Deck Mod Pack,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Ruler')",Old
RD/KP07-JP030,Clean Machine Newsweeper,"('Rare',)",,2023-08-22 08:19:05,2021-10-30,Deck Mod Pack,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Ruler')",New
RD/KP07-KR030,Cleaning Machine Gorgain,"('Rare',)",,2023-05-23 18:39:05,2022-02-25,Deck Mod Pack,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Ruler')",Old
RD/KP07-KR030,Clean Machine Newsweeper,"('Rare',)",,2023-08-22 08:19:00,2022-02-25,Deck Mod Pack,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Ruler')",New
RD/KP08-JP000,The Creator,"('Rush Rare',)",,2023-05-25 10:31:52,2022-01-29,Deck Mod Pack,Booster pack,"('Fantasia Strike Dragon Miragiastar F', 'Master of Sevens Road')",Old
RD/KP08-JP000,The Creator,"('Rush Rare',)",,2023-08-22 15:40:44,2022-01-29,Deck Mod Pack,Booster pack,"('Hazy Strike Dragon Miragiastar F', 'Master of the Sevens Road')",New
RD/KP08-JP001,Dark Femtron,"('Rare',)",,2023-05-25 10:31:52,2022-01-29,Deck Mod Pack,Booster pack,"('Fantasia Strike Dragon Miragiastar F', 'Master of Sevens Road')",Old
RD/KP08-JP001,Dark Femtron,"('Rare',)",,2023-08-22 15:40:44,2022-01-29,Deck Mod Pack,Booster pack,"('Hazy Strike Dragon Miragiastar F', 'Master of the Sevens Road')",New
RD/KP08-JP002,Snake Clown,"('Common',)",,2023-05-25 10:31:52,2022-01-29,Deck Mod Pack,Booster pack,"('Fantasia Strike Dragon Miragiastar F', 'Master of Sevens Road')",Old
RD/KP08-JP002,Snake Clown,"('Common',)",,2023-08-22 15:40:44,2022-01-29,Deck Mod Pack,Booster pack,"('Hazy Strike Dragon Miragiastar F', 'Master of the Sevens Road')",New
RD/KP08-JP003,Ancient Lizard Warrior,"('Common',)",,2023-05-25 10:31:52,2022-01-29,Deck Mod Pack,Booster pack,"('Fantasia Strike Dragon Miragiastar F', 'Master of Sevens Road')",Old
RD/KP08-JP003,Ancient Lizard Warrior,"('Common',)",,2023-08-22 15:40:44,2022-01-29,Deck Mod Pack,Booster pack,"('Hazy Strike Dragon Miragiastar F', 'Master of the Sevens Road')",New
RD/KP08-JP004,Armored Lizard,"('Rare',)",,2023-05-25 10:31:52,2022-01-29,Deck Mod Pack,Booster pack,"('Fantasia Strike Dragon Miragiastar F', 'Master of Sevens Road')",Old
RD/KP08-JP004,Armored Lizard,"('Rare',)",,2023-08-22 15:40:44,2022-01-29,Deck Mod Pack,Booster pack,"('Hazy Strike Dragon Miragiastar F', 'Master of the Sevens Road')",New
RD/KP08-JP005,Boosturtle,"('Common',)",,2023-05-25 10:31:52,2022-01-29,Deck Mod Pack,Booster pack,"('Fantasia Strike Dragon Miragiastar F', 'Master of Sevens Road')",Old
RD/KP08-JP005,Boosturtle,"('Common',)",,2023-08-22 15:40:44,2022-01-29,Deck Mod Pack,Booster pack,"('Hazy Strike Dragon Miragiastar F', 'Master of the Sevens Road')",New
RD/KP08-JP006,Pluggyfish,"('Common',)",,2023-05-25 10:31:52,2022-01-29,Deck Mod Pack,Booster pack,"('Fantasia Strike Dragon Miragiastar F', 'Master of Sevens Road')",Old
RD/KP08-JP006,Pluggyfish,"('Common',)",,2023-08-22 15:40:44,2022-01-29,Deck Mod Pack,Booster pack,"('Hazy Strike Dragon Miragiastar F', 'Master of the Sevens Road')",New
RD/KP08-JP007,Anglercoilfish,"('Rare',)",,2023-05-25 10:31:52,2022-01-29,Deck Mod Pack,Booster pack,"('Fantasia Strike Dragon Miragiastar F', 'Master of Sevens Road')",Old
RD/KP08-JP007,Anglercoilfish,"('Rare',)",,2023-08-22 15:40:44,2022-01-29,Deck Mod Pack,Booster pack,"('Hazy Strike Dragon Miragiastar F', 'Master of the Sevens Road')",New
RD/KP08-JP008,Thantsgiving,"('Common',)",,2023-05-25 10:31:52,2022-01-29,Deck Mod Pack,Booster pack,"('Fantasia Strike Dragon Miragiastar F', 'Master of Sevens Road')",Old
RD/KP08-JP008,Thantsgiving,"('Common',)",,2023-08-22 15:40:44,2022-01-29,Deck Mod Pack,Booster pack,"('Hazy Strike Dragon Miragiastar F', 'Master of the Sevens Road')",New
RD/KP08-JP009,Lauan Adventurers,"('Rare',)",,2023-05-25 10:31:52,2022-01-29,Deck Mod Pack,Booster pack,"('Fantasia Strike Dragon Miragiastar F', 'Master of Sevens Road')",Old
RD/KP08-JP009,Lauan Adventurers,"('Rare',)",,2023-08-22 15:40:44,2022-01-29,Deck Mod Pack,Booster pack,"('Hazy Strike Dragon Miragiastar F', 'Master of the Sevens Road')",New
RD/KP08-JP010,Jarmalewe,"('Rare',)",,2023-05-25 10:31:52,2022-01-29,Deck Mod Pack,Booster pack,"('Fantasia Strike Dragon Miragiastar F', 'Master of Sevens Road')",Old
RD/KP08-JP010,Jarmalewe,"('Rare',)",,2023-08-22 15:40:44,2022-01-29,Deck Mod Pack,Booster pack,"('Hazy Strike Dragon Miragiastar F', 'Master of the Sevens Road')",New
RD/KP08-JP011,Sevens Road Sorcerer,"('Super Rare',)",,2023-05-25 10:31:52,2022-01-29,Deck Mod Pack,Booster pack,"('Fantasia Strike Dragon Miragiastar F', 'Master of Sevens Road')",Old
RD/KP08-JP011,Sevens Road Sorcerer,"('Super Rare',)",,2023-08-22 15:40:44,2022-01-29,Deck Mod Pack,Booster pack,"('Hazy Strike Dragon Miragiastar F', 'Master of the Sevens Road')",New
RD/KP08-JP012,Rhythmical Performer,"('Super Rare',)",,2023-05-25 10:31:52,2022-01-29,Deck Mod Pack,Booster pack,"('Fantasia Strike Dragon Miragiastar F', 'Master of Sevens Road')",Old
RD/KP08-JP012,Rhythmical Performer,"('Super Rare',)",,2023-08-22 15:40:44,2022-01-29,Deck Mod Pack,Booster pack,"('Hazy Strike Dragon Miragiastar F', 'Master of the Sevens Road')",New
RD/KP08-JP013,Excutie Feena,"('Common',)",,2023-05-25 10:31:52,2022-01-29,Deck Mod Pack,Booster pack,"('Fantasia Strike Dragon Miragiastar F', 'Master of Sevens Road')",Old
RD/KP08-JP013,Excutie Feena,"('Common',)",,2023-08-22 15:40:44,2022-01-29,Deck Mod Pack,Booster pack,"('Hazy Strike Dragon Miragiastar F', 'Master of the Sevens Road')",New
RD/KP08-JP014,Valkyrian Cutpasterie,"('Super Rare',)",,2023-05-25 10:31:52,2022-01-29,Deck Mod Pack,Booster pack,"('Fantasia Strike Dragon Miragiastar F', 'Master of Sevens Road')",Old
RD/KP08-JP014,Valkyrian Cutpasterie,"('Super Rare',)",,2023-08-22 15:40:44,2022-01-29,Deck Mod Pack,Booster pack,"('Hazy Strike Dragon Miragiastar F', 'Master of the Sevens Road')",New
RD/KP08-JP015,Mecha Ambulator,"('Common',)",,2023-05-25 10:31:52,2022-01-29,Deck Mod Pack,Booster pack,"('Fantasia Strike Dragon Miragiastar F', 'Master of Sevens Road')",Old
RD/KP08-JP015,Mecha Ambulator,"('Common',)",,2023-08-22 15:40:44,2022-01-29,Deck Mod Pack,Booster pack,"('Hazy Strike Dragon Miragiastar F', 'Master of the Sevens Road')",New
RD/KP08-JP016,Captain #39: Home Plate Pinch Hitter,"('Super Rare',)",,2023-05-25 10:31:52,2022-01-29,Deck Mod Pack,Booster pack,"('Fantasia Strike Dragon Miragiastar F', 'Master of Sevens Road')",Old
RD/KP08-JP016,Captain #39: Home Plate Pinch Hitter,"('Super Rare',)",,2023-08-22 15:40:44,2022-01-29,Deck Mod Pack,Booster pack,"('Hazy Strike Dragon Miragiastar F', 'Master of the Sevens Road')",New
RD/KP08-JP017,Kamaleon,"('Rare',)",,2023-05-25 10:31:52,2022-01-29,Deck Mod Pack,Booster pack,"('Fantasia Strike Dragon Miragiastar F', 'Master of Sevens Road')",Old
RD/KP08-JP017,Kamaleon,"('Rare',)",,2023-08-22 15:40:44,2022-01-29,Deck Mod Pack,Booster pack,"('Hazy Strike Dragon Miragiastar F', 'Master of the Sevens Road')",New
RD/KP08-JP018,Clawleon,"('Super Rare',)",,2023-05-25 10:31:52,2022-01-29,Deck Mod Pack,Booster pack,"('Fantasia Strike Dragon Miragiastar F', 'Master of Sevens Road')",Old
RD/KP08-JP018,Clawmeleon,"('Super Rare',)",,2023-08-22 15:40:44,2022-01-29,Deck Mod Pack,Booster pack,"('Hazy Strike Dragon Miragiastar F', 'Master of the Sevens Road')",New
RD/KP08-JP019,Fiery Infernleon,"('Rare',)",,2023-05-25 10:31:52,2022-01-29,Deck Mod Pack,Booster pack,"('Fantasia Strike Dragon Miragiastar F', 'Master of Sevens Road')",Old
RD/KP08-JP019,Fiery Infernleon,"('Rare',)",,2023-08-22 15:40:44,2022-01-29,Deck Mod Pack,Booster pack,"('Hazy Strike Dragon Miragiastar F', 'Master of the Sevens Road')",New
RD/KP08-JP020,Metal Megaleon,"('Common',)",,2023-05-25 10:31:52,2022-01-29,Deck Mod Pack,Booster pack,"('Fantasia Strike Dragon Miragiastar F', 'Master of Sevens Road')",Old
RD/KP08-JP020,Metal Megaleon,"('Common',)",,2023-08-22 15:40:44,2022-01-29,Deck Mod Pack,Booster pack,"('Hazy Strike Dragon Miragiastar F', 'Master of the Sevens Road')",New
RD/KP08-JP021,Predator Gunleon,"('Rare',)",,2023-05-25 10:31:52,2022-01-29,Deck Mod Pack,Booster pack,"('Fantasia Strike Dragon Miragiastar F', 'Master of Sevens Road')",Old
RD/KP08-JP021,Predator Gunleon,"('Rare',)",,2023-08-22 15:40:44,2022-01-29,Deck Mod Pack,Booster pack,"('Hazy Strike Dragon Miragiastar F', 'Master of the Sevens Road')",New
RD/KP08-JP022,Ecdysis Caliguleon,"('Ultra Rare', 'Rush Rare')",,2023-05-25 10:31:52,2022-01-29,Deck Mod Pack,Booster pack,"('Fantasia Strike Dragon Miragiastar F', 'Master of Sevens Road')",Old
RD/KP08-JP022,Ecdysis Caesarleon,"('Ultra Rare', 'Rush Rare')",,2023-08-22 15:40:44,2022-01-29,Deck Mod Pack,Booster pack,"('Hazy Strike Dragon Miragiastar F', 'Master of the Sevens Road')",New
RD/KP08-JP023,Spyturtle,"('Common',)",,2023-05-25 10:31:52,2022-01-29,Deck Mod Pack,Booster pack,"('Fantasia Strike Dragon Miragiastar F', 'Master of Sevens Road')",Old
RD/KP08-JP023,Spyturtle,"('Common',)",,2023-08-22 15:40:44,2022-01-29,Deck Mod Pack,Booster pack,"('Hazy Strike Dragon Miragiastar F', 'Master of the Sevens Road')",New
RD/KP08-JP024,Rocketortoise Modularchelon,"('Common',)",,2023-05-25 10:31:52,2022-01-29,Deck Mod Pack,Booster pack,"('Fantasia Strike Dragon Miragiastar F', 'Master of Sevens Road')",Old
RD/KP08-JP024,Rocketortoise Modularchelon,"('Common',)",,2023-08-22 15:40:44,2022-01-29,Deck Mod Pack,Booster pack,"('Hazy Strike Dragon Miragiastar F', 'Master of the Sevens Road')",New
RD/KP08-JP025,Zap Zap Octospark,"('Common',)",,2023-05-25 10:31:52,2022-01-29,Deck Mod Pack,Booster pack,"('Fantasia Strike Dragon Miragiastar F', 'Master of Sevens Road')",Old
RD/KP08-JP025,Zap Zap Octospark,"('Common',)",,2023-08-22 15:40:44,2022-01-29,Deck Mod Pack,Booster pack,"('Hazy Strike Dragon Miragiastar F', 'Master of the Sevens Road')",New
RD/KP08-JP026,Spirit of Bolt of Inspiration,"('Ultra Rare',)",,2023-05-25 10:31:52,2022-01-29,Deck Mod Pack,Booster pack,"('Fantasia Strike Dragon Miragiastar F', 'Master of Sevens Road')",Old
RD/KP08-JP026,Spirit of Bolt of Inspiration,"('Ultra Rare',)",,2023-08-22 15:40:44,2022-01-29,Deck Mod Pack,Booster pack,"('Hazy Strike Dragon Miragiastar F', 'Master of the Sevens Road')",New
RD/KP08-JP027,Sensor Duckbuill,"('Rare',)",,2023-05-25 10:31:52,2022-01-29,Deck Mod Pack,Booster pack,"('Fantasia Strike Dragon Miragiastar F', 'Master of Sevens Road')",Old
RD/KP08-JP027,Sensor Duckbuill,"('Rare',)",,2023-08-22 15:40:44,2022-01-29,Deck Mod Pack,Booster pack,"('Hazy Strike Dragon Miragiastar F', 'Master of the Sevens Road')",New
RD/KP08-JP028,Emitter Stag,"('Common',)",,2023-05-25 10:31:52,2022-01-29,Deck Mod Pack,Booster pack,"('Fantasia Strike Dragon Miragiastar F', 'Master of Sevens Road')",Old
RD/KP08-JP028,Emitter Stag,"('Common',)",,2023-08-22 15:40:44,2022-01-29,Deck Mod Pack,Booster pack,"('Hazy Strike Dragon Miragiastar F', 'Master of the Sevens Road')",New
RD/KP08-JP029,Blast Jaws,"('Common',)",,2023-05-25 10:31:52,2022-01-29,Deck Mod Pack,Booster pack,"('Fantasia Strike Dragon Miragiastar F', 'Master of Sevens Road')",Old
RD/KP08-JP029,Blast Jaws,"('Common',)",,2023-08-22 15:40:44,2022-01-29,Deck Mod Pack,Booster pack,"('Hazy Strike Dragon Miragiastar F', 'Master of the Sevens Road')",New
RD/KP08-JP030,Stormbolt Destroyer,"('Rare',)",,2023-05-25 10:31:52,2022-01-29,Deck Mod Pack,Booster pack,"('Fantasia Strike Dragon Miragiastar F', 'Master of Sevens Road')",Old
RD/KP08-JP030,Stormbolt Destroyer,"('Rare',)",,2023-08-22 15:40:44,2022-01-29,Deck Mod Pack,Booster pack,"('Hazy Strike Dragon Miragiastar F', 'Master of the Sevens Road')",New
RD/KP08-JP031,Blitzkrieg Cavalry Triggerdrago,"('Ultra Rare',)",,2023-05-25 10:31:52,2022-01-29,Deck Mod Pack,Booster pack,"('Fantasia Strike Dragon Miragiastar F', 'Master of Sevens Road')",Old
RD/KP08-JP031,Blitzkrieg Cavalry Triggerdrago,"('Ultra Rare',)",,2023-08-22 15:40:44,2022-01-29,Deck Mod Pack,Booster pack,"('Hazy Strike Dragon Miragiastar F', 'Master of the Sevens Road')",New
RD/KP08-JP032,Master of Sevens Road,"('Ultra Rare', 'Rush Rare')",,2023-05-25 10:31:52,2022-01-29,Deck Mod Pack,Booster pack,"('Fantasia Strike Dragon Miragiastar F', 'Master of Sevens Road')",Old
RD/KP08-JP032,Master of the Sevens Road,"('Ultra Rare', 'Rush Rare')",,2023-08-22 15:40:44,2022-01-29,Deck Mod Pack,Booster pack,"('Hazy Strike Dragon Miragiastar F', 'Master of the Sevens Road')",New
RD/KP08-JP033,Fantasia Strike Dragon Miragiastar F,"('Ultra Rare', 'Rush Rare')",,2023-05-25 10:31:52,2022-01-29,Deck Mod Pack,Booster pack,"('Fantasia Strike Dragon Miragiastar F', 'Master of Sevens Road')",Old
RD/KP08-JP033,Hazy Strike Dragon Miragiastar F,"('Ultra Rare', 'Rush Rare')",,2023-08-22 15:40:44,2022-01-29,Deck Mod Pack,Booster pack,"('Hazy Strike Dragon Miragiastar F', 'Master of the Sevens Road')",New
RD/KP08-JP034,Endless Romance Blitz,"('Super Rare',)",,2023-05-25 10:31:52,2022-01-29,Deck Mod Pack,Booster pack,"('Fantasia Strike Dragon Miragiastar F', 'Master of Sevens Road')",Old
RD/KP08-JP034,Endless Romance Blitz,"('Super Rare',)",,2023-08-22 15:40:44,2022-01-29,Deck Mod Pack,Booster pack,"('Hazy Strike Dragon Miragiastar F', 'Master of the Sevens Road')",New
RD/KP08-JP035,Hero of the Assist,"('Common',)",,2023-05-25 10:31:52,2022-01-29,Deck Mod Pack,Booster pack,"('Fantasia Strike Dragon Miragiastar F', 'Master of Sevens Road')",Old
RD/KP08-JP035,Hero of the Assist,"('Common',)",,2023-08-22 15:40:44,2022-01-29,Deck Mod Pack,Booster pack,"('Hazy Strike Dragon Miragiastar F', 'Master of the Sevens Road')",New
RD/KP08-JP036,Semeterasu the Celestial Summoner,"('Ultra Rare',)",,2023-05-25 10:31:52,2022-01-29,Deck Mod Pack,Booster pack,"('Fantasia Strike Dragon Miragiastar F', 'Master of Sevens Road')",Old
RD/KP08-JP036,Semeterasu the Divine Ruler,"('Ultra Rare',)",,2023-08-22 15:40:44,2022-01-29,Deck Mod Pack,Booster pack,"('Hazy Strike Dragon Miragiastar F', 'Master of the Sevens Road')",New
RD/KP08-JP037,Meika Etraynze the Shadow Flower Venus,"('Rare',)",,2023-05-25 10:31:52,2022-01-29,Deck Mod Pack,Booster pack,"('Fantasia Strike Dragon Miragiastar F', 'Master of Sevens Road')",Old
RD/KP08-JP037,Meika Etraynze the Shadow Flower Venus,"('Rare',)",,2023-08-22 15:40:44,2022-01-29,Deck Mod Pack,Booster pack,"('Hazy Strike Dragon Miragiastar F', 'Master of the Sevens Road')",New
RD/KP08-JP038,Durga the Shadow Flower Stealth Submarine,"('Rare',)",,2023-05-25 10:31:52,2022-01-29,Deck Mod Pack,Booster pack,"('Fantasia Strike Dragon Miragiastar F', 'Master of Sevens Road')",Old
RD/KP08-JP038,Durga the Shadow Flower Submarine,"('Rare',)",,2023-08-22 15:40:44,2022-01-29,Deck Mod Pack,Booster pack,"('Hazy Strike Dragon Miragiastar F', 'Master of the Sevens Road')",New
RD/KP08-JP039,Metarion King Cobrastar,"('Rare',)",,2023-05-25 10:31:52,2022-01-29,Deck Mod Pack,Booster pack,"('Fantasia Strike Dragon Miragiastar F', 'Master of Sevens Road')",Old
RD/KP08-JP039,Metarion King Cobrastar,"('Rare',)",,2023-08-22 15:40:44,2022-01-29,Deck Mod Pack,Booster pack,"('Hazy Strike Dragon Miragiastar F', 'Master of the Sevens Road')",New
RD/KP08-JP040,Poseigyon Advencharger,"('Common',)",,2023-05-25 10:31:52,2022-01-29,Deck Mod Pack,Booster pack,"('Fantasia Strike Dragon Miragiastar F', 'Master of Sevens Road')",Old
RD/KP08-JP040,Poseigyon Advencharger,"('Common',)",,2023-08-22 15:40:44,2022-01-29,Deck Mod Pack,Booster pack,"('Hazy Strike Dragon Miragiastar F', 'Master of the Sevens Road')",New
RD/KP08-JP041,Showering Seaferno,"('Common',)",,2023-05-25 10:31:52,2022-01-29,Deck Mod Pack,Booster pack,"('Fantasia Strike Dragon Miragiastar F', 'Master of Sevens Road')",Old
RD/KP08-JP041,Showering Seaferno,"('Common',)",,2023-08-22 15:40:44,2022-01-29,Deck Mod Pack,Booster pack,"('Hazy Strike Dragon Miragiastar F', 'Master of the Sevens Road')",New
RD/KP08-JP042,Prime Roast Beef Horseman,"('Common',)",,2023-05-25 10:31:52,2022-01-29,Deck Mod Pack,Booster pack,"('Fantasia Strike Dragon Miragiastar F', 'Master of Sevens Road')",Old
RD/KP08-JP042,Prime Roast Beef Horseman,"('Common',)",,2023-08-22 15:40:44,2022-01-29,Deck Mod Pack,Booster pack,"('Hazy Strike Dragon Miragiastar F', 'Master of the Sevens Road')",New
RD/KP08-JP043,"Hormone GunMcQueen, the Magnificent Shichirin","('Rare',)",,2023-05-25 10:31:52,2022-01-29,Deck Mod Pack,Booster pack,"('Fantasia Strike Dragon Miragiastar F', 'Master of Sevens Road')",Old
RD/KP08-JP043,"Hormone GunMcQueen, the Magnificent Shichirin","('Rare',)",,2023-08-22 15:40:44,2022-01-29,Deck Mod Pack,Booster pack,"('Hazy Strike Dragon Miragiastar F', 'Master of the Sevens Road')",New
RD/KP08-JP044,Ether Fast Striker,"('Rare',)",,2023-05-25 10:31:52,2022-01-29,Deck Mod Pack,Booster pack,"('Fantasia Strike Dragon Miragiastar F', 'Master of Sevens Road')",Old
RD/KP08-JP044,Ether Fast Striker,"('Rare',)",,2023-08-22 15:40:44,2022-01-29,Deck Mod Pack,Booster pack,"('Hazy Strike Dragon Miragiastar F', 'Master of the Sevens Road')",New
RD/KP08-JP045,Vulcan Ignite Hyperdrive,"('Common',)",,2023-05-25 10:31:52,2022-01-29,Deck Mod Pack,Booster pack,"('Fantasia Strike Dragon Miragiastar F', 'Master of Sevens Road')",Old
RD/KP08-JP045,Vulcan Ignite Hyperdrive,"('Common',)",,2023-08-22 15:40:44,2022-01-29,Deck Mod Pack,Booster pack,"('Hazy Strike Dragon Miragiastar F', 'Master of the Sevens Road')",New
RD/KP08-JP046,Royal Rebel's Echo,"('Common',)",,2023-05-25 10:31:52,2022-01-29,Deck Mod Pack,Booster pack,"('Fantasia Strike Dragon Miragiastar F', 'Master of Sevens Road')",Old
RD/KP08-JP046,Royal Rebel's Echo,"('Common',)",,2023-08-22 15:40:44,2022-01-29,Deck Mod Pack,Booster pack,"('Hazy Strike Dragon Miragiastar F', 'Master of the Sevens Road')",New
