Name,Password,Card type,Property,Archseries,Effect type,TCG status,OCG status,Page name,Page URL,Artwork,Modification date,Errata,Attribute,Primary type,Secondary type,Monster type,DEF,Pendulum Scale,Link,Link Arrows,ATK,Level/Rank
Germ Infection,24668830,Spell Card,Equip Spell Card,,"('Continuous-like Effect',)",Unlimited,Unlimited,Germ Infection,https://yugipedia.com/wiki/Germ_Infection,,2023-03-18 20:35:06,"('Type',)",,,,,,,,,,
Gernia,77936940,Monster Card,,,"('Trigger Effect',)",Unlimited,Unlimited,Gernia,https://yugipedia.com/wiki/Gernia,,2023-03-18 20:35:21,"('Any',)",DARK,Effect Monster,,Zombie,1200,,,,1300,4
Get Out!,22373487,Trap Card,Normal Trap Card,,"('Condition', 'Effect')",Unlimited,Unlimited,Get Out!,https://yugipedia.com/wiki/Get_Out!,,2023-03-18 20:35:35,,,,,,,,,,,
Get Your Game On!,,Spell Card,Continuous Spell Card,,"('Activation condition', 'Condition')",Illegal,,Get Your Game On!,https://yugipedia.com/wiki/Get_Your_Game_On!,,2023-03-18 20:35:54,,,,,,,,,,,
Getsu Fuhma,21887179,Monster Card,,,"('Trigger Effect',)",Unlimited,Unlimited,Getsu Fuhma,https://yugipedia.com/wiki/Getsu_Fuhma,,2023-03-18 20:36:12,"('Any',)",DARK,Effect Monster,,Warrior,1200,,,,1700,4
Ghost Beef,84046493,Monster Card,,,"('Ignition-like Effect',)",Unlimited,Unlimited,Ghost Beef,https://yugipedia.com/wiki/Ghost_Beef,,2023-03-18 20:36:26,"('Type',)",DARK,Normal Monster,,Beast,1000,4,,,2000,7
Ghost Belle & Haunted Mansion,73642296,Monster Card,,"('Yo-kai Girl',)","('Condition', 'Quick Effect')",Unlimited,Unlimited,Ghost Belle & Haunted Mansion,https://yugipedia.com/wiki/Ghost_Belle_%26_Haunted_Mansion,"('Alternate',)",2023-04-27 19:55:23,,EARTH,Effect Monster,"('Tuner monster',)",Zombie,1800,,,,0,3
Ghost Bird of Bewitchment,15419596,Monster Card,,,"('Condition', 'Continuous Effect')",Unlimited,Unlimited,Ghost Bird of Bewitchment,https://yugipedia.com/wiki/Ghost_Bird_of_Bewitchment,,2023-03-18 20:37:03,,DARK,Effect Monster,,Winged Beast,1500,,,,1300,4
"Ghost Charon, the Underworld Boatman",23379054,Monster Card,,"('Underworld',)","('Condition', 'Ignition Effect')",Unlimited,Unlimited,"Ghost Charon, the Underworld Boatman","https://yugipedia.com/wiki/Ghost_Charon,_the_Underworld_Boatman",,2023-03-18 20:37:18,,DARK,Effect Monster,"('Tuner monster',)",Zombie,0,,,,500,2
Ghost Fairy Elfobia,44663232,Monster Card,,,"('Ignition Effect',)",Unlimited,Unlimited,Ghost Fairy Elfobia,https://yugipedia.com/wiki/Ghost_Fairy_Elfobia,,2023-03-18 20:37:43,,WIND,Effect Monster,,Psychic,500,,,,900,3
Ghost Fusion,35705817,Spell Card,Normal Spell Card,"('Fusion (archetype)',)","('Condition', 'Effect')",,Unlimited,Ghost Fusion,https://yugipedia.com/wiki/Ghost_Fusion,,2023-03-18 20:37:57,,,,,,,,,,,
Ghost Gardna,59965151,Monster Card,,,"('Trigger Effect',)",Unlimited,Unlimited,Ghost Gardna,https://yugipedia.com/wiki/Ghost_Gardna,,2023-03-18 20:38:12,,DARK,Effect Monster,,Warrior,1900,,,,0,4
Ghost Knight of Jackal,13386503,Monster Card,,,"('Trigger Effect',)",Unlimited,Unlimited,Ghost Knight of Jackal,https://yugipedia.com/wiki/Ghost_Knight_of_Jackal,,2023-03-18 20:38:26,"('Any',)",EARTH,Effect Monster,,Beast-Warrior,1600,,,,1700,5
"Ghost Lancer, the Underworld Spearman",64104037,Monster Card,,"('Underworld',)","('Continuous Effect', 'Unclassified effect')",Not yet released,Unlimited,"Ghost Lancer, the Underworld Spearman","https://yugipedia.com/wiki/Ghost_Lancer,_the_Underworld_Spearman",,2023-03-30 18:27:19,,DARK,Effect Monster,,Zombie,0,,,,2000,5
Ghost Meets Girl - A Masterful Mayakashi Shiranui Saga,62219643,Trap Card,Normal Trap Card,"('Mayakashi', 'Shiranui')","('Condition', 'Effect', 'Quick-like Effect')",Unlimited,Unlimited,Ghost Meets Girl - A Masterful Mayakashi Shiranui Saga,https://yugipedia.com/wiki/Ghost_Meets_Girl_-_A_Masterful_Mayakashi_Shiranui_Saga,,2023-03-18 20:38:55,,,,,,,,,,,
Ghost Meets Girl - A Mayakashi's Manuscript,83266006,Spell Card,Quick-Play Spell Card,"('Mayakashi',)","('Condition', 'Effect')",Unlimited,Unlimited,Ghost Meets Girl - A Mayakashi's Manuscript,https://yugipedia.com/wiki/Ghost_Meets_Girl_-_A_Mayakashi%27s_Manuscript,,2023-03-18 20:39:14,,,,,,,,,,,
Ghost Meets Girl - A Shiranui's Story,13965201,Spell Card,Quick-Play Spell Card,"('Shiranui',)","('Activation condition', 'Cost', 'Effect')",Unlimited,Unlimited,Ghost Meets Girl - A Shiranui's Story,https://yugipedia.com/wiki/Ghost_Meets_Girl_-_A_Shiranui%27s_Story,,2023-03-18 20:39:31,,,,,,,,,,,
Ghost Mourner & Moonlit Chill,52038441,Monster Card,,"('Yo-kai Girl',)","('Condition', 'Trigger Effect')",Unlimited,Unlimited,Ghost Mourner & Moonlit Chill,https://yugipedia.com/wiki/Ghost_Mourner_%26_Moonlit_Chill,"('Alternate',)",2023-03-15 02:48:56,,WIND,Effect Monster,"('Tuner monster',)",Zombie,1800,,,,0,3
Ghost Ogre & Snow Rabbit,59438930,Monster Card,,"('Yo-kai Girl',)","('Condition', 'Quick Effect')",Unlimited,Unlimited,Ghost Ogre & Snow Rabbit,https://yugipedia.com/wiki/Ghost_Ogre_%26_Snow_Rabbit,"('Alternate',)",2023-03-18 20:39:56,"('Any',)",LIGHT,Effect Monster,"('Tuner monster',)",Psychic,1800,,,,0,3
Ghost Reaper & Winter Cherries,62015408,Monster Card,,"('Yo-kai Girl',)","('Condition', 'Quick Effect')",Unlimited,Unlimited,Ghost Reaper & Winter Cherries,https://yugipedia.com/wiki/Ghost_Reaper_%26_Winter_Cherries,"('Alternate',)",2023-03-18 20:40:15,"('Any',)",DARK,Effect Monster,"('Tuner monster',)",Zombie,1800,,,,0,3
Ghost Ship,33347467,Monster Card,,,"('Summoning condition',)",Unlimited,Unlimited,Ghost Ship,https://yugipedia.com/wiki/Ghost_Ship,,2023-03-18 20:40:27,,LIGHT,Effect Monster,,Fiend,1000,,,,1900,5
Ghost Sister & Spooky Dogwood,60643553,Monster Card,,"('Yo-kai Girl',)","('Condition', 'Quick Effect')",Unlimited,Unlimited,Ghost Sister & Spooky Dogwood,https://yugipedia.com/wiki/Ghost_Sister_%26_Spooky_Dogwood,"('Alternate', 'Edited')",2023-03-18 20:40:44,,WATER,Effect Monster,"('Tuner monster',)",Zombie,1800,,,,0,3
"Ghost Sleeper, the Underworld Princess",99370594,Monster Card,,"('Underworld',)","('Condition', 'Ignition Effect', 'Trigger Effect')",,Unlimited,"Ghost Sleeper, the Underworld Princess","https://yugipedia.com/wiki/Ghost_Sleeper,_the_Underworld_Princess",,2023-03-18 20:40:54,,DARK,Effect Monster,,Zombie,0,,,,1300,3
"Ghost Wyvern, the Underworld Dragon",61103515,Monster Card,,"('Underworld',)","('Continuous Effect', 'Trigger Effect')",,Unlimited,"Ghost Wyvern, the Underworld Dragon","https://yugipedia.com/wiki/Ghost_Wyvern,_the_Underworld_Dragon",,2023-03-18 20:41:15,,DARK,Effect Monster,,Zombie,0,,,,1700,4
Ghost of a Grudge,67113830,Trap Card,Normal Trap Card,,"('Activation condition', 'Effect')",Unlimited,Unlimited,Ghost of a Grudge,https://yugipedia.com/wiki/Ghost_of_a_Grudge,,2023-03-18 20:41:26,,,,,,,,,,,
Ghostrick Alucard,75367227,Monster Card,,"('Ghostrick',)","('Condition', 'Continuous Effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,Ghostrick Alucard,https://yugipedia.com/wiki/Ghostrick_Alucard,,2023-03-18 20:42:05,"('Any',)",DARK,Xyz Monster,,Zombie,1600,,,,1800,3
Ghostrick Angel of Mischief,53334641,Monster Card,,"('Duel winner', 'Ghostrick')","('Condition', 'Ignition Effect', 'Summoning condition')",Unlimited,Unlimited,Ghostrick Angel of Mischief,https://yugipedia.com/wiki/Ghostrick_Angel_of_Mischief,,2023-04-27 19:52:26,"('Any',)",DARK,Xyz Monster,,Fairy,2500,,,,2000,4
Ghostrick Break,80802524,Trap Card,Normal Trap Card,"('Ghostrick',)","('Activation condition', 'Effect')",Unlimited,Unlimited,Ghostrick Break,https://yugipedia.com/wiki/Ghostrick_Break,,2023-03-18 20:42:37,"('Any',)",,,,,,,,,,
Ghostrick Doll,46925518,Monster Card,,"('Ghostrick',)","('Ignition Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,Ghostrick Doll,https://yugipedia.com/wiki/Ghostrick_Doll,,2023-03-18 20:42:51,,DARK,Effect Monster,,Spellcaster,1200,,,,300,2
Ghostrick Dullahan,46895036,Monster Card,,"('Ghostrick',)","('Continuous Effect', 'Quick Effect', 'Trigger Effect')",Unlimited,Unlimited,Ghostrick Dullahan,https://yugipedia.com/wiki/Ghostrick_Dullahan,,2023-03-18 20:43:05,"('Any',)",DARK,Xyz Monster,,Fiend,0,,,,1000,1
Ghostrick Fairy,36239585,Monster Card,,"('Ghostrick',)","('Ignition Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,Ghostrick Fairy,https://yugipedia.com/wiki/Ghostrick_Fairy,,2023-03-18 20:43:18,,DARK,Effect Monster,,Spellcaster,1000,,,,900,2
Ghostrick Festival,35871958,Monster Card,,"('Ghostrick',)","('Condition', 'Continuous Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,Ghostrick Festival,https://yugipedia.com/wiki/Ghostrick_Festival,,2023-03-18 20:43:33,,DARK,Link Monster,,Spellcaster,,,1,"('↓',)",0,
Ghostrick Ghoul,85463083,Monster Card,,"('Ghostrick',)","('Ignition Effect', 'Summoning condition')",Unlimited,Unlimited,Ghostrick Ghoul,https://yugipedia.com/wiki/Ghostrick_Ghoul,,2023-03-18 20:43:48,"('Any',)",DARK,Effect Monster,,Zombie,1200,,,,1100,3
Ghostrick Jackfrost,61318483,Monster Card,,"('Ghostrick',)","('Ignition Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,Ghostrick Jackfrost,https://yugipedia.com/wiki/Ghostrick_Jackfrost,,2023-03-18 20:44:05,,DARK,Effect Monster,,Fiend,100,,,,800,1
Ghostrick Jiangshi,80885284,Monster Card,,"('Ghostrick',)","('Condition', 'Ignition Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,Ghostrick Jiangshi,https://yugipedia.com/wiki/Ghostrick_Jiangshi,,2023-03-16 15:24:15,,DARK,Effect Monster,,Zombie,1800,,,,400,3
Ghostrick Lantern,54512827,Monster Card,,"('Ghostrick',)","('Ignition Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,Ghostrick Lantern,https://yugipedia.com/wiki/Ghostrick_Lantern,,2023-03-18 20:44:21,,DARK,Effect Monster,,Fiend,0,,,,800,1
Ghostrick Mansion,99795159,Spell Card,Field Spell Card,"('Ghostrick',)","('Continuous-like Effect',)",Unlimited,Unlimited,Ghostrick Mansion,https://yugipedia.com/wiki/Ghostrick_Mansion,,2023-03-18 20:44:35,"('Any',)",,,,,,,,,,
Ghostrick Mary,98707192,Monster Card,,"('Ghostrick',)","('Condition', 'Ignition Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,Ghostrick Mary,https://yugipedia.com/wiki/Ghostrick_Mary,,2023-03-18 20:44:49,,DARK,Effect Monster,,Fiend,1600,,,,100,1
Ghostrick Mummy,97584500,Monster Card,,"('Ghostrick',)","('Continuous Effect', 'Ignition Effect', 'Summoning condition')",Unlimited,Unlimited,Ghostrick Mummy,https://yugipedia.com/wiki/Ghostrick_Mummy,,2023-03-18 20:45:05,,DARK,Effect Monster,,Zombie,0,,,,1500,3
Ghostrick Museum,07617062,Spell Card,Field Spell Card,"('Ghostrick',)","('Continuous-like Effect',)",Unlimited,Unlimited,Ghostrick Museum,https://yugipedia.com/wiki/Ghostrick_Museum,,2023-03-18 20:45:20,,,,,,,,,,,
Ghostrick Nekomusume,24101897,Monster Card,,"('Ghostrick',)","('Condition', 'Ignition Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,Ghostrick Nekomusume,https://yugipedia.com/wiki/Ghostrick_Nekomusume,,2023-03-18 20:45:33,,DARK,Effect Monster,,Spellcaster,900,,,,400,2
Ghostrick Night,85827713,Trap Card,Continuous Trap Card,"('Ghostrick',)","('Continuous-like Effect', 'Trigger Effect')",Unlimited,Unlimited,Ghostrick Night,https://yugipedia.com/wiki/Ghostrick_Night,,2023-03-18 20:45:47,,,,,,,,,,,
Ghostrick Parade,29400787,Spell Card,Field Spell Card,"('Ghostrick',)","('Continuous-like Effect', 'Trigger Effect')",Unlimited,Unlimited,Ghostrick Parade,https://yugipedia.com/wiki/Ghostrick_Parade,,2023-03-18 20:46:01,,,,,,,,,,,
Ghostrick Renovation,61818176,Trap Card,Normal Trap Card,"('Ghostrick',)","('Condition', 'Effect', 'Quick-like Effect')",Unlimited,Unlimited,Ghostrick Renovation,https://yugipedia.com/wiki/Ghostrick_Renovation,,2023-03-18 20:46:17,,,,,,,,,,,
Ghostrick Scare,86516889,Trap Card,Normal Trap Card,"('Ghostrick',)","('Activation condition', 'Effect')",Unlimited,Unlimited,Ghostrick Scare,https://yugipedia.com/wiki/Ghostrick_Scare,,2023-03-15 01:11:16,,,,,,,,,,,
Ghostrick Shot,69809989,Spell Card,Normal Spell Card,"('Ghostrick',)","('Condition', 'Effect', 'Ignition-like Effect')",Unlimited,Unlimited,Ghostrick Shot,https://yugipedia.com/wiki/Ghostrick_Shot,,2023-03-18 20:46:33,,,,,,,,,,,
Ghostrick Siren,64804316,Monster Card,,"('Ghostrick',)","('Ignition Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,Ghostrick Siren,https://yugipedia.com/wiki/Ghostrick_Siren,,2023-03-18 20:46:49,,DARK,Effect Monster,,Fairy,1500,,,,800,4
Ghostrick Skeleton,51196805,Monster Card,,"('Ghostrick',)","('Condition', 'Ignition Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,Ghostrick Skeleton,https://yugipedia.com/wiki/Ghostrick_Skeleton,,2023-03-18 20:47:04,,DARK,Effect Monster,,Zombie,1100,,,,1200,3
Ghostrick Socuteboss,32224143,Monster Card,,"('Ghostrick',)","('Continuous Effect', 'Ignition Effect')",Unlimited,Unlimited,Ghostrick Socuteboss,https://yugipedia.com/wiki/Ghostrick_Socuteboss,,2023-03-18 20:47:18,"('Any',)",DARK,Xyz Monster,,Spellcaster,1200,,,,1400,2
Ghostrick Specter,81907872,Monster Card,,"('Ghostrick',)","('Ignition Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,Ghostrick Specter,https://yugipedia.com/wiki/Ghostrick_Specter,,2023-03-18 20:47:32,"('Any',)",DARK,Effect Monster,,Fiend,0,,,,600,1
Ghostrick Stein,16279989,Monster Card,,"('Ghostrick',)","('Condition', 'Ignition Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,Ghostrick Stein,https://yugipedia.com/wiki/Ghostrick_Stein,,2023-03-18 20:47:48,,DARK,Effect Monster,,Zombie,0,,,,1600,3
Ghostrick Vanish,50527144,Trap Card,Normal Trap Card,"('Ghostrick',)","('Cost', 'Effect')",Unlimited,Unlimited,Ghostrick Vanish,https://yugipedia.com/wiki/Ghostrick_Vanish,,2023-03-18 20:48:01,,,,,,,,,,,
Ghostrick Warwolf,72913666,Monster Card,,"('Ghostrick',)","('Condition', 'Ignition Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,Ghostrick Warwolf,https://yugipedia.com/wiki/Ghostrick_Warwolf,,2023-03-18 20:48:15,,DARK,Effect Monster,,Zombie,1500,,,,1400,3
Ghostrick Witch,27491571,Monster Card,,"('Ghostrick',)","('Ignition Effect', 'Summoning condition')",Unlimited,Unlimited,Ghostrick Witch,https://yugipedia.com/wiki/Ghostrick_Witch,,2023-03-18 20:48:31,,DARK,Effect Monster,,Spellcaster,200,,,,1200,2
Ghostrick Yeti,84472026,Monster Card,,"('Ghostrick',)","('Ignition Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,Ghostrick Yeti,https://yugipedia.com/wiki/Ghostrick_Yeti,,2023-03-18 20:48:46,,DARK,Effect Monster,,Zombie,2000,,,,300,3
Ghostrick Yuki-onna,54490275,Monster Card,,"('Ghostrick',)","('Ignition Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,Ghostrick Yuki-onna,https://yugipedia.com/wiki/Ghostrick_Yuki-onna,,2023-03-18 20:49:04,,DARK,Effect Monster,,Spellcaster,800,,,,1000,2
Ghostrick or Treat,27170599,Trap Card,Normal Trap Card,"('Ghostrick',)","('Condition', 'Effect')",Unlimited,Unlimited,Ghostrick or Treat,https://yugipedia.com/wiki/Ghostrick_or_Treat,,2023-03-18 20:49:20,,,,,,,,,,,
Ghostrick-Go-Round,37055344,Trap Card,Continuous Trap Card,"('Ghostrick',)","('Quick-like Effect',)",Unlimited,Unlimited,Ghostrick-Go-Round,https://yugipedia.com/wiki/Ghostrick-Go-Round,,2023-03-18 20:49:36,,,,,,,,,,,
Ghosts From the Past,51099515,Trap Card,Normal Trap Card,,"('Cost', 'Effect')",Unlimited,Unlimited,Ghosts From the Past,https://yugipedia.com/wiki/Ghosts_From_the_Past,,2023-03-18 20:49:49,"('Any',)",,,,,,,,,,
Ghoti Chain,45792753,Trap Card,Normal Trap Card,"('Ghoti',)","('Condition', 'Effect')",Unlimited,,Ghoti Chain,https://yugipedia.com/wiki/Ghoti_Chain,,2023-04-15 12:32:18,,,,,,,,,,,
Ghoti Cosmos,38409239,Trap Card,Normal Trap Card,"('Ghoti',)","('Condition', 'Effect')",Unlimited,,Ghoti Cosmos,https://yugipedia.com/wiki/Ghoti_Cosmos,,2023-03-18 20:50:22,,,,,,,,,,,
Ghoti Fury,65898344,Trap Card,Continuous Trap Card,"('Ghoti',)","('Condition', 'Quick-like Effect', 'Trigger Effect')",Unlimited,,Ghoti Fury,https://yugipedia.com/wiki/Ghoti_Fury,,2023-03-18 20:50:35,,,,,,,,,,,
Ghoti of the Deep Beyond,72309040,Monster Card,,"('Ghoti',)","('Continuous Effect', 'Trigger Effect')",Unlimited,,Ghoti of the Deep Beyond,https://yugipedia.com/wiki/Ghoti_of_the_Deep_Beyond,,2023-03-18 20:50:48,,WATER,Synchro Monster,,Fish,0,,,,?,10
Ghoul with an Appetite,95265975,Monster Card,,,,,Unlimited,Ghoul with an Appetite,https://yugipedia.com/wiki/Ghoul_with_an_Appetite,,2023-03-18 20:51:00,,DARK,Normal Monster,,Zombie,1200,,,,1600,4
Giant Axe Mummy,78266168,Monster Card,,,"('Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,Giant Axe Mummy,https://yugipedia.com/wiki/Giant_Axe_Mummy,,2023-03-18 20:51:41,"('Any',)",EARTH,Effect Monster,,Zombie,2000,,,,1700,5
Giant Ballgame,60619435,Spell Card,Continuous Spell Card,,"('Condition', 'Ignition-like Effect')",Unlimited,Unlimited,Giant Ballgame,https://yugipedia.com/wiki/Giant_Ballgame,,2023-03-18 20:51:55,,,,,,,,,,,
Giant Ballpark,58012707,Spell Card,Field Spell Card,,"('Condition', 'Trigger Effect')",Unlimited,Unlimited,Giant Ballpark,https://yugipedia.com/wiki/Giant_Ballpark,,2023-03-18 20:52:06,,,,,,,,,,,
Giant Beetrooper Invincible Atlas,38229962,Monster Card,,"('Beetrooper',)","('Condition', 'Continuous Effect', 'Ignition Effect')",Unlimited,Unlimited,Giant Beetrooper Invincible Atlas,https://yugipedia.com/wiki/Giant_Beetrooper_Invincible_Atlas,,2023-03-18 20:52:21,,EARTH,Link Monster,,Insect,,,4,"('↓', '↙', '↘', '↑')",3000,
Giant Flea,41762634,Monster Card,,,,Unlimited,Unlimited,Giant Flea,https://yugipedia.com/wiki/Giant_Flea,,2023-03-18 20:52:49,,EARTH,Normal Monster,,Insect,1200,,,,1500,4
Giant Germ,95178994,Monster Card,,,"('Trigger Effect',)",Unlimited,Unlimited,Giant Germ,https://yugipedia.com/wiki/Giant_Germ,,2023-03-16 09:52:55,"('Any',)",DARK,Effect Monster,,Fiend,100,,,,1000,2
Giant Kozaky,58185394,Monster Card,,,"('Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,Giant Kozaky,https://yugipedia.com/wiki/Giant_Kozaky,"('Edited',)",2023-03-18 20:53:05,"('Any',)",DARK,Effect Monster,,Fiend,2400,,,,2500,4
Giant Mech-Soldier,72299832,Monster Card,,,,Unlimited,Unlimited,Giant Mech-Soldier,https://yugipedia.com/wiki/Giant_Mech-Soldier,,2023-03-18 20:53:20,,EARTH,Normal Monster,,Machine,1900,,,,1750,6
Giant Orc,73698349,Monster Card,,,"('Continuous Effect',)",Unlimited,Unlimited,Giant Orc,https://yugipedia.com/wiki/Giant_Orc,,2023-04-08 22:42:15,"('Any',)",DARK,Effect Monster,,Fiend,0,,,,2200,4
Giant Pairfish,92723496,Monster Card,,,"('Condition', 'Ignition Effect')",Unlimited,Unlimited,Giant Pairfish,https://yugipedia.com/wiki/Giant_Pairfish,,2023-03-18 20:53:48,,WATER,Effect Monster,,Wyrm,1200,,,,2000,6
Giant Rat,97017120,Monster Card,,"('Attribute Summoner',)","('Trigger Effect',)",Unlimited,Unlimited,Giant Rat,https://yugipedia.com/wiki/Giant_Rat,,2023-03-18 20:54:20,"('Any',)",EARTH,Effect Monster,,Beast,1450,,,,1400,4
Giant Red Seasnake,58831685,Monster Card,,,,Unlimited,Unlimited,Giant Red Seasnake,https://yugipedia.com/wiki/Giant_Red_Seasnake,,2023-03-18 20:54:36,"('Type',)",WATER,Normal Monster,,Aqua,800,,,,1800,4
Giant Rex,80280944,Monster Card,,,"('Condition', 'Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,Giant Rex,https://yugipedia.com/wiki/Giant_Rex,,2023-04-03 20:25:10,,EARTH,Effect Monster,,Dinosaur,1200,,,,2000,4
Giant Scorpion of the Tundra,41403766,Monster Card,,,,,Unlimited,Giant Scorpion of the Tundra,https://yugipedia.com/wiki/Giant_Scorpion_of_the_Tundra,,2023-03-18 20:55:02,,EARTH,Normal Monster,,Insect,1000,,,,1100,3
Giant Soldier of Steel,57043117,Monster Card,,,"('Continuous Effect', 'Quick Effect')",Unlimited,Unlimited,Giant Soldier of Steel,https://yugipedia.com/wiki/Giant_Soldier_of_Steel,,2023-03-18 20:55:17,"('Any',)",EARTH,Xyz Monster,,Rock,2000,,,,1300,3
Giant Soldier of Stone,13039848,Monster Card,,,,Unlimited,Unlimited,Giant Soldier of Stone,https://yugipedia.com/wiki/Giant_Soldier_of_Stone,,2023-03-18 20:55:45,"('Type',)",EARTH,Normal Monster,,Rock,2000,,,,1300,3
Giant Starfall,43986064,Trap Card,Normal Trap Card,,"('Condition', 'Effect')",Unlimited,Unlimited,Giant Starfall,https://yugipedia.com/wiki/Giant_Starfall,,2023-03-18 20:56:02,,,,,,,,,,,
Giant Trap Hole,80723580,Trap Card,Normal Trap Card,"('Trap Hole (archetype)',)","('Activation condition', 'Effect')",Unlimited,Unlimited,Giant Trap Hole,https://yugipedia.com/wiki/Giant_Trap_Hole,,2023-03-18 20:56:29,"('Any',)",,,,,,,,,,
Giant Trunade,42703248,Spell Card,Normal Spell Card,,"('Effect',)",Forbidden,Forbidden,Giant Trunade,https://yugipedia.com/wiki/Giant_Trunade,,2023-03-18 20:57:00,"('Type',)",,,,,,,,,,
Giant Turtle Who Feeds on Flames,96981563,Monster Card,,,,Unlimited,Unlimited,Giant Turtle Who Feeds on Flames,https://yugipedia.com/wiki/Giant_Turtle_Who_Feeds_on_Flames,,2023-03-18 20:57:13,,WATER,Normal Monster,,Aqua,1800,,,,1400,5
Gift Card,39526584,Trap Card,Normal Trap Card,,"('Effect',)",Unlimited,Unlimited,Gift Card,https://yugipedia.com/wiki/Gift_Card,,2023-03-18 20:57:25,,,,,,,,,,,
Gift Exchange,82257940,Spell Card,Normal Spell Card,,"('Effect',)",Unlimited,Unlimited,Gift Exchange,https://yugipedia.com/wiki/Gift_Exchange,,2023-03-18 20:57:38,,,,,,,,,,,
Gift of The Mystical Elf,98299011,Trap Card,Normal Trap Card,,"('Effect',)",Unlimited,Unlimited,Gift of The Mystical Elf,https://yugipedia.com/wiki/Gift_of_The_Mystical_Elf,,2023-03-18 20:57:54,"('Name',)",,,,,,,,,,
Gift of the Martyr,98792570,Spell Card,Normal Spell Card,,"('Cost', 'Effect')",Unlimited,Unlimited,Gift of the Martyr,https://yugipedia.com/wiki/Gift_of_the_Martyr,"('Edited',)",2023-03-18 20:58:07,"('Any',)",,,,,,,,,,
Giga Gagagigo,43793530,Monster Card,,"('Gigo',)",,Unlimited,Unlimited,Giga Gagagigo,https://yugipedia.com/wiki/Giga_Gagagigo,,2023-03-18 20:58:32,,WATER,Normal Monster,,Reptile,1500,,,,2450,5
Giga-Tech Wolf,08471389,Monster Card,,,,Unlimited,Unlimited,Giga-Tech Wolf,https://yugipedia.com/wiki/Giga-Tech_Wolf,,2023-03-18 20:58:48,,FIRE,Normal Monster,,Machine,1400,,,,1200,4
Gigantes,47606319,Monster Card,,,"('Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,Gigantes,https://yugipedia.com/wiki/Gigantes,,2023-03-16 13:13:58,"('Type',)",EARTH,Effect Monster,,Rock,1300,,,,1900,4
"Gigantic ""Champion"" Sargas",11132674,Monster Card,,,"('Condition', 'Ignition Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,"Gigantic ""Champion"" Sargas",https://yugipedia.com/wiki/Gigantic_%22Champion%22_Sargas,,2023-03-18 20:59:15,,FIRE,Xyz Monster,,Machine,1500,,,,2800,8
Gigantic Cephalotus,82116191,Monster Card,,,"('Trigger Effect',)",Unlimited,Unlimited,Gigantic Cephalotus,https://yugipedia.com/wiki/Gigantic_Cephalotus,,2023-03-18 20:59:29,"('Any',)",EARTH,Effect Monster,,Plant,700,,,,1850,4
Gigantic Spright,54498517,Monster Card,,"('Spright',)","('Condition', 'Continuous Effect', 'Ignition Effect')",Unlimited,Unlimited,Gigantic Spright,https://yugipedia.com/wiki/Gigantic_Spright,,2023-03-18 20:59:42,,DARK,Xyz Monster,,Thunder,1600,,,,1600,2
Gigantic Thundercross,34047456,Trap Card,Normal Trap Card,,"('Condition', 'Effect')",Unlimited,Unlimited,Gigantic Thundercross,https://yugipedia.com/wiki/Gigantic_Thundercross,,2023-03-18 20:59:56,,,,,,,,,,,
Giganticastle,63422098,Monster Card,,,"('Continuous Effect',)",Unlimited,Unlimited,Giganticastle,https://yugipedia.com/wiki/Giganticastle,,2023-03-18 21:00:07,,EARTH,Synchro Monster,,Rock,2800,,,,2900,9
Giganto,33621868,Monster Card,,,,Unlimited,Unlimited,Giganto,https://yugipedia.com/wiki/Giganto,,2023-03-18 21:00:19,,DARK,Normal Monster,,Machine,1800,,,,1700,5
Gigaplant,53257892,Monster Card,,,"('Condition', 'Ignition Effect', 'Unclassified effect')",Unlimited,Unlimited,Gigaplant,https://yugipedia.com/wiki/Gigaplant,,2023-03-18 21:00:35,,EARTH,Effect Monster,"('Gemini monster',)",Plant,1200,,,,2400,6
