Card number,Set,Name,Rarity,Print,Page URL,Modification date,Release,Cover card,Version
IOC-IT053,Invasion of Chaos (25th Anniversary Edition),Zero Gravity,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT054,Invasion of Chaos (25th Anniversary Edition),Dark Mirror Force,"('Ultra Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT055,Invasion of Chaos (25th Anniversary Edition),Energy Drain,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT056,Invasion of Chaos (25th Anniversary Edition),Giga Gagagigo,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT057,Invasion of Chaos (25th Anniversary Edition),Mad Dog of Darkness,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT058,Invasion of Chaos (25th Anniversary Edition),Neo Bug,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT059,Invasion of Chaos (25th Anniversary Edition),Sea Serpent Warrior of Darkness,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT060,Invasion of Chaos (25th Anniversary Edition),Terrorking Salmon,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT061,Invasion of Chaos (25th Anniversary Edition),Blazing Inpachi,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT062,Invasion of Chaos (25th Anniversary Edition),Burning Algae,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT063,Invasion of Chaos (25th Anniversary Edition),The Thing in the Crater,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT064,Invasion of Chaos (25th Anniversary Edition),Molten Zombie,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT065,Invasion of Chaos (25th Anniversary Edition),Dark Magician of Chaos,"('Ultra Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT066,Invasion of Chaos (25th Anniversary Edition),Gora Turtle of Illusion,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT067,Invasion of Chaos (25th Anniversary Edition),Manticore of Darkness,"('Ultra Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT068,Invasion of Chaos (25th Anniversary Edition),Stealth Bird,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT069,Invasion of Chaos (25th Anniversary Edition),Sacred Crane,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT070,Invasion of Chaos (25th Anniversary Edition),Enraged Battle Ox,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT071,Invasion of Chaos (25th Anniversary Edition),Don Turtle,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT072,Invasion of Chaos (25th Anniversary Edition),Balloon Lizard,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT073,Invasion of Chaos (25th Anniversary Edition),Dark Driceratops,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT074,Invasion of Chaos (25th Anniversary Edition),Hyper Hammerhead,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT075,Invasion of Chaos (25th Anniversary Edition),Black Tyranno,"('Ultra Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT076,Invasion of Chaos (25th Anniversary Edition),Anti-Aircraft Flower,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT077,Invasion of Chaos (25th Anniversary Edition),Prickle Fairy,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT078,Invasion of Chaos (25th Anniversary Edition),Pinch Hopper,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT079,Invasion of Chaos (25th Anniversary Edition),Skull-Mark Ladybug,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT080,Invasion of Chaos (25th Anniversary Edition),Insect Princess,"('Ultra Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT081,Invasion of Chaos (25th Anniversary Edition),Amphibious Bugroth MK-3,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT082,Invasion of Chaos (25th Anniversary Edition),Torpedo Fish,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT083,Invasion of Chaos (25th Anniversary Edition),Levia-Dragon - Daedalus,"('Ultra Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT084,Invasion of Chaos (25th Anniversary Edition),Orca Mega-Fortress of Darkness,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT085,Invasion of Chaos (25th Anniversary Edition),Cannonball Spear Shellfish,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT086,Invasion of Chaos (25th Anniversary Edition),Mataza the Zapper,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT087,Invasion of Chaos (25th Anniversary Edition),Guardian Angel Joan,"('Ultra Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT088,Invasion of Chaos (25th Anniversary Edition),Manju of the Ten Thousand Hands,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT089,Invasion of Chaos (25th Anniversary Edition),Getsu Fuhma,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT090,Invasion of Chaos (25th Anniversary Edition),Ryu Kokki,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT091,Invasion of Chaos (25th Anniversary Edition),Gryphon's Feather Duster,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT092,Invasion of Chaos (25th Anniversary Edition),Stray Lambs,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT093,Invasion of Chaos (25th Anniversary Edition),Smashing Ground,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT094,Invasion of Chaos (25th Anniversary Edition),Dimension Fusion,"('Ultra Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT095,Invasion of Chaos (25th Anniversary Edition),Dedication through Light and Darkness,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT096,Invasion of Chaos (25th Anniversary Edition),Salvage,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT097,Invasion of Chaos (25th Anniversary Edition),Ultra Evolution Pill,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT098,Invasion of Chaos (25th Anniversary Edition),Multiplication of Ants,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT099,Invasion of Chaos (25th Anniversary Edition),Earth Chant,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT100,Invasion of Chaos (25th Anniversary Edition),Jade Insect Whistle,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT101,Invasion of Chaos (25th Anniversary Edition),Destruction Ring,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT102,Invasion of Chaos (25th Anniversary Edition),Fiend's Hand Mirror,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT103,Invasion of Chaos (25th Anniversary Edition),Compulsory Evacuation Device,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT104,Invasion of Chaos (25th Anniversary Edition),A Hero Emerges,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT105,Invasion of Chaos (25th Anniversary Edition),Self-Destruct Button,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT106,Invasion of Chaos (25th Anniversary Edition),Curse of Darkness,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT107,Invasion of Chaos (25th Anniversary Edition),"Begone, Knave!","('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT108,Invasion of Chaos (25th Anniversary Edition),DNA Transplant,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT109,Invasion of Chaos (25th Anniversary Edition),Robbin' Zombie,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT110,Invasion of Chaos (25th Anniversary Edition),Trap Jammer,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-IT111,Invasion of Chaos (25th Anniversary Edition),Invader of Darkness,"('Secret Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-IT),2023-05-18 19:31:54,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-PT000,Invasion of Chaos (25th Anniversary Edition),Chaos Emperor Dragon - Envoy of the End,"('Secret Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-PT),2023-05-18 19:32:04,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-PT001,Invasion of Chaos (25th Anniversary Edition),Ojama Yellow,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-PT),2023-05-18 19:32:04,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-PT002,Invasion of Chaos (25th Anniversary Edition),Ojama Black,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-PT),2023-05-18 19:32:04,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-PT003,Invasion of Chaos (25th Anniversary Edition),Soul Tiger,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-PT),2023-05-18 19:32:04,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-PT004,Invasion of Chaos (25th Anniversary Edition),Big Koala,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-PT),2023-05-18 19:32:04,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-PT005,Invasion of Chaos (25th Anniversary Edition),Des Kangaroo,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-PT),2023-05-18 19:32:04,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-PT006,Invasion of Chaos (25th Anniversary Edition),Crimson Ninja,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-PT),2023-05-18 19:32:04,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-PT007,Invasion of Chaos (25th Anniversary Edition),Strike Ninja,"('Ultra Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-PT),2023-05-18 19:32:04,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-PT008,Invasion of Chaos (25th Anniversary Edition),Gale Lizard,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-PT),2023-05-18 19:32:04,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-PT009,Invasion of Chaos (25th Anniversary Edition),Spirit of the Pot of Greed,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-PT),2023-05-18 19:32:04,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-PT010,Invasion of Chaos (25th Anniversary Edition),Chopman the Desperate Outlaw,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-PT),2023-05-18 19:32:04,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-PT011,Invasion of Chaos (25th Anniversary Edition),Sasuke Samurai #3,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-PT),2023-05-18 19:32:04,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-PT012,Invasion of Chaos (25th Anniversary Edition),D.D. Scout Plane,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-PT),2023-05-18 19:32:04,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-PT013,Invasion of Chaos (25th Anniversary Edition),Berserk Gorilla,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-PT),2023-05-18 19:32:04,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-PT014,Invasion of Chaos (25th Anniversary Edition),Freed the Brave Wanderer,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-PT),2023-05-18 19:32:04,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-PT015,Invasion of Chaos (25th Anniversary Edition),Coach Goblin,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-PT),2023-05-18 19:32:04,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-PT016,Invasion of Chaos (25th Anniversary Edition),Witch Doctor of Chaos,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-PT),2023-05-18 19:32:04,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-PT017,Invasion of Chaos (25th Anniversary Edition),Chaos Necromancer,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-PT),2023-05-18 19:32:04,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-PT018,Invasion of Chaos (25th Anniversary Edition),Chaosrider Gustaph,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-PT),2023-05-18 19:32:04,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-PT019,Invasion of Chaos (25th Anniversary Edition),Inferno,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-PT),2023-05-18 19:32:04,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-PT020,Invasion of Chaos (25th Anniversary Edition),Fenrir,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-PT),2023-05-18 19:32:04,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-PT021,Invasion of Chaos (25th Anniversary Edition),Gigantes,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-PT),2023-05-18 19:32:04,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-PT022,Invasion of Chaos (25th Anniversary Edition),Silpheed,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-PT),2023-05-18 19:32:04,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-PT023,Invasion of Chaos (25th Anniversary Edition),Chaos Sorcerer,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-PT),2023-05-18 19:32:04,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-PT024,Invasion of Chaos (25th Anniversary Edition),Gren Maju Da Eiza,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-PT),2023-05-18 19:32:04,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-PT025,Invasion of Chaos (25th Anniversary Edition),Black Luster Soldier - Envoy of the Beginning,"('Ultra Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-PT),2023-05-18 19:32:04,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-PT026,Invasion of Chaos (25th Anniversary Edition),Drillago,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-PT),2023-05-18 19:32:04,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-PT027,Invasion of Chaos (25th Anniversary Edition),Lekunga,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-PT),2023-05-18 19:32:04,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-PT028,Invasion of Chaos (25th Anniversary Edition),Lord Poison,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-PT),2023-05-18 19:32:04,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-PT029,Invasion of Chaos (25th Anniversary Edition),Bowganian,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-PT),2023-05-18 19:32:04,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-PT030,Invasion of Chaos (25th Anniversary Edition),Granadora,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-PT),2023-05-18 19:32:04,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-PT031,Invasion of Chaos (25th Anniversary Edition),Fuhma Shuriken,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-PT),2023-05-18 19:32:04,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-PT032,Invasion of Chaos (25th Anniversary Edition),Heart of the Underdog,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-PT),2023-05-18 19:32:04,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-PT033,Invasion of Chaos (25th Anniversary Edition),Wild Nature's Release,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-PT),2023-05-18 19:32:04,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-PT034,Invasion of Chaos (25th Anniversary Edition),Ojama Delta Hurricane!!,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-PT),2023-05-18 19:32:04,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-PT035,Invasion of Chaos (25th Anniversary Edition),Stumbling,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-PT),2023-05-18 19:32:04,2023-04-20,"('Dark Magician of Chaos',)",New
IOC-PT036,Invasion of Chaos (25th Anniversary Edition),Chaos End,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Invasion_of_Chaos_(25th_Anniversary_Edition)_(TCG-PT),2023-05-18 19:32:04,2023-04-20,"('Dark Magician of Chaos',)",New
