Card number,Set,Name,Rarity,Print,Page URL,Modification date,Series,Set type,Cover card,Version
DP28-JP019,Duelist Pack: Duelists of Explosion,Volcanic Trooper,"('Super Rare', 'Secret Rare')",New,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-JP),2023-05-26 12:26:40,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP021,Duelist Pack: Duelists of Explosion,Volcanic Blaze Accelerator,"('Super Rare',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-JP),2023-05-23 12:09:36,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",Old
DP28-JP021,Duelist Pack: Duelists of Explosion,Volcanic Blaze Accelerator,"('Super Rare', 'Secret Rare')",New,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-JP),2023-05-26 12:26:40,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP022,Duelist Pack: Duelists of Explosion,Fire Ejection,,New,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-JP),2023-05-23 12:09:36,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",Old
DP28-JP022,Duelist Pack: Duelists of Explosion,Fire Ejection,"('Rare',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-JP),2023-05-26 12:26:40,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP023,Duelist Pack: Duelists of Explosion,Volcanic Emission,,New,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-JP),2023-05-23 12:09:36,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",Old
DP28-JP023,Duelist Pack: Duelists of Explosion,Volcanic Emission,"('Super Rare', 'Secret Rare')",New,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-JP),2023-05-26 12:26:40,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP024,Duelist Pack: Duelists of Explosion,Volcanic Inferno,,New,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-JP),2023-05-23 12:09:36,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",Old
DP28-JP024,Duelist Pack: Duelists of Explosion,Volcanic Inferno,"('Rare',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-JP),2023-05-26 12:26:40,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP025,Duelist Pack: Duelists of Explosion,Volcanic Shell,,Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-JP),2023-05-23 12:09:36,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",Old
DP28-JP025,Duelist Pack: Duelists of Explosion,Volcanic Shell,"('Common',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-JP),2023-05-26 12:26:40,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP026,Duelist Pack: Duelists of Explosion,Volcanic Scattershot,,Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-JP),2023-05-23 12:09:36,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",Old
DP28-JP026,Duelist Pack: Duelists of Explosion,Volcanic Scattershot,"('Common',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-JP),2023-05-26 12:26:40,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP027,Duelist Pack: Duelists of Explosion,Volcanic Rocket,,Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-JP),2023-05-23 12:09:36,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",Old
DP28-JP027,Duelist Pack: Duelists of Explosion,Volcanic Rocket,"('Common',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-JP),2023-05-26 12:26:40,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP028,Duelist Pack: Duelists of Explosion,Volcanic Queen,,Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-JP),2023-05-23 12:09:36,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",Old
DP28-JP028,Duelist Pack: Duelists of Explosion,Volcanic Queen,"('Common',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-JP),2023-05-26 12:26:40,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP029,Duelist Pack: Duelists of Explosion,Volcanic Doomfire,,Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-JP),2023-05-23 12:09:36,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",Old
DP28-JP029,Duelist Pack: Duelists of Explosion,Volcanic Doomfire,"('Common',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-JP),2023-05-26 12:26:40,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP030,Duelist Pack: Duelists of Explosion,Blaze Accelerator,,Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-JP),2023-05-23 12:09:36,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",Old
DP28-JP030,Duelist Pack: Duelists of Explosion,Blaze Accelerator,"('Common',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-JP),2023-05-26 12:26:40,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP031,Duelist Pack: Duelists of Explosion,Blaze Accelerator Reload,,Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-JP),2023-05-23 12:09:36,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",Old
DP28-JP031,Duelist Pack: Duelists of Explosion,Blaze Accelerator Reload,"('Common',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-JP),2023-05-26 12:26:40,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP034,Duelist Pack: Duelists of Explosion,Battlin' Boxer Promoter,"('Super Rare',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-JP),2023-05-23 12:09:36,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",Old
DP28-JP034,Duelist Pack: Duelists of Explosion,Battlin' Boxer Promoter,"('Super Rare', 'Secret Rare')",New,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-JP),2023-05-26 12:26:40,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP036,Duelist Pack: Duelists of Explosion,Battlin' Boxer King Dempsey,,New,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-JP),2023-05-23 12:09:36,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",Old
DP28-JP036,Duelist Pack: Duelists of Explosion,Battlin' Boxer King Dempsey,"('Super Rare', 'Secret Rare')",New,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-JP),2023-05-26 12:26:40,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP038,Duelist Pack: Duelists of Explosion,Battlin' Boxing Cross Counter,,New,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-JP),2023-05-23 12:09:36,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",Old
DP28-JP038,Duelist Pack: Duelists of Explosion,Battlin' Boxing Cross Counter,"('Rare',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-JP),2023-05-26 12:26:40,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP039,Duelist Pack: Duelists of Explosion,Battlin' Boxer Headgeared,,Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-JP),2023-05-23 12:09:36,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",Old
DP28-JP039,Duelist Pack: Duelists of Explosion,Battlin' Boxer Headgeared,"('Common',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-JP),2023-05-26 12:26:40,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP040,Duelist Pack: Duelists of Explosion,Battlin' Boxer Glassjaw,,Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-JP),2023-05-23 12:09:36,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",Old
DP28-JP040,Duelist Pack: Duelists of Explosion,Battlin' Boxer Glassjaw,"('Common',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-JP),2023-05-26 12:26:40,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP041,Duelist Pack: Duelists of Explosion,Battlin' Boxer Switchitter,,Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-JP),2023-05-23 12:09:36,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",Old
DP28-JP041,Duelist Pack: Duelists of Explosion,Battlin' Boxer Switchitter,"('Common',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-JP),2023-05-26 12:26:40,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP042,Duelist Pack: Duelists of Explosion,,,Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-JP),2023-05-23 12:09:36,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",Old
DP28-JP042,Duelist Pack: Duelists of Explosion,Number 105: Battlin' Boxer Star Cestus,"('Common',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-JP),2023-05-26 12:26:40,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP043,Duelist Pack: Duelists of Explosion,,,Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-JP),2023-05-23 12:09:36,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",Old
DP28-JP043,Duelist Pack: Duelists of Explosion,Number C105: Battlin' Boxer Comet Cestus,"('Common',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-JP),2023-05-26 12:26:40,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP044,Duelist Pack: Duelists of Explosion,Number 79: Battlin' Boxer Nova Kaiser,,Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-JP),2023-05-23 12:09:36,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",Old
DP28-JP044,Duelist Pack: Duelists of Explosion,Number 79: Battlin' Boxer Nova Kaiser,"('Common',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-JP),2023-05-26 12:26:40,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP045,Duelist Pack: Duelists of Explosion,Battlin' Boxing Spirits,,Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-JP),2023-05-23 12:09:36,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",Old
DP28-JP045,Duelist Pack: Duelists of Explosion,Battlin' Boxing Spirits,"('Common',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-JP),2023-05-26 12:26:40,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DTP1-EN001,Duel Terminal - Preview,Blue-Eyes White Dragon,"('Duel Terminal Super Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Duel_Terminal_-_Preview_(TCG-EN),2023-03-23 11:35:28,,Duel Terminal,,Old
DTP1-EN001,Duel Terminal - Preview,Blue-Eyes White Dragon,"('Duel Terminal Super Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Duel_Terminal_-_Preview_(TCG-EN),2023-03-23 11:35:28,,Duel Terminal,,Old
DTP1-EN002,Duel Terminal - Preview,Dark Magician,"('Duel Terminal Rare Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Duel_Terminal_-_Preview_(TCG-EN),2023-03-23 11:35:28,,Duel Terminal,,Old
DTP1-EN002,Duel Terminal - Preview,Dark Magician,"('Duel Terminal Rare Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Duel_Terminal_-_Preview_(TCG-EN),2023-03-23 11:35:28,,Duel Terminal,,Old
DTP1-EN003,Duel Terminal - Preview,Red-Eyes Black Dragon,"('Duel Terminal Rare Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Duel_Terminal_-_Preview_(TCG-EN),2023-03-23 11:35:28,,Duel Terminal,,Old
DTP1-EN003,Duel Terminal - Preview,Red-Eyes Black Dragon,"('Duel Terminal Rare Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Duel_Terminal_-_Preview_(TCG-EN),2023-03-23 11:35:28,,Duel Terminal,,Old
DTP1-EN004,Duel Terminal - Preview,Ojama Yellow,"('Duel Terminal Normal Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Duel_Terminal_-_Preview_(TCG-EN),2023-03-23 11:35:28,,Duel Terminal,,Old
DTP1-EN004,Duel Terminal - Preview,Ojama Yellow,"('Duel Terminal Normal Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Duel_Terminal_-_Preview_(TCG-EN),2023-03-23 11:35:28,,Duel Terminal,,Old
DTP1-EN005,Duel Terminal - Preview,Elemental HERO Neos,"('Duel Terminal Rare Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Duel_Terminal_-_Preview_(TCG-EN),2023-03-23 11:35:28,,Duel Terminal,,Old
DTP1-EN005,Duel Terminal - Preview,Elemental HERO Neos,"('Duel Terminal Rare Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Duel_Terminal_-_Preview_(TCG-EN),2023-03-23 11:35:28,,Duel Terminal,,Old
DTP1-EN006,Duel Terminal - Preview,Buster Blader,"('Duel Terminal Normal Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Duel_Terminal_-_Preview_(TCG-EN),2023-03-23 11:35:28,,Duel Terminal,,Old
DTP1-EN006,Duel Terminal - Preview,Buster Blader,"('Duel Terminal Normal Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Duel_Terminal_-_Preview_(TCG-EN),2023-03-23 11:35:28,,Duel Terminal,,Old
DTP1-EN007,Duel Terminal - Preview,Kuriboh,"('Duel Terminal Normal Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Duel_Terminal_-_Preview_(TCG-EN),2023-03-23 11:35:28,,Duel Terminal,,Old
DTP1-EN007,Duel Terminal - Preview,Kuriboh,"('Duel Terminal Normal Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Duel_Terminal_-_Preview_(TCG-EN),2023-03-23 11:35:28,,Duel Terminal,,Old
DTP1-EN008,Duel Terminal - Preview,Winged Kuriboh,"('Duel Terminal Normal Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Duel_Terminal_-_Preview_(TCG-EN),2023-03-23 11:35:28,,Duel Terminal,,Old
DTP1-EN008,Duel Terminal - Preview,Winged Kuriboh,"('Duel Terminal Normal Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Duel_Terminal_-_Preview_(TCG-EN),2023-03-23 11:35:28,,Duel Terminal,,Old
DTP1-EN009,Duel Terminal - Preview,Cyber Dragon,"('Duel Terminal Rare Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Duel_Terminal_-_Preview_(TCG-EN),2023-03-23 11:35:28,,Duel Terminal,,Old
DTP1-EN009,Duel Terminal - Preview,Cyber Dragon,"('Duel Terminal Rare Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Duel_Terminal_-_Preview_(TCG-EN),2023-03-23 11:35:28,,Duel Terminal,,Old
DTP1-EN010,Duel Terminal - Preview,Soul Exchange,"('Duel Terminal Normal Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Duel_Terminal_-_Preview_(TCG-EN),2023-03-23 11:35:28,,Duel Terminal,,Old
DTP1-EN010,Duel Terminal - Preview,Soul Exchange,"('Duel Terminal Normal Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Duel_Terminal_-_Preview_(TCG-EN),2023-03-23 11:35:28,,Duel Terminal,,Old
DTP1-EN011,Duel Terminal - Preview,Malevolent Nuzzler,"('Duel Terminal Normal Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Duel_Terminal_-_Preview_(TCG-EN),2023-03-23 11:35:28,,Duel Terminal,,Old
DTP1-EN011,Duel Terminal - Preview,Malevolent Nuzzler,"('Duel Terminal Normal Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Duel_Terminal_-_Preview_(TCG-EN),2023-03-23 11:35:28,,Duel Terminal,,Old
DTP1-EN012,Duel Terminal - Preview,Nobleman of Extermination,"('Duel Terminal Normal Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Duel_Terminal_-_Preview_(TCG-EN),2023-03-23 11:35:28,,Duel Terminal,,Old
DTP1-EN012,Duel Terminal - Preview,Nobleman of Extermination,"('Duel Terminal Normal Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Duel_Terminal_-_Preview_(TCG-EN),2023-03-23 11:35:28,,Duel Terminal,,Old
DTP1-EN013,Duel Terminal - Preview,Burst Stream of Destruction,"('Duel Terminal Rare Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Duel_Terminal_-_Preview_(TCG-EN),2023-03-23 11:35:28,,Duel Terminal,,Old
DTP1-EN013,Duel Terminal - Preview,Burst Stream of Destruction,"('Duel Terminal Rare Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Duel_Terminal_-_Preview_(TCG-EN),2023-03-23 11:35:28,,Duel Terminal,,Old
DTP1-EN014,Duel Terminal - Preview,Dark Magic Attack,"('Duel Terminal Normal Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Duel_Terminal_-_Preview_(TCG-EN),2023-03-23 11:35:28,,Duel Terminal,,Old
DTP1-EN014,Duel Terminal - Preview,Dark Magic Attack,"('Duel Terminal Normal Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Duel_Terminal_-_Preview_(TCG-EN),2023-03-23 11:35:28,,Duel Terminal,,Old
DTP1-EN015,Duel Terminal - Preview,Inferno Fire Blast,"('Duel Terminal Rare Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Duel_Terminal_-_Preview_(TCG-EN),2023-03-23 11:35:28,,Duel Terminal,,Old
DTP1-EN015,Duel Terminal - Preview,Inferno Fire Blast,"('Duel Terminal Rare Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Duel_Terminal_-_Preview_(TCG-EN),2023-03-23 11:35:28,,Duel Terminal,,Old
DTP1-EN016,Duel Terminal - Preview,Dust Tornado,"('Duel Terminal Normal Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Duel_Terminal_-_Preview_(TCG-EN),2023-03-23 11:35:28,,Duel Terminal,,Old
DTP1-EN016,Duel Terminal - Preview,Dust Tornado,"('Duel Terminal Normal Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Duel_Terminal_-_Preview_(TCG-EN),2023-03-23 11:35:28,,Duel Terminal,,Old
DTP1-EN017,Duel Terminal - Preview,Mask of Weakness,"('Duel Terminal Normal Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Duel_Terminal_-_Preview_(TCG-EN),2023-03-23 11:35:28,,Duel Terminal,,Old
DTP1-EN017,Duel Terminal - Preview,Mask of Weakness,"('Duel Terminal Normal Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Duel_Terminal_-_Preview_(TCG-EN),2023-03-23 11:35:28,,Duel Terminal,,Old
DTP1-EN018,Duel Terminal - Preview,Magic Jammer,"('Duel Terminal Normal Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Duel_Terminal_-_Preview_(TCG-EN),2023-03-23 11:35:28,,Duel Terminal,,Old
DTP1-EN018,Duel Terminal - Preview,Magic Jammer,"('Duel Terminal Normal Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Duel_Terminal_-_Preview_(TCG-EN),2023-03-23 11:35:28,,Duel Terminal,,Old
DTP1-EN019,Duel Terminal - Preview,Reinforcements,"('Duel Terminal Normal Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Duel_Terminal_-_Preview_(TCG-EN),2023-03-23 11:35:28,,Duel Terminal,,Old
DTP1-EN019,Duel Terminal - Preview,Reinforcements,"('Duel Terminal Normal Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Duel_Terminal_-_Preview_(TCG-EN),2023-03-23 11:35:28,,Duel Terminal,,Old
DTP1-EN020,Duel Terminal - Preview,Negate Attack,"('Duel Terminal Normal Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Duel_Terminal_-_Preview_(TCG-EN),2023-03-23 11:35:28,,Duel Terminal,,Old
DTP1-EN020,Duel Terminal - Preview,Negate Attack,"('Duel Terminal Normal Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Duel_Terminal_-_Preview_(TCG-EN),2023-03-23 11:35:28,,Duel Terminal,,Old
DTP1-EN021,Duel Terminal - Preview,Nitro Synchron,"('Duel Terminal Rare Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Duel_Terminal_-_Preview_(TCG-EN),2023-03-23 11:35:28,,Duel Terminal,,Old
DTP1-EN022,Duel Terminal - Preview,Ghost Gardna,"('Duel Terminal Normal Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Duel_Terminal_-_Preview_(TCG-EN),2023-03-23 11:35:28,,Duel Terminal,,Old
DTP1-EN023,Duel Terminal - Preview,Big Piece Golem,"('Duel Terminal Rare Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Duel_Terminal_-_Preview_(TCG-EN),2023-03-23 11:35:28,,Duel Terminal,,Old
DTP1-EN024,Duel Terminal - Preview,Dark Resonator,"('Duel Terminal Normal Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Duel_Terminal_-_Preview_(TCG-EN),2023-03-23 11:35:28,,Duel Terminal,,Old
DTP1-EN025,Duel Terminal - Preview,Handcuffs Dragon,"('Duel Terminal Normal Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Duel_Terminal_-_Preview_(TCG-EN),2023-03-23 11:35:28,,Duel Terminal,,Old
DTP1-EN026,Duel Terminal - Preview,Swift Gaia the Fierce Knight,"('Duel Terminal Normal Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Duel_Terminal_-_Preview_(TCG-EN),2023-03-23 11:35:28,,Duel Terminal,,Old
DTP1-EN027,Duel Terminal - Preview,Harpie Lady 1,"('Duel Terminal Normal Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Duel_Terminal_-_Preview_(TCG-EN),2023-03-23 11:35:28,,Duel Terminal,,Old
DTP1-EN028,Duel Terminal - Preview,Crystal Beast Sapphire Pegasus,"('Duel Terminal Normal Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Duel_Terminal_-_Preview_(TCG-EN),2023-03-23 11:35:28,,Duel Terminal,,Old
DTP1-EN029,Duel Terminal - Preview,Nitro Warrior,"('Duel Terminal Super Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Duel_Terminal_-_Preview_(TCG-EN),2023-03-23 11:35:28,,Duel Terminal,,Old
DTP1-EN030,Duel Terminal - Preview,Goyo Guardian,"('Duel Terminal Super Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Duel_Terminal_-_Preview_(TCG-EN),2023-03-23 11:35:28,,Duel Terminal,,Old
DTP1-EN031,Duel Terminal - Preview,Ally of Justice Catastor,"('Duel Terminal Rare Parallel Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Duel_Terminal_-_Preview_(TCG-EN),2023-03-23 11:35:28,,Duel Terminal,,Old
MGED-EN006,Maximum Gold: El Dorado,Rescue Cat,"('Premium Gold Rare',)",PGR,https://yugipedia.com/wiki/Set_Card_Lists:Maximum_Gold:_El_Dorado_(TCG-EN),2023-04-22 18:27:12,Gold Series (series),Booster pack,,Old
MGED-EN006,Maximum Gold: El Dorado,Rescue Cat,"('Premium Gold Rare',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Maximum_Gold:_El_Dorado_(TCG-EN),2023-04-22 18:27:12,Gold Series (series),Booster pack,,Old
MGED-EN006,Maximum Gold: El Dorado,Rescue Cat,"('Premium Gold Rare',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Maximum_Gold:_El_Dorado_(TCG-EN),2023-05-27 00:34:08,Gold Series (series),Booster pack,,New
MGED-EN006,Maximum Gold: El Dorado,Rescue Cat,"('Premium Gold Rare',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Maximum_Gold:_El_Dorado_(TCG-EN),2023-05-27 00:34:08,Gold Series (series),Booster pack,,New
MGED-EN031,Maximum Gold: El Dorado,Number C1000: Numerounius,"('Premium Gold Rare',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Maximum_Gold:_El_Dorado_(TCG-EN),2023-04-22 18:27:12,Gold Series (series),Booster pack,,Old
MGED-EN031,Maximum Gold: El Dorado,Number C1000: Numerounius,"('Premium Gold Rare',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Maximum_Gold:_El_Dorado_(TCG-EN),2023-05-27 00:34:08,Gold Series (series),Booster pack,,New
