Card number,Set,Name,Rarity,Print,Page URL,Modification date,Set type,Version
DIFO-JP021,Dimension Force,Symphonic Warrior DJJ,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP022,Dimension Force,Noh-P.U.N.K. Deer Note,"('Super Rare', 'Secret Rare', 'Prismatic Secret Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP023,Dimension Force,Illegal Knight,"('Super Rare', 'Secret Rare', 'Prismatic Secret Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP024,Dimension Force,Ancient Warriors - Savage Don Ying,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP025,Dimension Force,Battleguard Cadet,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP026,Dimension Force,Light Law Medium,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP027,Dimension Force,Divine Dragon Titanomakhia,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP028,Dimension Force,Sunlit Sentinel,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP029,Dimension Force,Amphibious Bugroth MK-11,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP030,Dimension Force,Supreme Sea Mare,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP031,Dimension Force,Reverse Jar,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP032,Dimension Force,Yamatako Orochi,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP033,Dimension Force,Devouring Sarcoughagus,"('Normal Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP034,Dimension Force,Odd-Eyes Pendulumgraph Dragon,"('Ultra Rare', 'Secret Rare', 'Ultimate Rare', 'Prismatic Secret Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP035,Dimension Force,Alba-Lenatus the Abyss Dragon,"('Ultra Rare', 'Secret Rare', 'Ultimate Rare', 'Prismatic Secret Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP036,Dimension Force,Starving Venom Predapower Fusion Dragon,"('Ultra Rare', 'Secret Rare', 'Ultimate Rare', 'Prismatic Secret Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP037,Dimension Force,Predaplant Ambulomelides,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP038,Dimension Force,Dinomorphia Rexterm,"('Super Rare', 'Secret Rare', 'Prismatic Secret Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP039,Dimension Force,Red-Eyes Zombie Dragon Lord,"('Ultra Rare', 'Secret Rare', 'Ultimate Rare', 'Prismatic Secret Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP040,Dimension Force,Skeletal Dragon Felgrand,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP041,Dimension Force,Immortal Dragon,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP042,Dimension Force,Symphonic Warrior Rockks,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP043,Dimension Force,Psychic End Punisher,"('Ultra Rare', 'Secret Rare', 'Ultimate Rare', 'Holographic Rare', 'Prismatic Secret Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP044,Dimension Force,Heroic Champion - Claivesolish,"('Super Rare', 'Secret Rare', 'Prismatic Secret Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP045,Dimension Force,Heroic Champion - Jarngreipr,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP046,Dimension Force,Exosisters Magnifica,"('Ultra Rare', 'Secret Rare', 'Ultimate Rare', 'Prismatic Secret Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP047,Dimension Force,Musical Sumo Dice Games,"('Normal Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP048,Dimension Force,Beyond the Pendulum,"('Super Rare', 'Secret Rare', 'Prismatic Secret Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP049,Dimension Force,Scareclaw Tri-Heart,"('Ultra Rare', 'Secret Rare', 'Ultimate Rare', 'Prismatic Secret Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP050,Dimension Force,The Weather Painter Moonbow,"('Super Rare', 'Secret Rare', 'Prismatic Secret Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP051,Dimension Force,Sylvan Dancepione,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP052,Dimension Force,Extra Pendulum,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP053,Dimension Force,Therion Discolosseum,"('Super Rare', 'Secret Rare', 'Prismatic Secret Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP054,Dimension Force,Endless Engine Argyro System,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP055,Dimension Force,Therion Charge,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP056,Dimension Force,Icejade Curse,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP057,Dimension Force,Branded Loss,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP058,Dimension Force,Primitive Planet Reichphobia,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP059,Dimension Force,Scareclaw Arrival,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP060,Dimension Force,Zombie Reborn,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP061,Dimension Force,Heroic Envoy,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP062,Dimension Force,Generalprobe,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP063,Dimension Force,The Weather Forecast,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP064,Dimension Force,Ancient Warriors Saga - Deception and Betrayal,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP065,Dimension Force,War Rock Medium,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP066,Dimension Force,Materiactor Annulus,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP067,Dimension Force,Parasomnia Pillow,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP068,Dimension Force,Surprise Chain,"('Normal Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP069,Dimension Force,Pendulum Scale,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP070,Dimension Force,Therion Cross,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP071,Dimension Force,Therion Stand Up!,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP072,Dimension Force,Branded Banishment,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP073,Dimension Force,Dogmatikaturgy,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP074,Dimension Force,Scareclaw Sclash,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP075,Dimension Force,Scareclaw Alternative,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP076,Dimension Force,Haunted Zombies,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP077,Dimension Force,Dinomorphia Frenzy,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP078,Dimension Force,Ichiroku's Ledger Book,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP079,Dimension Force,XX-clusion,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP080,Dimension Force,Vivid Tail,"('Normal Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
RD/KP14-JP0??,Phoenix of the Roaring Flame,Chemispet Wanko,,,https://yugipedia.com/wiki/Set_Card_Lists:Phoenix_of_the_Roaring_Flame_(OCG-JP),2023-06-03 23:58:26,Booster pack,Old
RD/KP14-JP0??,Phoenix of the Roaring Flame,Chemispet Nyanko,,,https://yugipedia.com/wiki/Set_Card_Lists:Phoenix_of_the_Roaring_Flame_(OCG-JP),2023-06-03 23:58:26,Booster pack,Old
RD/KP14-JP0??,Phoenix of the Roaring Flame,Hyper Assistant Achi,,,https://yugipedia.com/wiki/Set_Card_Lists:Phoenix_of_the_Roaring_Flame_(OCG-JP),2023-06-03 23:58:26,Booster pack,Old
RD/KP14-JP0??,Phoenix of the Roaring Flame,Blazebolt Chemistorm Fenghuang Volcalize Phoenix,,,https://yugipedia.com/wiki/Set_Card_Lists:Phoenix_of_the_Roaring_Flame_(OCG-JP),2023-06-03 23:58:26,Booster pack,Old
RD/KP14-JP0??,Phoenix of the Roaring Flame,Blazebolt Chemistorm Fenghuang Volcalize Phoenix,,,https://yugipedia.com/wiki/Set_Card_Lists:Phoenix_of_the_Roaring_Flame_(OCG-JP),2023-06-03 23:58:26,Booster pack,Old
RD/KP14-JP0??,Phoenix of the Roaring Flame,Gaia the Battle Ruler,,,https://yugipedia.com/wiki/Set_Card_Lists:Phoenix_of_the_Roaring_Flame_(OCG-JP),2023-06-03 23:58:26,Booster pack,Old
RD/KP14-JP0??,Phoenix of the Roaring Flame,Blazebolt Chemistorm Fenghuang Volcalize Phoenix,,,https://yugipedia.com/wiki/Set_Card_Lists:Phoenix_of_the_Roaring_Flame_(OCG-JP),2023-06-03 23:58:26,Booster pack,Old
RD/KP14-JP0??,Phoenix of the Roaring Flame,Steel Soldier Gale Vinary,,,https://yugipedia.com/wiki/Set_Card_Lists:Phoenix_of_the_Roaring_Flame_(OCG-JP),2023-06-03 23:58:26,Booster pack,Old
RD/KP14-JP0??,Phoenix of the Roaring Flame,Rising Light Angel Esser,,,https://yugipedia.com/wiki/Set_Card_Lists:Phoenix_of_the_Roaring_Flame_(OCG-JP),2023-06-03 23:58:26,Booster pack,Old
RD/KP14-JP0??,Phoenix of the Roaring Flame,Cat-trois Choice,,,https://yugipedia.com/wiki/Set_Card_Lists:Phoenix_of_the_Roaring_Flame_(OCG-JP),2023-06-03 23:58:26,Booster pack,Old
RD/KP14-JP0??,Phoenix of the Roaring Flame,Veteran Curse of Dragon,,,https://yugipedia.com/wiki/Set_Card_Lists:Phoenix_of_the_Roaring_Flame_(OCG-JP),2023-06-03 23:58:26,Booster pack,Old
RD/KP14-JP0??,Phoenix of the Roaring Flame,Veteran Gaia the Fierce Knight,,,https://yugipedia.com/wiki/Set_Card_Lists:Phoenix_of_the_Roaring_Flame_(OCG-JP),2023-06-03 23:58:26,Booster pack,Old
RD/KP14-JP0??,Phoenix of the Roaring Flame,Blazebolt Chemistorm Fenghuang Volcalize Phoenix,,,https://yugipedia.com/wiki/Set_Card_Lists:Phoenix_of_the_Roaring_Flame_(OCG-JP),2023-06-10 10:14:38,Booster pack,New
RD/KP14-JP0??,Phoenix of the Roaring Flame,Hyper Assistant Achi,,,https://yugipedia.com/wiki/Set_Card_Lists:Phoenix_of_the_Roaring_Flame_(OCG-JP),2023-06-10 10:14:38,Booster pack,New
RD/KP14-JP0??,Phoenix of the Roaring Flame,Chemispet Wanko,,,https://yugipedia.com/wiki/Set_Card_Lists:Phoenix_of_the_Roaring_Flame_(OCG-JP),2023-06-10 10:14:38,Booster pack,New
RD/KP14-JP0??,Phoenix of the Roaring Flame,Veteran Curse of Dragon,,,https://yugipedia.com/wiki/Set_Card_Lists:Phoenix_of_the_Roaring_Flame_(OCG-JP),2023-06-10 10:14:38,Booster pack,New
RD/KP14-JP0??,Phoenix of the Roaring Flame,Veteran Gaia the Fierce Knight,,,https://yugipedia.com/wiki/Set_Card_Lists:Phoenix_of_the_Roaring_Flame_(OCG-JP),2023-06-10 10:14:38,Booster pack,New
RD/KP14-JP0??,Phoenix of the Roaring Flame,Launcher Catapult Turtle,,,https://yugipedia.com/wiki/Set_Card_Lists:Phoenix_of_the_Roaring_Flame_(OCG-JP),2023-06-10 10:14:38,Booster pack,New
RD/KP14-JP0??,Phoenix of the Roaring Flame,Amusi Annoyance,,,https://yugipedia.com/wiki/Set_Card_Lists:Phoenix_of_the_Roaring_Flame_(OCG-JP),2023-06-10 10:14:38,Booster pack,New
RD/KP14-JP0??,Phoenix of the Roaring Flame,Excutie Riding!,,,https://yugipedia.com/wiki/Set_Card_Lists:Phoenix_of_the_Roaring_Flame_(OCG-JP),2023-06-10 10:14:38,Booster pack,New
RD/KP14-JP0??,Phoenix of the Roaring Flame,Snake Princess of Purity,,,https://yugipedia.com/wiki/Set_Card_Lists:Phoenix_of_the_Roaring_Flame_(OCG-JP),2023-06-10 10:14:38,Booster pack,New
RD/KP14-JP0??,Phoenix of the Roaring Flame,Blazebolt Chemistorm Fenghuang Volcalize Phoenix,,,https://yugipedia.com/wiki/Set_Card_Lists:Phoenix_of_the_Roaring_Flame_(OCG-JP),2023-06-10 10:14:38,Booster pack,New
RD/KP14-JP0??,Phoenix of the Roaring Flame,Cat-trois Choice,,,https://yugipedia.com/wiki/Set_Card_Lists:Phoenix_of_the_Roaring_Flame_(OCG-JP),2023-06-10 10:14:38,Booster pack,New
RD/KP14-JP0??,Phoenix of the Roaring Flame,Gaia the Battle Ruler,,,https://yugipedia.com/wiki/Set_Card_Lists:Phoenix_of_the_Roaring_Flame_(OCG-JP),2023-06-10 10:14:38,Booster pack,New
RD/KP14-JP0??,Phoenix of the Roaring Flame,Blazebolt Chemistorm Fenghuang Volcalize Phoenix,,,https://yugipedia.com/wiki/Set_Card_Lists:Phoenix_of_the_Roaring_Flame_(OCG-JP),2023-06-10 10:14:38,Booster pack,New
RD/KP14-JP0??,Phoenix of the Roaring Flame,Chemispet Nyanko,,,https://yugipedia.com/wiki/Set_Card_Lists:Phoenix_of_the_Roaring_Flame_(OCG-JP),2023-06-10 10:14:38,Booster pack,New
RD/KP14-JP0??,Phoenix of the Roaring Flame,Steel Soldier Gale Vinary,,,https://yugipedia.com/wiki/Set_Card_Lists:Phoenix_of_the_Roaring_Flame_(OCG-JP),2023-06-10 10:14:38,Booster pack,New
RD/KP14-JP0??,Phoenix of the Roaring Flame,Rising Light Angel Esser,,,https://yugipedia.com/wiki/Set_Card_Lists:Phoenix_of_the_Roaring_Flame_(OCG-JP),2023-06-10 10:14:38,Booster pack,New
RD/LGP1-KR050,Legend Awakening Pack,Ship of Seven Treasures,"('Secret Rare',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Legend_Awakening_Pack_(OCG-KR),2023-06-02 07:41:53,Booster pack,Old
RD/LGP1-KR050,Legend Awakening Pack,Ship of Seven Treasures,"('Super Rare', 'Secret Rare')",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Legend_Awakening_Pack_(OCG-KR),2023-06-07 08:11:47,Booster pack,New
RD/MRP2-JP001,Megaroad Pack 2,,,,https://yugipedia.com/wiki/Set_Card_Lists:Megaroad_Pack_2_(OCG-JP),2023-06-06 02:50:54,Booster pack,New
RD/MRP2-JP002,Megaroad Pack 2,,,,https://yugipedia.com/wiki/Set_Card_Lists:Megaroad_Pack_2_(OCG-JP),2023-06-06 02:50:54,Booster pack,New
RD/MRP2-JP003,Megaroad Pack 2,,,,https://yugipedia.com/wiki/Set_Card_Lists:Megaroad_Pack_2_(OCG-JP),2023-06-06 02:50:54,Booster pack,New
RD/MRP2-JP004,Megaroad Pack 2,,,,https://yugipedia.com/wiki/Set_Card_Lists:Megaroad_Pack_2_(OCG-JP),2023-06-06 02:50:54,Booster pack,New
RD/MRP2-JP005,Megaroad Pack 2,,,,https://yugipedia.com/wiki/Set_Card_Lists:Megaroad_Pack_2_(OCG-JP),2023-06-06 02:50:54,Booster pack,New
RD/MRP2-JP006,Megaroad Pack 2,,,,https://yugipedia.com/wiki/Set_Card_Lists:Megaroad_Pack_2_(OCG-JP),2023-06-06 02:50:54,Booster pack,New
RD/MRP2-JP007,Megaroad Pack 2,,,,https://yugipedia.com/wiki/Set_Card_Lists:Megaroad_Pack_2_(OCG-JP),2023-06-06 02:50:54,Booster pack,New
RD/MRP2-JP008,Megaroad Pack 2,,,,https://yugipedia.com/wiki/Set_Card_Lists:Megaroad_Pack_2_(OCG-JP),2023-06-06 02:50:54,Booster pack,New
RD/MRP2-JP009,Megaroad Pack 2,,,,https://yugipedia.com/wiki/Set_Card_Lists:Megaroad_Pack_2_(OCG-JP),2023-06-06 02:50:54,Booster pack,New
RD/MRP2-JP010,Megaroad Pack 2,,,,https://yugipedia.com/wiki/Set_Card_Lists:Megaroad_Pack_2_(OCG-JP),2023-06-06 02:50:54,Booster pack,New
RD/MRP2-JP011,Megaroad Pack 2,,,,https://yugipedia.com/wiki/Set_Card_Lists:Megaroad_Pack_2_(OCG-JP),2023-06-06 02:50:54,Booster pack,New
RD/MRP2-JP012,Megaroad Pack 2,,,,https://yugipedia.com/wiki/Set_Card_Lists:Megaroad_Pack_2_(OCG-JP),2023-06-06 02:50:54,Booster pack,New
RD/MRP2-JP013,Megaroad Pack 2,,,,https://yugipedia.com/wiki/Set_Card_Lists:Megaroad_Pack_2_(OCG-JP),2023-06-06 02:50:54,Booster pack,New
RD/MRP2-JP014,Megaroad Pack 2,,,,https://yugipedia.com/wiki/Set_Card_Lists:Megaroad_Pack_2_(OCG-JP),2023-06-06 02:50:54,Booster pack,New
RD/MRP2-JP015,Megaroad Pack 2,,,,https://yugipedia.com/wiki/Set_Card_Lists:Megaroad_Pack_2_(OCG-JP),2023-06-06 02:50:54,Booster pack,New
RD/MRP2-JP016,Megaroad Pack 2,,,,https://yugipedia.com/wiki/Set_Card_Lists:Megaroad_Pack_2_(OCG-JP),2023-06-06 02:50:54,Booster pack,New
RD/MRP2-JP017,Megaroad Pack 2,,,,https://yugipedia.com/wiki/Set_Card_Lists:Megaroad_Pack_2_(OCG-JP),2023-06-06 02:50:54,Booster pack,New
RD/MRP2-JP018,Megaroad Pack 2,,,,https://yugipedia.com/wiki/Set_Card_Lists:Megaroad_Pack_2_(OCG-JP),2023-06-06 02:50:54,Booster pack,New
RD/MRP2-JP019,Megaroad Pack 2,,,,https://yugipedia.com/wiki/Set_Card_Lists:Megaroad_Pack_2_(OCG-JP),2023-06-06 02:50:54,Booster pack,New
RD/MRP2-JP020,Megaroad Pack 2,,,,https://yugipedia.com/wiki/Set_Card_Lists:Megaroad_Pack_2_(OCG-JP),2023-06-06 02:50:54,Booster pack,New
RD/MRP2-JP021,Megaroad Pack 2,,,,https://yugipedia.com/wiki/Set_Card_Lists:Megaroad_Pack_2_(OCG-JP),2023-06-06 02:50:54,Booster pack,New
RD/MRP2-JP022,Megaroad Pack 2,,,,https://yugipedia.com/wiki/Set_Card_Lists:Megaroad_Pack_2_(OCG-JP),2023-06-06 02:50:54,Booster pack,New
RD/MRP2-JP023,Megaroad Pack 2,,,,https://yugipedia.com/wiki/Set_Card_Lists:Megaroad_Pack_2_(OCG-JP),2023-06-06 02:50:54,Booster pack,New
RD/MRP2-JP024,Megaroad Pack 2,,,,https://yugipedia.com/wiki/Set_Card_Lists:Megaroad_Pack_2_(OCG-JP),2023-06-06 02:50:54,Booster pack,New
RD/MRP2-JP025,Megaroad Pack 2,,,,https://yugipedia.com/wiki/Set_Card_Lists:Megaroad_Pack_2_(OCG-JP),2023-06-06 02:50:54,Booster pack,New
RD/MRP2-JP026,Megaroad Pack 2,,,,https://yugipedia.com/wiki/Set_Card_Lists:Megaroad_Pack_2_(OCG-JP),2023-06-06 02:50:54,Booster pack,New
RD/MRP2-JP027,Megaroad Pack 2,,,,https://yugipedia.com/wiki/Set_Card_Lists:Megaroad_Pack_2_(OCG-JP),2023-06-06 02:50:54,Booster pack,New
RD/MRP2-JP028,Megaroad Pack 2,,,,https://yugipedia.com/wiki/Set_Card_Lists:Megaroad_Pack_2_(OCG-JP),2023-06-06 02:50:54,Booster pack,New
RD/MRP2-JP029,Megaroad Pack 2,,,,https://yugipedia.com/wiki/Set_Card_Lists:Megaroad_Pack_2_(OCG-JP),2023-06-06 02:50:54,Booster pack,New
RD/MRP2-JP030,Megaroad Pack 2,,,,https://yugipedia.com/wiki/Set_Card_Lists:Megaroad_Pack_2_(OCG-JP),2023-06-06 02:50:54,Booster pack,New
RD/MRP2-JP031,Megaroad Pack 2,,,,https://yugipedia.com/wiki/Set_Card_Lists:Megaroad_Pack_2_(OCG-JP),2023-06-06 02:50:54,Booster pack,New
RD/MRP2-JP032,Megaroad Pack 2,,,,https://yugipedia.com/wiki/Set_Card_Lists:Megaroad_Pack_2_(OCG-JP),2023-06-06 02:50:54,Booster pack,New
RD/MRP2-JP033,Megaroad Pack 2,,,,https://yugipedia.com/wiki/Set_Card_Lists:Megaroad_Pack_2_(OCG-JP),2023-06-06 02:50:54,Booster pack,New
RD/MRP2-JP034,Megaroad Pack 2,,,,https://yugipedia.com/wiki/Set_Card_Lists:Megaroad_Pack_2_(OCG-JP),2023-06-06 02:50:54,Booster pack,New
RD/MRP2-JP035,Megaroad Pack 2,,,,https://yugipedia.com/wiki/Set_Card_Lists:Megaroad_Pack_2_(OCG-JP),2023-06-06 02:50:54,Booster pack,New
RD/MRP2-JP036,Megaroad Pack 2,,,,https://yugipedia.com/wiki/Set_Card_Lists:Megaroad_Pack_2_(OCG-JP),2023-06-06 02:50:54,Booster pack,New
RD/MRP2-JP037,Megaroad Pack 2,,,,https://yugipedia.com/wiki/Set_Card_Lists:Megaroad_Pack_2_(OCG-JP),2023-06-06 02:50:54,Booster pack,New
RD/MRP2-JP038,Megaroad Pack 2,,,,https://yugipedia.com/wiki/Set_Card_Lists:Megaroad_Pack_2_(OCG-JP),2023-06-06 02:50:54,Booster pack,New
RD/MRP2-JP039,Megaroad Pack 2,,,,https://yugipedia.com/wiki/Set_Card_Lists:Megaroad_Pack_2_(OCG-JP),2023-06-06 02:50:54,Booster pack,New
RD/MRP2-JP040,Megaroad Pack 2,,,,https://yugipedia.com/wiki/Set_Card_Lists:Megaroad_Pack_2_(OCG-JP),2023-06-06 02:50:54,Booster pack,New
RD/MRP2-JP041,Megaroad Pack 2,,,,https://yugipedia.com/wiki/Set_Card_Lists:Megaroad_Pack_2_(OCG-JP),2023-06-06 02:50:54,Booster pack,New
RD/MRP2-JP042,Megaroad Pack 2,,,,https://yugipedia.com/wiki/Set_Card_Lists:Megaroad_Pack_2_(OCG-JP),2023-06-06 02:50:54,Booster pack,New
RD/MRP2-JP043,Megaroad Pack 2,,,,https://yugipedia.com/wiki/Set_Card_Lists:Megaroad_Pack_2_(OCG-JP),2023-06-06 02:50:54,Booster pack,New
RD/MRP2-JP044,Megaroad Pack 2,,,,https://yugipedia.com/wiki/Set_Card_Lists:Megaroad_Pack_2_(OCG-JP),2023-06-06 02:50:54,Booster pack,New
RD/MRP2-JP045,Megaroad Pack 2,,,,https://yugipedia.com/wiki/Set_Card_Lists:Megaroad_Pack_2_(OCG-JP),2023-06-06 02:50:54,Booster pack,New
