Card number,Set,Name,Rarity,Print,Region,Page URL,Modification date,Release,Series,Set type,Cover card,Version
DBVS-JP001,Deck Build Pack: Valiant Smashers,"Mementoral Tectolica, the Netherskull Dragon","('Ultra Rare',)",New,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-07-26 13:13:39,2023-08-26,Deck Build Pack,Booster pack,"('Mementoral Tectolica, the Netherskull Dragon',)",Old
DBVS-JP001,Deck Build Pack: Valiant Smashers,"Mementoral Tectolica, the Netherskull Dragon","('Ultra Rare',)",New,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-08-04 13:33:09,2023-08-26,Deck Build Pack,Booster pack,"('Angelo Valmonica', 'Demone Valmonica', 'Mementoral Tectolica, the Netherskull Dragon')",New
DBVS-JP002,Deck Build Pack: Valiant Smashers,Memento Horn Dragon,,New,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-07-26 13:13:39,2023-08-26,Deck Build Pack,Booster pack,"('Mementoral Tectolica, the Netherskull Dragon',)",Old
DBVS-JP002,Deck Build Pack: Valiant Smashers,Memento Horn Dragon,,New,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-08-04 13:33:09,2023-08-26,Deck Build Pack,Booster pack,"('Angelo Valmonica', 'Demone Valmonica', 'Mementoral Tectolica, the Netherskull Dragon')",New
DBVS-JP003,Deck Build Pack: Valiant Smashers,Memento Tatsunootoshigo,,New,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-07-26 13:13:39,2023-08-26,Deck Build Pack,Booster pack,"('Mementoral Tectolica, the Netherskull Dragon',)",Old
DBVS-JP003,Deck Build Pack: Valiant Smashers,Memento Tatsunootoshigo,,New,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-08-04 13:33:09,2023-08-26,Deck Build Pack,Booster pack,"('Angelo Valmonica', 'Demone Valmonica', 'Mementoral Tectolica, the Netherskull Dragon')",New
DBVS-JP004,Deck Build Pack: Valiant Smashers,,,,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-07-26 13:13:39,2023-08-26,Deck Build Pack,Booster pack,"('Mementoral Tectolica, the Netherskull Dragon',)",Old
DBVS-JP004,Deck Build Pack: Valiant Smashers,,,New,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-08-04 13:33:09,2023-08-26,Deck Build Pack,Booster pack,"('Angelo Valmonica', 'Demone Valmonica', 'Mementoral Tectolica, the Netherskull Dragon')",New
DBVS-JP005,Deck Build Pack: Valiant Smashers,Memento Fairywitch,,New,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-07-26 13:13:39,2023-08-26,Deck Build Pack,Booster pack,"('Mementoral Tectolica, the Netherskull Dragon',)",Old
DBVS-JP005,Deck Build Pack: Valiant Smashers,Memento Fairywitch,,New,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-08-04 13:33:09,2023-08-26,Deck Build Pack,Booster pack,"('Angelo Valmonica', 'Demone Valmonica', 'Mementoral Tectolica, the Netherskull Dragon')",New
DBVS-JP006,Deck Build Pack: Valiant Smashers,Memento Mace,,New,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-07-26 13:13:39,2023-08-26,Deck Build Pack,Booster pack,"('Mementoral Tectolica, the Netherskull Dragon',)",Old
DBVS-JP006,Deck Build Pack: Valiant Smashers,Memento Mace,,New,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-08-04 13:33:09,2023-08-26,Deck Build Pack,Booster pack,"('Angelo Valmonica', 'Demone Valmonica', 'Mementoral Tectolica, the Netherskull Dragon')",New
DBVS-JP007,Deck Build Pack: Valiant Smashers,Memento Goblin,,New,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-07-26 13:13:39,2023-08-26,Deck Build Pack,Booster pack,"('Mementoral Tectolica, the Netherskull Dragon',)",Old
DBVS-JP007,Deck Build Pack: Valiant Smashers,Memento Goblin,,New,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-08-04 13:33:09,2023-08-26,Deck Build Pack,Booster pack,"('Angelo Valmonica', 'Demone Valmonica', 'Mementoral Tectolica, the Netherskull Dragon')",New
DBVS-JP008,Deck Build Pack: Valiant Smashers,Netherskull Temple - Mementoran,,New,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-07-26 13:13:39,2023-08-26,Deck Build Pack,Booster pack,"('Mementoral Tectolica, the Netherskull Dragon',)",Old
DBVS-JP008,Deck Build Pack: Valiant Smashers,Netherskull Temple - Mementoran,,New,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-08-04 13:33:09,2023-08-26,Deck Build Pack,Booster pack,"('Angelo Valmonica', 'Demone Valmonica', 'Mementoral Tectolica, the Netherskull Dragon')",New
DBVS-JP009,Deck Build Pack: Valiant Smashers,Memento Bone Party,,New,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-07-26 13:13:39,2023-08-26,Deck Build Pack,Booster pack,"('Mementoral Tectolica, the Netherskull Dragon',)",Old
DBVS-JP009,Deck Build Pack: Valiant Smashers,Memento Bone Party,,New,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-08-04 13:33:09,2023-08-26,Deck Build Pack,Booster pack,"('Angelo Valmonica', 'Demone Valmonica', 'Mementoral Tectolica, the Netherskull Dragon')",New
DBVS-JP010,Deck Build Pack: Valiant Smashers,Memento Bone Back,,New,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-07-26 13:13:39,2023-08-26,Deck Build Pack,Booster pack,"('Mementoral Tectolica, the Netherskull Dragon',)",Old
DBVS-JP010,Deck Build Pack: Valiant Smashers,Memento Bone Back,,New,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-08-04 13:33:09,2023-08-26,Deck Build Pack,Booster pack,"('Angelo Valmonica', 'Demone Valmonica', 'Mementoral Tectolica, the Netherskull Dragon')",New
DBVS-JP011,Deck Build Pack: Valiant Smashers,Memento Fracture Dance,,New,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-07-26 13:13:39,2023-08-26,Deck Build Pack,Booster pack,"('Mementoral Tectolica, the Netherskull Dragon',)",Old
DBVS-JP011,Deck Build Pack: Valiant Smashers,Memento Fracture Dance,,New,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-08-04 13:33:09,2023-08-26,Deck Build Pack,Booster pack,"('Angelo Valmonica', 'Demone Valmonica', 'Mementoral Tectolica, the Netherskull Dragon')",New
DBVS-JP012,Deck Build Pack: Valiant Smashers,Memento Cranium Burst,,New,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-07-26 13:13:39,2023-08-26,Deck Build Pack,Booster pack,"('Mementoral Tectolica, the Netherskull Dragon',)",Old
DBVS-JP012,Deck Build Pack: Valiant Smashers,Memento Cranium Burst,,New,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-08-04 13:33:09,2023-08-26,Deck Build Pack,Booster pack,"('Angelo Valmonica', 'Demone Valmonica', 'Mementoral Tectolica, the Netherskull Dragon')",New
DBVS-JP013,Deck Build Pack: Valiant Smashers,Terraforming,,Reprint,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-07-26 13:13:39,2023-08-26,Deck Build Pack,Booster pack,"('Mementoral Tectolica, the Netherskull Dragon',)",Old
DBVS-JP013,Deck Build Pack: Valiant Smashers,Terraforming,,Reprint,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-08-04 13:33:09,2023-08-26,Deck Build Pack,Booster pack,"('Angelo Valmonica', 'Demone Valmonica', 'Mementoral Tectolica, the Netherskull Dragon')",New
DBVS-JP014,Deck Build Pack: Valiant Smashers,Supply Squad,,Reprint,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-07-26 13:13:39,2023-08-26,Deck Build Pack,Booster pack,"('Mementoral Tectolica, the Netherskull Dragon',)",Old
DBVS-JP014,Deck Build Pack: Valiant Smashers,Supply Squad,,Reprint,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-08-04 13:33:09,2023-08-26,Deck Build Pack,Booster pack,"('Angelo Valmonica', 'Demone Valmonica', 'Mementoral Tectolica, the Netherskull Dragon')",New
DBVS-JP015,Deck Build Pack: Valiant Smashers,There Can Be Only One,,Reprint,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-07-26 13:13:39,2023-08-26,Deck Build Pack,Booster pack,"('Mementoral Tectolica, the Netherskull Dragon',)",Old
DBVS-JP015,Deck Build Pack: Valiant Smashers,There Can Be Only One,,Reprint,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-08-04 13:33:09,2023-08-26,Deck Build Pack,Booster pack,"('Angelo Valmonica', 'Demone Valmonica', 'Mementoral Tectolica, the Netherskull Dragon')",New
DBVS-JP016,Deck Build Pack: Valiant Smashers,,,,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-07-26 13:13:39,2023-08-26,Deck Build Pack,Booster pack,"('Mementoral Tectolica, the Netherskull Dragon',)",Old
DBVS-JP016,Deck Build Pack: Valiant Smashers,,,New,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-08-04 13:33:09,2023-08-26,Deck Build Pack,Booster pack,"('Angelo Valmonica', 'Demone Valmonica', 'Mementoral Tectolica, the Netherskull Dragon')",New
DBVS-JP017,Deck Build Pack: Valiant Smashers,,,,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-07-26 13:13:39,2023-08-26,Deck Build Pack,Booster pack,"('Mementoral Tectolica, the Netherskull Dragon',)",Old
DBVS-JP017,Deck Build Pack: Valiant Smashers,,,New,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-08-04 13:33:09,2023-08-26,Deck Build Pack,Booster pack,"('Angelo Valmonica', 'Demone Valmonica', 'Mementoral Tectolica, the Netherskull Dragon')",New
DBVS-JP018,Deck Build Pack: Valiant Smashers,,,,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-07-26 13:13:39,2023-08-26,Deck Build Pack,Booster pack,"('Mementoral Tectolica, the Netherskull Dragon',)",Old
DBVS-JP018,Deck Build Pack: Valiant Smashers,,,New,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-08-04 13:33:09,2023-08-26,Deck Build Pack,Booster pack,"('Angelo Valmonica', 'Demone Valmonica', 'Mementoral Tectolica, the Netherskull Dragon')",New
DBVS-JP019,Deck Build Pack: Valiant Smashers,,,,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-07-26 13:13:39,2023-08-26,Deck Build Pack,Booster pack,"('Mementoral Tectolica, the Netherskull Dragon',)",Old
DBVS-JP019,Deck Build Pack: Valiant Smashers,,,New,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-08-04 13:33:09,2023-08-26,Deck Build Pack,Booster pack,"('Angelo Valmonica', 'Demone Valmonica', 'Mementoral Tectolica, the Netherskull Dragon')",New
DBVS-JP020,Deck Build Pack: Valiant Smashers,,,,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-07-26 13:13:39,2023-08-26,Deck Build Pack,Booster pack,"('Mementoral Tectolica, the Netherskull Dragon',)",Old
DBVS-JP020,Deck Build Pack: Valiant Smashers,,,New,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-08-04 13:33:09,2023-08-26,Deck Build Pack,Booster pack,"('Angelo Valmonica', 'Demone Valmonica', 'Mementoral Tectolica, the Netherskull Dragon')",New
DBVS-JP021,Deck Build Pack: Valiant Smashers,,,,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-07-26 13:13:39,2023-08-26,Deck Build Pack,Booster pack,"('Mementoral Tectolica, the Netherskull Dragon',)",Old
DBVS-JP021,Deck Build Pack: Valiant Smashers,,,New,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-08-04 13:33:09,2023-08-26,Deck Build Pack,Booster pack,"('Angelo Valmonica', 'Demone Valmonica', 'Mementoral Tectolica, the Netherskull Dragon')",New
DBVS-JP022,Deck Build Pack: Valiant Smashers,,,,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-07-26 13:13:39,2023-08-26,Deck Build Pack,Booster pack,"('Mementoral Tectolica, the Netherskull Dragon',)",Old
DBVS-JP022,Deck Build Pack: Valiant Smashers,,,New,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-08-04 13:33:09,2023-08-26,Deck Build Pack,Booster pack,"('Angelo Valmonica', 'Demone Valmonica', 'Mementoral Tectolica, the Netherskull Dragon')",New
DBVS-JP023,Deck Build Pack: Valiant Smashers,,,,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-07-26 13:13:39,2023-08-26,Deck Build Pack,Booster pack,"('Mementoral Tectolica, the Netherskull Dragon',)",Old
DBVS-JP023,Deck Build Pack: Valiant Smashers,,,New,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-08-04 13:33:09,2023-08-26,Deck Build Pack,Booster pack,"('Angelo Valmonica', 'Demone Valmonica', 'Mementoral Tectolica, the Netherskull Dragon')",New
DBVS-JP024,Deck Build Pack: Valiant Smashers,,,,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-07-26 13:13:39,2023-08-26,Deck Build Pack,Booster pack,"('Mementoral Tectolica, the Netherskull Dragon',)",Old
DBVS-JP024,Deck Build Pack: Valiant Smashers,,,New,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-08-04 13:33:09,2023-08-26,Deck Build Pack,Booster pack,"('Angelo Valmonica', 'Demone Valmonica', 'Mementoral Tectolica, the Netherskull Dragon')",New
DBVS-JP025,Deck Build Pack: Valiant Smashers,,,,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-07-26 13:13:39,2023-08-26,Deck Build Pack,Booster pack,"('Mementoral Tectolica, the Netherskull Dragon',)",Old
DBVS-JP025,Deck Build Pack: Valiant Smashers,Summoner Monk,,Reprint,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-08-04 13:33:09,2023-08-26,Deck Build Pack,Booster pack,"('Angelo Valmonica', 'Demone Valmonica', 'Mementoral Tectolica, the Netherskull Dragon')",New
DBVS-JP026,Deck Build Pack: Valiant Smashers,,,,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-07-26 13:13:39,2023-08-26,Deck Build Pack,Booster pack,"('Mementoral Tectolica, the Netherskull Dragon',)",Old
DBVS-JP026,Deck Build Pack: Valiant Smashers,,,Reprint,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-08-04 13:33:09,2023-08-26,Deck Build Pack,Booster pack,"('Angelo Valmonica', 'Demone Valmonica', 'Mementoral Tectolica, the Netherskull Dragon')",New
DBVS-JP027,Deck Build Pack: Valiant Smashers,,,,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-07-26 13:13:39,2023-08-26,Deck Build Pack,Booster pack,"('Mementoral Tectolica, the Netherskull Dragon',)",Old
DBVS-JP027,Deck Build Pack: Valiant Smashers,,,Reprint,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-08-04 13:33:09,2023-08-26,Deck Build Pack,Booster pack,"('Angelo Valmonica', 'Demone Valmonica', 'Mementoral Tectolica, the Netherskull Dragon')",New
DBVS-JP028,Deck Build Pack: Valiant Smashers,,,,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-07-26 13:13:39,2023-08-26,Deck Build Pack,Booster pack,"('Mementoral Tectolica, the Netherskull Dragon',)",Old
DBVS-JP028,Deck Build Pack: Valiant Smashers,,,Reprint,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-08-04 13:33:09,2023-08-26,Deck Build Pack,Booster pack,"('Angelo Valmonica', 'Demone Valmonica', 'Mementoral Tectolica, the Netherskull Dragon')",New
DBVS-JP029,Deck Build Pack: Valiant Smashers,,,,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-07-26 13:13:39,2023-08-26,Deck Build Pack,Booster pack,"('Mementoral Tectolica, the Netherskull Dragon',)",Old
DBVS-JP029,Deck Build Pack: Valiant Smashers,,,Reprint,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-08-04 13:33:09,2023-08-26,Deck Build Pack,Booster pack,"('Angelo Valmonica', 'Demone Valmonica', 'Mementoral Tectolica, the Netherskull Dragon')",New
DBVS-JP030,Deck Build Pack: Valiant Smashers,,,,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-07-26 13:13:39,2023-08-26,Deck Build Pack,Booster pack,"('Mementoral Tectolica, the Netherskull Dragon',)",Old
DBVS-JP030,Deck Build Pack: Valiant Smashers,,,Reprint,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-08-04 13:33:09,2023-08-26,Deck Build Pack,Booster pack,"('Angelo Valmonica', 'Demone Valmonica', 'Mementoral Tectolica, the Netherskull Dragon')",New
DBVS-JP031,Deck Build Pack: Valiant Smashers,,,,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-07-26 13:13:39,2023-08-26,Deck Build Pack,Booster pack,"('Mementoral Tectolica, the Netherskull Dragon',)",Old
DBVS-JP031,Deck Build Pack: Valiant Smashers,Angelo Valmonica,,New,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-08-04 13:33:09,2023-08-26,Deck Build Pack,Booster pack,"('Angelo Valmonica', 'Demone Valmonica', 'Mementoral Tectolica, the Netherskull Dragon')",New
DBVS-JP032,Deck Build Pack: Valiant Smashers,,,,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-07-26 13:13:39,2023-08-26,Deck Build Pack,Booster pack,"('Mementoral Tectolica, the Netherskull Dragon',)",Old
DBVS-JP032,Deck Build Pack: Valiant Smashers,Demone Valmonica,,New,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-08-04 13:33:09,2023-08-26,Deck Build Pack,Booster pack,"('Angelo Valmonica', 'Demone Valmonica', 'Mementoral Tectolica, the Netherskull Dragon')",New
DBVS-JP033,Deck Build Pack: Valiant Smashers,,,,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-07-26 13:13:39,2023-08-26,Deck Build Pack,Booster pack,"('Mementoral Tectolica, the Netherskull Dragon',)",Old
DBVS-JP033,Deck Build Pack: Valiant Smashers,Odd Deity of Valmonica - Giurarme,,New,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-08-04 13:33:09,2023-08-26,Deck Build Pack,Booster pack,"('Angelo Valmonica', 'Demone Valmonica', 'Mementoral Tectolica, the Netherskull Dragon')",New
DBVS-JP034,Deck Build Pack: Valiant Smashers,,,,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-07-26 13:13:39,2023-08-26,Deck Build Pack,Booster pack,"('Mementoral Tectolica, the Netherskull Dragon',)",Old
DBVS-JP034,Deck Build Pack: Valiant Smashers,Divine Oddity of Valmonica - Zebufera,,New,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-08-04 13:33:09,2023-08-26,Deck Build Pack,Booster pack,"('Angelo Valmonica', 'Demone Valmonica', 'Mementoral Tectolica, the Netherskull Dragon')",New
DBVS-JP035,Deck Build Pack: Valiant Smashers,,,,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-07-26 13:13:39,2023-08-26,Deck Build Pack,Booster pack,"('Mementoral Tectolica, the Netherskull Dragon',)",Old
DBVS-JP035,Deck Build Pack: Valiant Smashers,"Angelic-Demonic Selector - ""Valmonica""",,New,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-08-04 13:33:09,2023-08-26,Deck Build Pack,Booster pack,"('Angelo Valmonica', 'Demone Valmonica', 'Mementoral Tectolica, the Netherskull Dragon')",New
DBVS-JP036,Deck Build Pack: Valiant Smashers,,,,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-07-26 13:13:39,2023-08-26,Deck Build Pack,Booster pack,"('Mementoral Tectolica, the Netherskull Dragon',)",Old
DBVS-JP036,Deck Build Pack: Valiant Smashers,,,New,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-08-04 13:33:09,2023-08-26,Deck Build Pack,Booster pack,"('Angelo Valmonica', 'Demone Valmonica', 'Mementoral Tectolica, the Netherskull Dragon')",New
DBVS-JP037,Deck Build Pack: Valiant Smashers,,,,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-07-26 13:13:39,2023-08-26,Deck Build Pack,Booster pack,"('Mementoral Tectolica, the Netherskull Dragon',)",Old
DBVS-JP037,Deck Build Pack: Valiant Smashers,Valmonica Versare,,New,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-08-04 13:33:09,2023-08-26,Deck Build Pack,Booster pack,"('Angelo Valmonica', 'Demone Valmonica', 'Mementoral Tectolica, the Netherskull Dragon')",New
DBVS-JP038,Deck Build Pack: Valiant Smashers,,,,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-07-26 13:13:39,2023-08-26,Deck Build Pack,Booster pack,"('Mementoral Tectolica, the Netherskull Dragon',)",Old
DBVS-JP038,Deck Build Pack: Valiant Smashers,Valmonica Intonare,,New,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-08-04 13:33:09,2023-08-26,Deck Build Pack,Booster pack,"('Angelo Valmonica', 'Demone Valmonica', 'Mementoral Tectolica, the Netherskull Dragon')",New
DBVS-JP039,Deck Build Pack: Valiant Smashers,,,,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-07-26 13:13:39,2023-08-26,Deck Build Pack,Booster pack,"('Mementoral Tectolica, the Netherskull Dragon',)",Old
DBVS-JP039,Deck Build Pack: Valiant Smashers,Valmonica of the Guiding Rhythm,,New,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-08-04 13:33:09,2023-08-26,Deck Build Pack,Booster pack,"('Angelo Valmonica', 'Demone Valmonica', 'Mementoral Tectolica, the Netherskull Dragon')",New
DBVS-JP040,Deck Build Pack: Valiant Smashers,,,,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-07-26 13:13:39,2023-08-26,Deck Build Pack,Booster pack,"('Mementoral Tectolica, the Netherskull Dragon',)",Old
DBVS-JP040,Deck Build Pack: Valiant Smashers,Valmonica of the Selecting Melody,,New,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-08-04 13:33:09,2023-08-26,Deck Build Pack,Booster pack,"('Angelo Valmonica', 'Demone Valmonica', 'Mementoral Tectolica, the Netherskull Dragon')",New
DBVS-JP041,Deck Build Pack: Valiant Smashers,,,,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-07-26 13:13:39,2023-08-26,Deck Build Pack,Booster pack,"('Mementoral Tectolica, the Netherskull Dragon',)",Old
DBVS-JP041,Deck Build Pack: Valiant Smashers,Protecting Spirit Loagaeth,,Reprint,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-08-04 13:33:09,2023-08-26,Deck Build Pack,Booster pack,"('Angelo Valmonica', 'Demone Valmonica', 'Mementoral Tectolica, the Netherskull Dragon')",New
DBVS-JP042,Deck Build Pack: Valiant Smashers,Performage Trick Clown,,Reprint,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-07-26 13:13:39,2023-08-26,Deck Build Pack,Booster pack,"('Mementoral Tectolica, the Netherskull Dragon',)",Old
