Name,Card type,Property,Archseries,Legend,Maximum mode,Attribute,Primary type,Monster type,Effect type,DEF,ATK,MAXIMUM ATK,Level/Rank,Page name,Page URL,Artwork,Modification date,Errata
Levia-Dragon - Daedalus,Monster Card,,,True,False,WATER,Effect Monster,Sea Serpent,"('Effect',)",1500,2600,,7,Levia-Dragon - Daedalus (Rush Duel),https://yugipedia.com/wiki/Levia-Dragon_-_Daedalus_(Rush_Duel),"('Alternate',)",2023-08-09 10:08:18,"('Any',)"
Light Dolphin,Monster Card,,"('Dolphin',)",False,False,WATER,Effect Monster,Sea Serpent,"('Effect',)",1000,500,,2,Light Dolphin,https://yugipedia.com/wiki/Light_Dolphin,,2023-06-27 19:46:46,
Light Effigy,Monster Card,,,False,False,LIGHT,Effect Monster,Fairy,"('Continuous Effect',)",0,1500,,4,Light Effigy (Rush Duel),https://yugipedia.com/wiki/Light_Effigy_(Rush_Duel),,2023-08-14 20:15:13,
Light Sorcerer,Monster Card,,,False,False,LIGHT,Normal Monster,Spellcaster,,0,1500,,4,Light Sorcerer,https://yugipedia.com/wiki/Light_Sorcerer,,2023-03-19 12:50:00,
Lightning Braver,Monster Card,,,False,False,LIGHT,Effect Monster,Thunder,"('Effect',)",700,1200,,3,Lightning Braver,https://yugipedia.com/wiki/Lightning_Braver,,2023-03-19 12:52:51,
Lightning Voltcondor,Monster Card,,,False,False,LIGHT,Effect Monster,Winged Beast,"('Effect',)",1000,2200,,7,Lightning Voltcondor,https://yugipedia.com/wiki/Lightning_Voltcondor,,2023-03-19 12:54:18,
Lightwave Dragon,Monster Card,,"('High Tech Dragon',)",False,False,LIGHT,Effect Monster,Dragon,"('Effect',)",500,1300,,4,Lightwave Dragon,https://yugipedia.com/wiki/Lightwave_Dragon,,2023-05-25 11:52:12,
Lindmühle,Monster Card,,,False,False,WIND,Effect Monster,Wyrm,"('Effect',)",0,1100,,4,Lindmühle,https://yugipedia.com/wiki/Lindm%C3%BChle,,2023-03-19 13:02:00,
Lindo the Shadow Flower Warrior,Monster Card,,"('Shadow Flower',)",False,False,EARTH,Normal Monster,Plant,,1400,1300,,4,Lindo the Shadow Flower Warrior,https://yugipedia.com/wiki/Lindo_the_Shadow_Flower_Warrior,,2023-08-22 06:41:58,
Little D,Monster Card,,,False,False,EARTH,Normal Monster,Dinosaur,,700,1100,,3,Little D (Rush Duel),https://yugipedia.com/wiki/Little_D_(Rush_Duel),,2023-03-19 13:11:43,
Lizard Soldier,Monster Card,,,False,False,WIND,Normal Monster,Dragon,,800,1100,,3,Lizard Soldier (Rush Duel),https://yugipedia.com/wiki/Lizard_Soldier_(Rush_Duel),,2023-03-19 13:15:39,
Long Shield Gardna,Monster Card,,,False,False,EARTH,Effect Monster,Warrior,"('Effect',)",1200,1500,,5,Long Shield Gardna,https://yugipedia.com/wiki/Long_Shield_Gardna,,2023-08-26 18:14:20,
Lost Cat,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Lost Cat,https://yugipedia.com/wiki/Lost_Cat,,2023-03-19 13:23:22,
Love Angel,Monster Card,,,False,False,LIGHT,Effect Monster,Fairy,"('Continuous Effect',)",0,0,,1,Love Angel,https://yugipedia.com/wiki/Love_Angel,,2023-03-19 13:24:30,
Lua the Skysavior Angel,Monster Card,,"('Skysavior',)",False,False,DARK,Effect Monster,Fairy,"('Effect',)",1000,0,,1,Lua the Skysavior Angel,https://yugipedia.com/wiki/Lua_the_Skysavior_Angel,,2023-07-27 18:41:32,
Lucky Mask of Omens,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Lucky Mask of Omens,https://yugipedia.com/wiki/Lucky_Mask_of_Omens,,2023-03-19 13:27:02,
Lullabind,Spell Card,Normal Spell Card,"('Psychic Musician',)",False,False,,,,"('Effect',)",,,,,Lullabind,https://yugipedia.com/wiki/Lullabind,,2023-03-19 13:27:48,
Lullalabind,Trap Card,Normal Trap Card,"('Psychic Musician',)",False,False,,,,"('Effect',)",,,,,Lullalabind,https://yugipedia.com/wiki/Lullalabind,,2023-09-03 03:36:14,
Luminous Parrot,Monster Card,,,False,False,LIGHT,Effect Monster,Winged Beast,"('Effect',)",600,1200,,4,Luminous Parrot,https://yugipedia.com/wiki/Luminous_Parrot,,2023-03-19 13:29:04,
Luster Dragon,Monster Card,,,True,False,WIND,Normal Monster,Dragon,,1600,1900,,4,Luster Dragon (Rush Duel),https://yugipedia.com/wiki/Luster_Dragon_(Rush_Duel),,2023-06-20 09:09:47,"('Type',)"
Mach Mega Falcon,Monster Card,,,False,False,WIND,Fusion Monster,Machine,"('Effect',)",1500,2500,,7,Mach Mega Falcon,https://yugipedia.com/wiki/Mach_Mega_Falcon,,2023-08-15 02:12:35,
Machinations of the Monarchs,Trap Card,Normal Trap Card,"('Monarch (Rush Duel series)',)",False,False,,,,"('Effect',)",,,,,Machinations of the Monarchs,https://yugipedia.com/wiki/Machinations_of_the_Monarchs,,2023-08-18 08:26:26,
Machine Attacker,Monster Card,,,False,False,EARTH,Normal Monster,Machine,,1300,1600,,5,Machine Attacker (Rush Duel),https://yugipedia.com/wiki/Machine_Attacker_(Rush_Duel),,2023-03-19 13:51:44,
Machvio of the Ultimate Aria,Monster Card,,"('Shaman Bandit',)",False,False,WIND,Effect Monster,Psychic,"('Continuous Effect',)",1400,2400,,7,Machvio of the Ultimate Aria,https://yugipedia.com/wiki/Machvio_of_the_Ultimate_Aria,"('Alternate',)",2023-08-13 16:26:06,
Mad Rare Aquila,Monster Card,,,False,False,DARK,Effect Monster,Winged Beast,"('Effect',)",1100,1300,,4,Mad Rare Aquila,https://yugipedia.com/wiki/Mad_Rare_Aquila,"('Alternate',)",2023-08-18 08:24:24,
Magiarms Beast Gearpard,Monster Card,,,False,False,EARTH,Effect Monster,Spellcaster,"('Continuous Effect',)",1800,2300,,7,Magiarms Beast Gearpard,https://yugipedia.com/wiki/Magiarms_Beast_Gearpard,,2023-08-18 08:23:23,
Magic Curtain,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Magic Curtain,https://yugipedia.com/wiki/Magic_Curtain,,2023-08-21 18:58:38,
Magic Cylinder,Trap Card,Normal Trap Card,,True,False,,,,"('Effect',)",,,,,Magic Cylinder (Rush Duel),https://yugipedia.com/wiki/Magic_Cylinder_(Rush_Duel),,2023-05-25 11:52:04,"('Any',)"
Magic Fire Guard,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Magic Fire Guard,https://yugipedia.com/wiki/Magic_Fire_Guard,,2023-08-16 03:54:54,
Magic Juggler,Monster Card,,"('Metarion',)",False,False,LIGHT,Normal Monster,Spellcaster,,500,1400,,4,Magic Juggler,https://yugipedia.com/wiki/Magic_Juggler,,2023-03-19 14:12:44,
Magic Mirror Youth,Monster Card,,,False,False,LIGHT,Effect Monster,Spellcaster,"('Effect',)",800,1000,,4,Magic Mirror Youth,https://yugipedia.com/wiki/Magic_Mirror_Youth,,2023-03-19 14:12:51,
Magical Beast Wolfang,Monster Card,,,False,False,FIRE,Normal Monster,Spellcaster,,100,1100,,3,Magical Beast Wolfang,https://yugipedia.com/wiki/Magical_Beast_Wolfang,,2023-03-19 14:14:19,
Magical Ghost,Monster Card,,,False,False,DARK,Normal Monster,Zombie,,1400,1300,,4,Magical Ghost (Rush Duel),https://yugipedia.com/wiki/Magical_Ghost_(Rush_Duel),,2023-03-19 14:17:29,"('Name', 'Type')"
Magical Lance - Grace Spear,Spell Card,Equip Spell Card,,False,False,,,,"('Effect',)",,,,,Magical Lance - Grace Spear,https://yugipedia.com/wiki/Magical_Lance_-_Grace_Spear,,2023-08-18 08:26:06,
Magical Sheep Girl Meeeg-chan,Monster Card,,"('Ewekai',)",False,False,LIGHT,Normal Monster,Beast,,1600,2500,,7,Magical Sheep Girl Meeeg-chan,https://yugipedia.com/wiki/Magical_Sheep_Girl_Meeeg-chan,"('Alternate',)",2023-05-10 16:51:31,
Magical Stone Excavation,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Magical Stone Excavation (Rush Duel),https://yugipedia.com/wiki/Magical_Stone_Excavation_(Rush_Duel),"('Alternate',)",2023-09-01 06:41:57,"('Any',)"
Magical Stream,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Magical Stream,https://yugipedia.com/wiki/Magical_Stream,,2023-03-19 14:32:31,
Magician of Dark Sevens,Monster Card,,"('Darkness (Rush Duel series)',)",False,False,DARK,Fusion Monster,Spellcaster,"('Continuous Effect',)",2600,2800,,9,Magician of Dark Sevens,https://yugipedia.com/wiki/Magician_of_Dark_Sevens,,2023-08-22 20:27:12,
Magician's Curtain,Monster Card,,,False,False,DARK,Effect Monster,Spellcaster,"('Effect',)",700,700,,2,Magician's Curtain,https://yugipedia.com/wiki/Magician%27s_Curtain,,2023-06-27 19:46:19,
Magician's Sense,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Magician's Sense,https://yugipedia.com/wiki/Magician%27s_Sense,,2023-08-22 00:01:18,
Magician's Valkyria,Monster Card,,,True,False,LIGHT,Effect Monster,Spellcaster,"('Continuous Effect',)",1800,1600,,4,Magician's Valkyria (Rush Duel),https://yugipedia.com/wiki/Magician%27s_Valkyria_(Rush_Duel),,2023-05-25 11:53:01,"('Any',)"
Maginical Miracle,Monster Card,,,False,False,LIGHT,Effect Monster,Psychic,"('Effect',)",100,1000,,4,Maginical Miracle,https://yugipedia.com/wiki/Maginical_Miracle,,2023-03-19 14:43:52,
Magiquartet Shock,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Magiquartet Shock,https://yugipedia.com/wiki/Magiquartet_Shock,,2023-09-02 04:02:52,
Magmassage,Monster Card,,"('Magma',)",False,False,FIRE,Effect Monster,Pyro,"('Effect',)",2100,2100,,7,Magmassage,https://yugipedia.com/wiki/Magmassage,,2023-03-19 14:45:46,
Magmax Mantleveda,Monster Card,,"('Magma',)",False,False,FIRE,Effect Monster,Pyro,"('Effect',)",1500,2400,,8,Magmax Mantleveda,https://yugipedia.com/wiki/Magmax_Mantleveda,,2023-08-27 20:10:28,
Maid's Present,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Maid's Present,https://yugipedia.com/wiki/Maid%27s_Present,,2023-06-27 19:46:15,
Majestic Masterburst,Monster Card,,,False,False,LIGHT,Normal Monster,Galaxy (Type),,2000,2500,,8,Majestic Masterburst,https://yugipedia.com/wiki/Majestic_Masterburst,,2023-06-13 17:56:41,
"Majinrai, the Striking Storm",Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,"Majinrai, the Striking Storm","https://yugipedia.com/wiki/Majinrai,_the_Striking_Storm",,2023-06-27 19:46:10,
Maju Garzett,Monster Card,,,False,False,DARK,Effect Monster,Fiend,"('Continuous Effect',)",0,0,,7,Maju Garzett (Rush Duel),https://yugipedia.com/wiki/Maju_Garzett_(Rush_Duel),,2023-06-27 11:45:15,"('Name',)"
"Makiu, the Magical Mist",Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,"Makiu, the Magical Mist (Rush Duel)","https://yugipedia.com/wiki/Makiu,_the_Magical_Mist_(Rush_Duel)",,2023-06-27 19:46:00,"('Any',)"
Malevolent Catastrophe,Trap Card,Normal Trap Card,,True,False,,,,"('Effect',)",,,,,Malevolent Catastrophe (Rush Duel),https://yugipedia.com/wiki/Malevolent_Catastrophe_(Rush_Duel),,2023-06-27 11:41:40,"('Any',)"
Malevolent Seller,Monster Card,,,False,False,DARK,Effect Monster,Spellcaster,"('Effect',)",300,700,,2,Malevolent Seller,https://yugipedia.com/wiki/Malevolent_Seller,,2023-08-12 09:50:58,
Mammoth Graveyard,Monster Card,,,False,False,EARTH,Normal Monster,Dinosaur,,800,1200,,3,Mammoth Graveyard (Rush Duel),https://yugipedia.com/wiki/Mammoth_Graveyard_(Rush_Duel),,2023-03-19 15:14:13,"('Type',)"
Man-Thro' Tro',Monster Card,,,False,False,EARTH,Effect Monster,Beast-Warrior,"('Effect',)",1000,1000,,4,Man-Thro' Tro' (Rush Duel),https://yugipedia.com/wiki/Man-Thro%27_Tro%27_(Rush_Duel),,2023-03-19 15:17:34,"('Any',)"
Manifestation Master Dortheo,Monster Card,,,False,False,LIGHT,Effect Monster,Spellcaster,"('Effect',)",1600,2500,,8,Manifestation Master Dortheo,https://yugipedia.com/wiki/Manifestation_Master_Dortheo,,2023-08-18 08:24:29,
Manifestriction Dragon Maxseal,Monster Card,,,False,False,LIGHT,Effect Monster,Sea Serpent,"('Effect', 'Summoning condition')",900,1700,,6,Manifestriction Dragon Maxseal,https://yugipedia.com/wiki/Manifestriction_Dragon_Maxseal,,2023-08-26 19:08:34,
"Maraimei, the Igniting Inferno",Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,"Maraimei, the Igniting Inferno","https://yugipedia.com/wiki/Maraimei,_the_Igniting_Inferno",,2023-06-27 19:45:34,
Masaki the Legendary Samurai,Monster Card,,,False,False,EARTH,Normal Monster,Warrior,,0,1500,,4,Masaki the Legendary Samurai,https://yugipedia.com/wiki/Masaki_the_Legendary_Samurai,,2023-03-19 15:34:19,
Masaki the Legendary Swordsman,Monster Card,,,False,False,EARTH,Normal Monster,Warrior,,1100,1100,,4,Masaki the Legendary Swordsman (Rush Duel),https://yugipedia.com/wiki/Masaki_the_Legendary_Swordsman_(Rush_Duel),,2023-07-21 06:34:15,"('Type',)"
"Masenkou, the Lashing Light",Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,"Masenkou, the Lashing Light","https://yugipedia.com/wiki/Masenkou,_the_Lashing_Light",,2023-06-27 19:45:05,
Mask of Volos,Monster Card,,,False,False,EARTH,Effect Monster,Spellcaster,"('Effect',)",1000,1500,,5,Mask of Volos,https://yugipedia.com/wiki/Mask_of_Volos,,2023-03-19 15:36:46,
Master Craftsman Kotetsu,Monster Card,,,False,False,FIRE,Effect Monster,Beast-Warrior,"('Effect',)",1000,1000,,3,Master Craftsman Kotetsu,https://yugipedia.com/wiki/Master_Craftsman_Kotetsu,,2023-06-27 19:44:54,
Master of the Sevens Road,Monster Card,,"('Sevens Road',)",False,False,DARK,Fusion Monster,Spellcaster,"('Continuous Effect',)",2100,3000,,9,Master of the Sevens Road,https://yugipedia.com/wiki/Master_of_the_Sevens_Road,,2023-08-22 11:05:06,
Master's Cure,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Master's Cure,https://yugipedia.com/wiki/Master%27s_Cure,,2023-03-19 15:45:45,
Matsugumi the Ruler's Squad,Monster Card,,"('Three Rulers',)",False,False,EARTH,Effect Monster,Warrior,"('Effect',)",0,1800,,6,Matsugumi the Ruler's Squad,https://yugipedia.com/wiki/Matsugumi_the_Ruler%27s_Squad,,2023-06-27 19:44:31,
Max Raider,Monster Card,,,False,False,EARTH,Normal Monster,Warrior,,1400,2400,,7,Max Raider,https://yugipedia.com/wiki/Max_Raider,,2023-03-19 15:50:43,
Meat Spice the Special Noodle Ninja,Monster Card,,"('Noodle Ninja',)",False,False,FIRE,Fusion Monster,Pyro,"('Effect',)",0,2900,,9,Meat Spice the Special Noodle Ninja,https://yugipedia.com/wiki/Meat_Spice_the_Special_Noodle_Ninja,,2023-08-15 03:34:49,
Mech Therizinoraptor,Monster Card,,,False,False,LIGHT,Effect Monster,Dinosaur,"('Effect',)",0,1000,,3,Mech Therizinoraptor,https://yugipedia.com/wiki/Mech_Therizinoraptor,,2023-03-19 15:55:03,
Mecha Ambulator,Monster Card,,,False,False,WIND,Effect Monster,Machine,"('Effect',)",400,1200,,3,Mecha Ambulator,https://yugipedia.com/wiki/Mecha_Ambulator,,2023-06-27 19:44:19,
Mechaleon,Monster Card,,"('Chameleon',)",False,False,WATER,Normal Monster,Reptile,,600,800,,2,Mechaleon (Rush Duel),https://yugipedia.com/wiki/Mechaleon_(Rush_Duel),,2023-05-11 06:21:43,
Meet and Greed,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Meet and Greed,https://yugipedia.com/wiki/Meet_and_Greed,,2023-06-27 19:44:04,
Mega Jointech Fortrex,Monster Card,,"('Jointech',)",False,True,EARTH,Effect Monster,Machine,"('Continuous Effect',)",0,1300,3000,4,Mega Jointech Fortrex,https://yugipedia.com/wiki/Mega_Jointech_Fortrex,,2023-08-11 02:51:38,
Mega Jointech Fortrex [L],Monster Card,,"('Jointech',)",False,False,EARTH,Effect Monster,Machine,"('Effect',)",0,1300,,4,Mega Jointech Fortrex (L),https://yugipedia.com/wiki/Mega_Jointech_Fortrex_(L),,2023-08-11 00:07:42,
Mega Jointech Fortrex [R],Monster Card,,"('Jointech',)",False,True,EARTH,Effect Monster,Machine,"('Effect',)",0,1300,,4,Mega Jointech Fortrex (R),https://yugipedia.com/wiki/Mega_Jointech_Fortrex_(R),,2023-08-11 00:23:35,
Megazowler,Monster Card,,,False,False,EARTH,Normal Monster,Dinosaur,,2000,1800,,6,Megazowler (Rush Duel),https://yugipedia.com/wiki/Megazowler_(Rush_Duel),,2023-03-19 16:08:16,
Meika Etraynze the Shadow Flower Venus,Monster Card,,"('Shadow Flower',)",False,False,EARTH,Fusion Monster,Plant,"('Effect',)",2500,3000,,9,Meika Etraynze the Shadow Flower Venus,https://yugipedia.com/wiki/Meika_Etraynze_the_Shadow_Flower_Venus,"('Edited',)",2023-08-15 02:14:06,
Meika Etraynzeyes the Shadow Flower Lunatic,Monster Card,,"('Shadow Flower',)",False,False,EARTH,Fusion Monster,Plant,"('Effect',)",0,0,,8,Meika Etraynzeyes the Shadow Flower Lunatic,https://yugipedia.com/wiki/Meika_Etraynzeyes_the_Shadow_Flower_Lunatic,,2023-08-15 02:15:15,
Melchid the Four-Face Beast,Monster Card,,,False,False,DARK,Normal Monster,Fiend,,1200,1500,,4,Melchid the Four-Face Beast (Rush Duel),https://yugipedia.com/wiki/Melchid_the_Four-Face_Beast_(Rush_Duel),,2023-06-27 11:41:08,"('Type',)"
Melel the Beautiful Flame Spirit of the Lamp,Monster Card,,"('Chemistry',)",False,False,FIRE,Fusion Monster,Pyro,"('Effect',)",1800,2800,,9,Melel the Beautiful Flame Spirit of the Lamp,https://yugipedia.com/wiki/Melel_the_Beautiful_Flame_Spirit_of_the_Lamp,,2023-08-12 09:51:15,
Melo Melo Meeeg☆Uuultra Beam,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Melo Melo Meeeg☆Uuultra Beam,https://yugipedia.com/wiki/Melo_Melo_Meeeg%E2%98%86Uuultra_Beam,,2023-06-27 19:43:50,
Melt the Aqueous Spirit,Monster Card,,"('Chemistry',)",False,False,FIRE,Effect Monster,Aqua,"('Effect',)",200,300,,1,Melt the Aqueous Spirit,https://yugipedia.com/wiki/Melt_the_Aqueous_Spirit,,2023-08-11 00:40:53,
The Menacing Eyes of the Sky Emperor,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,The Menacing Eyes of the Sky Emperor,https://yugipedia.com/wiki/The_Menacing_Eyes_of_the_Sky_Emperor,,2023-03-20 14:07:44,
Meowonderful Rush,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Meowonderful Rush,https://yugipedia.com/wiki/Meowonderful_Rush,,2023-05-25 11:23:29,
Metal Armored Ant,Monster Card,,,False,False,EARTH,Normal Monster,Insect,,2500,100,,7,Metal Armored Ant,https://yugipedia.com/wiki/Metal_Armored_Ant,,2023-03-16 10:53:39,
Metal Megaleon,Monster Card,,"('Chameleon',)",False,False,EARTH,Effect Monster,Reptile,"('Effect',)",1000,1700,,6,Metal Megaleon,https://yugipedia.com/wiki/Metal_Megaleon,,2023-05-25 05:50:08,
Metarion Ashurastar,Monster Card,,"('Metarion',)",False,False,LIGHT,Fusion Monster,Cyborg,"('Multi-Choice Effect',)",2500,2800,,9,Metarion Ashurastar,https://yugipedia.com/wiki/Metarion_Ashurastar,,2023-08-15 03:38:39,
Metarion Eraclestar,Monster Card,,"('Metarion',)",False,False,LIGHT,Fusion Monster,Cyborg,"('Multi-Choice Effect',)",2500,2800,,9,Metarion Eraclestar,https://yugipedia.com/wiki/Metarion_Eraclestar,,2023-08-15 21:50:33,
Metarion King Cobrastar,Monster Card,,"('Metarion',)",False,False,LIGHT,Fusion Monster,Cyborg,"('Multi-Choice Effect',)",2500,3000,,9,Metarion King Cobrastar,https://yugipedia.com/wiki/Metarion_King_Cobrastar,,2023-08-15 03:41:40,
Metarion Ladonstar,Monster Card,,"('Metarion',)",False,False,LIGHT,Fusion Monster,Cyborg,"('Multi-Choice Effect',)",2500,2800,,9,Metarion Ladonstar,https://yugipedia.com/wiki/Metarion_Ladonstar,,2023-08-14 16:47:15,
Metarion Vritrastar,Monster Card,,"('Metarion',)",False,False,LIGHT,Fusion Monster,Cyborg,"('Multi-Choice Effect',)",2500,2800,,9,Metarion Vritrastar,https://yugipedia.com/wiki/Metarion_Vritrastar,,2023-08-15 03:43:34,
Meteor Black Dragon,Monster Card,,,False,False,FIRE,Fusion Monster,Dragon,,2000,3500,,8,Meteor Black Dragon (Rush Duel),https://yugipedia.com/wiki/Meteor_Black_Dragon_(Rush_Duel),,2023-08-17 17:57:57,"('Name',)"
Meteor Black Mars Dragon,Monster Card,,,False,False,???,,Dragon,"('Effect',)",???,???,,???,Meteor Black Mars Dragon,https://yugipedia.com/wiki/Meteor_Black_Mars_Dragon,,2023-08-19 19:50:57,
Meteor Charge,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Meteor Charge,https://yugipedia.com/wiki/Meteor_Charge,,2023-03-19 16:43:48,
Meteor Dragon,Monster Card,,,False,False,EARTH,Normal Monster,Dragon,,2000,1800,,6,Meteor Dragon (Rush Duel),https://yugipedia.com/wiki/Meteor_Dragon_(Rush_Duel),,2023-08-17 17:58:52,"('Type',)"
Meteor Drake,Monster Card,,,False,False,???,,Dragon,"('Effect',)",???,???,,???,Meteor Drake,https://yugipedia.com/wiki/Meteor_Drake,,2023-08-19 19:50:50,
Meteor Flare Fusion,???,???,"('Fusion (archetype)',)",False,False,,,,"('Effect',)",,,,,Meteor Flare Fusion,https://yugipedia.com/wiki/Meteor_Flare_Fusion,,2023-08-19 19:51:04,
Meteorhino,Monster Card,,,False,False,LIGHT,Normal Monster,Galaxy (Type),,800,1700,,5,Meteorhino,https://yugipedia.com/wiki/Meteorhino,,2023-03-19 16:45:30,
Meteorlarva,Monster Card,,,False,False,DARK,Effect Monster,Galaxy (Type),"('Effect',)",0,600,,1,Meteorlarva,https://yugipedia.com/wiki/Meteorlarva,,2023-03-19 16:45:40,
Methyl the Flame Jinn of the Lamp,Monster Card,,"('Chemistry',)",False,False,FIRE,Effect Monster,Pyro,"('Effect',)",500,1000,,3,Methyl the Flame Jinn of the Lamp,https://yugipedia.com/wiki/Methyl_the_Flame_Jinn_of_the_Lamp,,2023-07-21 06:45:19,
Mezame the Ringing Alarm,Monster Card,,,False,False,DARK,Effect Monster,Warrior,"('Effect',)",200,0,,1,Mezame the Ringing Alarm,https://yugipedia.com/wiki/Mezame_the_Ringing_Alarm,,2023-03-19 16:46:15,
Miginagi the Talismanic Warrior,Monster Card,,"('Talismanic',)",False,False,EARTH,Effect Monster,Warrior,"('Effect',)",1000,1000,,3,Miginagi the Talismanic Warrior,https://yugipedia.com/wiki/Miginagi_the_Talismanic_Warrior,,2023-07-21 06:40:08,
Milky Wave Neo,Monster Card,,,False,False,WIND,Normal Monster,Galaxy (Type),,1000,2500,,7,Milky Wave Neo,https://yugipedia.com/wiki/Milky_Wave_Neo,,2023-03-19 16:51:18,
Millennium Shield,Monster Card,,,True,False,EARTH,Normal Monster,Warrior,,3000,0,,5,Millennium Shield (Rush Duel),https://yugipedia.com/wiki/Millennium_Shield_(Rush_Duel),,2023-03-19 16:52:51,"('Any',)"
Mirage Dragon,Monster Card,,,True,False,LIGHT,Effect Monster,Dragon,"('Continuous Effect',)",600,1600,,4,Mirage Dragon (Rush Duel),https://yugipedia.com/wiki/Mirage_Dragon_(Rush_Duel),,2023-03-19 17:06:35,"('Any',)"
Mirror Force,Trap Card,Normal Trap Card,,True,False,,,,"('Effect',)",,,,,Mirror Force (Rush Duel),https://yugipedia.com/wiki/Mirror_Force_(Rush_Duel),,2023-03-19 17:07:33,"('Any',)"
Mirroring Wyvern,Monster Card,,,False,False,LIGHT,Effect Monster,Dragon,"('Effect',)",800,1600,,6,Mirroring Wyvern,https://yugipedia.com/wiki/Mirroring_Wyvern,,2023-05-25 11:27:49,
Mismatched Rivalry,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Mismatched Rivalry,https://yugipedia.com/wiki/Mismatched_Rivalry,,2023-03-19 17:11:47,
Miso Instant the Special Noodle Ninja,Monster Card,,"('Noodle Ninja',)",False,False,FIRE,Fusion Monster,Pyro,"('Effect',)",0,2900,,9,Miso Instant the Special Noodle Ninja,https://yugipedia.com/wiki/Miso_Instant_the_Special_Noodle_Ninja,,2023-08-14 16:50:52,
Modorina the Light Retriever,Monster Card,,,False,False,LIGHT,Effect Monster,Fairy,"('Effect',)",500,800,,2,Modorina the Light Retriever,https://yugipedia.com/wiki/Modorina_the_Light_Retriever,,2023-03-19 17:19:18,
Moisturize,Spell Card,Normal Spell Card,"('Bubble Era',)",False,False,,,,"('Effect',)",,,,,Moisturize,https://yugipedia.com/wiki/Moisturize,,2023-03-19 17:20:06,"('Any',)"
Mokey Mokey,Monster Card,,,False,False,LIGHT,Normal Monster,Fairy,,100,300,,1,Mokey Mokey (Rush Duel),https://yugipedia.com/wiki/Mokey_Mokey_(Rush_Duel),,2023-03-19 17:20:54,"('Type',)"
Mollusk Dragon Oumugailus,Monster Card,,,False,False,WATER,Effect Monster,Sea Serpent,"('Effect',)",300,1300,,3,Mollusk Dragon Oumugailus,https://yugipedia.com/wiki/Mollusk_Dragon_Oumugailus,,2023-08-09 09:29:30,
Monkey Roll the Sushi Fairy,Monster Card,,"('Sushi Fairy',)",False,False,EARTH,Normal Monster,Fairy,,1300,1300,,4,Monkey Roll the Sushi Fairy,https://yugipedia.com/wiki/Monkey_Roll_the_Sushi_Fairy,,2023-03-19 17:25:01,
Monster Convocation,Spell Card,Normal Spell Card,"('Gaia (series)',)",False,False,,,,"('Effect',)",,,,,Monster Convocation,https://yugipedia.com/wiki/Monster_Convocation,,2023-08-11 03:26:29,
Monster Reborn,Spell Card,Normal Spell Card,,True,False,,,,"('Effect',)",,,,,Monster Reborn (Rush Duel),https://yugipedia.com/wiki/Monster_Reborn_(Rush_Duel),"('Alternate',)",2023-08-14 03:57:17,"('Type',)"
Monster Reincarnation,Spell Card,Normal Spell Card,,True,False,,,,"('Effect',)",,,,,Monster Reincarnation (Rush Duel),https://yugipedia.com/wiki/Monster_Reincarnation_(Rush_Duel),,2023-03-19 17:30:12,"('Any',)"
Mother's Storm,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Mother's Storm,https://yugipedia.com/wiki/Mother%27s_Storm,,2023-03-19 17:43:53,
Mountain,Spell Card,Field Spell Card,,False,False,,,,"('Effect',)",,,,,Mountain (Rush Duel),https://yugipedia.com/wiki/Mountain_(Rush_Duel),,2023-03-19 17:45:36,"('Type',)"
Mr. Alchemy,Monster Card,,,False,False,WATER,Effect Monster,Spellcaster,"('Effect',)",500,100,,1,Mr. Alchemy,https://yugipedia.com/wiki/Mr._Alchemy,,2023-08-22 04:16:32,
Multiple Adapter Unit,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Multiple Adapter Unit,https://yugipedia.com/wiki/Multiple_Adapter_Unit,,2023-06-27 19:43:34,
