Name,Password,Effect type,TCG status,Artwork,Page URL,Modification date,Errata,Primary type,Secondary type,Monster type,ATK,DEF,Version
Golden Dragon Summoner,28565527,"('Condition', 'Ignition Effect')",Unlimited,,https://yugipedia.com/wiki/Golden_Dragon_Summoner,2021-04-09 19:20:26,,Effect Monster,,Spellcaster,1000,1000,Old
Golden Dragon Summoner,28565527,"('Condition', 'Ignition Effect')",Unlimited,,https://yugipedia.com/wiki/Golden_Dragon_Summoner,2021-04-09 19:20:26,,"('Effect Monster',)",,Spellcaster,1000,1000,New
Golden Flying Fish,76203291,"('Ignition Effect',)",Unlimited,,https://yugipedia.com/wiki/Golden_Flying_Fish,2023-01-03 18:56:01,,Effect Monster,,Fish,1700,1000,Old
Golden Flying Fish,76203291,"('Ignition Effect',)",Unlimited,,https://yugipedia.com/wiki/Golden_Flying_Fish,2023-01-03 18:56:01,,"('Effect Monster',)",,Fish,1700,1000,New
Golden Homunculus,27408609,"('Continuous Effect',)",Unlimited,,https://yugipedia.com/wiki/Golden_Homunculus,2023-01-03 19:50:29,,Effect Monster,,Warrior,1500,1500,Old
Golden Homunculus,27408609,"('Continuous Effect',)",Unlimited,,https://yugipedia.com/wiki/Golden_Homunculus,2023-01-03 19:50:29,,"('Effect Monster',)",,Warrior,1500,1500,New
Golden Ladybug,87102774,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Golden_Ladybug,2022-05-24 15:59:12,,Effect Monster,,Insect,0,0,Old
Golden Ladybug,87102774,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Golden_Ladybug,2022-05-24 15:59:12,,"('Effect Monster',)",,Insect,0,0,New
Golden-Eyes Idol,78642798,"('Condition', 'Quick Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Golden-Eyes_Idol,2021-11-05 22:30:01,,Effect Monster,,Spellcaster,0,0,Old
Golden-Eyes Idol,78642798,"('Condition', 'Quick Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Golden-Eyes_Idol,2021-11-05 22:30:01,,"('Effect Monster',)",,Spellcaster,0,0,New
"Goldenhair, the Newest Plunder Patroll",81344070,"('Condition', 'Ignition Effect')",Unlimited,,"https://yugipedia.com/wiki/Goldenhair,_the_Newest_Plunder_Patroll",2022-05-05 14:57:00,,Effect Monster,Tuner monster,Fiend,0,2000,Old
"Goldenhair, the Newest Plunder Patroll",81344070,"('Condition', 'Ignition Effect')",Unlimited,,"https://yugipedia.com/wiki/Goldenhair,_the_Newest_Plunder_Patroll",2022-05-05 14:57:00,,"('Effect Monster',)",Tuner monster,Fiend,0,2000,New
Goldilocks the Battle Landscaper,24521754,"('Continuous Effect', 'Ignition Effect')",Unlimited,,https://yugipedia.com/wiki/Goldilocks_the_Battle_Landscaper,2023-01-26 07:13:47,,Effect Monster,,Machine,0,3000,Old
Goldilocks the Battle Landscaper,24521754,"('Continuous Effect', 'Ignition Effect')",Unlimited,,https://yugipedia.com/wiki/Goldilocks_the_Battle_Landscaper,2023-01-26 07:13:47,,"('Effect Monster',)",,Machine,0,3000,New
Golem Dragon,09666558,"('Continuous Effect',)",Unlimited,,https://yugipedia.com/wiki/Golem_Dragon,2022-08-13 11:46:16,,Effect Monster,,Dragon,200,2000,Old
Golem Dragon,09666558,"('Continuous Effect',)",Unlimited,,https://yugipedia.com/wiki/Golem_Dragon,2022-08-13 11:46:16,,"('Effect Monster',)",,Dragon,200,2000,New
Golem Sentry,52323207,"('Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Golem_Sentry,2020-03-14 21:05:20,"('Name',)",Effect Monster,,Rock,800,1800,Old
Golem Sentry,52323207,"('Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Golem_Sentry,2020-03-14 21:05:20,"('Name',)","('Effect Monster',)",,Rock,800,1800,New
Golgoil,07526150,,,,https://yugipedia.com/wiki/Golgoil,2023-01-03 17:42:29,,Normal Monster,,Machine,900,1600,Old
Golgoil,07526150,,,,https://yugipedia.com/wiki/Golgoil,2023-01-03 17:42:29,,"('Normal Monster',)",,Machine,900,1600,New
Gonogo,59797187,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Gonogo,2023-01-10 18:41:12,,Effect Monster,,Rock,1350,1600,Old
Gonogo,59797187,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Gonogo,2023-01-10 18:41:12,,"('Effect Monster',)",,Rock,1350,1600,New
Googly-Eyes Drum Dragon,77799846,"('Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Googly-Eyes_Drum_Dragon,2022-05-08 10:43:45,,Xyz Monster,,Machine,3000,2500,Old
Googly-Eyes Drum Dragon,77799846,"('Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Googly-Eyes_Drum_Dragon,2022-05-08 10:43:45,,"('Effect Monster', 'Xyz Monster')",,Machine,3000,2500,New
Gora Turtle,80233946,"('Continuous Effect',)",Unlimited,,https://yugipedia.com/wiki/Gora_Turtle,2023-01-03 17:37:15,,Effect Monster,,Aqua,1100,1100,Old
Gora Turtle,80233946,"('Continuous Effect',)",Unlimited,,https://yugipedia.com/wiki/Gora_Turtle,2023-01-03 17:37:15,,"('Effect Monster',)",,Aqua,1100,1100,New
Gora Turtle of Illusion,42868711,"('Continuous Effect',)",Unlimited,,https://yugipedia.com/wiki/Gora_Turtle_of_Illusion,2020-03-14 21:08:35,,Effect Monster,,Aqua,1200,1400,Old
Gora Turtle of Illusion,42868711,"('Continuous Effect',)",Unlimited,,https://yugipedia.com/wiki/Gora_Turtle_of_Illusion,2020-03-14 21:08:35,,"('Effect Monster',)",,Aqua,1200,1400,New
Gorgon Egg,11793047,,,,https://yugipedia.com/wiki/Gorgon_Egg,2023-01-03 18:12:33,,Normal Monster,,Fiend,300,1300,Old
Gorgon Egg,11793047,,,,https://yugipedia.com/wiki/Gorgon_Egg,2023-01-03 18:12:33,,"('Normal Monster',)",,Fiend,300,1300,New
"Gorgon, Empress of the Evil Eyed",29357687,"('Condition', 'Continuous Effect', 'Quick Effect', 'Trigger Effect')",Unlimited,"('Edited',)","https://yugipedia.com/wiki/Gorgon,_Empress_of_the_Evil_Eyed",2022-04-20 11:42:44,,Link Monster,,Fiend,1900,,Old
"Gorgon, Empress of the Evil Eyed",29357687,"('Condition', 'Continuous Effect', 'Quick Effect', 'Trigger Effect')",Unlimited,"('Edited',)","https://yugipedia.com/wiki/Gorgon,_Empress_of_the_Evil_Eyed",2022-04-20 11:42:44,,"('Effect Monster', 'Link Monster')",,Fiend,1900,,New
Gorgonic Cerberus,37168514,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Gorgonic_Cerberus,2020-03-14 21:09:49,,Effect Monster,,Rock,1300,300,Old
Gorgonic Cerberus,37168514,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Gorgonic_Cerberus,2020-03-14 21:09:49,,"('Effect Monster',)",,Rock,1300,300,New
Gorgonic Gargoyle,64379261,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Gorgonic_Gargoyle,2020-04-10 05:30:47,,Effect Monster,,Rock,1000,800,Old
Gorgonic Gargoyle,64379261,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Gorgonic_Gargoyle,2020-04-10 05:30:47,,"('Effect Monster',)",,Rock,1000,800,New
Gorgonic Ghoul,90764875,"('Condition', 'Ignition Effect')",Unlimited,,https://yugipedia.com/wiki/Gorgonic_Ghoul,2020-03-14 21:10:47,,Effect Monster,,Rock,100,100,Old
Gorgonic Ghoul,90764875,"('Condition', 'Ignition Effect')",Unlimited,,https://yugipedia.com/wiki/Gorgonic_Ghoul,2020-03-14 21:10:47,,"('Effect Monster',)",,Rock,100,100,New
Gorgonic Golem,37984162,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Gorgonic_Golem,2020-03-14 21:11:23,,Effect Monster,,Rock,1200,600,Old
Gorgonic Golem,37984162,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Gorgonic_Golem,2020-03-14 21:11:23,,"('Effect Monster',)",,Rock,1200,600,New
Gorgonic Guardian,84401683,"('Condition', 'Ignition Effect', 'Quick Effect')",Unlimited,,https://yugipedia.com/wiki/Gorgonic_Guardian,2022-04-20 12:40:39,,Xyz Monster,,Rock,1600,1200,Old
Gorgonic Guardian,84401683,"('Condition', 'Ignition Effect', 'Quick Effect')",Unlimited,,https://yugipedia.com/wiki/Gorgonic_Guardian,2022-04-20 12:40:39,,"('Effect Monster', 'Xyz Monster')",,Rock,1600,1200,New
Gorz the Emissary of Darkness,44330098,"('Condition', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Gorz_the_Emissary_of_Darkness,2022-06-21 17:20:34,,Effect Monster,,Fiend,2700,2500,Old
Gorz the Emissary of Darkness,44330098,"('Condition', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Gorz_the_Emissary_of_Darkness,2022-06-21 17:20:34,,"('Effect Monster',)",,Fiend,2700,2500,New
Gouki Bearhug,12097275,"('Condition', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Gouki_Bearhug,2021-09-08 23:58:15,,Effect Monster,,Warrior,2400,0,Old
Gouki Bearhug,12097275,"('Condition', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Gouki_Bearhug,2021-09-08 23:58:15,,"('Effect Monster',)",,Warrior,2400,0,New
Gouki Destroy Ogre,88406570,"('Condition', 'Continuous Effect', 'Ignition Effect')",Unlimited,,https://yugipedia.com/wiki/Gouki_Destroy_Ogre,2022-07-24 04:19:59,,Link Monster,,Warrior,2800,,Old
Gouki Destroy Ogre,88406570,"('Condition', 'Continuous Effect', 'Ignition Effect')",Unlimited,,https://yugipedia.com/wiki/Gouki_Destroy_Ogre,2022-07-24 04:19:59,,"('Effect Monster', 'Link Monster')",,Warrior,2800,,New
Gouki Guts,07540107,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Gouki_Guts,2022-05-05 17:21:16,,Effect Monster,,Warrior,800,0,Old
Gouki Guts,07540107,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Gouki_Guts,2022-05-05 17:21:16,,"('Effect Monster',)",,Warrior,800,0,New
Gouki Headbatt,54088068,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Gouki_Headbatt,2021-06-23 03:08:10,,Effect Monster,,Warrior,800,0,Old
Gouki Headbatt,54088068,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Gouki_Headbatt,2021-06-23 03:08:10,,"('Effect Monster',)",,Warrior,800,0,New
Gouki Heel Ogre,10552026,"('Quick Effect',)",Unlimited,,https://yugipedia.com/wiki/Gouki_Heel_Ogre,2021-09-09 01:24:52,,Link Monster,,Warrior,1000,,Old
Gouki Heel Ogre,10552026,"('Quick Effect',)",Unlimited,,https://yugipedia.com/wiki/Gouki_Heel_Ogre,2021-09-09 01:24:52,,"('Effect Monster', 'Link Monster')",,Warrior,1000,,New
Gouki Iron Claw,71555408,"('Condition', 'Quick Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Gouki_Iron_Claw,2022-05-05 17:20:27,,Effect Monster,,Warrior,1000,0,Old
Gouki Iron Claw,71555408,"('Condition', 'Quick Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Gouki_Iron_Claw,2022-05-05 17:20:27,,"('Effect Monster',)",,Warrior,1000,0,New
Gouki Jet Ogre,59644128,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Gouki_Jet_Ogre,2021-09-09 02:53:03,,Link Monster,,Warrior,2000,,Old
Gouki Jet Ogre,59644128,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Gouki_Jet_Ogre,2021-09-09 02:53:03,,"('Effect Monster', 'Link Monster')",,Warrior,2000,,New
Gouki Moonsault,20191720,"('Condition', 'Ignition Effect')",Unlimited,,https://yugipedia.com/wiki/Gouki_Moonsault,2021-09-09 00:58:43,,Effect Monster,,Warrior,1900,0,Old
Gouki Moonsault,20191720,"('Condition', 'Ignition Effect')",Unlimited,,https://yugipedia.com/wiki/Gouki_Moonsault,2021-09-09 00:58:43,,"('Effect Monster',)",,Warrior,1900,0,New
Gouki Octostretch,85008676,"('Condition', 'Quick Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Gouki_Octostretch,2021-09-08 23:57:25,,Effect Monster,,Warrior,0,0,Old
Gouki Octostretch,85008676,"('Condition', 'Quick Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Gouki_Octostretch,2021-09-08 23:57:25,,"('Effect Monster',)",,Warrior,0,0,New
Gouki Ringtrainer,93581434,"('Condition', 'Continuous Effect', 'Ignition Effect')",Unlimited,,https://yugipedia.com/wiki/Gouki_Ringtrainer,2021-09-09 01:00:47,,Effect Monster,,Warrior,0,0,Old
Gouki Ringtrainer,93581434,"('Condition', 'Continuous Effect', 'Ignition Effect')",Unlimited,,https://yugipedia.com/wiki/Gouki_Ringtrainer,2021-09-09 01:00:47,,"('Effect Monster',)",,Warrior,0,0,New
Gouki Riscorpio,60461077,"('Condition', 'Trigger Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Gouki_Riscorpio,2021-06-23 02:40:57,,Effect Monster,,Warrior,2300,0,Old
Gouki Riscorpio,60461077,"('Condition', 'Trigger Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Gouki_Riscorpio,2021-06-23 02:40:57,,"('Effect Monster',)",,Warrior,2300,0,New
Gouki Suprex,24073068,"('Condition', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Gouki_Suprex,2021-06-23 02:40:19,,Effect Monster,,Warrior,1800,0,Old
Gouki Suprex,24073068,"('Condition', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Gouki_Suprex,2021-06-23 02:40:19,,"('Effect Monster',)",,Warrior,1800,0,New
Gouki Tagpartner,67586735,"('Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Gouki_Tagpartner,2021-09-09 00:59:41,,Effect Monster,,Warrior,1700,0,Old
Gouki Tagpartner,67586735,"('Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Gouki_Tagpartner,2021-09-09 00:59:41,,"('Effect Monster',)",,Warrior,1700,0,New
Gouki The Blade Ogre,95515058,"('Continuous Effect', 'Ignition Effect')",Unlimited,,https://yugipedia.com/wiki/Gouki_The_Blade_Ogre,2021-12-27 17:46:09,,Link Monster,,Warrior,2400,,Old
Gouki The Blade Ogre,95515058,"('Continuous Effect', 'Ignition Effect')",Unlimited,,https://yugipedia.com/wiki/Gouki_The_Blade_Ogre,2021-12-27 17:46:09,,"('Effect Monster', 'Link Monster')",,Warrior,2400,,New
Gouki The Giant Ogre,47946130,"('Continuous Effect', 'Quick Effect')",Unlimited,,https://yugipedia.com/wiki/Gouki_The_Giant_Ogre,2021-09-15 16:48:30,,Link Monster,,Warrior,3000,,Old
Gouki The Giant Ogre,47946130,"('Continuous Effect', 'Quick Effect')",Unlimited,,https://yugipedia.com/wiki/Gouki_The_Giant_Ogre,2021-09-15 16:48:30,,"('Effect Monster', 'Link Monster')",,Warrior,3000,,New
Gouki The Great Ogre,78437364,"('Continuous Effect',)",Unlimited,"('Alternate',)",https://yugipedia.com/wiki/Gouki_The_Great_Ogre,2022-10-29 14:41:47,,Link Monster,,Warrior,2600,,Old
Gouki The Great Ogre,78437364,"('Continuous Effect',)",Unlimited,"('Alternate',)",https://yugipedia.com/wiki/Gouki_The_Great_Ogre,2022-10-29 14:41:47,,"('Effect Monster', 'Link Monster')",,Warrior,2600,,New
Gouki The Master Ogre,30286474,"('Continuous Effect', 'Quick Effect')",Unlimited,,https://yugipedia.com/wiki/Gouki_The_Master_Ogre,2022-08-13 13:05:47,,Link Monster,,Warrior,2800,,Old
Gouki The Master Ogre,30286474,"('Continuous Effect', 'Quick Effect')",Unlimited,,https://yugipedia.com/wiki/Gouki_The_Master_Ogre,2022-08-13 13:05:47,,"('Effect Monster', 'Link Monster')",,Warrior,2800,,New
Gouki The Powerload Ogre,11516241,"('Condition', 'Continuous Effect', 'Ignition Effect')",Unlimited,,https://yugipedia.com/wiki/Gouki_The_Powerload_Ogre,2022-05-05 17:53:34,,Link Monster,,Warrior,2800,,Old
Gouki The Powerload Ogre,11516241,"('Condition', 'Continuous Effect', 'Ignition Effect')",Unlimited,,https://yugipedia.com/wiki/Gouki_The_Powerload_Ogre,2022-05-05 17:53:34,,"('Effect Monster', 'Link Monster')",,Warrior,2800,,New
Gouki The Solid Ogre,22510667,"('Continuous Effect', 'Quick Effect')",Unlimited,,https://yugipedia.com/wiki/Gouki_The_Solid_Ogre,2021-12-27 17:47:38,,Link Monster,,Warrior,2400,,Old
Gouki The Solid Ogre,22510667,"('Continuous Effect', 'Quick Effect')",Unlimited,,https://yugipedia.com/wiki/Gouki_The_Solid_Ogre,2021-12-27 17:47:38,,"('Effect Monster', 'Link Monster')",,Warrior,2400,,New
Gouki Thunder Ogre,30010480,"('Continuous Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Gouki_Thunder_Ogre,2021-06-23 03:24:43,,Link Monster,,Warrior,2200,,Old
Gouki Thunder Ogre,30010480,"('Continuous Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Gouki_Thunder_Ogre,2021-06-23 03:24:43,,"('Effect Monster', 'Link Monster')",,Warrior,2200,,New
Gouki Twistcobra,97688360,"('Condition', 'Quick Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Gouki_Twistcobra,2021-06-23 02:39:44,,Effect Monster,,Warrior,1600,0,Old
Gouki Twistcobra,97688360,"('Condition', 'Quick Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Gouki_Twistcobra,2021-06-23 02:39:44,,"('Effect Monster',)",,Warrior,1600,0,New
Goyo Chaser,63364266,"('Continuous Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Goyo_Chaser,2022-07-24 06:43:37,,Synchro Monster,,Warrior,1900,1000,Old
Goyo Chaser,63364266,"('Continuous Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Goyo_Chaser,2022-07-24 06:43:37,,"('Effect Monster', 'Synchro Monster')",,Warrior,1900,1000,New
Goyo Defender,58901502,"('Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Goyo_Defender,2020-11-26 06:35:25,,Synchro Monster,,Warrior,1000,1000,Old
Goyo Defender,58901502,"('Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Goyo_Defender,2020-11-26 06:35:25,,"('Effect Monster', 'Synchro Monster')",,Warrior,1000,1000,New
Goyo Emperor,59255742,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Goyo_Emperor,2022-07-24 07:34:01,,Fusion Monster,,Warrior,3300,2500,Old
Goyo Emperor,59255742,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Goyo_Emperor,2022-07-24 07:34:01,,"('Effect Monster', 'Fusion Monster')",,Warrior,3300,2500,New
Goyo Guardian,07391448,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Goyo_Guardian,2022-07-24 06:45:42,"('Name', 'Type')",Synchro Monster,,Warrior,2800,2000,Old
Goyo Guardian,07391448,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Goyo_Guardian,2022-07-24 06:45:42,"('Name', 'Type')","('Effect Monster', 'Synchro Monster')",,Warrior,2800,2000,New
Goyo King,84305651,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Goyo_King,2022-07-24 07:36:08,,Synchro Monster,,Warrior,2800,2000,Old
Goyo King,84305651,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Goyo_King,2022-07-24 07:36:08,,"('Effect Monster', 'Synchro Monster')",,Warrior,2800,2000,New
Goyo Predator,98637386,"('Condition', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Goyo_Predator,2022-07-24 06:42:20,,Synchro Monster,,Warrior,2400,1200,Old
Goyo Predator,98637386,"('Condition', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Goyo_Predator,2022-07-24 06:42:20,,"('Effect Monster', 'Synchro Monster')",,Warrior,2400,1200,New
Gozuki,52467217,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Gozuki,2020-03-14 21:22:51,,Effect Monster,,Zombie,1700,800,Old
Gozuki,52467217,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Gozuki,2020-03-14 21:22:51,,"('Effect Monster',)",,Zombie,1700,800,New
Gradius,10992251,,Unlimited,,https://yugipedia.com/wiki/Gradius,2023-01-03 19:27:09,,Normal Monster,,Machine,1200,800,Old
Gradius,10992251,,Unlimited,,https://yugipedia.com/wiki/Gradius,2023-01-03 19:27:09,,"('Normal Monster',)",,Machine,1200,800,New
Gradius' Option,14291024,"('Continuous Effect', 'Summoning condition')",Unlimited,,https://yugipedia.com/wiki/Gradius%27_Option,2023-01-03 18:06:00,"('Name',)",Effect Monster,,Machine,?,?,Old
Gradius' Option,14291024,"('Continuous Effect', 'Summoning condition')",Unlimited,,https://yugipedia.com/wiki/Gradius%27_Option,2023-01-03 18:06:00,"('Name',)","('Effect Monster',)",,Machine,?,?,New
"Graff, Malebranche of the Burning Abyss",20758643,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,,"https://yugipedia.com/wiki/Graff,_Malebranche_of_the_Burning_Abyss",2022-07-09 04:12:04,,Effect Monster,,Fiend,1000,1500,Old
"Graff, Malebranche of the Burning Abyss",20758643,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,,"https://yugipedia.com/wiki/Graff,_Malebranche_of_the_Burning_Abyss",2022-07-09 04:12:04,,"('Effect Monster',)",,Fiend,1000,1500,New
"Gragonith, Lightsworn Dragon",21785144,"('Continuous Effect', 'Trigger Effect')",Unlimited,,"https://yugipedia.com/wiki/Gragonith,_Lightsworn_Dragon",2021-02-03 15:22:34,,Effect Monster,,Dragon,2000,1600,Old
"Gragonith, Lightsworn Dragon",21785144,"('Continuous Effect', 'Trigger Effect')",Unlimited,,"https://yugipedia.com/wiki/Gragonith,_Lightsworn_Dragon",2021-02-03 15:22:34,,"('Effect Monster',)",,Dragon,2000,1600,New
GranSolfachord Coolia,84521924,"('Continuous Effect', 'Quick Effect')",,,https://yugipedia.com/wiki/GranSolfachord_Coolia,2023-01-14 02:08:32,,Link Monster,,Fairy,2700,,Old
GranSolfachord Coolia,84521924,"('Continuous Effect', 'Quick Effect')",,,https://yugipedia.com/wiki/GranSolfachord_Coolia,2023-01-14 02:08:32,,"('Effect Monster', 'Link Monster')",,Fairy,2700,,New
GranSolfachord Musecia,37972500,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/GranSolfachord_Musecia,2022-12-17 17:34:27,,Link Monster,,Fairy,1900,,Old
GranSolfachord Musecia,37972500,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/GranSolfachord_Musecia,2022-12-17 17:34:27,,"('Effect Monster', 'Link Monster')",,Fairy,1900,,New
Granadora,13944422,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Granadora,2020-03-14 21:24:30,,Effect Monster,,Reptile,1900,700,Old
Granadora,13944422,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Granadora,2020-03-14 21:24:30,,"('Effect Monster',)",,Reptile,1900,700,New
Grand Tiki Elder,13676474,,Unlimited,,https://yugipedia.com/wiki/Grand_Tiki_Elder,2022-04-29 13:45:49,"('Type',)",Normal Monster,,Fiend,1500,800,Old
Grand Tiki Elder,13676474,,Unlimited,,https://yugipedia.com/wiki/Grand_Tiki_Elder,2022-04-29 13:45:49,"('Type',)","('Normal Monster',)",,Fiend,1500,800,New
Grandmaster of the Six Samurai,83039729,"('Trigger Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Grandmaster_of_the_Six_Samurai,2023-01-03 18:51:26,,Effect Monster,,Warrior,2100,800,Old
Grandmaster of the Six Samurai,83039729,"('Trigger Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Grandmaster_of_the_Six_Samurai,2023-01-03 18:51:26,,"('Effect Monster',)",,Warrior,2100,800,New
"Grandopolis, The Eternal Golden City",,"('Condition', 'Summoning condition')",Illegal,,"https://yugipedia.com/wiki/Grandopolis,_The_Eternal_Golden_City",2021-06-27 10:15:57,,Xyz Monster,,Machine,2800,3500,Old
"Grandopolis, The Eternal Golden City",,"('Condition', 'Summoning condition')",Illegal,,"https://yugipedia.com/wiki/Grandopolis,_The_Eternal_Golden_City",2021-06-27 10:15:57,,"('Effect Monster', 'Xyz Monster')",,Machine,2800,3500,New
Grandpa Demetto,44190146,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,"('Edited',)",https://yugipedia.com/wiki/Grandpa_Demetto_(card),2022-11-11 19:00:21,,Effect Monster,,Spellcaster,0,0,Old
Grandpa Demetto,44190146,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,"('Edited',)",https://yugipedia.com/wiki/Grandpa_Demetto_(card),2022-11-11 19:00:21,,"('Effect Monster',)",,Spellcaster,0,0,New
Grandram,35866404,"('Unclassified effect',)",Unlimited,,https://yugipedia.com/wiki/Grandram,2021-02-03 18:54:29,,Effect Monster,,Rock,0,1400,Old
Grandram,35866404,"('Unclassified effect',)",Unlimited,,https://yugipedia.com/wiki/Grandram,2021-02-03 18:54:29,,"('Effect Monster',)",,Rock,0,1400,New
Grandsoil the Elemental Lord,61468779,"('Condition', 'Summoning condition', 'Trigger Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Grandsoil_the_Elemental_Lord,2022-07-24 06:26:23,"('Type',)",Effect Monster,,Beast-Warrior,2800,2200,Old
Grandsoil the Elemental Lord,61468779,"('Condition', 'Summoning condition', 'Trigger Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Grandsoil_the_Elemental_Lord,2022-07-24 06:26:23,"('Type',)","('Effect Monster',)",,Beast-Warrior,2800,2200,New
Grandtusk Dragon,98898163,"('Condition', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Grandtusk_Dragon,2022-08-05 22:23:47,,Effect Monster,,Dragon,1400,2400,Old
Grandtusk Dragon,98898163,"('Condition', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Grandtusk_Dragon,2022-08-05 22:23:47,,"('Effect Monster',)",,Dragon,1400,2400,New
Granguignol the Dusk Dragon,24915933,"('Condition', 'Trigger Effect')",Not yet released,,https://yugipedia.com/wiki/Granguignol_the_Dusk_Dragon,2023-02-02 22:02:14,,Fusion Monster,,Spellcaster,2500,2500,Old
Granguignol the Dusk Dragon,24915933,"('Condition', 'Trigger Effect')",Not yet released,,https://yugipedia.com/wiki/Granguignol_the_Dusk_Dragon,2023-02-07 13:26:34,,"('Effect Monster', 'Fusion Monster')",,Spellcaster,2500,2500,New
