Name,Card type,Property,Effect type,Legend,Maximum mode,Page name,Page URL,Modification date,Version
Golondrinas Jail,Spell Card,Field Spell Card,,True,True,Golondrinas Jail,https://yugipedia.com/wiki/Golondrinas_Jail,2023-01-31 17:17:23,Old
Golondrinas Jail,Spell Card,Field Spell Card,,False,False,Golondrinas Jail,https://yugipedia.com/wiki/Golondrinas_Jail,2023-01-31 17:17:23,New
Golondrinas Roar,Trap Card,Normal Trap Card,,True,True,Golondrinas Roar,https://yugipedia.com/wiki/Golondrinas_Roar,2023-01-31 17:28:59,Old
Golondrinas Roar,Trap Card,Normal Trap Card,,False,False,Golondrinas Roar,https://yugipedia.com/wiki/Golondrinas_Roar,2023-01-31 17:28:59,New
Gourmaid,Monster Card,,,True,True,Gourmaid,https://yugipedia.com/wiki/Gourmaid,2022-09-08 15:20:44,Old
Gourmaid,Monster Card,,,False,False,Gourmaid,https://yugipedia.com/wiki/Gourmaid,2022-09-08 15:20:44,New
Gourmetropolis,Spell Card,Field Spell Card,,True,True,Gourmetropolis,https://yugipedia.com/wiki/Gourmetropolis,2022-09-08 15:26:55,Old
Gourmetropolis,Spell Card,Field Spell Card,,False,False,Gourmetropolis,https://yugipedia.com/wiki/Gourmetropolis,2022-09-08 15:26:55,New
Grace Princess Kana,Monster Card,,,True,True,Grace Princess Kana,https://yugipedia.com/wiki/Grace_Princess_Kana,2022-10-20 07:23:09,Old
Grace Princess Kana,Monster Card,,,False,False,Grace Princess Kana,https://yugipedia.com/wiki/Grace_Princess_Kana,2022-10-20 07:23:09,New
Graceful Charity,Spell Card,Normal Spell Card,"('Effect',)",True,True,Graceful Charity (Rush Duel),https://yugipedia.com/wiki/Graceful_Charity_(Rush_Duel),2023-02-15 11:12:09,Old
Graceful Charity,Spell Card,Normal Spell Card,"('Effect',)",True,False,Graceful Charity (Rush Duel),https://yugipedia.com/wiki/Graceful_Charity_(Rush_Duel),2023-02-15 11:12:09,New
Gracesaurus,Monster Card,,,True,True,Gracesaurus,https://yugipedia.com/wiki/Gracesaurus,2022-12-30 01:30:13,Old
Gracesaurus,Monster Card,,,False,False,Gracesaurus,https://yugipedia.com/wiki/Gracesaurus,2022-12-30 01:30:13,New
Grand Extreme,Spell Card,Normal Spell Card,"('Effect',)",True,True,Grand Extreme,https://yugipedia.com/wiki/Grand_Extreme,2022-09-25 03:04:53,Old
Grand Extreme,Spell Card,Normal Spell Card,"('Effect',)",False,False,Grand Extreme,https://yugipedia.com/wiki/Grand_Extreme,2022-09-25 03:04:53,New
Grand Tiki Elder,Monster Card,,,True,True,Grand Tiki Elder (Rush Duel),https://yugipedia.com/wiki/Grand_Tiki_Elder_(Rush_Duel),2023-02-01 10:07:47,Old
Grand Tiki Elder,Monster Card,,,False,False,Grand Tiki Elder (Rush Duel),https://yugipedia.com/wiki/Grand_Tiki_Elder_(Rush_Duel),2023-02-01 10:07:47,New
Grass,Monster Card,,,True,True,Grass,https://yugipedia.com/wiki/Grass,2022-09-21 05:37:41,Old
Grass,Monster Card,,,False,False,Grass,https://yugipedia.com/wiki/Grass,2022-09-21 05:37:41,New
Gravity Plus Dragon,Monster Card,,,True,True,Gravity Plus Dragon,https://yugipedia.com/wiki/Gravity_Plus_Dragon,2022-11-02 10:26:28,Old
Gravity Plus Dragon,Monster Card,,,False,False,Gravity Plus Dragon,https://yugipedia.com/wiki/Gravity_Plus_Dragon,2022-11-02 10:26:28,New
Gravity Press Dragon,Monster Card,,"('Effect',)",True,True,Gravity Press Dragon,https://yugipedia.com/wiki/Gravity_Press_Dragon,2022-12-21 09:36:47,Old
Gravity Press Dragon,Monster Card,,"('Effect',)",False,False,Gravity Press Dragon,https://yugipedia.com/wiki/Gravity_Press_Dragon,2022-12-21 09:36:47,New
Gravity Shock,Spell Card,Normal Spell Card,,True,True,Gravity Shock,https://yugipedia.com/wiki/Gravity_Shock,2022-10-15 23:19:57,Old
Gravity Shock,Spell Card,Normal Spell Card,,False,False,Gravity Shock,https://yugipedia.com/wiki/Gravity_Shock,2022-10-15 23:19:57,New
Great Catastrophe,Trap Card,Normal Trap Card,,True,True,Great Catastrophe,https://yugipedia.com/wiki/Great_Catastrophe,2022-08-06 16:39:38,Old
Great Catastrophe,Trap Card,Normal Trap Card,,False,False,Great Catastrophe,https://yugipedia.com/wiki/Great_Catastrophe,2022-08-06 16:39:38,New
Great Cosmonarch,Monster Card,,"('Effect',)",True,True,Great Cosmonarch,https://yugipedia.com/wiki/Great_Cosmonarch,2022-12-21 09:52:15,Old
Great Cosmonarch,Monster Card,,"('Effect',)",False,False,Great Cosmonarch,https://yugipedia.com/wiki/Great_Cosmonarch,2022-12-21 09:52:15,New
Great Maju Garzett,Monster Card,,"('Continuous Effect',)",True,True,Great Maju Garzett (Rush Duel),https://yugipedia.com/wiki/Great_Maju_Garzett_(Rush_Duel),2023-02-01 11:44:20,Old
Great Maju Garzett,Monster Card,,"('Continuous Effect',)",True,False,Great Maju Garzett (Rush Duel),https://yugipedia.com/wiki/Great_Maju_Garzett_(Rush_Duel),2023-02-01 11:44:20,New
Great Multistrike Dragon Dragias Burst,Monster Card,,"('Continuous Effect', 'Summoning condition')",True,True,Great Multistrike Dragon Dragias Burst,https://yugipedia.com/wiki/Great_Multistrike_Dragon_Dragias_Burst,2022-10-30 15:44:18,Old
Great Multistrike Dragon Dragias Burst,Monster Card,,"('Continuous Effect', 'Summoning condition')",False,True,Great Multistrike Dragon Dragias Burst,https://yugipedia.com/wiki/Great_Multistrike_Dragon_Dragias_Burst,2022-10-30 15:44:18,New
Great Multistrike Dragon Dragias Burst [L],Monster Card,,"('Effect',)",True,True,Great Multistrike Dragon Dragias Burst (L),https://yugipedia.com/wiki/Great_Multistrike_Dragon_Dragias_Burst_(L),2021-12-30 11:32:15,Old
Great Multistrike Dragon Dragias Burst [L],Monster Card,,"('Effect',)",False,True,Great Multistrike Dragon Dragias Burst (L),https://yugipedia.com/wiki/Great_Multistrike_Dragon_Dragias_Burst_(L),2021-12-30 11:32:15,New
Great Multistrike Dragon Dragias Burst [R],Monster Card,,"('Effect',)",True,True,Great Multistrike Dragon Dragias Burst (R),https://yugipedia.com/wiki/Great_Multistrike_Dragon_Dragias_Burst_(R),2021-12-30 11:32:35,Old
Great Multistrike Dragon Dragias Burst [R],Monster Card,,"('Effect',)",False,True,Great Multistrike Dragon Dragias Burst (R),https://yugipedia.com/wiki/Great_Multistrike_Dragon_Dragias_Burst_(R),2021-12-30 11:32:35,New
Great-Tusked Mammoth,Monster Card,,"('Effect',)",True,True,Great-Tusked Mammoth,https://yugipedia.com/wiki/Great-Tusked_Mammoth,2023-02-15 13:56:04,Old
Great-Tusked Mammoth,Monster Card,,"('Effect',)",False,False,Great-Tusked Mammoth,https://yugipedia.com/wiki/Great-Tusked_Mammoth,2023-02-15 13:56:04,New
Greatest Galactica,Spell Card,Field Spell Card,,True,True,Greatest Galactica,https://yugipedia.com/wiki/Greatest_Galactica,2022-12-29 13:17:43,Old
Greatest Galactica,Spell Card,Field Spell Card,,False,False,Greatest Galactica,https://yugipedia.com/wiki/Greatest_Galactica,2022-12-29 13:17:43,New
Green-Eyes Star Cat,Monster Card,,"('Effect',)",True,True,Green-Eyes Star Cat,https://yugipedia.com/wiki/Green-Eyes_Star_Cat,2023-01-21 14:02:19,Old
Green-Eyes Star Cat,Monster Card,,"('Effect',)",False,False,Green-Eyes Star Cat,https://yugipedia.com/wiki/Green-Eyes_Star_Cat,2023-01-21 14:02:19,New
Greystorm Reverie,Monster Card,,"('Effect',)",True,True,Greystorm Reverie,https://yugipedia.com/wiki/Greystorm_Reverie,2022-12-02 08:59:58,Old
Greystorm Reverie,Monster Card,,"('Effect',)",False,False,Greystorm Reverie,https://yugipedia.com/wiki/Greystorm_Reverie,2022-12-02 08:59:58,New
Griffore,Monster Card,,,True,True,Griffore (Rush Duel),https://yugipedia.com/wiki/Griffore_(Rush_Duel),2022-09-21 05:36:41,Old
Griffore,Monster Card,,,False,False,Griffore (Rush Duel),https://yugipedia.com/wiki/Griffore_(Rush_Duel),2022-09-21 05:36:41,New
Grilled Pangolin,Monster Card,,,True,True,Grilled Pangolin,https://yugipedia.com/wiki/Grilled_Pangolin,2022-09-21 05:37:27,Old
Grilled Pangolin,Monster Card,,,False,False,Grilled Pangolin,https://yugipedia.com/wiki/Grilled_Pangolin,2022-09-21 05:37:27,New
Ground Attacker Bugroth,Monster Card,,,True,True,Ground Attacker Bugroth (Rush Duel),https://yugipedia.com/wiki/Ground_Attacker_Bugroth_(Rush_Duel),2022-12-21 09:22:47,Old
Ground Attacker Bugroth,Monster Card,,,False,False,Ground Attacker Bugroth (Rush Duel),https://yugipedia.com/wiki/Ground_Attacker_Bugroth_(Rush_Duel),2022-12-21 09:22:47,New
Ground Cerberus,Monster Card,,"('Effect',)",True,True,Ground Cerberus,https://yugipedia.com/wiki/Ground_Cerberus,2022-09-21 05:31:11,Old
Ground Cerberus,Monster Card,,"('Effect',)",False,False,Ground Cerberus,https://yugipedia.com/wiki/Ground_Cerberus,2022-09-21 05:31:11,New
Guarding Mermaid,Monster Card,,,True,True,Guarding Mermaid,https://yugipedia.com/wiki/Guarding_Mermaid,2022-12-10 21:04:58,Old
Guarding Mermaid,Monster Card,,,False,False,Guarding Mermaid,https://yugipedia.com/wiki/Guarding_Mermaid,2022-12-10 21:04:58,New
Guide of the Blaze Fiends,Monster Card,,"('Effect',)",True,True,Guide of the Blaze Fiends,https://yugipedia.com/wiki/Guide_of_the_Blaze_Fiends,2023-01-03 23:09:03,Old
Guide of the Blaze Fiends,Monster Card,,"('Effect',)",False,False,Guide of the Blaze Fiends,https://yugipedia.com/wiki/Guide_of_the_Blaze_Fiends,2023-01-03 23:09:03,New
Gust,Trap Card,Normal Trap Card,"('Effect',)",True,True,Gust (Rush Duel),https://yugipedia.com/wiki/Gust_(Rush_Duel),2022-09-18 19:46:00,Old
Gust,Trap Card,Normal Trap Card,"('Effect',)",False,False,Gust (Rush Duel),https://yugipedia.com/wiki/Gust_(Rush_Duel),2022-09-18 19:46:00,New
Gyakutenno Megami,Monster Card,,,True,True,Gyakutenno Megami (Rush Duel),https://yugipedia.com/wiki/Gyakutenno_Megami_(Rush_Duel),2022-09-25 03:03:25,Old
Gyakutenno Megami,Monster Card,,,False,False,Gyakutenno Megami (Rush Duel),https://yugipedia.com/wiki/Gyakutenno_Megami_(Rush_Duel),2022-09-25 03:03:25,New
H.D.D. - Hundred Divine Dragon,Monster Card,,"('Continuous Effect',)",True,True,H.D.D. - Hundred Divine Dragon,https://yugipedia.com/wiki/H.D.D._-_Hundred_Divine_Dragon,2022-11-26 13:31:25,Old
H.D.D. - Hundred Divine Dragon,Monster Card,,"('Continuous Effect',)",False,False,H.D.D. - Hundred Divine Dragon,https://yugipedia.com/wiki/H.D.D._-_Hundred_Divine_Dragon,2022-11-26 13:31:25,New
Hacking Dragon,Monster Card,,"('Effect',)",True,True,Hacking Dragon,https://yugipedia.com/wiki/Hacking_Dragon,2023-01-04 13:14:37,Old
Hacking Dragon,Monster Card,,"('Effect',)",False,False,Hacking Dragon,https://yugipedia.com/wiki/Hacking_Dragon,2023-01-04 13:14:37,New
Hammer Crush,Spell Card,Normal Spell Card,"('Effect',)",True,True,Hammer Crush,https://yugipedia.com/wiki/Hammer_Crush,2022-11-03 14:29:12,Old
Hammer Crush,Spell Card,Normal Spell Card,"('Effect',)",False,False,Hammer Crush,https://yugipedia.com/wiki/Hammer_Crush,2022-11-03 14:29:12,New
Hampering Hippo,Monster Card,,,True,True,Hampering Hippo,https://yugipedia.com/wiki/Hampering_Hippo,2022-09-21 05:33:07,Old
Hampering Hippo,Monster Card,,,False,False,Hampering Hippo,https://yugipedia.com/wiki/Hampering_Hippo,2022-09-21 05:33:07,New
Handsray Destleo,Monster Card,,"('Effect',)",True,True,Handsray Destleo,https://yugipedia.com/wiki/Handsray_Destleo,2022-05-31 12:22:44,Old
Handsray Destleo,Monster Card,,"('Effect',)",False,False,Handsray Destleo,https://yugipedia.com/wiki/Handsray_Destleo,2022-05-31 12:22:44,New
Handy Lady,Monster Card,,,True,True,Handy Lady,https://yugipedia.com/wiki/Handy_Lady,2022-10-20 07:04:23,Old
Handy Lady,Monster Card,,,False,False,Handy Lady,https://yugipedia.com/wiki/Handy_Lady,2022-10-20 07:04:23,New
Haniwaffle,Monster Card,,,True,True,Haniwaffle,https://yugipedia.com/wiki/Haniwaffle,2022-12-19 08:47:55,Old
Haniwaffle,Monster Card,,,False,False,Haniwaffle,https://yugipedia.com/wiki/Haniwaffle,2022-12-19 08:47:55,New
Hardefense Mission,Trap Card,Normal Trap Card,"('Effect',)",True,True,Hardefense Mission,https://yugipedia.com/wiki/Hardefense_Mission,2022-09-21 05:22:06,Old
Hardefense Mission,Trap Card,Normal Trap Card,"('Effect',)",False,False,Hardefense Mission,https://yugipedia.com/wiki/Hardefense_Mission,2022-09-21 05:22:06,New
Harpie Girl,Monster Card,,,True,True,Harpie Girl (Rush Duel),https://yugipedia.com/wiki/Harpie_Girl_(Rush_Duel),2022-09-21 03:48:46,Old
Harpie Girl,Monster Card,,,False,False,Harpie Girl (Rush Duel),https://yugipedia.com/wiki/Harpie_Girl_(Rush_Duel),2022-09-21 03:48:46,New
Harpie Lady,Monster Card,,,True,True,Harpie Lady (Rush Duel),https://yugipedia.com/wiki/Harpie_Lady_(Rush_Duel),2022-01-29 23:03:41,Old
Harpie Lady,Monster Card,,,False,False,Harpie Lady (Rush Duel),https://yugipedia.com/wiki/Harpie_Lady_(Rush_Duel),2022-01-29 23:03:41,New
Hashiage,Trap Card,Normal Trap Card,,True,True,Hashiage,https://yugipedia.com/wiki/Hashiage,2022-09-08 19:42:33,Old
Hashiage,Trap Card,Normal Trap Card,,False,False,Hashiage,https://yugipedia.com/wiki/Hashiage,2022-09-08 19:42:33,New
Headbutt Cachalot,Monster Card,,"('Effect',)",True,True,Headbutt Cachalot,https://yugipedia.com/wiki/Headbutt_Cachalot,2022-09-21 05:27:56,Old
Headbutt Cachalot,Monster Card,,"('Effect',)",False,False,Headbutt Cachalot,https://yugipedia.com/wiki/Headbutt_Cachalot,2022-09-21 05:27:56,New
Headhunters' Digmole,Monster Card,,"('Effect',)",True,True,Headhunters' Digmole,https://yugipedia.com/wiki/Headhunters%27_Digmole,2022-11-17 12:09:30,Old
Headhunters' Digmole,Monster Card,,"('Effect',)",False,False,Headhunters' Digmole,https://yugipedia.com/wiki/Headhunters%27_Digmole,2022-11-17 12:09:30,New
Headhunters' Jaguar,Monster Card,,"('Effect',)",True,True,Headhunters' Jaguar,https://yugipedia.com/wiki/Headhunters%27_Jaguar,2022-11-17 12:16:43,Old
Headhunters' Jaguar,Monster Card,,"('Effect',)",False,False,Headhunters' Jaguar,https://yugipedia.com/wiki/Headhunters%27_Jaguar,2022-11-17 12:16:43,New
Heartless Hound Apex Katana Danbiramatian,Monster Card,,,True,True,Heartless Hound Apex Katana Danbiramatian,https://yugipedia.com/wiki/Heartless_Hound_Apex_Katana_Danbiramatian,2022-11-17 12:13:35,Old
Heartless Hound Apex Katana Danbiramatian,Monster Card,,,False,False,Heartless Hound Apex Katana Danbiramatian,https://yugipedia.com/wiki/Heartless_Hound_Apex_Katana_Danbiramatian,2022-11-17 12:13:35,New
Heartless Hound Blade Aikuchihuahua,Monster Card,,,True,True,Heartless Hound Blade Aikuchihuahua,https://yugipedia.com/wiki/Heartless_Hound_Blade_Aikuchihuahua,2022-07-12 15:12:11,Old
Heartless Hound Blade Aikuchihuahua,Monster Card,,,False,False,Heartless Hound Blade Aikuchihuahua,https://yugipedia.com/wiki/Heartless_Hound_Blade_Aikuchihuahua,2022-07-12 15:12:11,New
Heartless Hound Blade Bulldosu,Monster Card,,,True,True,Heartless Hound Blade Bulldosu,https://yugipedia.com/wiki/Heartless_Hound_Blade_Bulldosu,2022-11-17 12:13:53,Old
Heartless Hound Blade Bulldosu,Monster Card,,,False,False,Heartless Hound Blade Bulldosu,https://yugipedia.com/wiki/Heartless_Hound_Blade_Bulldosu,2022-11-17 12:13:53,New
Heartless Hound Blaster Chaka Chow Chow,Monster Card,,,True,True,Heartless Hound Blaster Chaka Chow Chow,https://yugipedia.com/wiki/Heartless_Hound_Blaster_Chaka_Chow_Chow,2022-11-17 12:13:40,Old
Heartless Hound Blaster Chaka Chow Chow,Monster Card,,,False,False,Heartless Hound Blaster Chaka Chow Chow,https://yugipedia.com/wiki/Heartless_Hound_Blaster_Chaka_Chow_Chow,2022-11-17 12:13:40,New
Heartless Hound Blaster Gundog,Monster Card,,,True,True,Heartless Hound Blaster Gundog,https://yugipedia.com/wiki/Heartless_Hound_Blaster_Gundog,2022-11-17 12:13:59,Old
Heartless Hound Blaster Gundog,Monster Card,,,False,False,Heartless Hound Blaster Gundog,https://yugipedia.com/wiki/Heartless_Hound_Blaster_Gundog,2022-11-17 12:13:59,New
Heartless Hound Martial Master Shiba,Monster Card,,"('Effect',)",True,True,Heartless Hound Martial Master Shiba,https://yugipedia.com/wiki/Heartless_Hound_Martial_Master_Shiba,2022-11-17 12:10:24,Old
Heartless Hound Martial Master Shiba,Monster Card,,"('Effect',)",False,False,Heartless Hound Martial Master Shiba,https://yugipedia.com/wiki/Heartless_Hound_Martial_Master_Shiba,2022-11-17 12:10:24,New
Heartless Hound Striking Kai Ken Knuckle,Monster Card,,,True,True,Heartless Hound Striking Kai Ken Knuckle,https://yugipedia.com/wiki/Heartless_Hound_Striking_Kai_Ken_Knuckle,2023-01-31 20:37:52,Old
Heartless Hound Striking Kai Ken Knuckle,Monster Card,,,False,False,Heartless Hound Striking Kai Ken Knuckle,https://yugipedia.com/wiki/Heartless_Hound_Striking_Kai_Ken_Knuckle,2023-01-31 20:37:52,New
Heartless Hound Thunder Emperor Drainu,Monster Card,,"('Effect',)",True,True,Heartless Hound Thunder Emperor Drainu,https://yugipedia.com/wiki/Heartless_Hound_Thunder_Emperor_Drainu,2022-11-17 12:10:30,Old
Heartless Hound Thunder Emperor Drainu,Monster Card,,"('Effect',)",False,False,Heartless Hound Thunder Emperor Drainu,https://yugipedia.com/wiki/Heartless_Hound_Thunder_Emperor_Drainu,2022-11-17 12:10:30,New
Heat Dartfish,Monster Card,,,True,True,Heat Dartfish,https://yugipedia.com/wiki/Heat_Dartfish,2022-09-21 04:02:39,Old
Heat Dartfish,Monster Card,,,False,False,Heat Dartfish,https://yugipedia.com/wiki/Heat_Dartfish,2022-09-21 04:02:39,New
Heat Hyena,Monster Card,,"('Effect',)",True,True,Heat Hyena,https://yugipedia.com/wiki/Heat_Hyena,2023-01-03 23:08:56,Old
Heat Hyena,Monster Card,,"('Effect',)",False,False,Heat Hyena,https://yugipedia.com/wiki/Heat_Hyena,2023-01-03 23:08:56,New
Heaven Gancel,Monster Card,,,True,True,Heaven Gancel,https://yugipedia.com/wiki/Heaven_Gancel,2022-12-21 09:14:16,Old
Heaven Gancel,Monster Card,,,False,False,Heaven Gancel,https://yugipedia.com/wiki/Heaven_Gancel,2022-12-21 09:14:16,New
Heavenly Arms - Daglassic,Spell Card,Equip Spell Card,,True,True,Heavenly Arms - Daglassic,https://yugipedia.com/wiki/Heavenly_Arms_-_Daglassic,2022-12-10 02:08:52,Old
Heavenly Arms - Daglassic,Spell Card,Equip Spell Card,,False,False,Heavenly Arms - Daglassic,https://yugipedia.com/wiki/Heavenly_Arms_-_Daglassic,2022-12-10 02:08:52,New
Heavenly Gift,Spell Card,Normal Spell Card,"('Effect',)",True,True,Heavenly Gift,https://yugipedia.com/wiki/Heavenly_Gift,2022-12-21 09:54:04,Old
Heavenly Gift,Spell Card,Normal Spell Card,"('Effect',)",False,False,Heavenly Gift,https://yugipedia.com/wiki/Heavenly_Gift,2022-12-21 09:54:04,New
Heavenly Rest,Trap Card,Normal Trap Card,"('Effect',)",True,True,Heavenly Rest,https://yugipedia.com/wiki/Heavenly_Rest,2023-01-10 18:58:59,Old
Heavenly Rest,Trap Card,Normal Trap Card,"('Effect',)",False,False,Heavenly Rest,https://yugipedia.com/wiki/Heavenly_Rest,2023-01-10 18:58:59,New
Heavenly Revelation,Spell Card,Normal Spell Card,"('Effect',)",True,True,Heavenly Revelation,https://yugipedia.com/wiki/Heavenly_Revelation,2022-12-21 09:54:10,Old
Heavenly Revelation,Spell Card,Normal Spell Card,"('Effect',)",False,False,Heavenly Revelation,https://yugipedia.com/wiki/Heavenly_Revelation,2022-12-21 09:54:10,New
Heavenly Selection,Spell Card,Normal Spell Card,"('Effect',)",True,True,Heavenly Selection,https://yugipedia.com/wiki/Heavenly_Selection,2022-11-26 13:53:41,Old
Heavenly Selection,Spell Card,Normal Spell Card,"('Effect',)",False,False,Heavenly Selection,https://yugipedia.com/wiki/Heavenly_Selection,2022-11-26 13:53:41,New
Heavy Arms - Double Nexcalibur,Spell Card,Equip Spell Card,"('Effect',)",True,True,Heavy Arms - Double Nexcalibur,https://yugipedia.com/wiki/Heavy_Arms_-_Double_Nexcalibur,2023-02-04 14:19:14,Old
Heavy Arms - Double Nexcalibur,Spell Card,Equip Spell Card,"('Effect',)",False,False,Heavy Arms - Double Nexcalibur,https://yugipedia.com/wiki/Heavy_Arms_-_Double_Nexcalibur,2023-02-04 14:19:14,New
Heavy Cavalry Starter,Trap Card,Normal Trap Card,"('Effect',)",True,True,Heavy Cavalry Starter,https://yugipedia.com/wiki/Heavy_Cavalry_Starter,2022-10-20 07:18:19,Old
Heavy Cavalry Starter,Trap Card,Normal Trap Card,"('Effect',)",False,False,Heavy Cavalry Starter,https://yugipedia.com/wiki/Heavy_Cavalry_Starter,2022-10-20 07:18:19,New
Heavy Cavalry Tactics,Spell Card,Normal Spell Card,"('Effect',)",True,True,Heavy Cavalry Tactics,https://yugipedia.com/wiki/Heavy_Cavalry_Tactics,2022-12-21 09:24:25,Old
Heavy Cavalry Tactics,Spell Card,Normal Spell Card,"('Effect',)",False,False,Heavy Cavalry Tactics,https://yugipedia.com/wiki/Heavy_Cavalry_Tactics,2022-12-21 09:24:25,New
Heavy Roller,Spell Card,Normal Spell Card,"('Effect',)",True,True,Heavy Roller,https://yugipedia.com/wiki/Heavy_Roller,2023-01-05 22:50:46,Old
Heavy Roller,Spell Card,Normal Spell Card,"('Effect',)",False,False,Heavy Roller,https://yugipedia.com/wiki/Heavy_Roller,2023-01-05 22:50:46,New
Heavy Storm,Spell Card,Normal Spell Card,"('Effect',)",True,True,Heavy Storm (Rush Duel),https://yugipedia.com/wiki/Heavy_Storm_(Rush_Duel),2022-12-02 08:58:42,Old
Heavy Storm,Spell Card,Normal Spell Card,"('Effect',)",True,False,Heavy Storm (Rush Duel),https://yugipedia.com/wiki/Heavy_Storm_(Rush_Duel),2022-12-02 08:58:42,New
Heel Healer,Monster Card,,"('Effect',)",True,True,Heel Healer,https://yugipedia.com/wiki/Heel_Healer,2023-02-04 14:24:28,Old
Heel Healer,Monster Card,,"('Effect',)",False,False,Heel Healer,https://yugipedia.com/wiki/Heel_Healer,2023-02-04 14:24:28,New
Helmet of the Master Craftsman,Spell Card,Equip Spell Card,"('Effect',)",True,True,Helmet of the Master Craftsman,https://yugipedia.com/wiki/Helmet_of_the_Master_Craftsman,2023-02-10 14:48:07,Old
Helmet of the Master Craftsman,Spell Card,Equip Spell Card,"('Effect',)",False,False,Helmet of the Master Craftsman,https://yugipedia.com/wiki/Helmet_of_the_Master_Craftsman,2023-02-10 14:48:07,New
Hermit's Assistance,Trap Card,Normal Trap Card,,True,True,Hermit's Assistance,https://yugipedia.com/wiki/Hermit%27s_Assistance,2022-11-03 19:12:06,Old
Hermit's Assistance,Trap Card,Normal Trap Card,,False,False,Hermit's Assistance,https://yugipedia.com/wiki/Hermit%27s_Assistance,2022-11-03 19:12:06,New
Hermit's Soul,Trap Card,Normal Trap Card,"('Effect',)",True,True,Hermit's Soul,https://yugipedia.com/wiki/Hermit%27s_Soul,2022-04-23 23:40:06,Old
Hermit's Soul,Trap Card,Normal Trap Card,"('Effect',)",False,False,Hermit's Soul,https://yugipedia.com/wiki/Hermit%27s_Soul,2022-04-23 23:40:06,New
Hero of the Assist,Monster Card,,"('Effect',)",True,True,Hero of the Assist,https://yugipedia.com/wiki/Hero_of_the_Assist,2022-10-31 18:41:04,Old
Hero of the Assist,Monster Card,,"('Effect',)",False,False,Hero of the Assist,https://yugipedia.com/wiki/Hero_of_the_Assist,2022-10-31 18:41:04,New
Hero of the East,Monster Card,,,True,True,Hero of the East (Rush Duel),https://yugipedia.com/wiki/Hero_of_the_East_(Rush_Duel),2022-04-10 15:49:49,Old
Hero of the East,Monster Card,,,False,False,Hero of the East (Rush Duel),https://yugipedia.com/wiki/Hero_of_the_East_(Rush_Duel),2022-04-10 15:49:49,New
Hero of the Sweep,Monster Card,,"('Effect',)",True,True,Hero of the Sweep,https://yugipedia.com/wiki/Hero_of_the_Sweep,2022-12-19 09:30:16,Old
Hero of the Sweep,Monster Card,,"('Effect',)",False,False,Hero of the Sweep,https://yugipedia.com/wiki/Hero_of_the_Sweep,2022-12-19 09:30:16,New
Hero of the Yeast,Monster Card,,,True,True,Hero of the Yeast,https://yugipedia.com/wiki/Hero_of_the_Yeast,2022-12-10 20:52:41,Old
Hero of the Yeast,Monster Card,,,False,False,Hero of the Yeast,https://yugipedia.com/wiki/Hero_of_the_Yeast,2022-12-10 20:52:41,New
Heroic Beast Fudan,Monster Card,,,True,True,Heroic Beast Fudan,https://yugipedia.com/wiki/Heroic_Beast_Fudan,2023-02-12 15:52:26,Old
Heroic Beast Fudan,Monster Card,,,False,False,Heroic Beast Fudan,https://yugipedia.com/wiki/Heroic_Beast_Fudan,2023-02-12 15:52:26,New
High Magic - Double Acceleration,Spell Card,Normal Spell Card,,True,True,High Magic - Double Acceleration,https://yugipedia.com/wiki/High_Magic_-_Double_Acceleration,2023-02-13 19:36:27,Old
High Magic - Double Acceleration,Spell Card,Normal Spell Card,,False,False,High Magic - Double Acceleration,https://yugipedia.com/wiki/High_Magic_-_Double_Acceleration,2023-02-13 19:36:27,New
High-Heel Priestess,Monster Card,,"('Effect',)",True,True,High-Heel Priestess,https://yugipedia.com/wiki/High-Heel_Priestess,2022-11-14 18:28:25,Old
High-Heel Priestess,Monster Card,,"('Effect',)",False,False,High-Heel Priestess,https://yugipedia.com/wiki/High-Heel_Priestess,2022-11-14 18:28:25,New
High-Speed Rule,Trap Card,Normal Trap Card,,True,True,High-Speed Rule,https://yugipedia.com/wiki/High-Speed_Rule,2023-01-22 21:55:48,Old
High-Speed Rule,Trap Card,Normal Trap Card,,False,False,High-Speed Rule,https://yugipedia.com/wiki/High-Speed_Rule,2023-01-22 21:55:48,New
Highway Dragon,Monster Card,,,True,True,Highway Dragon,https://yugipedia.com/wiki/Highway_Dragon,2023-02-03 21:13:58,Old
Highway Dragon,Monster Card,,,False,False,Highway Dragon,https://yugipedia.com/wiki/Highway_Dragon,2023-02-03 21:13:58,New
"Hilt, the Bearer of Noble Arms",Monster Card,,"('Effect',)",True,True,"Hilt, the Bearer of Noble Arms","https://yugipedia.com/wiki/Hilt,_the_Bearer_of_Noble_Arms",2022-09-21 02:59:38,Old
"Hilt, the Bearer of Noble Arms",Monster Card,,"('Effect',)",False,False,"Hilt, the Bearer of Noble Arms","https://yugipedia.com/wiki/Hilt,_the_Bearer_of_Noble_Arms",2022-09-21 02:59:38,New
Hitotsu-Me Giant,Monster Card,,,True,True,Hitotsu-Me Giant (Rush Duel),https://yugipedia.com/wiki/Hitotsu-Me_Giant_(Rush_Duel),2022-10-20 07:39:15,Old
Hitotsu-Me Giant,Monster Card,,,False,False,Hitotsu-Me Giant (Rush Duel),https://yugipedia.com/wiki/Hitotsu-Me_Giant_(Rush_Duel),2022-10-20 07:39:15,New
