Name,Password,Card type,Property,Archseries,Attribute,Primary type,Secondary type,Monster type,Effect type,DEF,ATK,Level/Rank,TCG status,OCG status,TCG Speed Duel status,Page name,Page URL,Artwork,Modification date,Character
King of the Skull Servants,36021814,Monster Card,,"('Wight',)",DARK,Effect Monster,,Zombie,"('Continuous Effect', 'Trigger Effect')",0,?,1,Unlimited,Unlimited,Unlimited,King of the Skull Servants,https://yugipedia.com/wiki/King_of_the_Skull_Servants,,2023-01-03 20:42:58,
King's Knight,64788463,Monster Card,,"('Three Musketeers of Face Cards',)",LIGHT,Effect Monster,,Warrior,"('Trigger Effect',)",1400,1600,4,Unlimited,Unlimited,Unlimited,King's Knight,https://yugipedia.com/wiki/King%27s_Knight,,2022-07-24 17:35:03,
Knight of Legend,,Skill Card,,,,,,,,,,,Illegal,,Legal,Knight of Legend,https://yugipedia.com/wiki/Knight_of_Legend,,2021-01-31 21:13:39,Yami Yugi
Kumootoko,56283725,Monster Card,,,EARTH,Normal Monster,,Insect,,1400,700,3,Unlimited,Unlimited,Unlimited,Kumootoko,https://yugipedia.com/wiki/Kumootoko,,2023-01-03 16:59:26,
Kunai with Chain,37390589,Trap Card,Normal Trap Card,"('with Chain',)",,,,,"('Activation condition', 'Condition', 'Continuous-like Effect', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Kunai with Chain,https://yugipedia.com/wiki/Kunai_with_Chain,"('Alternate',)",2023-01-03 01:10:07,
Kuriboh,40640057,Monster Card,,"('Kuriboh (archetype)',)",DARK,Effect Monster,,Fiend,"('Quick Effect',)",200,300,1,Unlimited,Unlimited,Unlimited,Kuriboh,https://yugipedia.com/wiki/Kuriboh,"('Alternate',)",2022-10-31 01:30:30,
Kycoo the Ghost Destroyer,88240808,Monster Card,,"('Name-Inverted Spiritualist',)",DARK,Effect Monster,,Spellcaster,"('Continuous Effect', 'Trigger Effect')",700,1800,4,Unlimited,Unlimited,Unlimited,Kycoo the Ghost Destroyer,https://yugipedia.com/wiki/Kycoo_the_Ghost_Destroyer,,2022-06-03 13:57:26,
La Jinn the Mystical Genie of the Lamp,97590747,Monster Card,,,DARK,Normal Monster,,Fiend,,1000,1800,4,Unlimited,Unlimited,Unlimited,La Jinn the Mystical Genie of the Lamp,https://yugipedia.com/wiki/La_Jinn_the_Mystical_Genie_of_the_Lamp,"('Alternate',)",2023-01-03 17:11:12,
Labyrinth Wall,67284908,Monster Card,,,EARTH,Normal Monster,,Rock,,3000,0,5,Unlimited,Unlimited,Unlimited,Labyrinth Wall,https://yugipedia.com/wiki/Labyrinth_Wall,,2022-10-06 17:27:59,
Labyrinth of Nightmare,66526672,Trap Card,Continuous Trap Card,,,,,,"('Trigger Effect',)",,,,Unlimited,Unlimited,Unlimited,Labyrinth of Nightmare (card),https://yugipedia.com/wiki/Labyrinth_of_Nightmare_(card),,2022-10-06 17:16:59,
Lady Assailant of Flames,90147755,Monster Card,,,FIRE,Effect Monster,"('Flip monster',)",Pyro,"('Flip effect',)",1000,1500,4,Unlimited,Unlimited,Unlimited,Lady Assailant of Flames,https://yugipedia.com/wiki/Lady_Assailant_of_Flames,,2023-01-03 17:10:45,
Lancer Archfiend,79418153,Monster Card,,"('Archfiend',)",DARK,Effect Monster,,Fiend,"('Trigger Effect',)",1400,1600,4,Unlimited,Unlimited,Unlimited,Lancer Archfiend,https://yugipedia.com/wiki/Lancer_Archfiend,,2020-05-25 10:14:10,
Land of the Ojamas,,Skill Card,Field Spell Card,"('Ojama',)",,,,,,,,,Illegal,,Legal,Land of the Ojamas (Skill Card),https://yugipedia.com/wiki/Land_of_the_Ojamas_(Skill_Card),,2022-09-01 17:21:13,Chazz Princeton
Laser Cannon Armor,77007920,Spell Card,Equip Spell Card,,,,,,"('Condition', 'Continuous-like Effect')",,,,Unlimited,Unlimited,Unlimited,Laser Cannon Armor,https://yugipedia.com/wiki/Laser_Cannon_Armor,,2023-01-03 16:58:21,
Last Gamble,,Skill Card,,,,,,,,,,,Illegal,,Legal,Last Gamble,https://yugipedia.com/wiki/Last_Gamble,,2021-03-03 05:19:26,Joey Wheeler
Launcher Spider,87322377,Monster Card,,,FIRE,Normal Monster,,Machine,,2500,2200,7,Unlimited,Unlimited,Unlimited,Launcher Spider,https://yugipedia.com/wiki/Launcher_Spider,"('Alternate',)",2023-01-21 17:50:27,
Lava Golem,00102380,Monster Card,,,FIRE,Effect Monster,,Fiend,"('Condition', 'Summoning condition', 'Trigger Effect')",2500,3000,8,Unlimited,Unlimited,Unlimited,Lava Golem,https://yugipedia.com/wiki/Lava_Golem,,2023-02-18 13:42:09,
Legendary Fiend,99747800,Monster Card,,,DARK,Effect Monster,,Fiend,"('Trigger Effect',)",1800,1500,6,Unlimited,Unlimited,Unlimited,Legendary Fiend,https://yugipedia.com/wiki/Legendary_Fiend,,2022-04-29 10:46:30,
Legendary Jujitsu Master,25773409,Monster Card,,,EARTH,Effect Monster,,Rock,"('Trigger Effect',)",1800,1300,3,Unlimited,Unlimited,Not yet released,Legendary Jujitsu Master,https://yugipedia.com/wiki/Legendary_Jujitsu_Master,,2023-02-20 22:24:49,
Legendary Sword,61854111,Spell Card,Equip Spell Card,,,,,,"('Condition', 'Continuous-like Effect')",,,,Unlimited,Unlimited,Unlimited,Legendary Sword,https://yugipedia.com/wiki/Legendary_Sword,,2023-01-03 16:58:58,
Legion the Fiend Jester,25280974,Monster Card,,,DARK,Effect Monster,,Spellcaster,"('Condition', 'Continuous Effect', 'Trigger Effect')",1500,1300,4,Unlimited,Unlimited,Unlimited,Legion the Fiend Jester,https://yugipedia.com/wiki/Legion_the_Fiend_Jester,,2021-07-12 12:14:41,
Lesser Fiend,16475472,Monster Card,,"('Archfiend',)",DARK,Effect Monster,,Fiend,"('Condition', 'Continuous Effect')",1000,2100,5,Unlimited,Unlimited,Unlimited,Lesser Fiend,https://yugipedia.com/wiki/Lesser_Fiend,"('Edited',)",2023-02-17 16:08:41,
Level Up!,25290459,Spell Card,Normal Spell Card,,,,,,"('Cost', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Level Up!,https://yugipedia.com/wiki/Level_Up!,,2022-04-15 13:49:21,
Levia-Dragon - Daedalus,37721209,Monster Card,,"('Daedalus',)",WATER,Effect Monster,,Sea Serpent,"('Ignition Effect',)",1500,2600,7,Unlimited,Unlimited,Unlimited,Levia-Dragon - Daedalus,https://yugipedia.com/wiki/Levia-Dragon_-_Daedalus,,2022-09-16 21:50:49,
Lightforce Sword,49587034,Trap Card,Normal Trap Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Lightforce Sword,https://yugipedia.com/wiki/Lightforce_Sword,,2022-08-01 12:42:42,
Lightning Blade,55226821,Spell Card,Equip Spell Card,,,,,,"('Condition', 'Continuous-like Effect')",,,,Unlimited,Unlimited,Unlimited,Lightning Blade,https://yugipedia.com/wiki/Lightning_Blade,,2023-01-03 19:03:37,
Limit Impulse,82324105,Trap Card,Normal Trap Card,,,,,,"('Cost', 'Effect', 'Lingering effect')",,,,Unlimited,Unlimited,Unlimited,Limit Impulse,https://yugipedia.com/wiki/Limit_Impulse,,2021-11-22 15:07:34,
Little-Winguard,90790253,Monster Card,,,WIND,Effect Monster,,Warrior,"('Trigger Effect',)",1800,1400,4,Unlimited,Unlimited,Unlimited,Little-Winguard,https://yugipedia.com/wiki/Little-Winguard,,2021-03-07 05:52:42,
Living Fossil,34959756,Spell Card,Equip Spell Card,,,,,,"('Condition', 'Continuous-like Effect', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Living Fossil,https://yugipedia.com/wiki/Living_Fossil,,2022-10-06 17:31:32,
Looking into the Future,,Skill Card,,,,,,,,,,,Illegal,,Legal,Looking into the Future,https://yugipedia.com/wiki/Looking_into_the_Future,,2022-09-01 17:35:57,Aster Phoenix
Lord of D.,17985575,Monster Card,,,DARK,Effect Monster,,Spellcaster,"('Continuous Effect',)",1100,1200,4,Unlimited,Unlimited,Unlimited,Lord of D.,https://yugipedia.com/wiki/Lord_of_D.,,2022-09-11 05:07:45,
Lost Blue Breaker,95231062,Monster Card,,,WATER,Effect Monster,,Sea Serpent,"('Ignition Effect',)",0,1400,3,Unlimited,Unlimited,Unlimited,Lost Blue Breaker,https://yugipedia.com/wiki/Lost_Blue_Breaker,,2021-01-14 20:31:04,
Lost Wind,74003290,Trap Card,Normal Trap Card,,,,,,"('Effect', 'Trigger Effect')",,,,Unlimited,Unlimited,Unlimited,Lost Wind,https://yugipedia.com/wiki/Lost_Wind,,2021-05-16 16:51:28,
Loud Cloud the Storm Serpent,61465001,Monster Card,,,WATER,Effect Monster,,Reptile,"('Condition', 'Ignition Effect', 'Summoning condition')",2000,0,5,Unlimited,Unlimited,Unlimited,Loud Cloud the Storm Serpent,https://yugipedia.com/wiki/Loud_Cloud_the_Storm_Serpent,,2022-10-06 17:08:13,
Low Blow,,Skill Card,,,,,,,,,,,Illegal,,Legal,Low Blow,https://yugipedia.com/wiki/Low_Blow,,2022-09-01 16:48:34,Andrew
Luster Dragon #2,17658803,Monster Card,,"('Gem Dragon',)",WIND,Normal Monster,,Dragon,,1400,2400,6,Unlimited,Unlimited,Unlimited,Luster Dragon 2,https://yugipedia.com/wiki/Luster_Dragon_2,,2023-01-03 17:08:37,
Machina Gearframe,42940404,Monster Card,,"('Machina',)",EARTH,Effect Monster,"('Union monster',)",Machine,"('Continuous-like Effect', 'Ignition Effect', 'Ignition-like Effect', 'Trigger Effect')",0,1800,4,Unlimited,Unlimited,Unlimited,Machina Gearframe,https://yugipedia.com/wiki/Machina_Gearframe,,2022-12-21 01:30:14,
Machina Peacekeeper,78349103,Monster Card,,"('Machina',)",EARTH,Effect Monster,"('Union monster',)",Machine,"('Continuous-like Effect', 'Ignition Effect', 'Ignition-like Effect', 'Trigger Effect')",400,500,2,Unlimited,Unlimited,Unlimited,Machina Peacekeeper,https://yugipedia.com/wiki/Machina_Peacekeeper,,2022-12-21 01:31:39,
Machine Angel Ascension,,Skill Card,,"('Machine Angel',)",,,,,,,,,Illegal,,Legal,Machine Angel Ascension,https://yugipedia.com/wiki/Machine_Angel_Ascension,,2022-09-01 17:38:41,Alexis Rhodes
Machine Angel Ritual,39996157,Spell Card,Ritual Spell Card,"('Machine Angel',)",,,,,"('Effect', 'Unclassified effect')",,,,Unlimited,Unlimited,Unlimited,Machine Angel Ritual,https://yugipedia.com/wiki/Machine_Angel_Ritual,,2022-09-19 19:47:40,
Machine Assembly Line,25518020,Spell Card,Continuous Spell Card,,,,,,"('Continuous-like Effect', 'Ignition-like Effect')",,,,Unlimited,Unlimited,Unlimited,Machine Assembly Line,https://yugipedia.com/wiki/Machine_Assembly_Line,,2021-11-22 15:15:42,
Machine Conversion Factory,25769732,Spell Card,Equip Spell Card,,,,,,"('Condition', 'Continuous-like Effect')",,,,Unlimited,Unlimited,Unlimited,Machine Conversion Factory,https://yugipedia.com/wiki/Machine_Conversion_Factory,,2023-01-03 17:02:29,
Machine King - 3000 B.C.,70406920,Trap Card,Continuous Trap Card,"('Machine King (series)', 'Trap Monster')",,,,,"('Condition', 'Effect', 'Ignition Effect')",,,,Unlimited,Unlimited,Unlimited,Machine King - 3000 B.C.,https://yugipedia.com/wiki/Machine_King_-_3000_B.C.,,2023-01-03 20:33:16,
Macro Cosmos,30241314,Trap Card,Continuous Trap Card,,,,,,"('Continuous-like Effect', 'Effect')",,,,Unlimited,Unlimited,Not yet released,Macro Cosmos,https://yugipedia.com/wiki/Macro_Cosmos,"('Edited',)",2023-02-20 22:13:48,
Mad Reloader,31034919,Monster Card,,,DARK,Effect Monster,,Fiend,"('Trigger Effect',)",0,0,1,Unlimited,Unlimited,Unlimited,Mad Reloader,https://yugipedia.com/wiki/Mad_Reloader,,2023-01-09 19:34:16,
Mad Sword Beast,79870141,Monster Card,,,EARTH,Effect Monster,,Dinosaur,"('Continuous Effect',)",1200,1400,4,Unlimited,Unlimited,Unlimited,Mad Sword Beast,https://yugipedia.com/wiki/Mad_Sword_Beast,,2023-01-03 17:08:33,
Mage Power,83746708,Spell Card,Equip Spell Card,"('Prophecy',)",,,,,"('Continuous-like Effect',)",,,,Unlimited,Unlimited,Unlimited,Mage Power,https://yugipedia.com/wiki/Mage_Power,,2023-01-01 22:41:43,
Magic Drain,59344077,Trap Card,Counter Trap Card,,,,,,"('Activation condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Magic Drain,https://yugipedia.com/wiki/Magic_Drain,,2021-11-23 03:05:57,
Magic Formula,67227834,Spell Card,Equip Spell Card,,,,,,"('Condition', 'Continuous-like Effect', 'Trigger Effect')",,,,Unlimited,Unlimited,Unlimited,Magic Formula,https://yugipedia.com/wiki/Magic_Formula,,2022-07-24 16:50:03,
Magic Jammer,77414722,Trap Card,Counter Trap Card,,,,,,"('Activation condition', 'Cost', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Magic Jammer,https://yugipedia.com/wiki/Magic_Jammer,"('Edited',)",2021-03-07 05:54:36,
Magical Ghost,46474915,Monster Card,,,DARK,Normal Monster,,Zombie,,1400,1300,4,Unlimited,Unlimited,Unlimited,Magical Ghost,https://yugipedia.com/wiki/Magical_Ghost,,2023-01-03 16:50:07,
Magical Hats,81210420,Trap Card,Normal Trap Card,,,,,,"('Activation condition', 'Condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Magical Hats,https://yugipedia.com/wiki/Magical_Hats,,2023-01-10 18:52:10,
Magical Plant Mandragola,07802006,Monster Card,,,DARK,Effect Monster,"('Flip monster',)",Spellcaster,"('Flip effect',)",200,500,2,Unlimited,Unlimited,Unlimited,Magical Plant Mandragola,https://yugipedia.com/wiki/Magical_Plant_Mandragola,,2023-01-03 17:09:22,
Magical Stone Excavation,98494543,Spell Card,Normal Spell Card,,,,,,"('Cost', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Magical Stone Excavation,https://yugipedia.com/wiki/Magical_Stone_Excavation,,2023-01-09 19:35:03,
Magical Undertaker,30608985,Monster Card,,,DARK,Effect Monster,"('Flip monster',)",Spellcaster,"('Flip effect',)",400,400,2,Unlimited,Unlimited,Unlimited,Magical Undertaker,https://yugipedia.com/wiki/Magical_Undertaker,,2022-04-20 14:17:49,
Magician of Black Chaos,30208479,Monster Card,,"('Chaos',)",DARK,Ritual Monster,,Spellcaster,,2600,2800,8,Unlimited,Unlimited,Unlimited,Magician of Black Chaos,https://yugipedia.com/wiki/Magician_of_Black_Chaos,"('Edited',)",2022-07-08 13:40:45,
Magician of Faith,31560081,Monster Card,,,LIGHT,Effect Monster,"('Flip monster',)",Spellcaster,"('Flip effect',)",400,300,1,Unlimited,Unlimited,Unlimited,Magician of Faith,https://yugipedia.com/wiki/Magician_of_Faith,,2023-01-03 19:37:34,
Magician's Act,,Skill Card,,,,,,,,,,,Illegal,,Legal,Magician's Act,https://yugipedia.com/wiki/Magician%27s_Act,,2022-12-27 18:38:41,Arkana
Magician's Circle,00050755,Trap Card,Normal Trap Card,,,,,,"('Activation condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Magician's Circle,https://yugipedia.com/wiki/Magician%27s_Circle,"('Edited',)",2022-12-31 19:07:56,
Magicians Unite,36045450,Spell Card,Normal Spell Card,,,,,,"('Activation condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Magicians Unite,https://yugipedia.com/wiki/Magicians_Unite,"('Edited',)",2023-01-03 19:57:47,
Magnet Conversion,77133792,Trap Card,Normal Trap Card,,,,,,"('Effect', 'Quick-like Effect')",,,,Unlimited,Unlimited,Unlimited,Magnet Conversion,https://yugipedia.com/wiki/Magnet_Conversion,,2021-01-31 17:39:22,
Magnet Force,17841166,Trap Card,Normal Trap Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Magnet Force,https://yugipedia.com/wiki/Magnet_Force,,2023-01-03 20:41:43,
Magnetic Attraction,,Skill Card,,,,,,,,,,,Illegal,,Legal,Magnetic Attraction,https://yugipedia.com/wiki/Magnetic_Attraction,,2021-01-31 19:46:06,Yami Yugi
Magnetic Field,04740489,Spell Card,Field Spell Card,,,,,,"('Condition', 'Ignition-like Effect', 'Trigger Effect')",,,,Unlimited,Unlimited,Unlimited,Magnetic Field,https://yugipedia.com/wiki/Magnetic_Field,,2022-09-16 21:44:07,
Maha Vailo,93013676,Monster Card,,,LIGHT,Effect Monster,,Spellcaster,"('Continuous Effect',)",1400,1550,4,Unlimited,Unlimited,Unlimited,Maha Vailo,https://yugipedia.com/wiki/Maha_Vailo,,2023-01-03 16:53:35,
Man-Eater Bug,54652250,Monster Card,,"('Man-Eater Bug (series)',)",EARTH,Effect Monster,"('Flip monster',)",Insect,"('Flip effect',)",600,450,2,Unlimited,Unlimited,Unlimited,Man-Eater Bug,https://yugipedia.com/wiki/Man-Eater_Bug,,2022-08-27 14:59:48,
Manga Ryu-Ran,38369349,Monster Card,,"('Toon',)",FIRE,Effect Monster,"('Toon monster',)",Dragon,"('Condition', 'Continuous Effect', 'Summoning condition')",2600,2200,7,Unlimited,Unlimited,Unlimited,Manga Ryu-Ran,https://yugipedia.com/wiki/Manga_Ryu-Ran,,2023-01-03 17:01:41,
Manticore of Darkness,77121851,Monster Card,,,FIRE,Effect Monster,,Beast-Warrior,"('Trigger Effect',)",1000,2300,6,Unlimited,Unlimited,Unlimited,Manticore of Darkness,https://yugipedia.com/wiki/Manticore_of_Darkness,,2022-04-14 15:21:46,
Maryokutai,71466592,Monster Card,,,WATER,Effect Monster,,Aqua,"('Quick Effect',)",900,900,3,Unlimited,Unlimited,Unlimited,Maryokutai,https://yugipedia.com/wiki/Maryokutai,,2023-01-03 16:55:35,
Masaki the Legendary Swordsman,44287299,Monster Card,,,EARTH,Normal Monster,,Warrior,,1100,1100,4,Unlimited,Unlimited,Unlimited,Masaki the Legendary Swordsman,https://yugipedia.com/wiki/Masaki_the_Legendary_Swordsman,,2023-01-03 17:02:34,
Mask of Brutality,82432018,Spell Card,Equip Spell Card,"('Mask',)",,,,,"('Continuous-like Effect', 'Maintenance cost')",,,,Unlimited,Unlimited,Unlimited,Mask of Brutality,https://yugipedia.com/wiki/Mask_of_Brutality,,2023-01-03 16:52:26,
Mask of Darkness,28933734,Monster Card,,,DARK,Effect Monster,"('Flip monster',)",Fiend,"('Flip effect',)",400,900,2,Unlimited,Unlimited,Unlimited,Mask of Darkness,https://yugipedia.com/wiki/Mask_of_Darkness,,2022-09-16 21:48:54,
Mask of Weakness,57882509,Trap Card,Normal Trap Card,"('Mask',)",,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Mask of Weakness,https://yugipedia.com/wiki/Mask_of_Weakness,,2023-01-03 17:09:00,
Mask of the Accursed,56948373,Spell Card,Equip Spell Card,"('Mask',)",,,,,"('Continuous-like Effect', 'Trigger Effect')",,,,Unlimited,Unlimited,Unlimited,Mask of the Accursed,https://yugipedia.com/wiki/Mask_of_the_Accursed,,2023-01-03 17:11:21,
Masked Beast Des Gardius,48948935,Monster Card,,"('Mask',)",DARK,Effect Monster,,Fiend,"('Summoning condition', 'Trigger Effect')",2500,3300,8,Unlimited,Unlimited,Unlimited,Masked Beast Des Gardius,https://yugipedia.com/wiki/Masked_Beast_Des_Gardius,,2022-06-05 10:36:15,
Master Craftsman Gamil,25727454,Monster Card,,,FIRE,Effect Monster,,Pyro,"('Quick Effect',)",200,200,2,Unlimited,Unlimited,Unlimited,Master Craftsman Gamil,https://yugipedia.com/wiki/Master_Craftsman_Gamil,,2021-04-09 19:38:34,
Master of Oz,27134689,Monster Card,,,EARTH,Fusion Monster,,Beast,,3700,4200,9,Unlimited,Unlimited,Unlimited,Master of Oz,https://yugipedia.com/wiki/Master_of_Oz,,2022-09-23 00:33:04,
Mechanical Hound,22512237,Monster Card,,,EARTH,Effect Monster,,Machine,"('Continuous Effect',)",1500,2800,7,Unlimited,Unlimited,Unlimited,Mechanical Hound,https://yugipedia.com/wiki/Mechanical_Hound,,2022-10-06 17:54:13,
Mechanicalchaser,07359741,Monster Card,,,DARK,Normal Monster,,Machine,,800,1850,4,Unlimited,Unlimited,Unlimited,Mechanicalchaser,https://yugipedia.com/wiki/Mechanicalchaser,,2022-03-21 20:07:27,
Mefist the Infernal General,46820049,Monster Card,,,DARK,Effect Monster,,Fiend,"('Continuous Effect', 'Trigger Effect')",1700,1800,5,Unlimited,Unlimited,Unlimited,Mefist the Infernal General,https://yugipedia.com/wiki/Mefist_the_Infernal_General,,2022-12-31 14:59:07,
Melchid the Four-Face Beast,86569121,Monster Card,,"('Mask',)",DARK,Normal Monster,,Fiend,,1200,1500,4,Unlimited,Unlimited,Unlimited,Melchid the Four-Face Beast,https://yugipedia.com/wiki/Melchid_the_Four-Face_Beast,,2022-04-29 13:44:58,
Memory Loss,71098407,Trap Card,Normal Trap Card,,,,,,"('Activation condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Memory Loss,https://yugipedia.com/wiki/Memory_Loss,,2022-03-21 19:08:33,
Metal Armored Bug,65957473,Monster Card,,,EARTH,Normal Monster,,Insect,,1500,2800,8,Unlimited,Unlimited,Unlimited,Metal Armored Bug,https://yugipedia.com/wiki/Metal_Armored_Bug,,2020-12-02 01:32:51,
Metal Reflect Slime,26905245,Trap Card,Continuous Trap Card,"('Slime', 'Trap Monster')",,,,,"('Continuous Effect', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Metal Reflect Slime,https://yugipedia.com/wiki/Metal_Reflect_Slime,,2022-11-02 12:43:25,
Metalmorph,68540058,Trap Card,Normal Trap Card,,,,,,"('Continuous-like Effect', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Metalmorph,https://yugipedia.com/wiki/Metalmorph,"('Alternate',)",2022-12-31 17:58:42,
Metaverse,89208725,Trap Card,Normal Trap Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Metaverse,https://yugipedia.com/wiki/Metaverse,,2022-12-01 14:55:16,
Meteor Black Dragon,90660762,Monster Card,,,FIRE,Fusion Monster,,Dragon,,2000,3500,8,Unlimited,Unlimited,Unlimited,Meteor Black Dragon,https://yugipedia.com/wiki/Meteor_Black_Dragon,,2022-05-24 16:00:41,
Meteor Dragon,64271667,Monster Card,,,EARTH,Normal Monster,,Dragon,,2000,1800,6,Unlimited,Unlimited,Unlimited,Meteor Dragon,https://yugipedia.com/wiki/Meteor_Dragon,,2023-01-03 18:44:30,
Michizure,37580756,Trap Card,Normal Trap Card,,,,,,"('Activation condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Michizure,https://yugipedia.com/wiki/Michizure,,2022-03-21 19:00:55,
Middle Age Mechs,,Skill Card,Continuous Spell Card,,,,,,,,,,Illegal,,Legal,Middle Age Mechs (Skill Card),https://yugipedia.com/wiki/Middle_Age_Mechs_(Skill_Card),,2022-09-01 17:30:05,Vellian Crowler
Millennium Eye,,Skill Card,,,,,,,,,,,Illegal,,Legal,Millennium Eye (Skill Card),https://yugipedia.com/wiki/Millennium_Eye_(Skill_Card),,2020-05-29 08:10:25,Maximillion Pegasus
Millennium Necklace,,Skill Card,,,,,,,,,,,Illegal,,Legal,Millennium Necklace (Skill Card),https://yugipedia.com/wiki/Millennium_Necklace_(Skill_Card),,2020-05-29 07:47:24,Ishizu Ishtar
Mimicat,88032456,Spell Card,Normal Spell Card,,,,,,"('Activation condition', 'Condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Mimicat,https://yugipedia.com/wiki/Mimicat,"('Edited',)",2022-07-24 06:51:16,
Mind Crush,15800838,Trap Card,Normal Trap Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Mind Crush,https://yugipedia.com/wiki/Mind_Crush,,2022-12-01 15:51:45,
Mind Scan,,Skill Card,,,,,,,,,,,Illegal,,Legal,Mind Scan (Skill Card),https://yugipedia.com/wiki/Mind_Scan_(Skill_Card),,2020-05-29 08:06:26,Maximillion Pegasus
Miniaturize,34815282,Trap Card,Continuous Trap Card,,,,,,"('Continuous-like Effect',)",,,,Unlimited,Unlimited,Unlimited,Miniaturize,https://yugipedia.com/wiki/Miniaturize,,2022-03-21 20:07:01,
Mirror Wall,22359980,Trap Card,Continuous Trap Card,,,,,,"('Continuous-like Effect', 'Maintenance cost')",,,,Unlimited,Unlimited,Unlimited,Mirror Wall,https://yugipedia.com/wiki/Mirror_Wall,,2021-07-29 20:41:28,
Mixeroid,71340250,Monster Card,,"('roid',)",WIND,Effect Monster,,Machine,"('Condition', 'Ignition Effect')",2200,0,4,Unlimited,Unlimited,Unlimited,Mixeroid,https://yugipedia.com/wiki/Mixeroid,,2022-10-06 17:48:02,
Moisture Creature,75285069,Monster Card,,,LIGHT,Effect Monster,,Fairy,"('Summoning condition', 'Trigger Effect')",2900,2800,9,Unlimited,Unlimited,Unlimited,Moisture Creature,https://yugipedia.com/wiki/Moisture_Creature,,2023-01-03 19:04:03,
Mokey Mokey,27288416,Monster Card,,"('Mokey Mokey (archetype)',)",LIGHT,Normal Monster,,Fairy,,100,300,1,Unlimited,Unlimited,Unlimited,Mokey Mokey,https://yugipedia.com/wiki/Mokey_Mokey,,2022-04-01 16:06:05,
Mokey Mokey Smackdown,01965724,Spell Card,Continuous Spell Card,"('Mokey Mokey (archetype)',)",,,,,"('Continuous-like Effect',)",,,,Unlimited,Unlimited,Unlimited,Mokey Mokey Smackdown,https://yugipedia.com/wiki/Mokey_Mokey_Smackdown,,2022-03-31 16:24:20,
Moray of Greed,22123627,Spell Card,Normal Spell Card,"('Greed (series)',)",,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Moray of Greed,https://yugipedia.com/wiki/Moray_of_Greed,,2023-02-08 14:39:41,
Mountain,50913601,Spell Card,Field Spell Card,,,,,,"('Continuous-like Effect',)",,,,Unlimited,Unlimited,Unlimited,Mountain,https://yugipedia.com/wiki/Mountain,,2023-01-03 17:07:32,
Mudora,82108372,Monster Card,,,EARTH,Effect Monster,,Fairy,"('Continuous Effect',)",1800,1500,4,Unlimited,Unlimited,Unlimited,Mudora,https://yugipedia.com/wiki/Mudora,,2022-04-13 12:40:51,
Mysterious Guard,01347977,Monster Card,,,EARTH,Effect Monster,"('Flip monster',)",Spellcaster,"('Flip effect',)",1200,800,3,Unlimited,Unlimited,Unlimited,Mysterious Guard,https://yugipedia.com/wiki/Mysterious_Guard,,2023-02-10 18:00:43,
Mystic Horseman,68516705,Monster Card,,,EARTH,Normal Monster,,Beast,,1550,1300,4,Unlimited,Unlimited,Unlimited,Mystic Horseman,https://yugipedia.com/wiki/Mystic_Horseman,,2023-01-03 16:49:46,
Mystical Elf,15025844,Monster Card,,,LIGHT,Normal Monster,,Spellcaster,,2000,800,4,Unlimited,Unlimited,Unlimited,Mystical Elf,https://yugipedia.com/wiki/Mystical_Elf,,2022-04-20 13:44:05,
Mythic Depths,,Skill Card,Field Spell Card,,,,,,,,,,Illegal,,Legal,Mythic Depths,https://yugipedia.com/wiki/Mythic_Depths,,2021-11-24 15:12:06,Mako Tsunami
Neck Hunter,70084224,Monster Card,,,DARK,Normal Monster,,Fiend,,1900,1750,6,Unlimited,Unlimited,Unlimited,Neck Hunter,https://yugipedia.com/wiki/Neck_Hunter,,2021-11-07 14:37:58,
Negate Attack,14315573,Trap Card,Counter Trap Card,,,,,,"('Activation condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Negate Attack,https://yugipedia.com/wiki/Negate_Attack,,2022-04-12 04:21:55,
Newdoria,04335645,Monster Card,,,DARK,Effect Monster,,Fiend,"('Trigger Effect',)",800,1200,4,Unlimited,Unlimited,Unlimited,Newdoria,https://yugipedia.com/wiki/Newdoria,,2022-09-16 21:38:30,
