Name,Print,Cover card,Modification date,Version
Worm Dimikles,,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,Old
Worm Dimikles,New,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,New
Worm Erokin,,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,Old
Worm Erokin,New,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,New
"Brionac, Dragon of the Ice Barrier",,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,Old
"Brionac, Dragon of the Ice Barrier",New,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,New
Mist Wurm,,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,Old
Mist Wurm,New,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,New
Flamvell Uruquizas,New,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,New
Flamvell Uruquizas,,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,Old
X-Saber Urbellum,,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,Old
X-Saber Urbellum,New,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,New
Ally of Justice Catastor,,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,Old
Ally of Justice Catastor,TCG legal debut,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,New
Wrath of Neos,,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,Old
Wrath of Neos,New,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,New
Detonate,,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,Old
Detonate,New,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,New
Berserker Crush,,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,Old
Berserker Crush,New,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,New
Evolution Burst,,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,Old
Evolution Burst,New,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,New
Honey Haniwaffle,New,,2021-12-26 10:06:28,Old
Haniwaffle,New,,2021-12-26 10:06:28,New
Haniwaffle,,,2022-04-20 07:07:47,New
Honey Haniwaffle,,,2022-04-20 07:07:47,Old
Worker Warrior - Sinister Chairman,,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Metallion Vritrastar', 'Serpainter')",2022-04-15 10:46:12,New
Shining Black Corporate King Great Arktalk the Corrupt,,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Metallion Vritrastar', 'Serpainter')",2022-04-15 10:46:12,Old
Remodeled Corporate Soldier Shine Organizer,,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Metallion Vritrastar', 'Serpainter')",2022-04-15 10:46:12,Old
Worker Warrior - Overhauled Organizer,,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Metallion Vritrastar', 'Serpainter')",2022-04-15 10:46:12,New
Worker Warrior - Sinister Chairman,,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Metallion Vritrastar', 'Serpainter')",2022-04-15 10:46:12,New
Shining Black Corporate King Great Arktalk the Corrupt,,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Metallion Vritrastar', 'Serpainter')",2022-04-15 10:46:12,Old
Worker Warrior - Overhauled Organizer,,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Metallion Vritrastar', 'Serpainter')",2022-04-15 10:46:12,New
Remodeled Corporate Soldier Shine Organizer,,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Metallion Vritrastar', 'Serpainter')",2022-04-15 10:46:12,Old
Worker Warrior - New Recruit,Reprint,"('Jointech Rex',)",2022-08-24 08:00:34,New
Shining Employee Brand New,Reprint,"('Jointech Rex',)",2022-08-24 08:00:34,Old
Worker Warrior - New Recruit,Reprint,"('Jointech Rex',)",2022-08-24 08:00:34,New
Shining Employee Brand New,Reprint,"('Jointech Rex',)",2022-08-24 08:00:34,Old
Cyber-Tech Alligator,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Cyber-Tech Alligator,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
"Checkrael the Sun Angel, Yo",,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Sunny Fairy Spinangel,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Shining Employee Brand New,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Worker Warrior - New Recruit,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Corporate Soldier Shine Black,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Worker Warrior - Bad Boss,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Battle Ox Tongue,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Battle Ox Tongue,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Roastic Horseman,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Roastic Horseman,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Archfiend Marmot of Nefaribousness,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Archfiend Marmot of Nefaribousness,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Hampering Hippo,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Hampering Hippo,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Dogulce Jomont Blanc,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Dogulce Jomont Blanc,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Grilled Pangolin,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Grilled Pangolin,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Flying Kamakiri #2,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Flying Kamakiri #2,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Northern Gyoza Girl,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Northern Gyoza Girl,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Whirlwind Phantom Beast Pazuzu,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Whirlwind Phantom Beast Pazuzu,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Handy Lady,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Handy Lady,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Sevens Road Wiz,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Sevens Road Wiz,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
"Thunderbold, the Blazing Thunder",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Thunderbold the Lightningfire Deity,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Terror Attack Dragon Stock Buster,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Terror Attack Dragon Stock Buster,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Steelstrike Dragon Metagias,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Steelstrike Dragon Metagias,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Speedy Performer,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Speedy Performer,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Future Diviner,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Future Diviner,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Betrayer of Peace,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Betrayer of Peace,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Kachisuzaku the Unequaled,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Kachisuzaku the Unequaled,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Air Formula Eagle,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Air Formula Eagle,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Shining SP Corporate Guard,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Worker Warrior - Syndicate Security,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Shining Black Corporate King Arktalk the Corrupt,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Worker Warrior - Sinister CEO,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Harami Kushiro the Shichirin Samurai,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Harami Kushiro the Shichirin Samurai,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Beast Drive Mega Elephant,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Beast Drive Mega Elephant,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Dogulce Langue de Chakoki,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Dogulce Langue De Shakoki,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Doki Doki Hexenhaus,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Dokidoki Hexenhaus,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Jasmine the Shadow Flower Festival,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Jasmine the Shadow Flower Festival,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Crafter Drone,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Crafter Drone,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Assault Armato,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Assault Armato,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Heat Hyena,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Heat Hyena,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Reset Runner,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Reset Runner,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Lindmühle,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Lindmühle,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Gatekeeping Gargoyle,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Gatekeeping Gargoyle,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Vietor the Prevailing Wind,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Vietor the Prevailing Wind,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Bladesaurus,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Bladesaurus,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Arzareth the Sweeping Wind,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Arzareth the Sweeping Wind,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Road Magic - Uplifter,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Road Magic - Uplifter,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Hypernova,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Hypernova,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
JAM:P Set!,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
JAM:P Set!,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Ruler's Current,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Ruler's Current,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Against Buster,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Against Buster,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Storm Sonic,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Storm Sonic,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Following World,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Follow Wing World,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Deadly Business Card Exchange,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Deadly Business Card Exchange,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Strong Z,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Strong Z,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Just Meat,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Just Meat,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Burning Beast Quality,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Burning Beast Quality,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Wild Kitchen,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Wild Kitchen,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Beast Battlefield Barrier,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Beast Battlefield Barrier,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Dried Fruit De-kako-ration,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Dekorelic Dessert,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Talismanic Seal Array,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Talismanic Seal Array,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Iron Onslaught,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Iron Onslaught,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Rage of the Wild Beasts,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Rage of the Wild Beasts,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Berserker Colosseum,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Berserker Colosseum,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Mismatched Rivalry,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Mismatched Rivalry,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
7 Chance,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
7 Chance,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Psychicounter,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Psychicounter,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Ruler's Deadly Duel,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Ruler's Deadly Duel,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Covering Barrage,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Covering Barrage,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Attack Salary Cut,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Attack Salary Cut,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Battle Demotion,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Battle Demotion,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Eternal Freeze,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Eternal Freeze,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Scaredy Cats,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Scaredy Cats,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Cyber-Tech Alligator,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Cyber-Tech Alligator,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Sunny Fairy Spinangel,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
"Checkrael the Sun Angel, Yo",,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Worker Warrior - New Recruit,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Shining Employee Brand New,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Worker Warrior - Bad Boss,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Corporate Soldier Shine Black,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Battle Ox Tongue,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Battle Ox Tongue,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Roastic Horseman,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Roastic Horseman,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Archfiend Marmot of Nefaribousness,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Archfiend Marmot of Nefaribousness,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Hampering Hippo,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Hampering Hippo,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Dogulce Jomont Blanc,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Dogulce Jomont Blanc,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Grilled Pangolin,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Grilled Pangolin,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Flying Kamakiri #2,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Flying Kamakiri #2,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Northern Gyoza Girl,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Northern Gyoza Girl,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Whirlwind Phantom Beast Pazuzu,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Whirlwind Phantom Beast Pazuzu,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Handy Lady,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Handy Lady,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Sevens Road Wiz,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Sevens Road Wiz,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
"Thunderbold, the Blazing Thunder",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Thunderbold the Lightningfire Deity,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Terror Attack Dragon Stock Buster,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Terror Attack Dragon Stock Buster,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Steelstrike Dragon Metagias,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Steelstrike Dragon Metagias,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Speedy Performer,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Speedy Performer,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Future Diviner,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Future Diviner,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Betrayer of Peace,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Betrayer of Peace,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Kachisuzaku the Unequaled,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Kachisuzaku the Unequaled,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Air Formula Eagle,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Air Formula Eagle,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Worker Warrior - Syndicate Security,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Shining SP Corporate Guard,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Worker Warrior - Sinister CEO,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Shining Black Corporate King Arktalk the Corrupt,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
