Set,Name,Rarity,Print,Region,Release,Set type,Cover card,Modification date,Version
Deck Mod Pack: Chaotic Omega Rising!!,Kataomoiruka,"('Common',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Delayer')",2022-09-18 18:52:25,Old
Deck Mod Pack: Chaotic Omega Rising!!,Headbutt Cachalot,"('Super Rare',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Ruler')",2022-09-18 18:52:25,New
Deck Mod Pack: Chaotic Omega Rising!!,Headbutt Cachalot,"('Super Rare',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Delayer')",2022-09-18 18:52:25,Old
Deck Mod Pack: Chaotic Omega Rising!!,Dododo Second,"('Common',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Delayer')",2022-09-18 18:52:25,Old
Deck Mod Pack: Chaotic Omega Rising!!,Dododo Second,"('Common',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Ruler')",2022-09-18 18:52:25,New
Deck Mod Pack: Chaotic Omega Rising!!,Gogogo Umpire,"('Common',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Delayer')",2022-09-18 18:52:25,Old
Deck Mod Pack: Chaotic Omega Rising!!,Gogogo Umpire,"('Common',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Ruler')",2022-09-18 18:52:25,New
Deck Mod Pack: Chaotic Omega Rising!!,Player #99: Grand Slam Dragon,"('Super Rare',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Ruler')",2022-09-18 18:52:25,New
Deck Mod Pack: Chaotic Omega Rising!!,Player #99: Homefield Dragon,"('Super Rare',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Delayer')",2022-09-18 18:52:25,Old
Deck Mod Pack: Chaotic Omega Rising!!,Player #39: Home Run Hitter,"('Ultra Rare',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Delayer')",2022-09-18 18:52:25,Old
Deck Mod Pack: Chaotic Omega Rising!!,Player #39: Home Run Hitter,"('Ultra Rare',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Ruler')",2022-09-18 18:52:25,New
Deck Mod Pack: Chaotic Omega Rising!!,Reporter Raccoon,"('Common',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Ruler')",2022-09-18 18:52:25,New
Deck Mod Pack: Chaotic Omega Rising!!,Reporter Raccoon Miketan,"('Common',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Delayer')",2022-09-18 18:52:25,Old
Deck Mod Pack: Chaotic Omega Rising!!,Cleaning Machine Gorgain,"('Rare',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Delayer')",2022-09-18 18:52:25,Old
Deck Mod Pack: Chaotic Omega Rising!!,Cleaning Machine Gorgain,"('Rare',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Ruler')",2022-09-18 18:52:25,New
Deck Mod Pack: Chaotic Omega Rising!!,Sea Dragon Cranedross,"('Common',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Delayer')",2022-09-18 18:52:25,Old
Deck Mod Pack: Chaotic Omega Rising!!,Sea Dragon Cranedross,"('Common',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Ruler')",2022-09-18 18:52:25,New
Deck Mod Pack: Chaotic Omega Rising!!,Sea Dragon Knight,"('Ultra Rare',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Delayer')",2022-09-18 18:52:25,Old
Deck Mod Pack: Chaotic Omega Rising!!,Sea Dragon Knight,"('Ultra Rare',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Ruler')",2022-09-18 18:52:25,New
Deck Mod Pack: Chaotic Omega Rising!!,Dosodon,"('Rare',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Ruler')",2022-09-18 18:52:25,New
Deck Mod Pack: Chaotic Omega Rising!!,Dosodon,"('Rare',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Delayer')",2022-09-18 18:52:25,Old
Deck Mod Pack: Chaotic Omega Rising!!,"Raidacross Ash, Hero of Chaos","('Super Rare',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Ruler')",2022-09-18 18:52:25,New
Deck Mod Pack: Chaotic Omega Rising!!,"Raidacross Ash, Hero of Chaos","('Super Rare',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Delayer')",2022-09-18 18:52:25,Old
Deck Mod Pack: Chaotic Omega Rising!!,CAN:D LIVE,"('Ultra Rare', 'Rush Rare')",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Delayer')",2022-09-18 18:52:25,Old
Deck Mod Pack: Chaotic Omega Rising!!,CAN:D LIVE,"('Ultra Rare', 'Rush Rare')",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Ruler')",2022-09-18 18:52:25,New
Deck Mod Pack: Chaotic Omega Rising!!,Yamiterasu the Divine Ruler,"('Ultra Rare', 'Rush Rare')",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Ruler')",2022-09-18 18:52:25,New
Deck Mod Pack: Chaotic Omega Rising!!,Yamiterasu the Divine Delayer,"('Ultra Rare', 'Rush Rare')",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Delayer')",2022-09-18 18:52:25,Old
Deck Mod Pack: Chaotic Omega Rising!!,"Lightning Speed, the Rumbling Report Warship","('Super Rare',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Delayer')",2022-09-18 18:52:25,Old
Deck Mod Pack: Chaotic Omega Rising!!,Newsflash the Journalistic Juggernaut,"('Super Rare',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Ruler')",2022-09-18 18:52:25,New
Deck Mod Pack: Chaotic Omega Rising!!,Meat Spice the Special Noodle Ninja,"('Rare',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Delayer')",2022-09-18 18:52:25,Old
Deck Mod Pack: Chaotic Omega Rising!!,Meat Spice the Special Noodle Ninja,"('Rare',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Ruler')",2022-09-18 18:52:25,New
Deck Mod Pack: Chaotic Omega Rising!!,Miso Instant the Special Noodle Ninja,"('Rare',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Delayer')",2022-09-18 18:52:25,Old
Deck Mod Pack: Chaotic Omega Rising!!,Miso Instant the Special Noodle Ninja,"('Rare',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Ruler')",2022-09-18 18:52:25,New
Deck Mod Pack: Chaotic Omega Rising!!,Hunter of Titans,"('Rare',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Ruler')",2022-09-18 18:52:25,New
Deck Mod Pack: Chaotic Omega Rising!!,Hunter of Titans,"('Rare',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Delayer')",2022-09-18 18:52:25,Old
Deck Mod Pack: Chaotic Omega Rising!!,Fenrirewritter Sol,"('Rare',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Delayer')",2022-09-18 18:52:25,Old
Deck Mod Pack: Chaotic Omega Rising!!,Fenrirewritter Sol,"('Rare',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Ruler')",2022-09-18 18:52:25,New
Deck Mod Pack: Chaotic Omega Rising!!,Supreme HQ Magnum Overbase,"('Common',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Delayer')",2022-09-18 18:52:25,Old
Deck Mod Pack: Chaotic Omega Rising!!,Supreme HQ Magnum Overbase,"('Common',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Ruler')",2022-09-18 18:52:25,New
Deck Mod Pack: Chaotic Omega Rising!!,Five Types of Assistance,"('Rare',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Ruler')",2022-09-18 18:52:25,New
Deck Mod Pack: Chaotic Omega Rising!!,Five Types of Assistance,"('Rare',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Delayer')",2022-09-18 18:52:25,Old
Deck Mod Pack: Chaotic Omega Rising!!,Unbelievarmor,"('Rare',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Ruler')",2022-09-18 18:52:25,New
Deck Mod Pack: Chaotic Omega Rising!!,Unbelievarmor,"('Rare',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Delayer')",2022-09-18 18:52:25,Old
Deck Mod Pack: Chaotic Omega Rising!!,Shape of Aqua,"('Super Rare',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Ruler')",2022-09-18 18:52:25,New
Deck Mod Pack: Chaotic Omega Rising!!,Shape of Aqua,"('Super Rare',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Delayer')",2022-09-18 18:52:25,Old
Deck Mod Pack: Chaotic Omega Rising!!,Vanishing Torrent,"('Common',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Delayer')",2022-09-18 18:52:25,Old
Deck Mod Pack: Chaotic Omega Rising!!,Vanishing Torrent,"('Common',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Ruler')",2022-09-18 18:52:25,New
Deck Mod Pack: Chaotic Omega Rising!!,Feverous Spirit Stadium,"('Rare',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Ruler')",2022-09-18 18:52:25,New
Deck Mod Pack: Chaotic Omega Rising!!,Feverous Spirit Stadium,"('Rare',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Delayer')",2022-09-18 18:52:25,Old
Deck Mod Pack: Chaotic Omega Rising!!,Tile Burn,"('Rare',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Delayer')",2022-09-18 18:52:25,Old
Deck Mod Pack: Chaotic Omega Rising!!,Tile Burn,"('Rare',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Ruler')",2022-09-18 18:52:25,New
Deck Mod Pack: Chaotic Omega Rising!!,Reprinter,"('Common',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Ruler')",2022-09-18 18:52:25,New
Deck Mod Pack: Chaotic Omega Rising!!,Reprinter,"('Common',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Delayer')",2022-09-18 18:52:25,Old
Deck Mod Pack: Chaotic Omega Rising!!,The Noodle Art of Roastery,"('Rare',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Ruler')",2022-09-18 18:52:25,New
Deck Mod Pack: Chaotic Omega Rising!!,The Noodle Art of Roastery,"('Rare',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Delayer')",2022-09-18 18:52:25,Old
Deck Mod Pack: Chaotic Omega Rising!!,The Noodle Art of Saucery,"('Common',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Ruler')",2022-09-18 18:52:25,New
Deck Mod Pack: Chaotic Omega Rising!!,The Noodle Art of Saucery,"('Common',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Delayer')",2022-09-18 18:52:25,Old
Deck Mod Pack: Chaotic Omega Rising!!,Ship of Seven Treasures,"('Ultra Rare',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Delayer')",2022-09-18 18:52:25,Old
Deck Mod Pack: Chaotic Omega Rising!!,Ship of Seven Treasures,"('Ultra Rare',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Ruler')",2022-09-18 18:52:25,New
Deck Mod Pack: Chaotic Omega Rising!!,Back Beat,"('Ultra Rare',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Delayer')",2022-09-18 18:52:25,Old
Deck Mod Pack: Chaotic Omega Rising!!,Back Beat,"('Ultra Rare',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Ruler')",2022-09-18 18:52:25,New
Deck Mod Pack: Chaotic Omega Rising!!,Stream,"('Common',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Ruler')",2022-09-18 18:52:25,New
Deck Mod Pack: Chaotic Omega Rising!!,Stream,"('Common',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Delayer')",2022-09-18 18:52:25,Old
Deck Mod Pack: Chaotic Omega Rising!!,Card Devastation,"('Common',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Ruler')",2022-09-18 18:52:25,New
Deck Mod Pack: Chaotic Omega Rising!!,Card Devastation,"('Common',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Delayer')",2022-09-18 18:52:25,Old
Deck Mod Pack: Chaotic Omega Rising!!,Comeback! Feelshock!!,"('Rare',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Delayer')",2022-09-18 18:52:25,Old
Deck Mod Pack: Chaotic Omega Rising!!,Comeback! Feelshock!!,"('Rare',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Ruler')",2022-09-18 18:52:25,New
Deck Mod Pack: Chaotic Omega Rising!!,Pair Collision,"('Common',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Ruler')",2022-09-18 18:52:25,New
Deck Mod Pack: Chaotic Omega Rising!!,Pair Collision,"('Common',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Delayer')",2022-09-18 18:52:25,Old
Deck Mod Pack: Chaotic Omega Rising!!,Dolphin Counterattack,"('Common',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Ruler')",2022-09-18 18:52:25,New
Deck Mod Pack: Chaotic Omega Rising!!,Dolphin Counterattack,"('Common',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Delayer')",2022-09-18 18:52:25,Old
Deck Mod Pack: Chaotic Omega Rising!!,Seastorm of Iruqua,"('Common',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Ruler')",2022-09-18 18:52:25,New
Deck Mod Pack: Chaotic Omega Rising!!,Seastorm of Iruqua,"('Common',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Delayer')",2022-09-18 18:52:25,Old
Deck Mod Pack: Chaotic Omega Rising!!,Gagagaguts,"('Common',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Delayer')",2022-09-18 18:52:25,Old
Deck Mod Pack: Chaotic Omega Rising!!,Gagagaguts,"('Common',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Ruler')",2022-09-18 18:52:25,New
Deck Mod Pack: Chaotic Omega Rising!!,Requesting 9,"('Common',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Ruler')",2022-09-18 18:52:25,New
Deck Mod Pack: Chaotic Omega Rising!!,Requesting 9,"('Common',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Delayer')",2022-09-18 18:52:25,Old
Deck Mod Pack: Chaotic Omega Rising!!,Reporting from the Scene!,"('Common',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Ruler')",2022-09-18 18:52:25,New
Deck Mod Pack: Chaotic Omega Rising!!,Reporting from the Scene!,"('Common',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Delayer')",2022-09-18 18:52:25,Old
Deck Mod Pack: Chaotic Omega Rising!!,Breaking News!,"('Common',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Delayer')",2022-09-18 18:52:25,Old
Deck Mod Pack: Chaotic Omega Rising!!,Breaking News!,"('Common',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Ruler')",2022-09-18 18:52:25,New
Deck Mod Pack: Chaotic Omega Rising!!,Spiral Geyser,"('Rare',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Ruler')",2022-09-18 18:52:25,New
Deck Mod Pack: Chaotic Omega Rising!!,Spiral Geyser,"('Rare',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Delayer')",2022-09-18 18:52:25,Old
Deck Mod Pack: Chaotic Omega Rising!!,Hardefense Mission,"('Super Rare',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Ruler')",2022-09-18 18:52:25,New
Deck Mod Pack: Chaotic Omega Rising!!,Hardefense Mission,"('Super Rare',)",,KR,2022-02-25,Booster pack,"('CAN:D LIVE', 'Yamiterasu the Divine Delayer')",2022-09-18 18:52:25,Old
Deck Mod Pack: Double Star of the Assault!!,Gilford the Lightning,"('Secret Rare', 'Rush Rare')",,JP,2023-01-21,Booster pack,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Deck Mod Pack: Double Star of the Assault!!,Gilford the Lightning,"('Secret Rare', 'Rush Rare')",,JP,2023-01-21,Booster pack,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,Old
Deck Mod Pack: Double Star of the Assault!!,Chromatographicus,"('Rare',)",,JP,2023-01-21,Booster pack,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Deck Mod Pack: Double Star of the Assault!!,Chromatographicus,"('Rare',)",,JP,2023-01-21,Booster pack,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,Old
Deck Mod Pack: Double Star of the Assault!!,Ray Dragon,"('Common',)",,JP,2023-01-21,Booster pack,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,Old
Deck Mod Pack: Double Star of the Assault!!,Ray Dragon,"('Common',)",,JP,2023-01-21,Booster pack,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Deck Mod Pack: Double Star of the Assault!!,The Dragias,"('Ultra Rare', 'Rush Rare')",,JP,2023-01-21,Booster pack,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,Old
Deck Mod Pack: Double Star of the Assault!!,The Dragias,"('Ultra Rare', 'Rush Rare')",,JP,2023-01-21,Booster pack,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Deck Mod Pack: Double Star of the Assault!!,Silver-Eyes Star Cat,"('Common',)",,JP,2023-01-21,Booster pack,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,Old
Deck Mod Pack: Double Star of the Assault!!,Silver-Eyes Star Cat,"('Common',)",,JP,2023-01-21,Booster pack,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Deck Mod Pack: Double Star of the Assault!!,Golden-Eyes Star Cat,"('Common',)",,JP,2023-01-21,Booster pack,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Deck Mod Pack: Double Star of the Assault!!,Golden-Eyes Star Cat,"('Common',)",,JP,2023-01-21,Booster pack,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,Old
Deck Mod Pack: Double Star of the Assault!!,Jointech Tinplatesaurus,"('Rare',)",,JP,2023-01-21,Booster pack,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Deck Mod Pack: Double Star of the Assault!!,Jointech Tinplatesaurus,"('Rare',)",,JP,2023-01-21,Booster pack,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,Old
Deck Mod Pack: Double Star of the Assault!!,,,,JP,2023-01-21,Booster pack,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Deck Mod Pack: Double Star of the Assault!!,,,,JP,2023-01-21,Booster pack,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,Old
Deck Mod Pack: Double Star of the Assault!!,Voidvelgr Kataphraktos,"('Rare',)",,JP,2023-01-21,Booster pack,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Deck Mod Pack: Double Star of the Assault!!,Voidvelgr Kataphraktos,"('Rare',)",,JP,2023-01-21,Booster pack,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,Old
Deck Mod Pack: Double Star of the Assault!!,,,,JP,2023-01-21,Booster pack,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,Old
Deck Mod Pack: Double Star of the Assault!!,Voidvelgr Black Dwarf,"('Common',)",,JP,2023-01-21,Booster pack,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Deck Mod Pack: Double Star of the Assault!!,Machvio of the Ultimate Aria,"('Super Rare',)",,JP,2023-01-21,Booster pack,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,Old
Deck Mod Pack: Double Star of the Assault!!,Machvio of the Ultimate Aria,"('Super Rare',)",,JP,2023-01-21,Booster pack,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Deck Mod Pack: Double Star of the Assault!!,Double-Doom Dragon,"('Common',)",,JP,2023-01-21,Booster pack,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Deck Mod Pack: Double Star of the Assault!!,Double-Doom Dragon,"('Common',)",,JP,2023-01-21,Booster pack,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,Old
Deck Mod Pack: Double Star of the Assault!!,The Clone,"('Common',)",,JP,2023-01-21,Booster pack,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Deck Mod Pack: Double Star of the Assault!!,The Clone,"('Common',)",,JP,2023-01-21,Booster pack,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,Old
Deck Mod Pack: Double Star of the Assault!!,Mirroring Wyvern,"('Common',)",,JP,2023-01-21,Booster pack,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Deck Mod Pack: Double Star of the Assault!!,Mirroring Wyvern,"('Common',)",,JP,2023-01-21,Booster pack,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,Old
Deck Mod Pack: Double Star of the Assault!!,Purple-Eyes Star Cat,"('Common',)",,JP,2023-01-21,Booster pack,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Deck Mod Pack: Double Star of the Assault!!,Purple-Eyes Star Cat,"('Common',)",,JP,2023-01-21,Booster pack,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,Old
Deck Mod Pack: Double Star of the Assault!!,Green-Eyes Star Cat,"('Common',)",,JP,2023-01-21,Booster pack,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Deck Mod Pack: Double Star of the Assault!!,Green-Eyes Star Cat,"('Common',)",,JP,2023-01-21,Booster pack,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,Old
Deck Mod Pack: Double Star of the Assault!!,Cat Claw Girl,"('Super Rare',)",,JP,2023-01-21,Booster pack,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,Old
Deck Mod Pack: Double Star of the Assault!!,Cat Claw Girl,"('Super Rare',)",,JP,2023-01-21,Booster pack,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Deck Mod Pack: Double Star of the Assault!!,Dark-Eyes Breakstar Cat,"('Rare',)",,JP,2023-01-21,Booster pack,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,Old
Deck Mod Pack: Double Star of the Assault!!,Dark-Eyes Breakstar Cat,"('Rare',)",,JP,2023-01-21,Booster pack,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Deck Mod Pack: Double Star of the Assault!!,Cyber Coatl,"('Common',)",,JP,2023-01-21,Booster pack,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,Old
Deck Mod Pack: Double Star of the Assault!!,Cyber Coatl,"('Common',)",,JP,2023-01-21,Booster pack,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Deck Mod Pack: Double Star of the Assault!!,,,,JP,2023-01-21,Booster pack,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,Old
Deck Mod Pack: Double Star of the Assault!!,,,,JP,2023-01-21,Booster pack,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Deck Mod Pack: Double Star of the Assault!!,Soleil the Skysavior Angel,"('Rare',)",,JP,2023-01-21,Booster pack,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,Old
Deck Mod Pack: Double Star of the Assault!!,Soleil the Skysavior Angel,"('Rare',)",,JP,2023-01-21,Booster pack,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Deck Mod Pack: Double Star of the Assault!!,Lua the Skysavior Angel,"('Rare',)",,JP,2023-01-21,Booster pack,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,Old
Deck Mod Pack: Double Star of the Assault!!,Lua the Skysavior Angel,"('Rare',)",,JP,2023-01-21,Booster pack,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Deck Mod Pack: Double Star of the Assault!!,Ranga the Skysavior Knight,"('Common',)",,JP,2023-01-21,Booster pack,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,Old
