Set,Name,Rarity,Print,Cover card,Modification date,Version
Ghosts From the Past: The 2nd Haunting,D/D/D Duo-Dawn King Kali Yuga,"('Ultra Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Number 38: Hope Harbinger Dragon Titanic Galaxy,"('Ultra Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Number 60: Dugares the Timeless,"('Ultra Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Number 97: Draglubion,"('Ultra Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Primathmech Laplacian,"('Ultra Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,"Jormungandr, Generaider Boss of Eternity","('Ultra Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Plunder Patrollship Moerk,"('Ultra Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Crystron Halqifibrax,"('Ultra Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Vampire Sucker,"('Ultra Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,The Sanctuary in the Sky,"('Ultra Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,The Flute of Summoning Kuriboh,"('Ultra Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Advanced Ritual Art,"('Ultra Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Zombie World,"('Ultra Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Reptilianne Spawn,"('Ultra Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Inzektor Sword - Zektkaliber,"('Ultra Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Vampire Kingdom,"('Ultra Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Yang Zing Prana,"('Ultra Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Dark Contract with the Gate,"('Ultra Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Dark Contract with the Swamp King,"('Ultra Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Domain of the True Monarchs,"('Ultra Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,The Sanctum of Parshath,"('Ultra Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Generaider Boss Stage,"('Ultra Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Plunder Patroll Shipyarrrd,"('Ultra Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Heavenly Dragon Circle,"('Ultra Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Fossil Fusion,"('Ultra Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,"Despia, Theater of the Branded","('Ultra Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Vampire Takeover,"('Ultra Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Yang Zing Brutality,"('Ultra Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Pendulum Area,"('Ultra Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Nine Pillars of Yang Zing,"('Ultra Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Vampire Domination,"('Ultra Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Cynet Conflict,"('Ultra Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Fists of the Unrivaled Tenyi,"('Ultra Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Blue-Eyes White Dragon,"('Ghost Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Red-Eyes Black Dragon,"('Ghost Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Dark Magician Girl,"('Ghost Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Cyber Dragon,"('Ghost Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Dark Armed Dragon,"('Ghost Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,The Winged Dragon of Ra - Sphere Mode,"('Ghost Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Blue-Eyes Ultimate Dragon,"('Ghost Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Red Dragon Archfiend,"('Ghost Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,The Eye of Timaeus,"('Ghost Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Crystal Beast Rainbow Dragon,"('Ultra Rare',)",New,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,D/D/D Vice King Requiem,"('Ultra Rare',)",New,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Elemental HERO Neos Kluger,"('Ultra Rare',)",New,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Odd-Eyes Rebellion Dragon Overlord,"('Ultra Rare',)",New,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Decode Talker Heatsoul,"('Ultra Rare',)",New,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Borrelend Dragon,"('Ultra Rare',)",New,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Majesty Hyperion,"('Ultra Rare',)",New,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,The Agent of Life - Neptune,"('Ultra Rare',)",New,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,The Executor of the Underworld - Pluto,"('Ultra Rare',)",New,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Masterflare Hyperion,"('Ultra Rare',)",New,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Protector of The Agents - Moon,"('Ultra Rare',)",New,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,The Chorus in the Sky,"('Ultra Rare',)",New,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,The Sacred Waters in the Sky,"('Ultra Rare',)",New,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Fallen Sanctuary,"('Ultra Rare',)",New,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Flint Cragger,"('Ultra Rare',)",New,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Shell Knight,"('Ultra Rare',)",New,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Infernity Sage,"('Ultra Rare',)",New,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Infernity Pawn,"('Ultra Rare',)",New,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Fossil Machine Skull Convoy,"('Ultra Rare',)",New,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Fossil Machine Skull Wagon,"('Ultra Rare',)",New,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Fossil Machine Skull Buggy,"('Ultra Rare',)",New,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Contract with the Void,"('Ultra Rare',)",New,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Void Cauldron,"('Ultra Rare',)",New,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Code Exporter,"('Ultra Rare',)",New,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Salamangreat Blaze Dragon,"('Ultra Rare',)",New,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Brute Enforcer,"('Ultra Rare',)",New,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Altergeist Failover,"('Ultra Rare',)",New,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Trackblack,"('Ultra Rare',)",New,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Puppet Queen,"('Ultra Rare',)",New,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Motor Shell,"('Ultra Rare',)",New,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Leraje the God of Archery,"('Ultra Rare',)",New,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Onmoraki,"('Ultra Rare',)",New,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Dark Alligator,"('Ultra Rare',)",New,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Reptia Egg,"('Ultra Rare',)",New,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Performapal Miss Director,"('Ultra Rare',)",New,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,"Primal Dragon, the Primordial","('Ultra Rare',)",New,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Samsara Dragon,"('Ultra Rare',)",New,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Cocatorium the Heavy Metal Avian,"('Ultra Rare',)",New,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Chaos Grepher,"('Ultra Rare',)",New,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Proxy Horse,"('Ultra Rare',)",New,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Outburst Dragon,"('Ultra Rare',)",New,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,"Victorica, Angel of Bravery","('Ultra Rare',)",New,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Rookie Warrior Lady,"('Ultra Rare',)",New,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Time Thief Temporwhal,"('Ultra Rare',)",New,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Chronicle Magician,"('Ultra Rare',)",New,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Mystical Shine Ball,"('Ultra Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Master Hyperion,"('Ultra Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,The Agent of Wisdom - Mercury,"('Ultra Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,The Agent of Creation - Venus,"('Ultra Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,The Agent of Mystery - Earth,"('Ultra Rare',)",New,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,The Agent of Force - Mars,"('Ultra Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,The Agent of Miracles - Jupiter,"('Ultra Rare',)",New,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,The Agent of Judgment - Saturn,"('Ultra Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,The Agent of Entropy - Uranus,"('Ultra Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Vision HERO Minimum Ray,"('Ultra Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Vision HERO Multiply Guy,"('Ultra Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Vision HERO Increase,"('Ultra Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Vision HERO Poisoner,"('Ultra Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Vision HERO Faris,"('Ultra Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Vision HERO Vyon,"('Ultra Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Vision HERO Gravito,"('Ultra Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Inzektor Hornet,"('Ultra Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Inzektor Giga-Mantis,"('Ultra Rare',)",New,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Ghostrick Lantern,"('Ultra Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
Ghosts From the Past: The 2nd Haunting,Ghostrick Specter,"('Ultra Rare',)",Reprint,"('Dark Magician Girl', 'Cyber Dragon', 'Red Dragon Archfiend', 'Dark Armed Dragon', 'Blue-Eyes White Dragon')",2022-10-23 17:09:35,New
